Test Name,M-max Lower Leg Ampl Lines
Test Item,Left TA
Patient Name,"mid  s2718tdvg"
Patient ID,
Test Date,9/24/2019
Trace Label,"Tr 1 : 0 mA : 200 탎","Tr 2 : 80 mA : 200 탎","Tr 3 : 100 mA : 200 탎","Tr 4 : 100 mA : 300 탎","Tr 5 : 100 mA : 400 탎","Tr 6 : 100 mA : 400 탎","Tr 7 : 100 mA : 400 탎","Tr 8 : 100 mA : 400 탎","Tr 9 : 100 mA : 400 탎","Tr 10 : 100 mA : 500 탎","Tr 11 : 100 mA : 500 탎","Tr 12 : 100 mA : 500 탎","Tr 13 : 100 mA : 500 탎"
,25.939941406,4080.963134766,3760.528564453,3948.211669922,4237.365722656,4253.387451172,4121.398925781,3549.957275391,4135.131835938,3861.999511719,4306.030273438,4309.082031250,3579.711914063
,24.414062500,3945.922851563,3493.499755859,3628.540039063,3926.849365234,3923.034667969,3843.688964844,3282.165527344,3822.326660156,3581.237792969,3983.306884766,3977.203369141,3506.469726563
,24.414062500,3803.253173828,3232.574462891,3318.786621094,3627.777099609,3601.837158203,3581.237792969,3029.632568359,3519.439697266,3331.756591797,3672.027587891,3653.717041016,3428.649902344
,24.414062500,3659.820556641,2980.041503906,3015.136718750,3334.045410156,3291.320800781,3336.334228516,2798.461914063,3221.130371094,3104.400634766,3372.955322266,3340.911865234,3340.911865234
,24.414062500,3520.202636719,2729.797363281,2714.538574219,3041.839599609,2984.619140625,3098.297119141,2591.705322266,2920.532226563,2891.540527344,3077.697753906,3033.447265625,3238.677978516
,25.177001953,3377.532958984,2485.656738281,2416.229248047,2748.870849609,2685.546875000,2858.734130859,2407.836914063,2618.408203125,2687.835693359,2785.491943359,2731.323242188,3125.762939453
,25.177001953,3226.470947266,2242.279052734,2121.734619141,2453.613281250,2387.237548828,2606.964111328,2245.330810547,2310.943603516,2475.738525391,2488.708496094,2424.621582031,2995.300292969
,24.414062500,3057.098388672,2002.716064453,1833.343505859,2161.407470703,2086.639404297,2338.409423828,2096.557617188,2000.427246094,2252.197265625,2185.058593750,2112.579345703,2853.393554688
,24.414062500,2864.074707031,1772.308349609,1547.241210938,1868.438720703,1784.515380859,2055.358886719,1959.228515625,1689.910888672,2020.263671875,1879.882812500,1798.248291016,2705.383300781
,24.414062500,2651.214599609,1545.715332031,1269.531250000,1579.284667969,1478.576660156,1765.441894531,1831.817626953,1380.920410156,1777.648925781,1571.655273438,1483.154296875,2554.321289063
,25.939941406,2423.858642578,1333.618164063,1005.554199219,1296.234130859,1181.793212891,1482.391357422,1713.562011719,1077.270507813,1541.137695313,1274.871826172,1181.793212891,2405.548095703
,27.465820313,2193.450927734,1136.779785156,756.072998047,1020.050048828,899.505615234,1212.310791016,1605.224609375,787.353515625,1315.307617188,997.924804688,901.031494141,2257.537841797
,27.465820313,1966.857910156,956.726074219,533.294677734,762.939453125,637.054443359,962.066650391,1502.990722656,514.984130859,1099.395751953,741.577148438,642.395019531,2108.764648438
,27.465820313,1746.368408203,798.034667969,334.930419922,524.902343750,402.069091797,727.844238281,1399.230957031,264.739990234,899.505615234,514.221191406,412.750244141,1963.043212891
,25.939941406,1538.085937500,654.602050781,158.691406250,312.042236328,186.920166016,510.406494141,1291.656494141,40.435791016,710.296630859,310.516357422,203.704833984,1819.610595703
,25.177001953,1339.721679688,526.428222656,6.103515625,125.122070313,-2.288818359,313.568115234,1178.741455078,-156.402587891,532.531738281,125.122070313,16.784667969,1685.333251953
,24.414062500,1151.275634766,406.646728516,-129.699707031,-39.672851563,-167.846679688,135.803222656,1064.300537109,-325.775146484,373.840332031,-37.384033203,-148.010253906,1562.500000000
,23.651123047,977.325439453,292.968750000,-251.007080078,-183.868408203,-312.042236328,-18.310546875,956.726074219,-476.074218750,231.170654297,-183.105468750,-293.731689453,1444.244384766
,23.651123047,815.582275391,183.105468750,-367.736816406,-322.723388672,-439.453125000,-157.165527344,856.781005859,-621.795654297,107.574462891,-313.568115234,-418.853759766,1325.225830078
,23.651123047,669.097900391,67.901611328,-493.621826172,-470.733642578,-566.864013672,-295.257568359,772.094726563,-780.487060547,-7.629394531,-435.638427734,-536.346435547,1188.659667969
,24.414062500,534.820556641,-64.086914063,-636.291503906,-639.343261719,-710.296630859,-446.319580078,698.852539063,-965.881347656,-135.040283203,-567.626953125,-665.283203125,1021.575927734
,25.177001953,400.543212891,-222.778320313,-804.138183594,-832.366943359,-879.669189453,-624.847412109,630.950927734,-1175.689697266,-286.865234375,-720.977783203,-812.530517578,817.871093750
,24.414062500,251.770019531,-415.039062500,-993.347167969,-1042.938232422,-1075.744628906,-829.315185547,565.338134766,-1397.705078125,-472.259521484,-900.268554688,-989.532470703,580.596923828
,23.651123047,74.768066406,-633.239746094,-1187.896728516,-1255.798339844,-1284.790039063,-1044.464111328,493.621826172,-1618.194580078,-685.882568359,-1101.684570313,-1187.896728516,323.486328125
,22.125244141,-132.751464844,-856.781005859,-1378.631591797,-1458.740234375,-1490.783691406,-1256.561279297,412.750244141,-1826.477050781,-911.712646484,-1308.441162109,-1389.312744141,60.272216797
,20.599365234,-367.736816406,-1075.744628906,-1559.448242188,-1647.949218750,-1685.333251953,-1453.399658203,318.145751953,-2017.974853516,-1134.490966797,-1509.857177734,-1586.914062500,-199.127197266
,22.125244141,-611.114501953,-1277.160644531,-1725.006103516,-1818.847656250,-1859.283447266,-1630.401611328,198.364257813,-2189.636230469,-1343.536376953,-1696.014404297,-1767.730712891,-447.845458984
,23.651123047,-847.625732422,-1457.977294922,-1879.119873047,-1975.250244141,-2014.923095703,-1788.330078125,41.198730469,-2338.409423828,-1532.745361328,-1861.572265625,-1930.999755859,-684.356689453
,25.177001953,-1070.404052734,-1620.483398438,-2017.974853516,-2114.868164063,-2153.015136719,-1927.185058594,-148.773193359,-2465.820312500,-1700.592041016,-2011.108398438,-2079.772949219,-904.083251953
,26.702880859,-1270.294189453,-1763.153076172,-2136.993408203,-2236.175537109,-2272.033691406,-2047.729492188,-364.685058594,-2572.631835938,-1847.076416016,-2143.859863281,-2211.761474609,-1103.210449219
,26.702880859,-1450.347900391,-1882.934570313,-2236.938476563,-2339.935302734,-2375.030517578,-2150.726318359,-585.937500000,-2659.606933594,-1975.250244141,-2261.352539063,-2329.254150391,-1287.841796875
,25.177001953,-1611.328125000,-1979.827880859,-2313.232421875,-2420.806884766,-2458.190917969,-2236.175537109,-791.931152344,-2723.693847656,-2087.402343750,-2366.638183594,-2431.488037109,-1454.162597656
,23.651123047,-1752.471923828,-2054.595947266,-2369.689941406,-2477.264404297,-2515.411376953,-2304.077148438,-982.666015625,-2763.366699219,-2185.058593750,-2455.139160156,-2514.648437500,-1599.884033203
,22.888183594,-1875.305175781,-2109.527587891,-2403.259277344,-2507.781982422,-2545.928955078,-2352.142333984,-1158.905029297,-2770.233154297,-2268.218994141,-2520.751953125,-2573.394775391,-1720.428466797
,23.651123047,-1976.776123047,-2142.333984375,-2410.888671875,-2510.070800781,-2547.454833984,-2373.504638672,-1324.462890625,-2745.819091797,-2325.439453125,-2558.135986328,-2600.097656250,-1806.640625000
,24.414062500,-2056.121826172,-2155.303955078,-2393.341064453,-2483.367919922,-2518.463134766,-2365.112304688,-1483.154296875,-2687.072753906,-2353.668212891,-2560.424804688,-2593.231201172,-1859.283447266
,25.939941406,-2108.764648438,-2146.911621094,-2344.512939453,-2423.095703125,-2460.479736328,-2323.150634766,-1628.875732422,-2587.890625000,-2346.801757813,-2529.144287109,-2555.084228516,-1877.593994141
,26.702880859,-2134.704589844,-2111.053466797,-2264.404296875,-2322.387695313,-2371.215820313,-2244.567871094,-1758.575439453,-2447.509765625,-2299.499511719,-2465.820312500,-2482.604980469,-1860.809326172
,25.177001953,-2135.467529297,-2050.018310547,-2151.489257813,-2182.006835938,-2244.567871094,-2127.838134766,-1869.201660156,-2264.404296875,-2218.627929688,-2369.689941406,-2378.082275391,-1807.403564453
,23.651123047,-2108.001708984,-1959.991455078,-2003.479003906,-2001.190185547,-2081.298828125,-1975.250244141,-1956.939697266,-2044.677734375,-2101.135253906,-2242.279052734,-2239.990234375,-1712.799072266
,22.125244141,-2053.070068359,-1835.632324219,-1824.188232422,-1792.907714844,-1889.038085938,-1793.670654297,-2021.789550781,-1797.485351563,-1947.784423828,-2080.535888672,-2066.802978516,-1575.469970703
,20.599365234,-1970.672607422,-1679.229736328,-1618.194580078,-1564.788818359,-1671.600341797,-1589.965820313,-2057.647705078,-1532.745361328,-1765.441894531,-1888.275146484,-1866.912841797,-1405.334472656
,21.362304688,-1853.179931641,-1494.598388672,-1391.601562500,-1323.699951172,-1438.903808594,-1369.476318359,-2066.802978516,-1260.375976563,-1556.396484375,-1670.837402344,-1643.371582031,-1206.207275391
,21.362304688,-1701.354980469,-1284.790039063,-1150.512695313,-1076.507568359,-1197.052001953,-1139.068603516,-2041.625976563,-980.377197266,-1329.040527344,-1435.089111328,-1402.282714844,-991.058349609
,21.362304688,-1520.538330078,-1060.485839844,-901.794433594,-823.211669922,-943.756103516,-899.505615234,-1975.250244141,-698.852539063,-1091.766357422,-1190.185546875,-1153.564453125,-765.991210938
,22.125244141,-1310.729980469,-827.026367188,-646.209716797,-569.915771484,-688.171386719,-651.550292969,-1868.438720703,-424.957275391,-850.677490234,-939.178466797,-896.453857422,-529.479980469
,21.362304688,-1084.899902344,-589.752197266,-391.387939453,-325.012207031,-436.401367188,-405.120849609,-1718.902587891,-160.980224609,-611.114501953,-691.223144531,-642.395019531,-287.628173828
,21.362304688,-850.677490234,-357.818603516,-145.721435547,-90.026855469,-193.023681641,-165.557861328,-1539.611816406,84.686279297,-379.180908203,-450.134277344,-396.728515625,-46.539306641
,20.599365234,-609.588623047,-137.329101563,84.686279297,125.122070313,32.806396484,61.035156250,-1342.773437500,308.227539063,-160.980224609,-218.963623047,-164.031982422,184.631347656
,19.836425781,-372.314453125,67.901611328,296.020507813,323.486328125,243.377685547,270.080566406,-1139.068603516,514.221191406,38.909912109,-5.340576172,50.354003906,396.728515625
,20.599365234,-143.432617188,262.451171875,488.281250000,508.880615234,438.690185547,461.578369141,-935.363769531,704.956054688,223.541259766,193.023681641,253.295898438,588.989257813
,19.836425781,68.664550781,446.319580078,663.757324219,678.253173828,621.795654297,640.106201172,-722.503662109,881.958007813,393.676757813,380.706787109,445.556640625,762.939453125
,20.599365234,260.925292969,623.321533203,823.974609375,834.655761719,791.168212891,804.901123047,-502.014160156,1044.464111328,552.368164063,556.182861328,628.662109375,926.208496094
,20.599365234,437.164306641,793.457031250,963.592529297,973.510742188,942.230224609,951.385498047,-276.184082031,1183.319091797,703.430175781,720.214843750,801.849365234,1078.033447266
,19.836425781,603.485107422,946.044921875,1076.507568359,1083.374023438,1068.878173828,1074.981689453,-51.879882813,1287.841796875,836.944580078,866.699218750,954.437255859,1213.836669922
,19.073486328,763.702392578,1074.218750000,1156.616210938,1159.667968750,1161.193847656,1168.823242188,154.876708984,1347.351074219,944.519042969,983.428955078,1077.270507813,1323.699951172
,18.310546875,914.001464844,1168.823242188,1197.052001953,1194.763183594,1213.073730469,1226.043701172,341.033935547,1361.846923828,1019.287109375,1065.826416016,1164.245605469,1396.942138672
,18.310546875,1046.752929688,1222.229003906,1199.340820313,1189.422607422,1224.517822266,1248.168945313,506.591796875,1329.040527344,1056.671142578,1108.551025391,1207.733154297,1428.222656250
,19.073486328,1152.038574219,1233.673095703,1162.719726563,1144.409179688,1193.237304688,1234.436035156,651.550292969,1255.798339844,1057.434082031,1112.365722656,1208.496093750,1422.119140625
,19.836425781,1219.177246094,1203.155517578,1089.477539063,1062.774658203,1126.098632813,1182.556152344,777.435302734,1150.512695313,1026.153564453,1082.611083984,1172.637939453,1379.394531250
,19.073486328,1245.880126953,1134.490966797,984.191894531,948.333740234,1026.153564453,1096.343994141,890.350341797,1016.235351563,963.592529297,1021.575927734,1100.158691406,1303.863525391
,19.073486328,1231.384277344,1030.731201172,850.677490234,804.901123047,899.505615234,980.377197266,984.954833984,860.595703125,874.328613281,931.549072266,997.924804688,1200.866699219
,18.310546875,1176.452636719,898.742675781,697.326660156,639.343261719,748.443603516,835.418701172,1061.248779297,688.934326172,760.650634766,812.530517578,870.513916016,1066.589355469
,16.784667969,1087.951660156,742.340087891,529.479980469,460.815429688,579.071044922,672.149658203,1113.891601563,504.302978516,625.610351563,666.809082031,721.740722656,910.186767578
,16.021728516,971.221923828,570.678710938,354.003906250,273.895263672,395.965576172,493.621826172,1130.676269531,312.042236328,475.311279297,499.725341797,557.708740234,739.288330078
,14.495849609,832.366943359,389.099121094,173.950195313,83.923339844,202.178955078,302.886962891,1104.736328125,118.255615234,312.042236328,319.671630859,380.706787109,559.997558594
,13.732910156,675.964355469,202.178955078,-5.340576172,-100.708007813,7.629394531,106.811523438,1031.494140625,-74.768066406,140.380859375,132.751464844,196.075439453,379.180908203
,12.969970703,505.828857422,16.784667969,-185.394287109,-284.576416016,-180.053710938,-86.212158203,916.290283203,-263.214111328,-32.043457031,-49.591064453,8.392333984,199.890136719
,12.969970703,328.063964844,-166.320800781,-363.159179688,-463.104248047,-361.633300781,-274.658203125,766.754150391,-447.082519531,-203.704833984,-226.593017578,-177.764892578,22.125244141
,12.969970703,144.958496094,-345.611572266,-537.109375000,-631.713867188,-532.531738281,-453.186035156,595.855712891,-624.847412109,-370.025634766,-398.254394531,-358.581542969,-150.299072266
,12.207031250,-36.621093750,-518.798828125,-706.481933594,-793.457031250,-693.511962891,-618.743896484,416.564941406,-793.457031250,-528.717041016,-560.760498047,-532.531738281,-318.145751953
,12.969970703,-215.911865234,-682.067871094,-865.173339844,-941.467285156,-846.099853516,-772.857666016,237.274169922,-948.333740234,-679.016113281,-716.400146484,-697.326660156,-476.074218750
,12.207031250,-389.099121094,-830.841064453,-1007.843017578,-1073.455810547,-984.191894531,-909.423828125,64.086914063,-1083.374023438,-817.108154297,-862.121582031,-849.151611328,-622.558593750
,11.444091797,-552.368164063,-962.829589844,-1127.624511719,-1184.844970703,-1103.210449219,-1026.153564453,-96.893310547,-1194.763183594,-938.415527344,-992.584228516,-983.428955078,-753.784179688
,12.207031250,-705.718994141,-1074.218750000,-1222.991943359,-1275.634765625,-1202.392578125,-1123.809814453,-250.244140625,-1283.264160156,-1042.175292969,-1107.025146484,-1098.632812500,-864.410400391
,12.207031250,-843.811035156,-1168.823242188,-1298.522949219,-1346.588134766,-1279.449462891,-1202.392578125,-396.728515625,-1349.639892578,-1128.387451172,-1203.155517578,-1193.237304688,-957.489013672
,12.969970703,-966.644287109,-1248.168945313,-1358.795166016,-1399.993896484,-1341.247558594,-1267.242431641,-538.635253906,-1398.468017578,-1201.629638672,-1283.264160156,-1271.820068359,-1036.071777344
,13.732910156,-1073.455810547,-1315.307617188,-1409.149169922,-1441.955566406,-1388.549804688,-1321.411132813,-679.779052734,-1435.089111328,-1267.242431641,-1349.639892578,-1337.432861328,-1101.684570313
,16.021728516,-1165.771484375,-1373.291015625,-1450.347900391,-1473.999023438,-1425.170898438,-1365.661621094,-819.396972656,-1462.554931641,-1329.040527344,-1404.571533203,-1390.838623047,-1160.430908203
,16.784667969,-1248.168945313,-1418.304443359,-1483.917236328,-1495.361328125,-1454.925537109,-1404.571533203,-952.148437500,-1483.154296875,-1383.209228516,-1448.059082031,-1432.037353516,-1210.021972656
,17.547607422,-1318.359375000,-1451.110839844,-1507.568359375,-1508.331298828,-1475.524902344,-1435.852050781,-1074.981689453,-1496.887207031,-1428.222656250,-1480.102539063,-1462.554931641,-1249.694824219
,16.784667969,-1377.105712891,-1473.999023438,-1521.301269531,-1513.671875000,-1487.731933594,-1457.977294922,-1181.030273438,-1503.753662109,-1461.791992188,-1502.990722656,-1480.865478516,-1277.160644531
,15.258789063,-1424.407958984,-1485.443115234,-1525.115966797,-1507.568359375,-1490.020751953,-1470.947265625,-1266.479492188,-1501.464843750,-1480.102539063,-1515.960693359,-1489.257812500,-1291.656494141
,13.732910156,-1457.214355469,-1486.206054688,-1519.012451172,-1492.309570313,-1480.865478516,-1470.184326172,-1330.566406250,-1488.494873047,-1486.968994141,-1519.775390625,-1490.783691406,-1296.234130859
,12.969970703,-1479.339599609,-1476.287841797,-1501.464843750,-1468.658447266,-1460.266113281,-1457.977294922,-1375.579833984,-1467.895507813,-1481.628417969,-1512.145996094,-1485.443115234,-1290.130615234
,12.969970703,-1492.309570313,-1454.925537109,-1473.236083984,-1438.140869141,-1432.800292969,-1438.140869141,-1405.334472656,-1439.666748047,-1464.080810547,-1494.598388672,-1472.473144531,-1277.160644531
,12.969970703,-1496.124267578,-1425.170898438,-1438.903808594,-1405.334472656,-1399.993896484,-1407.623291016,-1423.645019531,-1403.808593750,-1438.903808594,-1466.369628906,-1451.873779297,-1259.613037109
,13.732910156,-1490.783691406,-1389.312744141,-1397.705078125,-1371.765136719,-1364.135742188,-1371.765136719,-1432.800292969,-1364.898681641,-1405.334472656,-1430.511474609,-1424.407958984,-1236.724853516
,14.495849609,-1476.287841797,-1349.639892578,-1355.743408203,-1338.195800781,-1329.803466797,-1332.855224609,-1434.326171875,-1324.462890625,-1367.950439453,-1392.364501953,-1391.601562500,-1210.784912109
,13.732910156,-1453.399658203,-1308.441162109,-1313.018798828,-1304.626464844,-1293.945312500,-1290.130615234,-1427.459716797,-1284.027099609,-1328.277587891,-1353.454589844,-1357.269287109,-1184.082031250
,14.495849609,-1427.459716797,-1264.953613281,-1269.531250000,-1270.294189453,-1258.850097656,-1248.931884766,-1413.726806641,-1245.880126953,-1287.078857422,-1315.307617188,-1320.648193359,-1155.090332031
,13.732910156,-1399.230957031,-1219.177246094,-1227.569580078,-1235.961914063,-1222.991943359,-1208.496093750,-1395.416259766,-1207.733154297,-1246.643066406,-1276.397705078,-1280.975341797,-1123.809814453
,12.969970703,-1369.476318359,-1172.637939453,-1186.370849609,-1200.103759766,-1187.896728516,-1169.586181641,-1372.528076172,-1170.349121094,-1204.681396484,-1235.198974609,-1239.776611328,-1093.292236328
,14.495849609,-1337.432861328,-1127.624511719,-1145.935058594,-1165.771484375,-1153.564453125,-1132.965087891,-1344.299316406,-1132.965087891,-1164.245605469,-1194.000244141,-1197.814941406,-1059.722900391
,16.021728516,-1300.811767578,-1084.899902344,-1106.262207031,-1132.202148438,-1120.758056641,-1097.869873047,-1311.492919922,-1094.055175781,-1123.809814453,-1152.038574219,-1156.616210938,-1026.153564453
,18.310546875,-1261.138916016,-1045.989990234,-1065.826416016,-1097.106933594,-1090.240478516,-1065.063476563,-1272.583007813,-1055.145263672,-1083.374023438,-1110.839843750,-1115.417480469,-994.110107422
,20.599365234,-1218.414306641,-1008.605957031,-1025.390625000,-1062.011718750,-1056.671142578,-1031.494140625,-1229.858398438,-1015.472412109,-1044.464111328,-1072.692871094,-1075.744628906,-959.777832031
,21.362304688,-1176.452636719,-972.747802734,-983.428955078,-1023.864746094,-1021.575927734,-997.161865234,-1184.082031250,-973.510742188,-1005.554199219,-1034.545898438,-1034.545898438,-926.971435547
,20.599365234,-1136.779785156,-936.126708984,-943.756103516,-984.191894531,-982.666015625,-962.066650391,-1136.779785156,-932.312011719,-966.644287109,-997.924804688,-992.584228516,-891.876220703
,19.836425781,-1095.581054688,-900.268554688,-906.372070313,-942.993164063,-942.230224609,-923.156738281,-1091.766357422,-891.113281250,-931.549072266,-964.355468750,-951.385498047,-855.255126953
,19.836425781,-1054.382324219,-865.173339844,-868.225097656,-902.557373047,-904.083251953,-883.483886719,-1049.804687500,-852.203369141,-897.216796875,-931.549072266,-909.423828125,-819.396972656
,19.073486328,-1013.183593750,-830.841064453,-831.604003906,-863.647460938,-866.699218750,-843.811035156,-1011.657714844,-816.345214844,-863.647460938,-901.031494141,-868.225097656,-782.775878906
,19.073486328,-971.221923828,-799.560546875,-794.982910156,-827.026367188,-829.315185547,-803.375244141,-978.851318359,-784.301757813,-830.841064453,-871.276855469,-827.789306641,-749.206542969
,19.073486328,-930.023193359,-769.805908203,-756.072998047,-791.931152344,-792.694091797,-764.465332031,-949.096679688,-754.547119141,-798.034667969,-841.522216797,-788.879394531,-717.163085938
,17.547607422,-888.824462891,-740.051269531,-717.926025391,-756.835937500,-756.072998047,-727.081298828,-920.867919922,-724.792480469,-765.991210938,-811.004638672,-749.206542969,-686.645507813
,16.784667969,-849.151611328,-712.585449219,-682.067871094,-721.740722656,-719.451904297,-689.697265625,-891.113281250,-695.800781250,-734.710693359,-780.487060547,-712.585449219,-659.179687500
,16.784667969,-808.715820313,-685.882568359,-644.683837891,-685.882568359,-683.593750000,-653.839111328,-859.832763672,-666.046142578,-704.193115234,-748.443603516,-676.727294922,-630.950927734
,16.784667969,-769.805908203,-657.653808594,-608.825683594,-650.024414063,-646.972656250,-617.980957031,-826.263427734,-635.528564453,-672.912597656,-714.874267578,-641.632080078,-603.485107422
,17.547607422,-731.658935547,-629.425048828,-573.730468750,-614.929199219,-610.351562500,-582.122802734,-791.931152344,-603.485107422,-642.395019531,-679.779052734,-609.588623047,-575.256347656
,18.310546875,-693.511962891,-599.670410156,-540.161132813,-579.833984375,-572.967529297,-547.027587891,-758.361816406,-571.441650391,-610.351562500,-643.157958984,-579.071044922,-544.738769531
,18.310546875,-655.364990234,-569.152832031,-511.169433594,-545.501708984,-536.346435547,-512.695312500,-725.555419922,-538.635253906,-578.308105469,-607.299804688,-550.079345703,-514.221191406
,19.073486328,-617.980957031,-539.398193359,-482.940673828,-510.406494141,-502.014160156,-479.888916016,-694.274902344,-508.117675781,-543.975830078,-571.441650391,-522.613525391,-484.466552734
,20.599365234,-579.833984375,-509.643554688,-458.526611328,-477.600097656,-470.733642578,-448.608398438,-663.757324219,-479.125976563,-508.880615234,-536.346435547,-495.910644531,-455.474853516
,21.362304688,-544.738769531,-482.940673828,-435.638427734,-446.319580078,-443.267822266,-419.616699219,-632.476806641,-451.660156250,-473.022460938,-503.540039063,-470.733642578,-431.060791016
,21.362304688,-512.695312500,-455.474853516,-412.750244141,-416.564941406,-417.327880859,-394.439697266,-601.196289063,-426.483154297,-436.401367188,-473.022460938,-445.556640625,-408.935546875
,19.073486328,-484.466552734,-429.534912109,-390.625000000,-389.862060547,-392.150878906,-367.736816406,-568.389892578,-403.594970703,-401.306152344,-443.267822266,-421.905517578,-389.862060547
,17.547607422,-459.289550781,-405.120849609,-366.973876953,-363.922119141,-366.973876953,-344.085693359,-536.346435547,-382.232666016,-368.499755859,-415.802001953,-400.543212891,-371.551513672
,17.547607422,-437.164306641,-379.180908203,-344.848632813,-340.270996094,-341.796875000,-323.486328125,-505.065917969,-363.159179688,-337.219238281,-388.336181641,-379.943847656,-355.529785156
,18.310546875,-415.802001953,-355.529785156,-324.249267578,-318.145751953,-315.856933594,-302.886962891,-475.311279297,-347.137451172,-308.227539063,-362.396240234,-363.159179688,-341.033935547
,22.125244141,-395.965576172,-331.115722656,-305.175781250,-297.546386719,-291.442871094,-285.339355469,-448.608398438,-331.115722656,-280.761718750,-337.219238281,-346.374511719,-326.538085938
,26.702880859,-377.655029297,-308.990478516,-286.865234375,-279.235839844,-267.791748047,-268.554687500,-422.668457031,-315.093994141,-257.110595703,-315.856933594,-328.063964844,-314.331054688
,31.280517578,-360.107421875,-289.154052734,-269.317626953,-260.925292969,-245.666503906,-249.481201172,-396.728515625,-299.835205078,-237.274169922,-295.257568359,-309.753417969,-300.598144531
,35.858154297,-344.085693359,-269.317626953,-252.532958984,-244.903564453,-226.593017578,-231.170654297,-371.551513672,-283.813476563,-218.200683594,-278.472900391,-286.865234375,-286.865234375
,39.672851563,-328.826904297,-251.770019531,-235.748291016,-228.881835938,-209.808349609,-214.385986328,-346.374511719,-266.265869141,-202.941894531,-262.451171875,-263.977050781,-272.369384766
,41.961669922,-314.331054688,-234.985351563,-221.252441406,-211.334228516,-193.786621094,-196.838378906,-322.723388672,-248.718261719,-186.920166016,-247.955322266,-240.325927734,-257.110595703
,43.487548828,-300.598144531,-219.726562500,-206.756591797,-193.786621094,-177.764892578,-180.053710938,-302.124023438,-231.170654297,-171.661376953,-232.696533203,-218.200683594,-241.851806641
,45.013427734,-286.102294922,-205.993652344,-193.786621094,-174.713134766,-160.217285156,-163.269042969,-282.287597656,-212.860107422,-157.928466797,-218.200683594,-198.364257813,-226.593017578
,46.539306641,-272.369384766,-193.023681641,-178.527832031,-154.876708984,-141.906738281,-145.721435547,-264.739990234,-196.075439453,-144.195556641,-204.467773438,-180.053710938,-209.808349609
,46.539306641,-257.873535156,-181.579589844,-163.269042969,-135.803222656,-123.596191406,-128.936767578,-247.955322266,-177.764892578,-130.462646484,-189.971923828,-161.743164063,-193.023681641
,47.302246094,-244.140625000,-172.424316406,-148.010253906,-119.781494141,-105.285644531,-112.152099609,-229.644775391,-160.980224609,-116.729736328,-175.476074219,-143.432617188,-177.001953125
,48.065185547,-232.696533203,-162.506103516,-132.751464844,-105.285644531,-88.500976563,-99.182128906,-211.334228516,-142.669677734,-101.470947266,-160.217285156,-125.122070313,-159.454345703
,47.302246094,-221.252441406,-154.113769531,-119.018554688,-92.315673828,-73.242187500,-87.738037109,-193.023681641,-123.596191406,-87.738037109,-142.669677734,-106.811523438,-142.669677734
,47.302246094,-212.097167969,-146.484375000,-106.048583984,-80.108642578,-59.509277344,-77.819824219,-174.713134766,-106.811523438,-74.768066406,-125.885009766,-90.026855469,-127.410888672
,46.539306641,-201.416015625,-138.092041016,-94.604492188,-67.138671875,-46.539306641,-70.953369141,-158.691406250,-89.263916016,-63.323974609,-108.337402344,-74.005126953,-113.677978516
,45.776367188,-189.208984375,-131.988525391,-84.686279297,-53.405761719,-32.806396484,-62.561035156,-142.669677734,-73.242187500,-52.642822266,-90.789794922,-60.272216797,-103.759765625
,45.776367188,-177.764892578,-125.885009766,-73.242187500,-41.198730469,-19.073486328,-54.168701172,-127.410888672,-59.509277344,-41.198730469,-74.005126953,-49.591064453,-95.367431641
,45.776367188,-164.794921875,-118.255615234,-62.561035156,-29.754638672,-5.340576172,-44.250488281,-112.915039063,-43.487548828,-30.517578125,-58.746337891,-39.672851563,-89.263916016
,45.013427734,-154.876708984,-111.389160156,-51.116943359,-19.836425781,7.629394531,-32.806396484,-99.945068359,-28.991699219,-19.836425781,-45.013427734,-31.280517578,-82.397460938
,43.487548828,-148.010253906,-102.996826172,-38.909912109,-10.681152344,20.599365234,-22.125244141,-87.738037109,-15.258789063,-11.444091797,-33.569335938,-22.888183594,-74.768066406
,41.198730469,-141.906738281,-92.315673828,-29.754638672,-1.525878906,32.043457031,-13.732910156,-77.819824219,-0.762939453,-5.340576172,-23.651123047,-13.732910156,-65.612792969
,38.909912109,-137.329101563,-80.108642578,-22.125244141,6.103515625,42.724609375,-6.103515625,-68.664550781,11.444091797,0.000000000,-14.495849609,-4.577636719,-54.931640625
,38.146972656,-131.988525391,-66.375732422,-17.547607422,14.495849609,51.116943359,-0.762939453,-61.035156250,23.651123047,6.103515625,-5.340576172,4.577636719,-44.250488281
,36.621093750,-125.885009766,-52.642822266,-14.495849609,21.362304688,58.746337891,3.051757813,-54.168701172,35.858154297,11.444091797,3.051757813,13.732910156,-35.858154297
,35.858154297,-119.018554688,-40.435791016,-11.444091797,27.465820313,64.849853516,6.103515625,-48.065185547,46.539306641,17.547607422,11.444091797,21.362304688,-27.465820313
,35.095214844,-111.389160156,-29.754638672,-7.629394531,32.043457031,69.427490234,9.155273438,-43.487548828,56.457519531,23.651123047,18.310546875,28.991699219,-19.836425781
,32.043457031,-103.759765625,-20.599365234,-3.051757813,32.806396484,74.005126953,11.444091797,-38.909912109,64.849853516,28.991699219,25.177001953,35.858154297,-10.681152344
,29.754638672,-96.893310547,-10.681152344,0.762939453,32.806396484,75.531005859,12.207031250,-33.569335938,72.479248047,35.858154297,30.517578125,44.250488281,-1.525878906
