Test Name,M-max Lower Leg Ampl Lines
Test Item,Right Gastroc
Patient Name,"mid  s2718tdvg"
Patient ID,
Test Date,9/24/2019
Trace Label,"Tr 1 : 0 mA : 100 탎","Tr 2 : 58 mA : 100 탎","Tr 3 : 100 mA : 100 탎","Tr 4 : 100 mA : 100 탎","Tr 5 : 100 mA : 100 탎","Tr 6 : 100 mA : 100 탎","Tr 7 : 100 mA : 150 탎","Tr 8 : 100 mA : 250 탎","Tr 9 : 100 mA : 350 탎","Tr 10 : 100 mA : 450 탎","Tr 11 : 100 mA : 450 탎","Tr 12 : 100 mA : 450 탎"
,35.858154297,690.460205078,2365.875244141,4743.194580078,4069.519042969,4956.817626953,4955.291748047,4108.428955078,4094.696044922,4296.875000000,4696.655273438,4093.933105469
,35.858154297,633.239746094,2376.556396484,4537.200927734,3934.478759766,4681.396484375,4798.126220703,3577.423095703,3372.955322266,3620.910644531,4122.924804688,3872.680664063
,35.858154297,572.967529297,2290.344238281,4184.722900391,3677.368164063,4286.193847656,4531.097412109,3033.447265625,2662.658691406,2916.717529297,3505.706787109,3561.401367188
,35.095214844,511.932373047,2117.156982422,3737.640380859,3330.993652344,3802.490234375,4177.093505859,2498.626708984,1990.509033203,2228.546142578,2881.622314453,3186.798095703
,33.569335938,450.134277344,1885.223388672,3226.470947266,2925.109863281,3271.484375000,3765.106201172,1973.724365234,1356.506347656,1576.995849609,2280.426025391,2778.625488281
,32.806396484,388.336181641,1612.854003906,2688.598632813,2488.708496094,2722.167968750,3318.786621094,1455.688476563,753.784179688,964.355468750,1702.117919922,2346.038818359
,32.043457031,327.301025391,1317.596435547,2143.096923828,2046.203613281,2169.799804688,2838.897705078,940.704345703,179.290771484,386.047363281,1141.357421875,1886.749267578
,31.280517578,266.265869141,1012.420654297,1602.935791016,1606.750488281,1631.927490234,2348.327636719,437.164306641,-368.499755859,-161.743164063,593.566894531,1403.808593750
,31.280517578,202.941894531,705.718994141,1082.611083984,1184.844970703,1111.602783203,1856.994628906,-43.487548828,-878.143310547,-677.490234375,57.983398438,904.846191406
,32.043457031,137.329101563,408.935546875,585.937500000,782.012939453,617.218017578,1371.002197266,-491.333007813,-1347.351074219,-1152.038574219,-449.371337891,407.409667969
,33.569335938,68.664550781,126.647949219,117.492675781,398.254394531,148.010253906,900.268554688,-907.897949219,-1779.937744141,-1589.202880859,-920.867919922,-76.293945313
,35.095214844,-3.051757813,-141.143798828,-328.063964844,30.517578125,-296.783447266,438.690185547,-1298.522949219,-2182.006835938,-1998.138427734,-1359.558105469,-541.687011719
,35.858154297,-77.819824219,-402.069091797,-748.443603516,-325.012207031,-715.637207031,-16.784667969,-1672.363281250,-2558.135986328,-2381.896972656,-1771.545410156,-991.058349609
,35.858154297,-154.113769531,-655.364990234,-1140.594482422,-667.572021484,-1111.602783203,-468.444824219,-2034.759521484,-2906.036376953,-2744.293212891,-2162.933349609,-1428.222656250
,34.332275391,-231.170654297,-897.979736328,-1502.227783203,-994.110107422,-1480.865478516,-913.238525391,-2383.422851563,-3224.945068359,-3083.801269531,-2537.536621094,-1853.179931641
,32.043457031,-306.701660156,-1125.335693359,-1831.054687500,-1294.708251953,-1822.662353516,-1348.114013672,-2716.064453125,-3507.232666016,-3389.739990234,-2888.488769531,-2267.456054688
,29.754638672,-382.232666016,-1331.329345703,-2124.023437500,-1565.551757813,-2137.756347656,-1766.204833984,-3032.684326172,-3753.662109375,-3659.820556641,-3210.449218750,-2663.421630859
,25.939941406,-456.237792969,-1516.723632813,-2381.896972656,-1805.877685547,-2423.858642578,-2159.118652344,-3327.178955078,-3960.418701172,-3895.568847656,-3504.180908203,-3038.787841797
,21.362304688,-530.242919922,-1680.755615234,-2606.201171875,-2014.923095703,-2677.154541016,-2522.277832031,-3598.022460938,-4131.317138672,-4090.881347656,-3765.869140625,-3385.162353516
,15.258789063,-599.670410156,-1823.425292969,-2793.121337891,-2195.739746094,-2896.881103516,-2847.290039063,-3843.688964844,-4271.697998047,-4251.098632813,-3993.225097656,-3691.101074219
,9.155273438,-663.757324219,-1944.732666016,-2946.472167969,-2348.327636719,-3079.986572266,-3135.681152344,-4057.312011719,-4384.613037109,-4381.561279297,-4187.011718750,-3956.604003906
,4.577636719,-719.451904297,-2042.388916016,-3066.253662109,-2472.686767578,-3230.285644531,-3389.739990234,-4237.365722656,-4476.165771484,-4483.795166016,-4347.229003906,-4177.856445313
,0.762939453,-767.517089844,-2118.682861328,-3154.754638672,-2570.343017578,-3351.593017578,-3607.940673828,-4376.983642578,-4539.489746094,-4562.377929688,-4473.114013672,-4357.147216797
,-0.762939453,-807.189941406,-2175.140380859,-3214.263916016,-2639.770507813,-3442.382812500,-3794.097900391,-4471.588134766,-4571.533203125,-4613.494873047,-4564.666748047,-4497.528076172
,-3.051757813,-836.944580078,-2211.761474609,-3244.781494141,-2680.206298828,-3506.469726563,-3942.871093750,-4519.653320313,-4569.244384766,-4634.094238281,-4620.361328125,-4597.473144531
,-5.340576172,-857.543945313,-2231.597900391,-3250.122070313,-2695.465087891,-3543.090820313,-4055.023193359,-4525.756835938,-4534.912109375,-4620.361328125,-4637.908935547,-4653.930664063
,-6.866455078,-868.225097656,-2233.886718750,-3232.574462891,-2685.546875000,-3554.534912109,-4133.605957031,-4499.816894531,-4476.928710938,-4578.399658203,-4620.361328125,-4673.767089844
,-6.866455078,-872.039794922,-2218.627929688,-3195.953369141,-2658.081054688,-3544.616699219,-4184.722900391,-4447.937011719,-4400.634765625,-4514.312744141,-4574.584960938,-4661.560058594
,-6.103515625,-867.462158203,-2193.450927734,-3144.836425781,-2615.356445313,-3514.099121094,-4212.188720703,-4380.035400391,-4310.607910156,-4433.441162109,-4508.209228516,-4622.650146484
,-5.340576172,-855.255126953,-2154.541015625,-3080.749511719,-2558.898925781,-3465.270996094,-4216.766357422,-4296.112060547,-4209.899902344,-4342.651367188,-4428.100585938,-4562.377929688
,-3.051757813,-836.944580078,-2107.238769531,-3005.218505859,-2494.049072266,-3398.132324219,-4198.455810547,-4199.981689453,-4097.747802734,-4244.232177734,-4336.547851563,-4483.032226563
,-2.288818359,-811.767578125,-2054.595947266,-2921.295166016,-2419.281005859,-3314.208984375,-4156.494140625,-4091.644287109,-3977.203369141,-4135.894775391,-4239.654541016,-4383.087158203
,-1.525878906,-782.775878906,-1994.323730469,-2827.453613281,-2338.409423828,-3215.789794922,-4090.118408203,-3971.862792969,-3847.503662109,-4019.165039063,-4134.368896484,-4268.646240234
,0.000000000,-750.732421875,-1930.999755859,-2726.745605469,-2252.197265625,-3108.215332031,-4003.143310547,-3843.688964844,-3710.937500000,-3893.280029297,-4019.165039063,-4143.524169922
,0.000000000,-715.637207031,-1864.624023438,-2621.459960938,-2161.407470703,-2993.774414063,-3901.672363281,-3707.122802734,-3570.556640625,-3758.239746094,-3897.094726563,-4012.298583984
,0.000000000,-675.964355469,-1792.907714844,-2509.307861328,-2065.277099609,-2876.281738281,-3787.231445313,-3567.504882813,-3425.598144531,-3617.858886719,-3764.343261719,-3878.021240234
,0.762939453,-633.239746094,-1718.139648438,-2397.155761719,-1967.620849609,-2758.026123047,-3665.924072266,-3424.072265625,-3279.113769531,-3475.189208984,-3627.014160156,-3741.455078125
,2.288818359,-589.752197266,-1638.031005859,-2281.951904297,-1867.675781250,-2639.770507813,-3537.750244141,-3279.113769531,-3131.866455078,-3331.756591797,-3488.922119141,-3602.600097656
,3.051757813,-544.738769531,-1553.344726563,-2164.459228516,-1765.441894531,-2523.040771484,-3399.658203125,-3135.681152344,-2986.907958984,-3189.086914063,-3348.541259766,-3459.167480469
,6.103515625,-502.777099609,-1467.132568359,-2048.492431641,-1663.970947266,-2406.311035156,-3256.988525391,-2993.774414063,-2847.290039063,-3048.706054688,-3209.686279297,-3313.446044922
,8.392333984,-462.341308594,-1380.920410156,-1931.762695313,-1561.737060547,-2291.870117188,-3111.267089844,-2857.208251953,-2714.538574219,-2912.139892578,-3073.120117188,-3167.724609375
,9.918212891,-421.142578125,-1298.522949219,-1818.847656250,-1464.080810547,-2178.955078125,-2965.545654297,-2726.745605469,-2590.179443359,-2780.914306641,-2937.316894531,-3024.291992188
,12.207031250,-380.706787109,-1217.651367188,-1713.562011719,-1371.002197266,-2066.040039063,-2825.927734375,-2604.675292969,-2475.738525391,-2658.081054688,-2808.380126953,-2886.962890625
,14.495849609,-338.745117188,-1143.646240234,-1615.905761719,-1287.078857422,-1955.413818359,-2692.413330078,-2489.471435547,-2370.452880859,-2542.877197266,-2684.783935547,-2758.789062500
,16.784667969,-297.546386719,-1075.744628906,-1529.693603516,-1211.547851563,-1846.313476563,-2565.765380859,-2383.422851563,-2275.085449219,-2436.065673828,-2569.580078125,-2635.955810547
,19.836425781,-256.347656250,-1013.946533203,-1451.873779297,-1142.883300781,-1741.790771484,-2447.509765625,-2285.003662109,-2185.821533203,-2337.646484375,-2462.768554688,-2522.277832031
,22.125244141,-218.200683594,-958.251953125,-1380.920410156,-1080.322265625,-1643.371582031,-2334.594726563,-2191.162109375,-2104.187011719,-2246.093750000,-2362.060546875,-2415.466308594
,23.651123047,-181.579589844,-908.660888672,-1316.833496094,-1021.575927734,-1551.055908203,-2227.783203125,-2103.424072266,-2025.604248047,-2160.644531250,-2268.981933594,-2313.995361328
,24.414062500,-145.721435547,-861.358642578,-1255.035400391,-966.644287109,-1464.843750000,-2126.312255859,-2018.737792969,-1951.599121094,-2079.010009766,-2178.955078125,-2220.153808594
,24.414062500,-112.915039063,-817.108154297,-1196.289062500,-917.053222656,-1386.260986328,-2027.893066406,-1940.155029297,-1882.934570313,-2002.716064453,-2093.505859375,-2130.889892578
,24.414062500,-83.160400391,-778.198242188,-1142.120361328,-870.513916016,-1313.018798828,-1937.103271484,-1868.438720703,-1818.084716797,-1931.762695313,-2015.686035156,-2050.781250000
,24.414062500,-57.983398438,-740.814208984,-1091.003417969,-828.552246094,-1245.880126953,-1853.179931641,-1802.062988281,-1759.338378906,-1865.386962891,-1943.969726563,-1979.827880859
,25.939941406,-39.672851563,-708.770751953,-1046.752929688,-793.457031250,-1184.082031250,-1777.648925781,-1741.790771484,-1706.695556641,-1805.114746094,-1879.882812500,-1915.740966797
,26.702880859,-25.939941406,-680.541992188,-1007.080078125,-759.887695313,-1126.861572266,-1711.273193359,-1684.570312500,-1657.867431641,-1747.894287109,-1821.899414063,-1858.520507813
,28.228759766,-15.258789063,-654.602050781,-970.458984375,-730.133056641,-1076.507568359,-1649.475097656,-1632.690429688,-1611.328125000,-1692.962646484,-1766.967773438,-1804.351806641
,28.991699219,-6.103515625,-632.476806641,-936.126708984,-703.430175781,-1030.731201172,-1593.780517578,-1583.862304688,-1564.788818359,-1641.082763672,-1714.324951172,-1752.471923828
,28.991699219,2.288818359,-612.640380859,-903.320312500,-678.253173828,-992.584228516,-1541.900634766,-1537.322998047,-1517.486572266,-1591.491699219,-1662.445068359,-1703.643798828
,28.228759766,7.629394531,-595.092773438,-873.565673828,-659.179687500,-959.014892578,-1493.835449219,-1494.598388672,-1470.184326172,-1545.715332031,-1611.328125000,-1656.341552734
,28.991699219,10.681152344,-579.071044922,-846.862792969,-643.157958984,-929.260253906,-1448.059082031,-1453.399658203,-1425.170898438,-1500.701904297,-1561.737060547,-1610.565185547
,29.754638672,9.918212891,-564.575195313,-823.211669922,-628.662109375,-901.794433594,-1404.571533203,-1412.963867188,-1383.209228516,-1458.740234375,-1515.960693359,-1566.314697266
,29.754638672,5.340576172,-551.605224609,-801.086425781,-616.455078125,-873.565673828,-1365.661621094,-1372.528076172,-1344.299316406,-1417.541503906,-1473.236083984,-1522.064208984
,29.754638672,0.000000000,-538.635253906,-779.724121094,-603.485107422,-846.099853516,-1329.040527344,-1331.329345703,-1306.152343750,-1376.342773438,-1434.326171875,-1478.576660156
,28.991699219,-3.814697266,-527.191162109,-758.361816406,-590.515136719,-820.159912109,-1294.708251953,-1290.893554688,-1269.531250000,-1336.669921875,-1398.468017578,-1438.903808594
,27.465820313,-8.392333984,-514.984130859,-736.999511719,-576.782226563,-795.745849609,-1261.901855469,-1254.272460938,-1234.436035156,-1297.760009766,-1361.846923828,-1401.519775391
,26.702880859,-10.681152344,-502.777099609,-717.163085938,-565.338134766,-773.620605469,-1229.095458984,-1219.940185547,-1199.340820313,-1261.138916016,-1325.225830078,-1367.950439453
,25.177001953,-11.444091797,-492.858886719,-700.378417969,-556.182861328,-751.495361328,-1197.052001953,-1190.948486328,-1167.297363281,-1228.332519531,-1288.604736328,-1338.958740234
,24.414062500,-12.969970703,-483.703613281,-685.119628906,-547.027587891,-731.658935547,-1167.297363281,-1163.482666016,-1135.253906250,-1197.814941406,-1252.746582031,-1312.255859375
,22.125244141,-12.969970703,-476.837158203,-671.386718750,-539.398193359,-714.111328125,-1137.542724609,-1137.542724609,-1103.210449219,-1168.823242188,-1220.703125000,-1287.841796875
,21.362304688,-13.732910156,-472.259521484,-657.653808594,-532.531738281,-698.089599609,-1109.313964844,-1113.128662109,-1072.692871094,-1142.883300781,-1190.185546875,-1262.664794922
,21.362304688,-16.021728516,-466.156005859,-646.209716797,-523.376464844,-686.645507813,-1081.848144531,-1087.188720703,-1042.938232422,-1116.180419922,-1161.193847656,-1237.487792969
,21.362304688,-18.310546875,-460.815429688,-634.765625000,-513.458251953,-677.490234375,-1051.330566406,-1061.248779297,-1014.709472656,-1090.240478516,-1133.728027344,-1211.547851563
,22.125244141,-23.651123047,-453.948974609,-623.321533203,-503.540039063,-671.386718750,-1020.812988281,-1033.020019531,-989.532470703,-1064.300537109,-1106.262207031,-1183.319091797
,22.888183594,-28.991699219,-446.319580078,-612.640380859,-490.570068359,-666.809082031,-990.295410156,-1003.265380859,-964.355468750,-1035.308837891,-1079.559326172,-1154.327392578
,22.888183594,-35.095214844,-438.690185547,-600.433349609,-479.125976563,-659.179687500,-958.251953125,-971.984863281,-939.941406250,-1004.791259766,-1051.330566406,-1123.046875000
,24.414062500,-42.724609375,-430.297851563,-587.463378906,-466.918945313,-651.550292969,-928.497314453,-942.230224609,-911.712646484,-972.747802734,-1023.101806641,-1091.003417969
,24.414062500,-51.116943359,-421.142578125,-572.967529297,-455.474853516,-641.632080078,-901.031494141,-914.001464844,-882.720947266,-939.941406250,-992.584228516,-1061.248779297
,25.177001953,-59.509277344,-411.987304688,-558.471679688,-445.556640625,-629.425048828,-876.617431641,-887.298583984,-851.440429688,-906.372070313,-960.540771484,-1029.968261719
,25.177001953,-67.138671875,-401.306152344,-543.212890625,-435.638427734,-617.980957031,-854.492187500,-862.884521484,-820.159912109,-875.091552734,-927.734375000,-1000.976562500
,25.177001953,-74.005126953,-390.625000000,-527.191162109,-428.771972656,-605.010986328,-833.892822266,-840.759277344,-788.879394531,-844.573974609,-894.927978516,-971.984863281
,25.177001953,-81.634521484,-380.706787109,-510.406494141,-421.142578125,-592.041015625,-814.056396484,-818.634033203,-761.413574219,-817.108154297,-863.647460938,-942.230224609
,24.414062500,-86.212158203,-370.025634766,-492.095947266,-412.750244141,-579.833984375,-791.931152344,-799.560546875,-733.947753906,-793.457031250,-833.892822266,-913.238525391
,25.177001953,-88.500976563,-360.107421875,-473.022460938,-403.594970703,-565.338134766,-767.517089844,-781.250000000,-709.533691406,-775.146484375,-805.664062500,-884.246826172
,25.939941406,-89.263916016,-350.189208984,-454.711914063,-391.387939453,-550.842285156,-741.577148438,-764.465332031,-688.171386719,-761.413574219,-779.724121094,-855.255126953
,26.702880859,-85.449218750,-338.745117188,-436.401367188,-376.129150391,-534.820556641,-711.822509766,-747.680664063,-668.334960938,-749.206542969,-756.835937500,-826.263427734
,28.228759766,-80.871582031,-325.775146484,-420.379638672,-361.633300781,-516.510009766,-682.067871094,-730.133056641,-653.839111328,-736.999511719,-736.999511719,-796.508789063
,28.228759766,-76.293945313,-314.331054688,-405.120849609,-345.611572266,-500.488281250,-653.839111328,-710.296630859,-640.869140625,-720.977783203,-721.740722656,-767.517089844
,26.702880859,-71.716308594,-302.886962891,-390.625000000,-329.589843750,-482.940673828,-625.610351563,-686.645507813,-627.899169922,-698.852539063,-709.533691406,-739.288330078
,28.228759766,-68.664550781,-292.968750000,-376.892089844,-315.093994141,-466.156005859,-598.907470703,-660.705566406,-613.403320313,-671.386718750,-695.800781250,-711.822509766
,28.991699219,-65.612792969,-283.050537109,-363.159179688,-297.546386719,-450.134277344,-574.493408203,-630.950927734,-592.803955078,-639.343261719,-679.779052734,-683.593750000
,32.043457031,-62.561035156,-273.132324219,-349.426269531,-281.524658203,-431.823730469,-548.553466797,-597.381591797,-567.626953125,-604.248046875,-658.416748047,-656.127929688
,37.384033203,-59.509277344,-260.925292969,-336.456298828,-267.028808594,-413.513183594,-524.902343750,-562.286376953,-537.872314453,-569.152832031,-631.713867188,-627.899169922
,41.198730469,-55.694580078,-248.718261719,-323.486328125,-252.532958984,-395.965576172,-499.725341797,-525.665283203,-505.828857422,-532.531738281,-602.722167969,-599.670410156
,45.776367188,-53.405761719,-237.274169922,-310.516357422,-239.562988281,-376.892089844,-474.548339844,-490.570068359,-475.311279297,-497.436523438,-570.678710938,-572.204589844
,48.828125000,-51.879882813,-225.067138672,-297.546386719,-225.830078125,-359.344482422,-449.371337891,-459.289550781,-444.030761719,-464.630126953,-537.109375000,-544.738769531
,50.354003906,-49.591064453,-213.623046875,-284.576416016,-212.860107422,-342.559814453,-423.431396484,-430.297851563,-412.750244141,-434.875488281,-502.014160156,-517.272949219
,51.879882813,-48.828125000,-202.178955078,-271.606445313,-200.653076172,-325.775146484,-399.780273438,-405.883789063,-386.047363281,-408.172607422,-466.918945313,-490.570068359
,51.116943359,-46.539306641,-191.497802734,-257.110595703,-189.971923828,-308.990478516,-377.655029297,-386.047363281,-358.581542969,-386.047363281,-433.349609375,-465.393066406
,51.116943359,-43.487548828,-181.579589844,-243.377685547,-181.579589844,-292.205810547,-358.581542969,-369.262695313,-336.456298828,-367.736816406,-405.120849609,-440.979003906
,48.828125000,-40.435791016,-172.424316406,-230.407714844,-174.713134766,-275.421142578,-342.559814453,-354.766845703,-317.382812500,-352.478027344,-379.943847656,-418.853759766
,45.776367188,-35.858154297,-162.506103516,-216.674804688,-166.320800781,-258.636474609,-327.301025391,-341.033935547,-300.598144531,-339.508056641,-358.581542969,-395.965576172
,42.724609375,-31.280517578,-154.113769531,-205.230712891,-160.217285156,-244.140625000,-315.856933594,-328.826904297,-288.391113281,-327.301025391,-338.745117188,-373.840332031
,39.672851563,-27.465820313,-144.958496094,-194.549560547,-152.587890625,-230.407714844,-306.701660156,-315.856933594,-276.947021484,-315.856933594,-321.197509766,-351.715087891
,36.621093750,-23.651123047,-136.566162109,-184.631347656,-144.195556641,-216.674804688,-301.361083984,-302.886962891,-264.739990234,-304.412841797,-305.938720703,-328.826904297
,35.858154297,-21.362304688,-128.936767578,-175.476074219,-137.329101563,-203.704833984,-297.546386719,-290.679931641,-253.295898438,-292.968750000,-290.679931641,-307.464599609
,35.095214844,-19.836425781,-120.544433594,-164.794921875,-127.410888672,-192.260742188,-294.494628906,-276.184082031,-240.325927734,-281.524658203,-277.709960938,-287.628173828
,33.569335938,-19.836425781,-113.677978516,-154.876708984,-117.492675781,-180.053710938,-287.628173828,-263.214111328,-228.881835938,-271.606445313,-264.739990234,-269.317626953
,35.095214844,-20.599365234,-105.285644531,-144.958496094,-108.337402344,-169.372558594,-276.947021484,-250.244140625,-218.963623047,-262.451171875,-250.244140625,-251.770019531
,35.095214844,-21.362304688,-98.419189453,-136.566162109,-99.182128906,-157.928466797,-260.925292969,-235.748291016,-209.808349609,-253.295898438,-237.274169922,-234.222412109
,35.858154297,-22.888183594,-90.789794922,-128.173828125,-91.552734375,-146.484375000,-242.614746094,-222.778320313,-202.178955078,-244.903564453,-223.541259766,-218.200683594
,36.621093750,-22.125244141,-81.634521484,-120.544433594,-84.686279297,-135.803222656,-224.304199219,-210.571289063,-193.786621094,-235.748291016,-211.334228516,-202.178955078
,36.621093750,-22.125244141,-74.768066406,-112.915039063,-77.819824219,-125.885009766,-204.467773438,-196.838378906,-185.394287109,-225.830078125,-199.127197266,-187.683105469
,37.384033203,-21.362304688,-66.375732422,-104.522705078,-72.479248047,-113.677978516,-185.394287109,-184.631347656,-177.764892578,-215.148925781,-189.208984375,-174.713134766
,37.384033203,-19.073486328,-58.746337891,-96.893310547,-65.612792969,-102.233886719,-164.794921875,-171.661376953,-168.609619141,-202.941894531,-177.764892578,-160.980224609
,37.384033203,-16.021728516,-53.405761719,-88.500976563,-59.509277344,-91.552734375,-145.721435547,-158.691406250,-160.217285156,-189.971923828,-167.846679688,-148.773193359
,36.621093750,-12.207031250,-47.302246094,-80.871582031,-54.168701172,-81.634521484,-127.410888672,-146.484375000,-152.587890625,-177.764892578,-157.928466797,-136.566162109
,35.858154297,-6.866455078,-42.724609375,-72.479248047,-47.302246094,-72.479248047,-110.626220703,-132.751464844,-142.669677734,-166.320800781,-146.484375000,-122.833251953
,35.095214844,-2.288818359,-36.621093750,-64.086914063,-41.961669922,-64.086914063,-96.893310547,-119.781494141,-134.277343750,-155.639648438,-135.803222656,-110.626220703
,33.569335938,1.525878906,-31.280517578,-56.457519531,-35.858154297,-55.694580078,-83.923339844,-106.811523438,-123.596191406,-144.958496094,-125.122070313,-96.893310547
,34.332275391,6.866455078,-24.414062500,-50.354003906,-30.517578125,-47.302246094,-74.005126953,-94.604492188,-111.389160156,-132.751464844,-112.915039063,-83.160400391
,34.332275391,9.155273438,-16.784667969,-45.013427734,-25.177001953,-38.909912109,-67.138671875,-85.449218750,-99.945068359,-119.018554688,-100.708007813,-71.716308594
,35.858154297,11.444091797,-9.155273438,-39.672851563,-20.599365234,-32.043457031,-62.561035156,-74.768066406,-88.500976563,-104.522705078,-87.738037109,-60.272216797
,35.858154297,13.732910156,-3.814697266,-35.095214844,-16.784667969,-23.651123047,-60.272216797,-64.086914063,-77.819824219,-90.789794922,-76.293945313,-48.828125000
,33.569335938,14.495849609,1.525878906,-30.517578125,-12.969970703,-16.021728516,-57.983398438,-53.405761719,-68.664550781,-77.056884766,-66.375732422,-38.146972656
,29.754638672,16.021728516,6.103515625,-25.177001953,-8.392333984,-8.392333984,-53.405761719,-39.672851563,-60.272216797,-64.849853516,-57.220458984,-27.465820313
,24.414062500,13.732910156,12.207031250,-20.599365234,-3.814697266,0.000000000,-46.539306641,-26.702880859,-51.879882813,-53.405761719,-47.302246094,-17.547607422
,19.073486328,10.681152344,19.073486328,-14.495849609,0.000000000,7.629394531,-39.672851563,-14.495849609,-42.724609375,-41.961669922,-37.384033203,-8.392333984
,14.495849609,7.629394531,25.177001953,-7.629394531,3.051757813,14.495849609,-32.806396484,-2.288818359,-32.806396484,-31.280517578,-25.939941406,0.000000000
,9.155273438,3.814697266,31.280517578,-1.525878906,6.866455078,22.125244141,-27.465820313,8.392333984,-23.651123047,-19.836425781,-14.495849609,7.629394531
,5.340576172,3.814697266,36.621093750,4.577636719,10.681152344,29.754638672,-22.888183594,19.073486328,-12.969970703,-9.155273438,-3.051757813,16.784667969
,3.051757813,5.340576172,39.672851563,11.444091797,13.732910156,38.146972656,-17.547607422,31.280517578,-3.814697266,0.000000000,6.866455078,27.465820313
,2.288818359,6.866455078,42.724609375,16.784667969,17.547607422,45.776367188,-11.444091797,42.724609375,5.340576172,9.155273438,16.784667969,38.909912109
,2.288818359,8.392333984,42.724609375,22.888183594,20.599365234,53.405761719,-3.051757813,52.642822266,16.021728516,16.784667969,26.702880859,51.116943359
,3.814697266,9.155273438,41.961669922,28.228759766,24.414062500,58.746337891,5.340576172,60.272216797,27.465820313,23.651123047,36.621093750,61.798095703
,4.577636719,10.681152344,40.435791016,33.569335938,28.228759766,63.323974609,13.732910156,66.375732422,37.384033203,30.517578125,45.776367188,69.427490234
,6.103515625,13.732910156,39.672851563,39.672851563,33.569335938,68.664550781,21.362304688,70.953369141,48.065185547,38.146972656,53.405761719,75.531005859
,8.392333984,17.547607422,40.435791016,44.250488281,38.909912109,73.242187500,30.517578125,74.005126953,57.983398438,44.250488281,61.035156250,80.108642578
,10.681152344,22.125244141,43.487548828,49.591064453,44.250488281,77.819824219,41.198730469,76.293945313,68.664550781,51.879882813,67.138671875,85.449218750
,12.969970703,25.939941406,48.065185547,54.931640625,47.302246094,84.686279297,54.168701172,79.345703125,82.397460938,57.220458984,72.479248047,91.552734375
,14.495849609,28.991699219,54.931640625,59.509277344,50.354003906,89.263916016,69.427490234,81.634521484,96.893310547,61.798095703,76.293945313,96.893310547
,13.732910156,31.280517578,61.798095703,63.323974609,52.642822266,94.604492188,83.923339844,86.975097656,111.389160156,65.612792969,77.819824219,102.233886719
,13.732910156,34.332275391,69.427490234,66.375732422,54.168701172,103.759765625,96.893310547,91.552734375,125.122070313,69.427490234,77.056884766,105.285644531
,12.969970703,40.435791016,79.345703125,67.138671875,57.220458984,113.677978516,109.100341797,96.893310547,138.854980469,75.531005859,75.531005859,109.100341797
,11.444091797,47.302246094,90.789794922,67.138671875,58.746337891,124.359130859,122.070312500,103.759765625,154.113769531,83.160400391,74.005126953,115.203857422
,10.681152344,55.694580078,104.522705078,66.375732422,60.272216797,135.040283203,136.566162109,111.389160156,172.424316406,91.552734375,73.242187500,124.359130859
,9.918212891,62.561035156,119.781494141,67.138671875,62.561035156,143.432617188,153.350830078,121.307373047,193.786621094,101.470947266,74.768066406,135.803222656
,10.681152344,67.901611328,138.854980469,69.427490234,64.849853516,150.299072266,170.898437500,131.225585938,215.911865234,110.626220703,77.056884766,148.010253906
,12.969970703,70.953369141,157.928466797,74.768066406,70.190429688,155.639648438,186.920166016,140.380859375,235.748291016,119.018554688,80.108642578,158.691406250
,12.969970703,72.479248047,177.764892578,81.634521484,76.293945313,158.691406250,199.127197266,148.010253906,251.007080078,125.122070313,82.397460938,167.083740234
,14.495849609,72.479248047,194.549560547,86.975097656,81.634521484,161.743164063,205.993652344,151.824951172,260.162353516,129.699707031,83.160400391,170.135498047
,15.258789063,72.479248047,208.282470703,92.315673828,85.449218750,162.506103516,206.756591797,151.824951172,264.739990234,133.514404297,84.686279297,169.372558594
,16.021728516,72.479248047,218.200683594,94.604492188,84.686279297,161.743164063,202.941894531,148.773193359,266.265869141,137.329101563,86.975097656,167.846679688
,19.073486328,72.479248047,225.830078125,95.367431641,80.871582031,160.217285156,193.786621094,144.195556641,267.028808594,141.143798828,88.500976563,165.557861328
,21.362304688,71.716308594,232.696533203,96.130371094,74.005126953,155.639648438,183.105468750,138.092041016,269.317626953,146.484375000,90.789794922,167.083740234
,23.651123047,71.716308594,238.037109375,93.078613281,65.612792969,152.587890625,173.187255859,130.462646484,273.895263672,151.062011719,93.078613281,173.187255859
,24.414062500,71.716308594,247.955322266,87.738037109,55.694580078,147.247314453,164.031982422,122.833251953,281.524658203,154.876708984,95.367431641,181.579589844
,25.177001953,71.716308594,259.399414063,78.582763672,45.013427734,138.854980469,158.691406250,115.203857422,290.679931641,160.980224609,102.233886719,193.023681641
,25.177001953,71.716308594,271.606445313,66.375732422,35.095214844,128.936767578,156.402587891,110.626220703,299.072265625,170.135498047,112.152099609,204.467773438
,24.414062500,70.190429688,284.576416016,54.931640625,27.465820313,116.729736328,159.454345703,110.626220703,304.412841797,182.342529297,125.885009766,213.623046875
,23.651123047,69.427490234,292.968750000,46.539306641,21.362304688,102.233886719,167.083740234,116.729736328,303.649902344,195.312500000,140.380859375,222.015380859
,22.888183594,67.138671875,294.494628906,42.724609375,19.836425781,90.789794922,175.476074219,129.699707031,293.731689453,207.519531250,152.587890625,227.355957031
,21.362304688,65.612792969,288.391113281,46.539306641,22.888183594,82.397460938,182.342529297,146.484375000,276.184082031,218.200683594,164.794921875,232.696533203
