Test Name,M-max Lower Leg Ampl Lines
Test Item,Right Gastroc
Patient Name,"mid  s2718tdvg"
Patient ID,
Test Date,9/24/2019
Trace Label,"Tr 1 : 0 mA : 100 탎","Tr 2 : 58 mA : 100 탎","Tr 3 : 100 mA : 100 탎","Tr 4 : 100 mA : 100 탎","Tr 5 : 100 mA : 100 탎","Tr 6 : 100 mA : 100 탎","Tr 7 : 100 mA : 150 탎","Tr 8 : 100 mA : 250 탎","Tr 9 : 100 mA : 350 탎","Tr 10 : 100 mA : 450 탎","Tr 11 : 100 mA : 450 탎","Tr 12 : 100 mA : 450 탎"
,20.599365234,62.561035156,270.843505859,55.694580078,29.754638672,79.345703125,184.631347656,165.557861328,254.821777344,225.830078125,176.239013672,240.325927734
,21.362304688,56.457519531,246.429443359,68.664550781,45.013427734,83.923339844,183.105468750,185.394287109,234.222412109,234.222412109,185.394287109,251.770019531
,19.073486328,50.354003906,215.911865234,86.212158203,64.849853516,96.893310547,177.764892578,203.704833984,219.726562500,241.851806641,196.075439453,268.554687500
,19.836425781,43.487548828,180.816650391,102.996826172,89.263916016,117.492675781,172.424316406,221.252441406,212.097167969,249.481201172,205.993652344,287.628173828
,19.073486328,37.384033203,145.721435547,118.255615234,118.255615234,143.432617188,169.372558594,233.459472656,210.571289063,258.636474609,215.148925781,305.175781250
,17.547607422,34.332275391,112.915039063,133.514404297,146.484375000,172.424316406,171.661376953,241.088867188,211.334228516,266.265869141,228.881835938,321.960449219
,19.073486328,32.806396484,88.500976563,148.010253906,173.950195313,199.890136719,181.579589844,242.614746094,210.571289063,271.606445313,244.140625000,334.167480469
,19.073486328,34.332275391,75.531005859,160.980224609,198.364257813,223.541259766,199.127197266,237.274169922,202.941894531,273.132324219,261.688232422,342.559814453
,19.836425781,36.621093750,75.531005859,173.950195313,216.674804688,242.614746094,225.067138672,226.593017578,187.683105469,267.791748047,281.524658203,346.374511719
,20.599365234,39.672851563,88.500976563,183.868408203,228.118896484,257.110595703,256.347656250,212.860107422,165.557861328,258.636474609,299.072265625,338.745117188
,22.125244141,41.198730469,109.100341797,191.497802734,232.696533203,267.791748047,289.154052734,196.838378906,140.380859375,244.140625000,313.568115234,321.197509766
,22.888183594,40.435791016,133.514404297,196.075439453,231.170654297,276.947021484,318.908691406,183.868408203,117.492675781,227.355957031,324.249267578,291.442871094
,23.651123047,38.146972656,160.217285156,197.601318359,227.355957031,285.339355469,341.796875000,173.950195313,102.233886719,211.334228516,328.826904297,250.244140625
,24.414062500,35.095214844,184.631347656,197.601318359,222.015380859,291.442871094,357.055664063,169.372558594,96.893310547,197.601318359,328.063964844,208.282470703
,24.414062500,34.332275391,209.045410156,196.838378906,217.437744141,295.257568359,365.447998047,173.187255859,98.419189453,186.157226563,322.723388672,169.372558594
,24.414062500,36.621093750,232.696533203,196.838378906,215.911865234,294.494628906,370.025634766,183.105468750,106.048583984,176.239013672,314.331054688,139.617919922
,25.177001953,41.198730469,254.821777344,194.549560547,215.148925781,287.628173828,374.603271484,195.312500000,115.966796875,163.269042969,304.412841797,122.833251953
,27.465820313,45.776367188,278.472900391,189.208984375,215.911865234,276.947021484,375.366210938,205.993652344,126.647949219,148.773193359,293.731689453,115.966796875
,27.465820313,49.591064453,303.649902344,183.868408203,215.911865234,261.688232422,373.840332031,211.334228516,138.854980469,132.751464844,286.102294922,118.255615234
,28.228759766,51.879882813,328.063964844,177.764892578,214.385986328,242.614746094,365.447998047,210.571289063,149.536132813,116.729736328,279.235839844,122.833251953
,28.228759766,51.879882813,348.663330078,174.713134766,212.860107422,221.252441406,347.900390625,209.045410156,157.165527344,109.100341797,274.658203125,128.173828125
,25.939941406,51.879882813,359.344482422,176.239013672,208.282470703,196.075439453,325.775146484,209.045410156,164.794921875,109.100341797,270.843505859,131.988525391
,26.702880859,51.879882813,357.055664063,179.290771484,202.941894531,168.609619141,298.309326172,211.334228516,168.609619141,119.018554688,265.502929688,133.514404297
,26.702880859,50.354003906,337.219238281,181.579589844,198.364257813,139.617919922,273.895263672,215.911865234,173.187255859,141.906738281,260.162353516,136.566162109
,28.228759766,47.302246094,302.124023438,178.527832031,190.734863281,110.626220703,257.873535156,218.963623047,177.001953125,173.187255859,255.584716797,145.721435547
,30.517578125,41.961669922,254.821777344,170.135498047,180.816650391,84.686279297,248.718261719,218.963623047,181.579589844,210.571289063,250.244140625,163.269042969
,31.280517578,35.858154297,199.127197266,157.928466797,167.846679688,63.323974609,249.481201172,218.963623047,185.394287109,248.718261719,244.903564453,191.497802734
,31.280517578,29.754638672,143.432617188,146.484375000,151.062011719,49.591064453,251.770019531,218.963623047,186.157226563,282.287597656,241.088867188,228.881835938
,29.754638672,25.177001953,93.078613281,141.143798828,134.277343750,44.250488281,254.058837891,220.489501953,188.446044922,308.990478516,238.037109375,270.843505859
,28.228759766,20.599365234,48.828125000,142.669677734,119.018554688,43.487548828,253.295898438,226.593017578,186.920166016,327.301025391,239.562988281,310.516357422
,25.939941406,16.021728516,12.207031250,148.773193359,108.337402344,49.591064453,245.666503906,233.459472656,183.868408203,337.219238281,246.429443359,342.559814453
,22.888183594,12.969970703,-13.732910156,160.980224609,102.233886719,59.509277344,236.511230469,241.088867188,182.342529297,344.085693359,257.110595703,366.210937500
,20.599365234,10.681152344,-34.332275391,172.424316406,102.233886719,71.716308594,222.015380859,248.718261719,180.816650391,347.137451172,270.843505859,377.655029297
,19.836425781,11.444091797,-46.539306641,183.868408203,107.574462891,84.686279297,205.993652344,254.821777344,181.579589844,350.189208984,283.813476563,378.417968750
,19.836425781,13.732910156,-51.116943359,194.549560547,115.966796875,97.656250000,190.734863281,258.636474609,185.394287109,350.189208984,292.968750000,371.551513672
,22.888183594,18.310546875,-53.405761719,199.890136719,125.122070313,108.337402344,174.713134766,260.925292969,189.208984375,342.559814453,295.257568359,358.581542969
,25.939941406,22.888183594,-53.405761719,202.178955078,134.277343750,116.729736328,160.980224609,260.162353516,191.497802734,330.352783203,292.968750000,339.508056641
,28.991699219,26.702880859,-54.168701172,200.653076172,139.617919922,122.833251953,150.299072266,256.347656250,192.260742188,312.042236328,286.102294922,319.671630859
,32.043457031,29.754638672,-55.694580078,196.838378906,142.669677734,125.885009766,140.380859375,250.244140625,189.971923828,289.916992188,278.472900391,299.072265625
,34.332275391,32.806396484,-56.457519531,191.497802734,144.195556641,127.410888672,129.699707031,243.377685547,186.157226563,269.317626953,269.317626953,278.472900391
,36.621093750,34.332275391,-56.457519531,184.631347656,142.669677734,128.936767578,119.781494141,236.511230469,180.816650391,247.955322266,257.873535156,258.636474609
,38.909912109,35.095214844,-55.694580078,177.764892578,141.143798828,130.462646484,106.811523438,228.881835938,174.713134766,226.593017578,245.666503906,238.800048828
,40.435791016,35.858154297,-54.931640625,170.135498047,138.854980469,133.514404297,91.552734375,224.304199219,168.609619141,205.993652344,230.407714844,218.963623047
,41.961669922,35.095214844,-53.405761719,161.743164063,135.803222656,137.329101563,75.531005859,218.963623047,163.269042969,186.920166016,214.385986328,202.178955078
,41.961669922,34.332275391,-51.116943359,151.824951172,132.751464844,140.380859375,58.746337891,215.148925781,159.454345703,172.424316406,200.653076172,187.683105469
,41.198730469,35.095214844,-47.302246094,141.906738281,128.173828125,140.380859375,43.487548828,213.623046875,157.165527344,166.320800781,186.920166016,176.239013672
,40.435791016,35.095214844,-44.250488281,131.988525391,122.833251953,138.854980469,30.517578125,212.097167969,154.876708984,167.846679688,177.001953125,168.609619141
,37.384033203,35.858154297,-39.672851563,123.596191406,115.966796875,135.040283203,22.125244141,212.097167969,154.113769531,177.764892578,167.083740234,163.269042969
,35.095214844,35.095214844,-35.858154297,116.729736328,106.811523438,131.988525391,18.310546875,210.571289063,153.350830078,190.734863281,159.454345703,159.454345703
,32.806396484,32.806396484,-32.043457031,111.389160156,98.419189453,129.699707031,16.021728516,208.282470703,151.824951172,204.467773438,152.587890625,155.639648438
,29.754638672,32.043457031,-27.465820313,108.337402344,90.789794922,128.173828125,16.021728516,203.704833984,151.824951172,215.148925781,146.484375000,151.824951172
,28.991699219,31.280517578,-22.888183594,105.285644531,83.160400391,128.173828125,12.969970703,194.549560547,151.824951172,220.489501953,142.669677734,148.010253906
,27.465820313,31.280517578,-18.310546875,102.996826172,78.582763672,126.647949219,8.392333984,184.631347656,150.299072266,223.541259766,138.092041016,143.432617188
,26.702880859,33.569335938,-13.732910156,100.708007813,74.768066406,125.885009766,5.340576172,174.713134766,150.299072266,222.778320313,134.277343750,140.380859375
,28.228759766,34.332275391,-8.392333984,96.893310547,71.716308594,125.885009766,0.000000000,164.031982422,150.299072266,222.015380859,129.699707031,136.566162109
,29.754638672,34.332275391,-3.051757813,93.078613281,70.953369141,124.359130859,-2.288818359,157.165527344,148.773193359,218.963623047,125.122070313,133.514404297
,32.806396484,34.332275391,0.000000000,88.500976563,70.190429688,123.596191406,-3.051757813,151.062011719,148.010253906,214.385986328,122.833251953,130.462646484
,36.621093750,32.806396484,5.340576172,83.923339844,69.427490234,121.307373047,-3.051757813,144.958496094,145.721435547,207.519531250,119.781494141,125.885009766
,39.672851563,32.806396484,9.918212891,80.871582031,69.427490234,119.018554688,0.000000000,142.669677734,143.432617188,197.601318359,117.492675781,122.070312500
,41.198730469,32.043457031,14.495849609,78.582763672,68.664550781,118.255615234,6.866455078,140.380859375,141.143798828,184.631347656,114.440917969,118.255615234
,43.487548828,32.043457031,20.599365234,79.345703125,68.664550781,117.492675781,15.258789063,140.380859375,138.854980469,169.372558594,110.626220703,115.966796875
,45.013427734,32.806396484,26.702880859,79.345703125,68.664550781,116.729736328,24.414062500,142.669677734,135.803222656,154.876708984,106.811523438,113.677978516
,45.776367188,32.806396484,32.043457031,80.108642578,69.427490234,117.492675781,32.043457031,144.195556641,131.225585938,140.380859375,104.522705078,111.389160156
,46.539306641,34.332275391,37.384033203,81.634521484,70.190429688,115.203857422,39.672851563,144.958496094,126.647949219,128.173828125,102.233886719,109.100341797
,45.013427734,35.095214844,41.961669922,81.634521484,69.427490234,112.915039063,48.828125000,146.484375000,122.070312500,118.255615234,101.470947266,106.048583984
,42.724609375,35.858154297,46.539306641,81.634521484,68.664550781,110.626220703,57.220458984,145.721435547,117.492675781,111.389160156,101.470947266,103.759765625
,38.909912109,36.621093750,50.354003906,83.160400391,67.901611328,107.574462891,66.375732422,145.721435547,115.203857422,106.048583984,102.233886719,102.996826172
,36.621093750,37.384033203,53.405761719,83.160400391,64.849853516,105.285644531,74.768066406,144.195556641,112.152099609,102.996826172,102.233886719,103.759765625
,35.095214844,36.621093750,56.457519531,83.160400391,62.561035156,104.522705078,80.108642578,144.195556641,109.863281250,100.708007813,102.996826172,105.285644531
,34.332275391,38.146972656,57.220458984,82.397460938,61.035156250,103.759765625,84.686279297,144.958496094,109.863281250,99.182128906,102.996826172,107.574462891
,35.095214844,39.672851563,58.746337891,80.108642578,57.983398438,103.759765625,88.500976563,144.195556641,110.626220703,97.656250000,103.759765625,109.100341797
,33.569335938,40.435791016,58.746337891,78.582763672,57.220458984,102.233886719,91.552734375,146.484375000,112.915039063,93.841552734,103.759765625,109.863281250
,31.280517578,40.435791016,58.746337891,77.056884766,56.457519531,100.708007813,96.130371094,148.010253906,116.729736328,90.026855469,104.522705078,110.626220703
,29.754638672,38.909912109,57.983398438,76.293945313,54.931640625,98.419189453,99.182128906,147.247314453,119.781494141,86.212158203,105.285644531,109.863281250
,28.228759766,36.621093750,57.220458984,76.293945313,53.405761719,96.130371094,101.470947266,148.773193359,122.833251953,83.923339844,106.048583984,109.863281250
,27.465820313,34.332275391,56.457519531,75.531005859,52.642822266,95.367431641,101.470947266,149.536132813,123.596191406,84.686279297,106.811523438,109.863281250
,27.465820313,33.569335938,55.694580078,74.768066406,50.354003906,93.841552734,99.945068359,150.299072266,124.359130859,86.212158203,107.574462891,109.863281250
,27.465820313,34.332275391,54.168701172,74.005126953,49.591064453,93.078613281,99.945068359,153.350830078,124.359130859,88.500976563,106.811523438,112.152099609
,25.939941406,35.095214844,51.879882813,71.716308594,49.591064453,93.078613281,99.945068359,154.876708984,122.070312500,89.263916016,106.811523438,113.677978516
,24.414062500,37.384033203,50.354003906,70.190429688,48.065185547,92.315673828,99.945068359,155.639648438,121.307373047,89.263916016,106.048583984,116.729736328
,21.362304688,39.672851563,48.828125000,68.664550781,47.302246094,91.552734375,99.945068359,155.639648438,119.781494141,89.263916016,106.048583984,118.255615234
,17.547607422,41.198730469,48.828125000,67.138671875,46.539306641,90.026855469,96.893310547,153.350830078,117.492675781,90.026855469,106.048583984,118.255615234
,12.969970703,43.487548828,48.828125000,66.375732422,46.539306641,88.500976563,95.367431641,150.299072266,116.729736328,93.078613281,106.048583984,118.255615234
,9.155273438,45.776367188,48.828125000,66.375732422,48.065185547,86.975097656,91.552734375,147.247314453,115.203857422,95.367431641,106.048583984,116.729736328
,4.577636719,48.065185547,48.828125000,66.375732422,49.591064453,85.449218750,89.263916016,144.195556641,115.203857422,99.182128906,105.285644531,115.203857422
,0.000000000,51.879882813,48.828125000,66.375732422,51.116943359,85.449218750,88.500976563,143.432617188,115.203857422,100.708007813,104.522705078,113.677978516
,-4.577636719,54.931640625,49.591064453,65.612792969,52.642822266,84.686279297,86.975097656,141.143798828,115.203857422,102.233886719,102.996826172,112.152099609
,-9.155273438,57.220458984,49.591064453,64.086914063,54.931640625,84.686279297,87.738037109,139.617919922,115.966796875,102.233886719,101.470947266,111.389160156
,-12.207031250,57.220458984,48.828125000,62.561035156,56.457519531,86.975097656,90.026855469,138.092041016,115.203857422,101.470947266,100.708007813,109.863281250
,-14.495849609,56.457519531,47.302246094,61.035156250,57.983398438,89.263916016,92.315673828,135.040283203,113.677978516,100.708007813,100.708007813,109.863281250
,-15.258789063,54.931640625,46.539306641,59.509277344,58.746337891,92.315673828,93.841552734,132.751464844,111.389160156,100.708007813,99.945068359,109.100341797
,-13.732910156,52.642822266,45.776367188,58.746337891,58.746337891,96.893310547,94.604492188,131.988525391,109.863281250,99.182128906,99.945068359,108.337402344
,-10.681152344,50.354003906,46.539306641,57.983398438,58.746337891,99.945068359,94.604492188,129.699707031,108.337402344,97.656250000,99.945068359,106.811523438
,-5.340576172,48.828125000,47.302246094,56.457519531,60.272216797,102.233886719,94.604492188,129.699707031,107.574462891,95.367431641,99.945068359,104.522705078
,0.000000000,47.302246094,47.302246094,54.168701172,61.798095703,102.996826172,94.604492188,128.936767578,105.285644531,93.078613281,99.182128906,102.996826172
,3.814697266,48.828125000,46.539306641,52.642822266,65.612792969,102.996826172,95.367431641,128.936767578,103.759765625,90.789794922,99.182128906,99.945068359
,7.629394531,49.591064453,45.013427734,53.405761719,68.664550781,102.996826172,96.130371094,128.936767578,102.233886719,87.738037109,98.419189453,97.656250000
,9.918212891,51.116943359,43.487548828,54.168701172,70.953369141,102.233886719,96.130371094,128.936767578,99.945068359,86.212158203,98.419189453,95.367431641
,11.444091797,51.116943359,41.961669922,56.457519531,71.716308594,101.470947266,96.130371094,128.173828125,99.182128906,83.923339844,99.945068359,93.841552734
,13.732910156,49.591064453,40.435791016,58.746337891,70.190429688,101.470947266,95.367431641,125.885009766,98.419189453,83.923339844,101.470947266,93.841552734
,15.258789063,47.302246094,38.146972656,57.983398438,69.427490234,98.419189453,94.604492188,122.833251953,97.656250000,84.686279297,103.759765625,91.552734375
,17.547607422,47.302246094,35.858154297,56.457519531,67.901611328,97.656250000,95.367431641,119.781494141,96.893310547,85.449218750,106.048583984,91.552734375
,19.073486328,47.302246094,35.095214844,54.168701172,67.138671875,96.893310547,93.841552734,116.729736328,96.130371094,86.975097656,107.574462891,90.026855469
,19.073486328,48.065185547,34.332275391,52.642822266,67.901611328,96.130371094,93.078613281,113.677978516,93.841552734,86.975097656,108.337402344,88.500976563
,18.310546875,47.302246094,34.332275391,52.642822266,68.664550781,96.893310547,91.552734375,110.626220703,92.315673828,86.212158203,109.100341797,88.500976563
,18.310546875,44.250488281,33.569335938,53.405761719,70.953369141,95.367431641,90.026855469,105.285644531,90.789794922,86.212158203,109.100341797,86.212158203
,17.547607422,41.198730469,32.806396484,53.405761719,73.242187500,93.841552734,89.263916016,100.708007813,90.026855469,86.212158203,109.100341797,84.686279297
,16.784667969,38.909912109,31.280517578,51.116943359,76.293945313,93.078613281,89.263916016,96.130371094,90.789794922,86.975097656,108.337402344,84.686279297
,16.021728516,38.146972656,28.991699219,49.591064453,79.345703125,91.552734375,90.026855469,93.078613281,90.789794922,86.975097656,107.574462891,82.397460938
,14.495849609,38.146972656,27.465820313,48.065185547,80.871582031,91.552734375,89.263916016,91.552734375,91.552734375,86.212158203,107.574462891,80.871582031
,13.732910156,37.384033203,26.702880859,46.539306641,81.634521484,93.078613281,88.500976563,90.026855469,91.552734375,84.686279297,106.811523438,78.582763672
,12.969970703,36.621093750,25.939941406,48.065185547,80.108642578,93.841552734,86.975097656,87.738037109,91.552734375,82.397460938,107.574462891,75.531005859
,12.969970703,35.095214844,25.939941406,48.828125000,76.293945313,95.367431641,84.686279297,85.449218750,90.789794922,79.345703125,108.337402344,71.716308594
,12.207031250,32.806396484,27.465820313,49.591064453,70.190429688,94.604492188,82.397460938,83.160400391,90.026855469,77.819824219,108.337402344,67.138671875
,12.207031250,30.517578125,28.991699219,51.879882813,61.035156250,94.604492188,80.871582031,80.871582031,89.263916016,75.531005859,109.863281250,64.849853516
,12.969970703,28.228759766,31.280517578,53.405761719,48.065185547,93.841552734,79.345703125,79.345703125,89.263916016,74.768066406,110.626220703,63.323974609
,12.969970703,25.939941406,34.332275391,54.168701172,36.621093750,91.552734375,79.345703125,77.056884766,89.263916016,75.531005859,110.626220703,62.561035156
,13.732910156,24.414062500,35.095214844,54.931640625,28.228759766,91.552734375,80.108642578,75.531005859,88.500976563,75.531005859,112.152099609,63.323974609
,16.021728516,23.651123047,35.858154297,54.931640625,23.651123047,90.789794922,81.634521484,73.242187500,86.975097656,76.293945313,111.389160156,63.323974609
,16.784667969,23.651123047,37.384033203,54.931640625,26.702880859,90.026855469,84.686279297,71.716308594,84.686279297,77.056884766,109.863281250,61.798095703
,17.547607422,23.651123047,37.384033203,54.931640625,32.806396484,90.026855469,86.212158203,70.953369141,82.397460938,77.819824219,107.574462891,61.798095703
,18.310546875,22.888183594,40.435791016,55.694580078,41.198730469,89.263916016,87.738037109,70.190429688,80.108642578,77.819824219,103.759765625,61.035156250
,19.073486328,21.362304688,41.961669922,56.457519531,49.591064453,86.975097656,88.500976563,71.716308594,78.582763672,77.056884766,100.708007813,60.272216797
,22.125244141,18.310546875,43.487548828,55.694580078,54.931640625,84.686279297,88.500976563,73.242187500,77.056884766,77.056884766,96.130371094,60.272216797
,25.177001953,15.258789063,46.539306641,55.694580078,57.983398438,81.634521484,89.263916016,75.531005859,76.293945313,77.819824219,91.552734375,60.272216797
,28.228759766,12.969970703,47.302246094,57.220458984,58.746337891,79.345703125,88.500976563,77.056884766,75.531005859,77.819824219,86.975097656,59.509277344
,32.043457031,11.444091797,49.591064453,57.983398438,57.983398438,77.819824219,88.500976563,77.819824219,76.293945313,80.108642578,83.160400391,59.509277344
,32.043457031,11.444091797,52.642822266,62.561035156,56.457519531,77.056884766,88.500976563,77.819824219,77.819824219,80.871582031,81.634521484,60.272216797
,32.043457031,12.207031250,54.168701172,67.138671875,53.405761719,76.293945313,86.212158203,77.819824219,80.108642578,81.634521484,80.871582031,61.798095703
,32.043457031,12.969970703,56.457519531,69.427490234,49.591064453,75.531005859,83.923339844,78.582763672,82.397460938,82.397460938,80.871582031,62.561035156
,30.517578125,14.495849609,56.457519531,73.242187500,46.539306641,74.768066406,82.397460938,77.819824219,83.923339844,83.160400391,82.397460938,64.849853516
,30.517578125,15.258789063,55.694580078,74.005126953,44.250488281,73.242187500,80.871582031,76.293945313,85.449218750,83.923339844,83.160400391,65.612792969
,30.517578125,17.547607422,54.168701172,75.531005859,42.724609375,70.953369141,79.345703125,74.768066406,86.212158203,85.449218750,83.160400391,64.849853516
,28.991699219,19.836425781,52.642822266,77.819824219,43.487548828,68.664550781,79.345703125,73.242187500,86.212158203,86.212158203,86.212158203,64.849853516
,29.754638672,21.362304688,51.879882813,79.345703125,43.487548828,65.612792969,78.582763672,71.716308594,86.975097656,85.449218750,87.738037109,63.323974609
,28.228759766,23.651123047,51.116943359,81.634521484,45.013427734,64.086914063,77.056884766,70.953369141,86.975097656,84.686279297,90.026855469,63.323974609
,27.465820313,24.414062500,50.354003906,80.108642578,46.539306641,64.086914063,74.768066406,71.716308594,86.212158203,83.923339844,91.552734375,66.375732422
,26.702880859,25.177001953,51.116943359,77.819824219,48.828125000,64.086914063,72.479248047,73.242187500,87.738037109,83.160400391,92.315673828,68.664550781
,24.414062500,25.939941406,51.116943359,74.768066406,51.879882813,66.375732422,70.190429688,76.293945313,86.975097656,82.397460938,91.552734375,70.953369141
,23.651123047,25.177001953,51.116943359,72.479248047,54.931640625,67.901611328,67.901611328,79.345703125,86.212158203,80.108642578,88.500976563,73.242187500
,22.888183594,25.177001953,52.642822266,71.716308594,57.220458984,69.427490234,66.375732422,82.397460938,86.212158203,77.056884766,86.212158203,74.005126953
,23.651123047,25.177001953,53.405761719,70.953369141,60.272216797,70.190429688,64.849853516,84.686279297,84.686279297,74.768066406,83.923339844,73.242187500
,26.702880859,24.414062500,54.168701172,68.664550781,63.323974609,71.716308594,63.323974609,86.212158203,85.449218750,73.242187500,82.397460938,73.242187500
,29.754638672,25.939941406,57.220458984,67.901611328,65.612792969,73.242187500,61.798095703,86.212158203,86.212158203,71.716308594,82.397460938,72.479248047
,32.806396484,27.465820313,58.746337891,67.138671875,67.138671875,74.768066406,61.035156250,85.449218750,86.212158203,71.716308594,83.923339844,72.479248047
,35.095214844,29.754638672,59.509277344,65.612792969,66.375732422,77.056884766,59.509277344,83.923339844,85.449218750,70.953369141,83.160400391,72.479248047
,35.858154297,31.280517578,60.272216797,67.138671875,65.612792969,79.345703125,58.746337891,82.397460938,83.923339844,70.190429688,83.923339844,73.242187500
,36.621093750,32.043457031,59.509277344,67.138671875,65.612792969,80.871582031,57.220458984,80.108642578,83.160400391,68.664550781,82.397460938,74.005126953
,38.146972656,32.043457031,58.746337891,66.375732422,67.901611328,82.397460938,54.931640625,78.582763672,81.634521484,67.901611328,80.871582031,73.242187500
,37.384033203,31.280517578,58.746337891,65.612792969,69.427490234,83.160400391,53.405761719,77.056884766,81.634521484,67.901611328,80.871582031,72.479248047
,37.384033203,30.517578125,56.457519531,64.849853516,70.190429688,85.449218750,51.116943359,74.768066406,80.871582031,67.138671875,79.345703125,71.716308594
,38.146972656,31.280517578,55.694580078,64.849853516,69.427490234,86.975097656,50.354003906,75.531005859,78.582763672,67.138671875,79.345703125,70.190429688
,37.384033203,32.043457031,54.168701172,64.849853516,67.138671875,88.500976563,49.591064453,75.531005859,76.293945313,67.138671875,78.582763672,70.953369141
,38.146972656,32.806396484,54.168701172,65.612792969,64.086914063,89.263916016,48.065185547,75.531005859,73.242187500,65.612792969,78.582763672,71.716308594
,36.621093750,32.806396484,56.457519531,66.375732422,62.561035156,87.738037109,45.013427734,77.819824219,70.953369141,64.086914063,80.108642578,73.242187500
,35.095214844,31.280517578,57.220458984,64.849853516,61.798095703,87.738037109,40.435791016,78.582763672,68.664550781,61.798095703,80.108642578,74.768066406
,32.043457031,29.754638672,59.509277344,63.323974609,61.035156250,86.975097656,37.384033203,79.345703125,67.138671875,57.220458984,82.397460938,75.531005859
,28.991699219,29.754638672,59.509277344,63.323974609,60.272216797,86.975097656,34.332275391,80.108642578,66.375732422,53.405761719,83.923339844,74.768066406
,27.465820313,28.991699219,59.509277344,61.798095703,59.509277344,88.500976563,32.043457031,79.345703125,65.612792969,50.354003906,83.923339844,74.768066406
,26.702880859,28.991699219,61.035156250,61.035156250,57.983398438,90.026855469,31.280517578,78.582763672,65.612792969,47.302246094,85.449218750,74.005126953
,27.465820313,29.754638672,62.561035156,60.272216797,56.457519531,90.789794922,29.754638672,77.056884766,65.612792969,43.487548828,86.212158203,74.768066406
,27.465820313,28.228759766,64.086914063,56.457519531,56.457519531,90.026855469,27.465820313,76.293945313,64.849853516,41.198730469,86.975097656,74.768066406
,24.414062500,29.754638672,65.612792969,54.168701172,55.694580078,89.263916016,25.939941406,74.005126953,64.086914063,38.146972656,89.263916016,75.531005859
,22.888183594,31.280517578,65.612792969,51.116943359,55.694580078,88.500976563,25.177001953,71.716308594,61.798095703,36.621093750,90.789794922,77.819824219
,19.073486328,32.806396484,65.612792969,49.591064453,55.694580078,87.738037109,24.414062500,70.190429688,59.509277344,36.621093750,90.026855469,78.582763672
,16.784667969,35.095214844,64.086914063,50.354003906,54.931640625,87.738037109,26.702880859,68.664550781,56.457519531,35.858154297,90.789794922,80.108642578
,16.021728516,35.095214844,63.323974609,51.879882813,54.931640625,86.975097656,27.465820313,67.901611328,52.642822266,35.095214844,89.263916016,81.634521484
,16.021728516,35.858154297,63.323974609,53.405761719,55.694580078,85.449218750,27.465820313,67.901611328,50.354003906,34.332275391,86.975097656,80.871582031
,19.836425781,35.858154297,62.561035156,51.879882813,55.694580078,86.212158203,28.991699219,66.375732422,47.302246094,33.569335938,86.212158203,80.871582031
,25.177001953,35.858154297,64.086914063,48.828125000,55.694580078,86.212158203,28.228759766,64.849853516,44.250488281,32.806396484,84.686279297,80.871582031
,31.280517578,35.858154297,66.375732422,44.250488281,54.931640625,87.738037109,29.754638672,63.323974609,43.487548828,32.806396484,83.160400391,80.108642578
,37.384033203,34.332275391,68.664550781,40.435791016,52.642822266,90.789794922,30.517578125,61.798095703,41.961669922,34.332275391,83.160400391,80.108642578
,41.961669922,33.569335938,73.242187500,38.909912109,50.354003906,92.315673828,32.043457031,60.272216797,41.198730469,35.858154297,82.397460938,80.108642578
,43.487548828,32.806396484,77.056884766,38.909912109,47.302246094,93.078613281,32.806396484,57.983398438,41.961669922,37.384033203,82.397460938,79.345703125
,43.487548828,32.043457031,80.108642578,40.435791016,44.250488281,93.841552734,32.806396484,57.220458984,40.435791016,38.146972656,80.108642578,80.108642578
,40.435791016,33.569335938,83.160400391,42.724609375,41.961669922,92.315673828,33.569335938,57.220458984,40.435791016,38.909912109,78.582763672,79.345703125
,37.384033203,34.332275391,84.686279297,45.776367188,38.146972656,92.315673828,34.332275391,58.746337891,41.198730469,38.146972656,75.531005859,79.345703125
,33.569335938,34.332275391,86.975097656,48.065185547,36.621093750,93.078613281,34.332275391,61.798095703,42.724609375,38.909912109,72.479248047,78.582763672
,28.228759766,35.858154297,89.263916016,51.879882813,35.858154297,93.078613281,37.384033203,64.086914063,45.776367188,38.146972656,72.479248047,79.345703125
,25.177001953,35.858154297,90.789794922,54.168701172,34.332275391,93.841552734,38.146972656,65.612792969,49.591064453,38.146972656,71.716308594,80.108642578
,21.362304688,35.858154297,93.841552734,56.457519531,33.569335938,93.078613281,38.146972656,65.612792969,51.879882813,38.909912109,72.479248047,81.634521484
,16.784667969,35.858154297,93.841552734,59.509277344,32.806396484,91.552734375,40.435791016,64.849853516,53.405761719,38.909912109,74.005126953,83.923339844
,13.732910156,35.095214844,94.604492188,62.561035156,30.517578125,89.263916016,41.198730469,62.561035156,54.168701172,41.198730469,74.005126953,87.738037109
,9.918212891,35.095214844,94.604492188,65.612792969,31.280517578,86.975097656,41.961669922,61.798095703,53.405761719,43.487548828,74.005126953,90.789794922
,6.866455078,34.332275391,93.841552734,68.664550781,31.280517578,86.975097656,42.724609375,61.035156250,54.168701172,45.776367188,73.242187500,94.604492188
,6.103515625,35.095214844,93.841552734,71.716308594,32.806396484,87.738037109,42.724609375,61.035156250,54.168701172,48.065185547,71.716308594,98.419189453
,5.340576172,35.858154297,92.315673828,72.479248047,34.332275391,89.263916016,43.487548828,61.035156250,54.931640625,48.828125000,70.190429688,99.945068359
