Test Name,M-max Lower Leg Ampl Lines
Test Item,Right TA
Patient Name,"mid  s2718tdvg"
Patient ID,
Test Date,9/24/2019
Trace Label,"Tr 1 : 0 mA : 100 탎","Tr 2 : 58 mA : 100 탎","Tr 3 : 100 mA : 100 탎","Tr 4 : 100 mA : 100 탎","Tr 5 : 100 mA : 150 탎","Tr 6 : 100 mA : 200 탎","Tr 7 : 100 mA : 250 탎","Tr 8 : 100 mA : 250 탎","Tr 9 : 100 mA : 250 탎","Tr 10 : 100 mA : 250 탎"
,12.207031250,37.384033203,65.612792969,-42.724609375,13.732910156,30.517578125,32.806396484,12.969970703,16.021728516,16.784667969
,11.444091797,-443.267822266,61.798095703,-42.724609375,-118.255615234,28.991699219,25.939941406,12.969970703,16.021728516,-9.155273438
,10.681152344,-926.971435547,-759.887695313,-415.039062500,-231.170654297,-348.663330078,-765.991210938,-427.246093750,-708.007812500,-840.759277344
,10.681152344,-1409.149169922,-1572.418212891,-781.250000000,-341.033935547,-1296.234130859,-2247.619628906,-1257.324218750,-2017.211914063,-1726.531982422
,12.207031250,-1886.749267578,-2370.452880859,-1139.831542969,-447.082519531,-2227.020263672,-3702.545166016,-2068.328857422,-3300.476074219,-2577.209472656
,13.732910156,-1389.312744141,-3154.754638672,-1490.783691406,-278.472900391,-3137.207031250,-5126.190185547,-2859.497070313,-4552.459716797,-3337.860107422
,15.258789063,-886.535644531,-2284.240722656,-1087.188720703,-148.773193359,-3275.299072266,-4946.899414063,-2750.396728516,-4325.103759766,-2457.427978516
,18.310546875,-385.284423828,-1419.067382813,-686.645507813,-20.599365234,-2255.249023438,-3355.407714844,-1845.550537109,-2898.406982422,-1433.563232422
,21.362304688,110.626220703,-567.626953125,-294.494628906,102.233886719,-1250.457763672,-1788.330078125,-960.540771484,-1499.176025391,-450.897216797
,23.651123047,117.492675781,267.791748047,88.500976563,86.212158203,-267.791748047,-253.295898438,-97.656250000,-135.040283203,464.630126953
,25.939941406,119.018554688,268.554687500,90.789794922,88.500976563,317.382812500,464.630126953,302.124023438,469.970703125,539.398193359
,27.465820313,119.018554688,263.977050781,90.026855469,89.263916016,313.568115234,460.815429688,292.968750000,459.289550781,523.376464844
,28.228759766,117.492675781,257.873535156,90.026855469,90.789794922,307.464599609,450.897216797,283.813476563,444.793701172,509.643554688
,28.991699219,115.203857422,251.007080078,89.263916016,93.078613281,301.361083984,441.741943359,274.658203125,433.349609375,496.673583984
,30.517578125,113.677978516,244.903564453,89.263916016,95.367431641,295.257568359,431.823730469,267.028808594,423.431396484,485.229492188
,31.280517578,110.626220703,237.274169922,90.026855469,98.419189453,289.154052734,421.142578125,259.399414063,412.750244141,473.022460938
,32.043457031,106.048583984,233.459472656,90.026855469,101.470947266,283.050537109,411.224365234,251.007080078,403.594970703,463.104248047
,31.280517578,101.470947266,229.644775391,90.789794922,104.522705078,276.947021484,399.780273438,244.140625000,394.439697266,452.423095703
,29.754638672,94.604492188,225.067138672,91.552734375,105.285644531,271.606445313,389.099121094,237.274169922,384.521484375,440.979003906
,28.228759766,87.738037109,222.015380859,90.026855469,103.759765625,265.502929688,380.706787109,231.933593750,376.129150391,432.586669922
,28.228759766,80.871582031,218.200683594,88.500976563,98.419189453,257.873535156,372.314453125,228.118896484,367.736816406,423.431396484
,26.702880859,74.005126953,215.148925781,85.449218750,90.026855469,251.007080078,364.685058594,224.304199219,360.107421875,414.276123047
,25.939941406,69.427490234,213.623046875,82.397460938,79.345703125,243.377685547,357.055664063,221.252441406,350.952148438,405.883789063
,26.702880859,65.612792969,210.571289063,78.582763672,65.612792969,235.748291016,347.137451172,215.911865234,339.508056641,395.202636719
,25.939941406,62.561035156,206.756591797,73.242187500,48.065185547,228.118896484,334.930419922,207.519531250,325.012207031,381.469726563
,26.702880859,58.746337891,199.890136719,66.375732422,19.073486328,214.385986328,314.331054688,192.260742188,303.649902344,358.581542969
,26.702880859,50.354003906,185.394287109,51.879882813,-32.043457031,189.971923828,277.709960938,160.217285156,268.554687500,317.382812500
,25.939941406,29.754638672,157.165527344,20.599365234,-119.018554688,144.195556641,215.911865234,102.996826172,208.282470703,247.955322266
,25.177001953,-12.207031250,101.470947266,-35.095214844,-251.770019531,63.323974609,113.677978516,7.629394531,112.152099609,135.803222656
,23.651123047,-91.552734375,7.629394531,-135.040283203,-437.927246094,-61.798095703,-35.095214844,-135.803222656,-28.991699219,-25.177001953
,22.125244141,-220.489501953,-135.040283203,-287.628173828,-675.201416016,-241.088867188,-238.037109375,-332.641601563,-222.778320313,-239.562988281
,20.599365234,-405.120849609,-336.456298828,-495.147705078,-955.200195313,-476.074218750,-492.858886719,-581.359863281,-468.444824219,-503.540039063
,19.836425781,-646.972656250,-592.803955078,-756.835937500,-1258.087158203,-756.835937500,-786.590576172,-871.276855469,-753.784179688,-800.323486328
,18.310546875,-934.600830078,-891.113281250,-1054.382324219,-1560.974121094,-1065.826416016,-1100.158691406,-1181.793212891,-1059.722900391,-1110.839843750
,17.547607422,-1249.694824219,-1210.021972656,-1369.476318359,-1836.395263672,-1380.157470703,-1407.623291016,-1492.309570313,-1364.135742188,-1410.675048828
,18.310546875,-1573.181152344,-1523.590087891,-1678.466796875,-2053.833007813,-1671.600341797,-1676.940917969,-1770.782470703,-1634.216308594,-1663.208007813
,18.310546875,-1878.356933594,-1804.351806641,-1952.362060547,-2192.687988281,-1907.348632813,-1879.882812500,-1986.694335938,-1842.498779297,-1843.261718750
,18.310546875,-2141.571044922,-2026.367187500,-2167.510986328,-2230.072021484,-2062.988281250,-1995.086669922,-2118.682861328,-1963.806152344,-1929.473876953
,19.073486328,-2340.698242188,-2169.799804688,-2302.551269531,-2160.644531250,-2117.156982422,-2001.190185547,-2142.333984375,-1979.064941406,-1902.008056641
,18.310546875,-2457.427978516,-2218.627929688,-2343.750000000,-1983.642578125,-2057.647705078,-1895.904541016,-2051.544189453,-1879.119873047,-1762.390136719
,16.784667969,-2481.079101563,-2165.985107422,-2288.818359375,-1703.643798828,-1884.460449219,-1677.703857422,-1848.602294922,-1667.022705078,-1512.145996094
,15.258789063,-2412.414550781,-2010.345458984,-2140.045166016,-1329.803466797,-1600.646972656,-1351.165771484,-1535.034179688,-1348.114013672,-1156.616210938
,12.969970703,-2254.486083984,-1755.523681641,-1903.533935547,-875.091552734,-1213.073730469,-926.971435547,-1121.520996094,-930.786132813,-710.296630859
,10.681152344,-2014.160156250,-1408.386230469,-1588.439941406,-356.292724609,-736.236572266,-419.616699219,-621.032714844,-431.823730469,-186.920166016
,9.155273438,-1709.747314453,-984.191894531,-1206.970214844,204.467773438,-186.157226563,152.587890625,-48.828125000,130.462646484,393.676757813
,6.866455078,-1353.454589844,-492.858886719,-774.383544922,787.353515625,415.802001953,773.620605469,572.967529297,741.577148438,1013.946533203
,5.340576172,-959.014892578,44.250488281,-306.701660156,1374.816894531,1054.382324219,1420.593261719,1228.332519531,1376.342773438,1651.763916016
,3.814697266,-543.212890625,606.536865234,177.764892578,1947.021484375,1706.695556641,2075.195312500,1895.141601563,2015.686035156,2286.529541016
,2.288818359,-115.203857422,1173.400878906,661.468505859,2484.893798828,2352.142333984,2715.301513672,2552.032470703,2642.059326172,2900.695800781
,0.000000000,310.516357422,1721.191406250,1127.624511719,2970.886230469,2969.360351563,3317.260742188,3176.879882813,3230.285644531,3468.322753906
,-3.051757813,721.740722656,2232.360839844,1561.737060547,3392.028808594,3533.172607422,3859.710693359,3747.558593750,3761.291503906,3969.573974609
,-5.340576172,1107.788085938,2693.939208984,1952.362060547,3746.032714844,4026.031494141,4333.496093750,4249.572753906,4219.818115234,4391.479492188
,-8.392333984,1464.080810547,3101.348876953,2300.262451172,4038.238525391,4443.359375000,4730.224609375,4674.530029297,4593.658447266,4727.172851563
,-11.444091797,1790.618896484,3454.589843750,2607.727050781,4278.564453125,4780.578613281,5054.473876953,5023.956298828,4886.627197266,4986.572265625
,-12.207031250,2088.165283203,3762.817382813,2881.622314453,4483.795166016,5049.133300781,5316.925048828,5306.243896484,5110.168457031,5184.173583984
,-12.207031250,2358.245849609,4032.135009766,3129.577636719,4673.767089844,5268.859863281,5529.785156250,5538.177490234,5284.118652344,5339.050292969
,-10.681152344,2600.097656250,4271.697998047,3356.170654297,4862.976074219,5456.542968750,5718.231201172,5739.593505859,5429.840087891,5471.038818359
,-6.866455078,2822.875976563,4493.713378906,3572.082519531,5070.495605469,5632.781982422,5897.521972656,5927.276611328,5564.117431641,5594.635009766
,-3.051757813,3031.921386719,4704.284667969,3783.416748047,5297.088623047,5817.413330078,6086.730957031,6122.589111328,5702.972412109,5726.623535156
,1.525878906,3240.966796875,4915.618896484,3998.565673828,5534.362792969,6014.251708984,6293.487548828,6329.345703125,5854.034423828,5873.107910156
,7.629394531,3455.352783203,5128.479003906,4215.240478516,5765.533447266,6226.348876953,6507.873535156,6542.205810547,6016.540527344,6028.747558594
,12.969970703,3668.975830078,5332.946777344,4417.419433594,5955.505371094,6439.208984375,6713.867187500,6745.910644531,6181.335449219,6183.624267578
,17.547607422,3875.732421875,5517.578125000,4586.029052734,6082.916259766,6625.366210938,6880.950927734,6907.653808594,6324.005126953,6313.323974609
,19.836425781,4056.549072266,5654.907226563,4695.892333984,6123.352050781,6758.880615234,6983.184814453,6999.969482422,6423.187255859,6396.484375000
,21.362304688,4203.033447266,5726.623535156,4734.039306641,6059.265136719,6817.626953125,7000.732421875,7004.547119141,6461.334228516,6417.846679688
,20.599365234,4309.844970703,5721.282958984,4699.707031250,5883.026123047,6780.242919922,6910.705566406,6900.787353516,6415.557861328,6352.233886719
,20.599365234,4370.880126953,5622.863769531,4589.080810547,5590.057373047,6633.758544922,6697.082519531,6679.534912109,6272.125244141,6182.861328125
,20.599365234,4380.798339844,5429.077148438,4413.604736328,5185.699462891,6360.626220703,6346.130371094,6327.819824219,6010.437011719,5887.603759766
,19.836425781,4339.599609375,5142.211914063,4181.671142578,4689.025878906,5949.401855469,5852.508544922,5836.486816406,5615.234375000,5455.780029297
,18.310546875,4244.995117188,4764.556884766,3905.487060547,4116.821289063,5410.766601563,5233.001708984,5216.217041016,5089.569091797,4893.493652344
,16.784667969,4106.140136719,4317.474365234,3602.600097656,3495.025634766,4751.586914063,4499.816894531,4479.980468750,4441.833496094,4212.188720703
,15.258789063,3939.056396484,3822.326660156,3286.743164063,2848.052978516,3997.802734375,3684.997558594,3654.479980469,3698.730468750,3441.619873047
,14.495849609,3749.084472656,3298.950195313,2967.071533203,2200.317382813,3176.116943359,2818.298339844,2775.573730469,2890.777587891,2612.304687500
,15.258789063,3542.327880859,2770.996093750,2652.740478516,1591.491699219,2316.284179688,1935.577392578,1882.934570313,2053.833007813,1765.441894531
,16.021728516,3318.786621094,2257.537841797,2349.090576172,1049.041748047,1472.473144531,1094.818115234,1030.731201172,1238.250732422,955.200195313
,19.073486328,3080.749511719,1779.174804688,2068.328857422,596.618652344,693.511962891,336.456298828,267.028808594,486.755371094,223.541259766
,20.599365234,2837.371826172,1354.217529297,1821.136474609,247.955322266,19.836425781,-302.886962891,-373.077392578,-161.743164063,-392.913818359
,22.125244141,2597.045898438,1000.213623047,1617.431640625,-3.814697266,-517.272949219,-801.849365234,-875.091552734,-684.356689453,-878.143310547
,23.651123047,2372.741699219,722.503662109,1460.266113281,-166.320800781,-920.104980469,-1170.349121094,-1247.406005859,-1077.270507813,-1233.673095703
,23.651123047,2169.799804688,519.561767578,1342.010498047,-253.295898438,-1193.237304688,-1412.200927734,-1496.887207031,-1345.062255859,-1467.895507813
,22.888183594,1989.746093750,388.336181641,1255.798339844,-276.947021484,-1347.351074219,-1541.900634766,-1637.268066406,-1499.938964844,-1592.254638672
,21.362304688,1834.869384766,312.805175781,1190.185546875,-252.532958984,-1399.230957031,-1576.995849609,-1681.518554688,-1557.922363281,-1625.823974609
,18.310546875,1702.117919922,280.761718750,1137.542724609,-199.890136719,-1363.372802734,-1533.508300781,-1640.319824219,-1537.322998047,-1586.151123047
,15.258789063,1589.202880859,280.761718750,1094.055175781,-144.195556641,-1268.005371094,-1436.614990234,-1538.848876953,-1459.503173828,-1496.887207031
,12.207031250,1486.968994141,288.391113281,1046.752929688,-109.863281250,-1140.594482422,-1313.018798828,-1404.571533203,-1354.217529297,-1387.786865234
,9.918212891,1387.023925781,291.442871094,983.428955078,-121.307373047,-1010.131835938,-1192.474365234,-1268.005371094,-1249.694824219,-1290.893554688
,9.155273438,1274.871826172,270.080566406,889.587402344,-191.497802734,-910.186767578,-1100.921630859,-1158.905029297,-1174.163818359,-1229.095458984
,9.918212891,1134.490966797,206.756591797,746.917724609,-322.723388672,-859.069824219,-1056.671142578,-1095.581054688,-1143.646240234,-1215.362548828
,10.681152344,953.674316406,93.841552734,550.079345703,-507.354736328,-868.225097656,-1067.352294922,-1086.425781250,-1163.482666016,-1247.406005859
,12.969970703,727.081298828,-69.427490234,306.701660156,-724.792480469,-936.889648438,-1126.098632813,-1125.335693359,-1227.569580078,-1312.255859375
,16.021728516,458.526611328,-272.369384766,26.702880859,-952.911376953,-1045.989990234,-1213.073730469,-1197.052001953,-1314.544677734,-1391.601562500
,18.310546875,170.135498047,-495.147705078,-260.925292969,-1174.163818359,-1175.689697266,-1308.441162109,-1285.552978516,-1413.726806641,-1470.947265625
,20.599365234,-115.203857422,-714.111328125,-537.109375000,-1375.579833984,-1307.678222656,-1400.756835938,-1383.209228516,-1509.857177734,-1544.189453125
,22.888183594,-383.758544922,-914.764404297,-791.168212891,-1554.870605469,-1425.933837891,-1477.050781250,-1480.102539063,-1592.254638672,-1605.987548828
,22.888183594,-617.980957031,-1093.292236328,-1011.657714844,-1710.510253906,-1528.930664063,-1544.952392578,-1576.995849609,-1667.022705078,-1656.341552734
,22.888183594,-821.685791016,-1242.828369141,-1201.629638672,-1844.787597656,-1619.720458984,-1605.224609375,-1671.600341797,-1728.057861328,-1696.014404297
,23.651123047,-995.635986328,-1368.713378906,-1360.321044922,-1958.465576172,-1699.066162109,-1657.104492188,-1752.471923828,-1776.885986328,-1725.769042969
,22.888183594,-1136.016845703,-1470.947265625,-1489.257812500,-2053.070068359,-1770.019531250,-1705.932617188,-1821.136474609,-1816.558837891,-1748.657226563
,23.651123047,-1251.983642578,-1554.870605469,-1599.121093750,-2140.045166016,-1833.343505859,-1753.997802734,-1876.831054688,-1849.365234375,-1773.071289063
,22.888183594,-1348.876953125,-1635.742187500,-1696.777343750,-2213.287353516,-1896.667480469,-1805.877685547,-1924.896240234,-1883.697509766,-1802.825927734
,20.599365234,-1438.140869141,-1718.902587891,-1789.855957031,-2271.270751953,-1957.702636719,-1859.283447266,-1971.435546875,-1918.792724609,-1832.580566406
,19.836425781,-1528.930664063,-1803.588867188,-1879.119873047,-2302.551269531,-2009.582519531,-1905.822753906,-2010.345458984,-1947.021484375,-1856.994628906
,19.073486328,-1615.142822266,-1881.408691406,-1948.547363281,-2290.344238281,-2043.914794922,-1933.288574219,-2028.656005859,-1956.176757813,-1856.994628906
,19.073486328,-1684.570312500,-1930.999755859,-1986.694335938,-2236.938476563,-2044.677734375,-1925.659179688,-2015.686035156,-1930.236816406,-1822.662353516
,19.073486328,-1719.665527344,-1943.206787109,-1983.642578125,-2141.571044922,-2006.530761719,-1878.356933594,-1964.569091797,-1866.912841797,-1752.471923828
,18.310546875,-1709.747314453,-1915.740966797,-1935.577392578,-2008.056640625,-1933.288574219,-1792.907714844,-1876.831054688,-1767.730712891,-1645.660400391
,18.310546875,-1653.289794922,-1847.076416016,-1849.365234375,-1839.447021484,-1819.610595703,-1667.785644531,-1756.286621094,-1631.927490234,-1499.938964844
,18.310546875,-1550.292968750,-1738.739013672,-1723.480224609,-1631.927490234,-1667.022705078,-1501.464843750,-1599.884033203,-1461.791992188,-1313.781738281
,19.073486328,-1404.571533203,-1586.914062500,-1557.159423828,-1387.023925781,-1472.473144531,-1293.182373047,-1403.808593750,-1248.931884766,-1084.136962891
,19.836425781,-1219.940185547,-1384.735107422,-1347.351074219,-1111.602783203,-1233.673095703,-1044.464111328,-1165.771484375,-994.873046875,-814.056396484
,19.836425781,-997.924804688,-1139.831542969,-1095.581054688,-823.211669922,-962.829589844,-768.280029297,-894.927978516,-716.400146484,-527.954101563
,19.836425781,-747.680664063,-865.936279297,-818.634033203,-543.212890625,-681.304931641,-488.281250000,-615.692138672,-429.534912109,-247.955322266
,19.073486328,-486.755371094,-588.226318359,-534.057617188,-286.865234375,-411.224365234,-228.118896484,-351.715087891,-164.031982422,0.000000000
,19.836425781,-227.355957031,-328.826904297,-266.265869141,-69.427490234,-170.135498047,-6.103515625,-121.307373047,64.849853516,202.178955078
,19.836425781,9.918212891,-98.419189453,-33.569335938,99.945068359,30.517578125,167.846679688,64.086914063,249.481201172,356.292724609
,19.836425781,215.911865234,93.841552734,156.402587891,226.593017578,186.920166016,295.257568359,205.993652344,385.284423828,466.156005859
,20.599365234,385.284423828,249.481201172,299.072265625,308.227539063,300.598144531,382.232666016,308.990478516,476.837158203,534.057617188
,20.599365234,510.406494141,364.685058594,399.780273438,354.003906250,369.262695313,430.297851563,368.499755859,527.191162109,566.101074219
,22.125244141,592.041015625,434.112548828,462.341308594,371.551513672,397.491455078,443.267822266,394.439697266,543.212890625,569.152832031
,22.888183594,630.950927734,465.393066406,492.095947266,357.818603516,395.202636719,426.483154297,388.336181641,527.954101563,540.924072266
,23.651123047,634.765625000,459.289550781,490.570068359,310.516357422,363.159179688,377.655029297,351.715087891,482.940673828,483.703613281
,24.414062500,608.825683594,418.853759766,457.000732422,223.541259766,302.124023438,296.783447266,286.865234375,402.069091797,392.150878906
,25.177001953,550.842285156,349.426269531,386.810302734,91.552734375,208.282470703,183.868408203,188.446044922,283.813476563,259.399414063
,26.702880859,460.052490234,244.903564453,276.947021484,-74.005126953,76.293945313,33.569335938,54.168701172,125.122070313,90.789794922
,28.228759766,330.352783203,104.522705078,129.699707031,-263.977050781,-89.263916016,-148.010253906,-112.152099609,-64.849853516,-104.522705078
,29.754638672,164.031982422,-65.612792969,-45.776367188,-463.867187500,-280.761718750,-347.900390625,-303.649902344,-273.895263672,-315.093994141
,30.517578125,-26.702880859,-258.636474609,-239.562988281,-659.942626953,-484.466552734,-558.471679688,-507.354736328,-489.044189453,-525.665283203
,28.228759766,-229.644775391,-460.815429688,-437.927246094,-848.388671875,-687.408447266,-762.176513672,-712.585449219,-695.800781250,-728.607177734
,28.991699219,-431.823730469,-656.890869141,-631.713867188,-1021.575927734,-881.958007813,-949.096679688,-908.660888672,-886.535644531,-917.053222656
,28.228759766,-621.032714844,-840.759277344,-813.293457031,-1176.452636719,-1063.537597656,-1121.520996094,-1087.951660156,-1059.722900391,-1088.714599609
