Trace Label,"Tr 1 : 85 mA","Tr 2 : 31 mA","Tr 3 : 30 mA","Tr 4 : 32 mA","Tr 5 : 33 mA","Tr 6 : 34 mA","Tr 7 : 35 mA","Tr 8 : 36 mA","Tr 9 : 37 mA","Tr 10 : 38 mA","Tr 11 : 39 mA","Tr 12 : 40 mA","Tr 13 : 41 mA","Tr 14 : 43 mA","Tr 15 : 45 mA","Tr 16 : 47 mA","Tr 17 : 50 mA","Tr 18 : 52 mA","Tr 19 : 49 mA","Tr 20 : 49 mA","Tr 21 : 48 mA","Tr 22 : 39 mA","Tr 23 : 36 mA","Tr 24 : 32 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),4843.139648438,10898.590087891,8957.672119141,11180.877685547,4489.898681641,11537.170410156,9938.812255859,12113.952636719,18244.934082031,14629.364013672,13332.366943359,13340.759277344,19927.215576172,15910.339355469,6571.960449219,15097.808837891,7872.009277344,7789.611816406,8933.258056641,10772.705078125,7998.657226563,5841.064453125,12931.823730469,7580.566406250
,-6830.596923828,-1732.635498047,-1596.069335938,-2076.721191406,-2292.633056641,-2567.291259766,-2719.879150391,-2630.615234375,-2690.887451172,-2714.538574219,-2823.638916016,-3022.766113281,-3128.814697266,-3694.915771484,-3498.077392578,-4044.342041016,-4181.671142578,-4536.437988281,-3810.882568359,-4132.843017578,-3224.182128906,-2775.573730469,-2201.843261719,-1799.774169922
,-6678.009033203,-1712.036132813,-1564.788818359,-2051.544189453,-2269.744873047,-2537.536621094,-2674.102783203,-2596.282958984,-2661.895751953,-2681.732177734,-2783.203125000,-2982.330322266,-3079.223632813,-3618.621826172,-3438.568115234,-3953.552246094,-4088.592529297,-4423.522949219,-3739.166259766,-4043.579101563,-3182.983398438,-2742.767333984,-2169.799804688,-1771.545410156
,-6518.554687500,-1689.910888672,-1535.034179688,-2023.315429688,-2242.279052734,-2503.967285156,-2625.274658203,-2559.661865234,-2631.378173828,-2646.636962891,-2741.241455078,-2938.842773438,-3028.106689453,-3539.276123047,-3376.007080078,-3861.999511719,-3992.462158203,-4308.319091797,-3662.872314453,-3949.737548828,-3138.732910156,-2706.909179688,-2136.230468750,-1744.842529297
,-6350.708007813,-1667.785644531,-1506.805419922,-1993.560791016,-2213.287353516,-2466.583251953,-2570.343017578,-2517.700195313,-2598.571777344,-2608.489990234,-2694.702148438,-2892.303466797,-2974.700927734,-3455.352783203,-3308.868408203,-3765.869140625,-3892.517089844,-4193.878173828,-3580.474853516,-3853.607177734,-3091.430664063,-2667.236328125,-2101.898193359,-1718.139648438
,-6174.468994141,-1644.897460938,-1480.102539063,-1961.517333984,-2180.480957031,-2426.910400391,-2511.596679688,-2472.686767578,-2563.476562500,-2565.002441406,-2645.874023438,-2841.949462891,-2920.532226563,-3367.614746094,-3237.152099609,-3667.449951172,-3792.572021484,-4080.200195313,-3496.551513672,-3754.425048828,-3040.313720703,-2622.985839844,-2066.040039063,-1692.199707031
,-5986.022949219,-1621.246337891,-1452.636718750,-1927.947998047,-2145.385742188,-2382.659912109,-2448.272705078,-2423.095703125,-2524.566650391,-2519.226074219,-2593.231201172,-2789.306640625,-2864.074707031,-3276.824951172,-3163.146972656,-3569.793701172,-3693.389892578,-3968.811035156,-3409.576416016,-3654.479980469,-2986.145019531,-2576.446533203,-2029.418945313,-1666.259765625
,-5784.606933594,-1596.069335938,-1424.407958984,-1892.089843750,-2106.475830078,-2334.594726563,-2382.659912109,-2371.215820313,-2482.604980469,-2468.872070313,-2538.299560547,-2731.323242188,-2806.091308594,-3183.746337891,-3089.141845703,-3469.085693359,-3594.970703125,-3856.658935547,-3322.601318359,-3554.534912109,-2928.924560547,-2527.618408203,-1990.509033203,-1640.319824219
,-5568.695068359,-1567.077636719,-1395.416259766,-1856.231689453,-2062.988281250,-2283.477783203,-2315.521240234,-2316.284179688,-2437.591552734,-2414.703369141,-2483.367919922,-2671.813964844,-2747.344970703,-3090.667724609,-3017.425537109,-3370.666503906,-3496.551513672,-3743.743896484,-3236.389160156,-3456.878662109,-2871.704101563,-2477.264404297,-1950.836181641,-1615.142822266
,-5337.524414063,-1536.560058594,-1365.661621094,-1817.321777344,-2015.686035156,-2230.072021484,-2248.382568359,-2259.063720703,-2391.052246094,-2357.482910156,-2426.910400391,-2610.778808594,-2687.835693359,-2998.352050781,-2947.998046875,-3273.010253906,-3396.606445313,-3630.065917969,-3148.651123047,-3363.037109375,-2814.483642578,-2426.147460938,-1911.163330078,-1590.728759766
,-5090.332031250,-1503.753662109,-1335.906982422,-1775.360107422,-1965.332031250,-2176.666259766,-2183.532714844,-2199.554443359,-2342.987060547,-2296.447753906,-2370.452880859,-2545.928955078,-2628.326416016,-2909.851074219,-2880.096435547,-3174.591064453,-3294.372558594,-3517.913818359,-3060.913085938,-3269.958496094,-2756.500244141,-2373.504638672,-1870.727539063,-1566.314697266
,-4823.303222656,-1470.947265625,-1305.389404297,-1731.109619141,-1913.452148438,-2124.023437500,-2117.919921875,-2140.808105469,-2292.633056641,-2232.360839844,-2312.469482422,-2481.079101563,-2568.054199219,-2821.350097656,-2812.957763672,-3076.171875000,-3188.323974609,-3407.287597656,-2970.886230469,-3177.642822266,-2696.990966797,-2319.335937500,-1829.528808594,-1543.426513672
,-4534.149169922,-1438.903808594,-1275.634765625,-1683.807373047,-1860.046386719,-2071.380615234,-2050.018310547,-2079.772949219,-2239.227294922,-2164.459228516,-2251.434326172,-2413.177490234,-2505.493164063,-2730.560302734,-2742.767333984,-2973.937988281,-3079.986572266,-3295.898437500,-2880.096435547,-3083.801269531,-2634.429931641,-2263.641357422,-1788.330078125,-1522.064208984
,-4223.632812500,-1404.571533203,-1245.880126953,-1635.742187500,-1805.877685547,-2017.211914063,-1979.827880859,-2016.448974609,-2181.243896484,-2093.505859375,-2189.636230469,-2342.224121094,-2437.591552734,-2636.718750000,-2668.762207031,-2867.889404297,-2968.597412109,-3181.457519531,-2786.254882813,-2983.093261719,-2566.528320313,-2208.709716797,-1746.368408203,-1500.701904297
,-3893.280029297,-1368.713378906,-1217.651367188,-1586.151123047,-1749.420166016,-1960.754394531,-1904.296875000,-1950.836181641,-2119.445800781,-2018.737792969,-2126.312255859,-2268.218994141,-2363.586425781,-2536.010742188,-2587.890625000,-2755.737304688,-2854.919433594,-3060.150146484,-2688.598632813,-2877.807617188,-2496.337890625,-2153.015136719,-1704.406738281,-1479.339599609
,-3548.431396484,-1331.329345703,-1190.185546875,-1536.560058594,-1689.910888672,-1898.956298828,-1825.714111328,-1879.119873047,-2053.833007813,-1940.917968750,-2060.699462891,-2189.636230469,-2284.240722656,-2430.725097656,-2501.678466797,-2637.481689453,-2736.663818359,-2928.924560547,-2584.838867188,-2764.892578125,-2423.858642578,-2095.031738281,-1662.445068359,-1457.214355469
,-3189.086914063,-1291.656494141,-1163.482666016,-1485.443115234,-1628.875732422,-1831.817626953,-1746.368408203,-1805.114746094,-1983.642578125,-1858.520507813,-1992.797851563,-2108.001708984,-2195.739746094,-2322.387695313,-2407.836914063,-2511.596679688,-2611.541748047,-2789.306640625,-2474.212646484,-2644.348144531,-2350.616455078,-2034.759521484,-1621.246337891,-1434.326171875
,-2817.535400391,-1249.694824219,-1136.016845703,-1432.800292969,-1567.077636719,-1760.101318359,-1663.208007813,-1728.820800781,-1911.926269531,-1773.834228516,-1923.370361328,-2022.552490234,-2102.661132813,-2209.472656250,-2307.891845703,-2378.082275391,-2478.790283203,-2639.007568359,-2356.719970703,-2514.648437500,-2276.611328125,-1969.909667969,-1580.810546875,-1411.437988281
,-2435.302734375,-1205.444335938,-1107.025146484,-1378.631591797,-1504.516601563,-1682.281494141,-1578.521728516,-1650.238037109,-1837.921142578,-1686.859130859,-1850.128173828,-1934.814453125,-2004.241943359,-2093.505859375,-2204.132080078,-2236.938476563,-2336.883544922,-2478.027343750,-2230.834960938,-2375.793457031,-2201.080322266,-1902.770996094,-1541.137695313,-1388.549804688
,-2040.863037109,-1161.193847656,-1078.033447266,-1322.937011719,-1442.718505859,-1602.172851563,-1491.546630859,-1570.892333984,-1760.101318359,-1599.121093750,-1774.597167969,-1844.024658203,-1902.008056641,-1972.198486328,-2098.083496094,-2087.402343750,-2186.584472656,-2305.603027344,-2098.083496094,-2227.783203125,-2121.734619141,-1831.817626953,-1502.990722656,-1365.661621094
,-1636.505126953,-1115.417480469,-1048.278808594,-1264.953613281,-1378.631591797,-1520.538330078,-1399.993896484,-1490.020751953,-1683.044433594,-1513.671875000,-1697.540283203,-1751.708984375,-1798.248291016,-1845.550537109,-1988.983154297,-1933.288574219,-2025.604248047,-2120.208740234,-1957.702636719,-2072.906494141,-2040.863037109,-1757.812500000,-1464.080810547,-1343.536376953
,-1227.569580078,-1071.929931641,-1017.761230469,-1204.681396484,-1312.255859375,-1437.377929688,-1308.441162109,-1409.912109375,-1603.698730469,-1430.511474609,-1620.483398438,-1657.867431641,-1693.725585938,-1714.324951172,-1877.593994141,-1775.360107422,-1856.231689453,-1923.370361328,-1811.218261719,-1913.452148438,-1957.702636719,-1680.755615234,-1424.407958984,-1319.122314453
,-814.819335938,-1028.442382813,-986.480712891,-1144.409179688,-1242.828369141,-1354.980468750,-1216.888427734,-1328.277587891,-1525.878906250,-1348.876953125,-1542.663574219,-1565.551757813,-1588.439941406,-1578.521728516,-1763.916015625,-1615.142822266,-1680.755615234,-1717.376708984,-1660.919189453,-1751.708984375,-1872.253417969,-1600.646972656,-1384.735107422,-1294.708251953
,-408.172607422,-985.717773438,-955.200195313,-1082.611083984,-1173.400878906,-1272.583007813,-1125.335693359,-1248.931884766,-1447.296142578,-1268.005371094,-1464.080810547,-1474.761962891,-1482.391357422,-1438.140869141,-1645.660400391,-1453.399658203,-1501.464843750,-1507.568359375,-1510.620117188,-1587.677001953,-1785.278320313,-1519.775390625,-1344.299316406,-1268.768310547
,-9.918212891,-942.230224609,-923.919677734,-1023.101806641,-1103.973388672,-1190.185546875,-1034.545898438,-1170.349121094,-1365.661621094,-1184.082031250,-1384.735107422,-1384.735107422,-1373.291015625,-1293.182373047,-1527.404785156,-1290.130615234,-1322.937011719,-1297.760009766,-1364.135742188,-1424.407958984,-1697.540283203,-1437.377929688,-1301.574707031,-1244.354248047
,378.417968750,-898.742675781,-893.402099609,-965.118408203,-1036.071777344,-1106.262207031,-942.230224609,-1091.003417969,-1282.501220703,-1097.869873047,-1302.337646484,-1295.471191406,-1261.901855469,-1145.172119141,-1410.675048828,-1122.283935547,-1147.460937500,-1088.714599609,-1222.229003906,-1260.375976563,-1608.276367188,-1355.743408203,-1258.087158203,-1220.703125000
,756.072998047,-855.255126953,-860.595703125,-907.135009766,-971.221923828,-1021.575927734,-847.625732422,-1012.420654297,-1197.052001953,-1010.894775391,-1217.651367188,-1203.155517578,-1148.986816406,-994.873046875,-1294.708251953,-954.437255859,-973.510742188,-881.958007813,-1086.425781250,-1096.343994141,-1519.775390625,-1275.634765625,-1212.310791016,-1198.577880859
,1126.098632813,-813.293457031,-827.789306641,-849.914550781,-907.135009766,-936.126708984,-753.021240234,-932.312011719,-1112.365722656,-924.682617188,-1133.728027344,-1110.076904297,-1035.308837891,-843.811035156,-1181.030273438,-785.827636719,-801.849365234,-677.490234375,-955.963134766,-935.363769531,-1432.037353516,-1196.289062500,-1165.771484375,-1174.163818359
,1488.494873047,-772.857666016,-796.508789063,-793.457031250,-843.811035156,-852.203369141,-660.705566406,-852.966308594,-1030.731201172,-842.285156250,-1050.567626953,-1017.761230469,-924.682617188,-695.037841797,-1068.878173828,-618.743896484,-632.476806641,-474.548339844,-828.552246094,-778.198242188,-1345.062255859,-1117.706298828,-1117.706298828,-1148.223876953
,1840.972900391,-734.710693359,-765.228271484,-737.762451172,-778.961181641,-769.042968750,-572.204589844,-775.909423828,-953.674316406,-764.465332031,-970.458984375,-927.734375000,-817.108154297,-550.079345703,-954.437255859,-456.237792969,-466.918945313,-276.184082031,-705.718994141,-627.136230469,-1260.375976563,-1039.886474609,-1071.929931641,-1119.995117188
,2180.480957031,-698.852539063,-737.762451172,-685.119628906,-714.874267578,-689.697265625,-488.281250000,-703.430175781,-881.195068359,-691.223144531,-894.165039063,-842.285156250,-713.348388672,-409.698486328,-841.522216797,-299.835205078,-308.227539063,-83.160400391,-588.989257813,-482.177734375,-1177.978515625,-963.592529297,-1025.390625000,-1091.003417969
,2500.915527344,-664.520263672,-711.059570313,-635.528564453,-652.313232422,-611.877441406,-408.172607422,-634.002685547,-811.004638672,-621.795654297,-820.922851563,-760.650634766,-615.692138672,-274.658203125,-731.658935547,-150.299072266,-157.928466797,102.233886719,-479.125976563,-344.085693359,-1099.395751953,-890.350341797,-979.614257813,-1064.300537109
,2800.750732422,-630.950927734,-685.882568359,-586.700439453,-592.803955078,-536.346435547,-330.352783203,-567.626953125,-741.577148438,-555.419921875,-750.732421875,-682.067871094,-518.798828125,-145.721435547,-624.847412109,-8.392333984,-13.732910156,283.050537109,-373.077392578,-210.571289063,-1026.916503906,-823.211669922,-934.600830078,-1038.360595703
,3079.986572266,-597.381591797,-659.942626953,-540.161132813,-535.583496094,-462.341308594,-254.058837891,-502.777099609,-672.149658203,-490.570068359,-682.067871094,-605.773925781,-427.246093750,-21.362304688,-523.376464844,124.359130859,122.070312500,457.763671875,-270.080566406,-80.871582031,-959.777832031,-760.650634766,-890.350341797,-1014.709472656
,3340.911865234,-565.338134766,-634.002685547,-493.621826172,-480.651855469,-389.099121094,-179.290771484,-439.453125000,-601.959228516,-428.009033203,-616.455078125,-533.294677734,-338.745117188,96.893310547,-426.483154297,250.244140625,252.532958984,628.662109375,-168.609619141,45.013427734,-895.690917969,-701.141357422,-848.388671875,-991.058349609
,3588.867187500,-534.057617188,-608.062744141,-447.082519531,-426.483154297,-318.145751953,-107.574462891,-379.943847656,-535.583496094,-367.736816406,-553.131103516,-464.630126953,-253.295898438,208.282470703,-332.641601563,370.788574219,379.943847656,794.219970703,-66.375732422,167.846679688,-834.655761719,-644.683837891,-807.952880859,-968.933105469
,3823.852539063,-506.591796875,-584.411621094,-401.306152344,-374.603271484,-251.007080078,-37.384033203,-325.012207031,-473.022460938,-310.516357422,-492.095947266,-401.306152344,-173.187255859,315.093994141,-241.851806641,486.755371094,503.540039063,953.674316406,33.569335938,288.391113281,-775.146484375,-588.226318359,-771.331787109,-946.807861328
,4045.867919922,-482.177734375,-563.812255859,-359.344482422,-322.723388672,-189.208984375,26.702880859,-273.895263672,-415.802001953,-256.347656250,-434.112548828,-342.559814453,-96.893310547,416.564941406,-154.113769531,602.722167969,624.084472656,1107.025146484,130.462646484,405.883789063,-717.163085938,-534.820556641,-738.525390625,-923.919677734
,4251.861572266,-459.289550781,-545.501708984,-320.434570313,-273.132324219,-133.514404297,86.975097656,-228.118896484,-361.633300781,-205.230712891,-378.417968750,-287.628173828,-23.651123047,515.747070313,-69.427490234,717.926025391,741.577148438,1254.272460938,222.778320313,520.324707031,-659.179687500,-484.466552734,-708.007812500,-903.320312500
,4438.781738281,-438.690185547,-529.479980469,-286.865234375,-224.304199219,-80.871582031,142.669677734,-185.394287109,-310.516357422,-158.691406250,-325.775146484,-234.222412109,45.776367188,613.403320313,10.681152344,830.841064453,853.729248047,1393.890380859,310.516357422,630.950927734,-603.485107422,-435.638427734,-681.304931641,-882.720947266
,4608.154296875,-418.853759766,-515.747070313,-257.110595703,-178.527832031,-32.043457031,193.023681641,-145.721435547,-262.451171875,-116.729736328,-276.947021484,-183.105468750,111.389160156,708.007812500,87.738037109,939.178466797,959.777832031,1528.167724609,393.676757813,734.710693359,-549.316406250,-389.862060547,-654.602050781,-863.647460938
,4763.031005859,-400.543212891,-504.302978516,-231.170654297,-136.566162109,16.021728516,239.562988281,-109.863281250,-217.437744141,-78.582763672,-231.933593750,-136.566162109,172.424316406,798.034667969,160.217285156,1040.649414063,1061.248779297,1654.052734375,473.785400391,832.366943359,-497.436523438,-347.137451172,-630.187988281,-846.862792969
,4904.174804688,-381.469726563,-494.384765625,-206.756591797,-99.182128906,62.561035156,283.050537109,-76.293945313,-175.476074219,-44.250488281,-189.971923828,-93.078613281,231.933593750,882.720947266,228.881835938,1136.016845703,1158.142089844,1772.308349609,550.842285156,923.919677734,-449.371337891,-305.938720703,-606.536865234,-830.078125000
,5032.348632813,-363.159179688,-485.992431641,-183.868408203,-67.901611328,107.574462891,323.486328125,-45.013427734,-136.566162109,-12.969970703,-149.536132813,-53.405761719,287.628173828,962.829589844,293.731689453,1228.332519531,1251.220703125,1881.408691406,625.610351563,1011.657714844,-404.357910156,-268.554687500,-585.174560547,-814.819335938
,5144.500732422,-344.085693359,-478.363037109,-161.743164063,-39.672851563,149.536132813,362.396240234,-13.732910156,-97.656250000,19.836425781,-109.100341797,-15.258789063,343.322753906,1039.886474609,355.529785156,1317.596435547,1339.721679688,1981.353759766,697.326660156,1097.869873047,-360.870361328,-234.222412109,-566.864013672,-801.086425781
,5237.579345703,-323.486328125,-471.496582031,-138.854980469,-13.732910156,188.446044922,399.780273438,18.310546875,-61.035156250,53.405761719,-69.427490234,21.362304688,397.491455078,1115.417480469,413.513183594,1403.808593750,1423.645019531,2073.669433594,764.465332031,1183.319091797,-318.145751953,-202.178955078,-548.553466797,-787.353515625
,5310.058593750,-302.886962891,-464.630126953,-117.492675781,10.681152344,225.067138672,435.638427734,51.116943359,-25.177001953,85.449218750,-32.043457031,59.509277344,447.845458984,1187.133789063,468.444824219,1485.443115234,1502.990722656,2158.355712891,828.552246094,1268.005371094,-276.184082031,-173.187255859,-530.242919922,-775.146484375
,5361.938476563,-282.287597656,-458.526611328,-96.893310547,36.621093750,260.925292969,468.444824219,84.686279297,7.629394531,117.492675781,3.051757813,95.367431641,492.858886719,1253.509521484,521.850585938,1562.500000000,1576.995849609,2236.938476563,888.824462891,1349.639892578,-234.985351563,-145.721435547,-511.932373047,-763.702392578
,5391.693115234,-262.451171875,-452.423095703,-77.056884766,60.272216797,296.783447266,496.673583984,119.018554688,38.909912109,146.484375000,35.858154297,129.699707031,533.294677734,1313.781738281,572.204589844,1633.453369141,1647.949218750,2308.654785156,946.044921875,1425.933837891,-193.023681641,-116.729736328,-493.621826172,-753.784179688
,5402.374267578,-242.614746094,-443.267822266,-57.983398438,82.397460938,331.115722656,523.376464844,150.299072266,67.901611328,172.424316406,67.138671875,160.980224609,569.152832031,1367.187500000,621.795654297,1700.592041016,1715.087890625,2373.504638672,1000.213623047,1497.650146484,-151.824951172,-86.975097656,-475.311279297,-744.628906250
,5397.033691406,-222.015380859,-434.112548828,-40.435791016,101.470947266,361.633300781,544.738769531,180.816650391,93.841552734,196.838378906,96.130371094,189.208984375,601.196289063,1416.778564453,669.860839844,1761.627197266,1778.411865234,2432.250976563,1051.330566406,1562.500000000,-110.626220703,-55.694580078,-458.526611328,-735.473632813
,5378.723144531,-199.890136719,-421.905517578,-23.651123047,119.781494141,389.862060547,565.338134766,206.756591797,117.492675781,217.437744141,122.833251953,215.911865234,631.713867188,1461.029052734,715.637207031,1817.321777344,1836.395263672,2486.419677734,1097.869873047,1621.246337891,-70.190429688,-25.177001953,-441.741943359,-726.318359375
,5355.072021484,-178.527832031,-408.935546875,-7.629394531,138.854980469,413.513183594,586.700439453,231.170654297,137.329101563,235.748291016,146.484375000,242.614746094,659.179687500,1498.413085938,758.361816406,1868.438720703,1889.038085938,2535.247802734,1140.594482422,1674.652099609,-34.332275391,3.051757813,-426.483154297,-715.637207031
,5328.369140625,-157.928466797,-395.965576172,5.340576172,157.928466797,434.875488281,607.299804688,254.058837891,154.876708984,251.007080078,167.846679688,267.791748047,682.830810547,1528.930664063,796.508789063,1913.452148438,1937.866210938,2579.498291016,1180.267333984,1724.243164063,-2.288818359,27.465820313,-411.987304688,-706.481933594
,5301.666259766,-141.143798828,-382.995605469,17.547607422,177.001953125,456.237792969,624.847412109,276.947021484,170.135498047,264.739990234,188.446044922,292.205810547,704.193115234,1551.055908203,832.366943359,1955.413818359,1983.642578125,2620.697021484,1217.651367188,1769.256591797,25.939941406,47.302246094,-398.254394531,-696.563720703
,5274.200439453,-127.410888672,-371.551513672,27.465820313,194.549560547,475.311279297,640.106201172,299.835205078,184.631347656,277.709960938,208.282470703,314.331054688,724.029541016,1568.603515625,865.173339844,1993.560791016,2027.893066406,2657.318115234,1253.509521484,1811.981201172,50.354003906,64.849853516,-385.284423828,-687.408447266
,5243.682861328,-116.729736328,-361.633300781,35.858154297,210.571289063,495.147705078,651.550292969,321.197509766,199.890136719,291.442871094,230.407714844,334.930419922,742.340087891,1585.388183594,895.690917969,2027.130126953,2069.091796875,2690.124511719,1289.367675781,1853.179931641,74.005126953,80.108642578,-373.077392578,-679.016113281
,5208.587646484,-107.574462891,-352.478027344,41.961669922,225.067138672,513.458251953,661.468505859,343.322753906,215.911865234,307.464599609,254.821777344,354.003906250,761.413574219,1602.172851563,924.682617188,2057.647705078,2106.475830078,2718.353271484,1324.462890625,1892.852783203,96.130371094,93.841552734,-360.870361328,-670.623779297
,5166.625976563,-98.419189453,-344.085693359,48.828125000,238.037109375,530.242919922,673.675537109,363.922119141,234.222412109,324.249267578,280.761718750,372.314453125,778.961181641,1619.720458984,952.148437500,2082.061767578,2139.282226563,2743.530273438,1358.795166016,1931.762695313,118.255615234,107.574462891,-350.952148438,-662.994384766
,5117.797851563,-87.738037109,-335.693359375,57.220458984,250.244140625,547.790527344,687.408447266,385.284423828,253.295898438,343.322753906,308.227539063,392.150878906,794.982910156,1638.031005859,978.851318359,2101.898193359,2167.510986328,2763.366699219,1394.653320313,1967.620849609,141.143798828,122.070312500,-341.033935547,-654.602050781
,5062.866210938,-76.293945313,-328.063964844,67.138671875,263.214111328,565.338134766,705.718994141,408.935546875,272.369384766,363.922119141,336.456298828,413.513183594,809.478759766,1657.104492188,1005.554199219,2117.156982422,2192.687988281,2780.914306641,1430.511474609,1998.901367188,167.083740234,138.092041016,-330.352783203,-645.446777344
,5004.119873047,-62.561035156,-317.382812500,80.108642578,276.947021484,582.885742188,724.792480469,432.586669922,291.442871094,384.521484375,363.922119141,437.164306641,821.685791016,1675.415039063,1033.020019531,2127.838134766,2214.813232422,2796.173095703,1467.132568359,2024.841308594,193.023681641,156.402587891,-317.382812500,-634.002685547
,4946.136474609,-47.302246094,-305.938720703,94.604492188,292.205810547,601.196289063,746.154785156,457.763671875,309.753417969,405.120849609,391.387939453,464.630126953,831.604003906,1691.436767578,1059.722900391,2136.993408203,2233.886718750,2808.380126953,1502.990722656,2046.966552734,219.726562500,177.001953125,-302.124023438,-622.558593750
,4889.678955078,-31.280517578,-292.968750000,108.337402344,308.990478516,618.743896484,765.991210938,481.414794922,328.063964844,425.720214844,418.090820313,490.570068359,839.233398438,1705.169677734,1082.611083984,2143.859863281,2248.382568359,2820.587158203,1534.271240234,2065.277099609,245.666503906,198.364257813,-283.813476563,-609.588623047
,4835.510253906,-15.258789063,-279.235839844,122.070312500,326.538085938,635.528564453,783.538818359,502.777099609,345.611572266,444.793701172,443.267822266,516.510009766,846.099853516,1714.324951172,1100.921630859,2149.200439453,2258.300781250,2831.268310547,1560.974121094,2082.824707031,269.317626953,217.437744141,-266.265869141,-597.381591797
,4783.630371094,0.000000000,-264.739990234,133.514404297,343.322753906,652.313232422,799.560546875,521.087646484,363.159179688,460.052490234,466.918945313,541.687011719,851.440429688,1721.191406250,1113.128662109,2151.489257813,2263.641357422,2838.897705078,1580.810546875,2098.846435547,290.679931641,235.748291016,-247.955322266,-584.411621094
,4731.750488281,12.207031250,-251.007080078,142.669677734,358.581542969,667.572021484,814.056396484,537.872314453,378.417968750,475.311279297,489.044189453,565.338134766,856.781005859,1725.006103516,1123.046875000,2150.726318359,2266.693115234,2846.527099609,1596.832275391,2111.053466797,310.516357422,252.532958984,-230.407714844,-571.441650391
,4682.922363281,22.888183594,-237.274169922,151.062011719,373.077392578,683.593750000,825.500488281,553.894042969,392.913818359,487.518310547,509.643554688,588.226318359,860.595703125,1728.057861328,1130.676269531,2147.674560547,2267.456054688,2851.104736328,1610.565185547,2119.445800781,329.589843750,268.554687500,-215.148925781,-558.471679688
,4635.620117188,31.280517578,-224.304199219,157.928466797,383.758544922,698.089599609,835.418701172,568.389892578,404.357910156,497.436523438,526.428222656,608.825683594,862.884521484,1731.109619141,1136.779785156,2142.333984375,2267.456054688,2852.630615234,1622.772216797,2121.734619141,347.900390625,285.339355469,-202.178955078,-543.975830078
,4589.843750000,37.384033203,-212.860107422,162.506103516,392.913818359,708.770751953,842.285156250,581.359863281,413.513183594,506.591796875,541.687011719,627.899169922,862.121582031,1730.346679688,1141.357421875,2135.467529297,2265.167236328,2851.104736328,1631.927490234,2120.971679688,363.922119141,299.072265625,-191.497802734,-529.479980469
,4546.356201172,42.724609375,-202.178955078,167.083740234,400.543212891,715.637207031,846.862792969,590.515136719,421.142578125,511.932373047,553.131103516,643.920898438,859.069824219,1728.820800781,1141.357421875,2126.312255859,2259.826660156,2845.764160156,1637.268066406,2116.394042969,379.180908203,308.227539063,-183.868408203,-515.747070313
,4502.868652344,46.539306641,-190.734863281,170.898437500,405.883789063,720.214843750,848.388671875,596.618652344,426.483154297,514.221191406,563.049316406,656.127929688,855.255126953,1723.480224609,1139.068603516,2114.105224609,2250.671386719,2836.608886719,1640.319824219,2111.053466797,389.862060547,312.042236328,-177.764892578,-502.777099609
,4461.669921875,47.302246094,-178.527832031,173.950195313,410.461425781,721.740722656,847.625732422,600.433349609,430.297851563,514.221191406,571.441650391,664.520263672,849.151611328,1713.562011719,1132.202148438,2098.083496094,2236.175537109,2824.401855469,1639.556884766,2103.424072266,397.491455078,311.279296875,-172.424316406,-490.570068359
,4423.522949219,46.539306641,-167.083740234,177.001953125,411.987304688,720.977783203,844.573974609,602.722167969,431.060791016,510.406494141,577.545166016,669.097900391,842.285156250,1700.592041016,1121.520996094,2075.958251953,2215.576171875,2806.854248047,1635.742187500,2092.742919922,402.069091797,307.464599609,-170.135498047,-479.888916016
,4386.901855469,42.724609375,-156.402587891,180.053710938,411.224365234,717.926025391,836.944580078,602.722167969,428.771972656,504.302978516,582.885742188,671.386718750,833.129882813,1683.044433594,1110.076904297,2046.966552734,2188.110351563,2783.966064453,1628.875732422,2076.721191406,403.594970703,302.124023438,-169.372558594,-470.733642578
,4351.806640625,38.146972656,-147.247314453,179.290771484,408.172607422,711.059570313,827.026367188,599.670410156,425.720214844,495.910644531,585.174560547,672.149658203,822.448730469,1660.919189453,1094.818115234,2011.871337891,2155.303955078,2752.685546875,1615.142822266,2056.121826172,403.594970703,294.494628906,-171.661376953,-463.104248047
