Trace Label,"Tr 1 : 85 mA","Tr 2 : 31 mA","Tr 3 : 30 mA","Tr 4 : 32 mA","Tr 5 : 33 mA","Tr 6 : 34 mA","Tr 7 : 35 mA","Tr 8 : 36 mA","Tr 9 : 37 mA","Tr 10 : 38 mA","Tr 11 : 39 mA","Tr 12 : 40 mA","Tr 13 : 41 mA","Tr 14 : 43 mA","Tr 15 : 45 mA","Tr 16 : 47 mA","Tr 17 : 50 mA","Tr 18 : 52 mA","Tr 19 : 49 mA","Tr 20 : 49 mA","Tr 21 : 48 mA","Tr 22 : 39 mA","Tr 23 : 36 mA","Tr 24 : 32 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),4843.139648438,10898.590087891,8957.672119141,11180.877685547,4489.898681641,11537.170410156,9938.812255859,12113.952636719,18244.934082031,14629.364013672,13332.366943359,13340.759277344,19927.215576172,15910.339355469,6571.960449219,15097.808837891,7872.009277344,7789.611816406,8933.258056641,10772.705078125,7998.657226563,5841.064453125,12931.823730469,7580.566406250
,220.489501953,-534.057617188,-296.783447266,-483.703613281,-412.750244141,-469.207763672,-635.528564453,-423.431396484,-389.862060547,-475.311279297,-463.867187500,-451.660156250,-411.987304688,-271.606445313,-622.558593750,-322.723388672,-335.693359375,-135.040283203,-511.169433594,-392.913818359,-620.269775391,-627.136230469,-661.468505859,-427.246093750
,239.562988281,-502.777099609,-279.235839844,-447.845458984,-385.284423828,-428.771972656,-585.174560547,-394.439697266,-357.055664063,-442.504882813,-431.060791016,-418.853759766,-368.499755859,-222.015380859,-566.101074219,-262.451171875,-274.658203125,-97.656250000,-448.608398438,-341.033935547,-585.174560547,-579.833984375,-627.899169922,-412.750244141
,259.399414063,-469.970703125,-261.688232422,-408.172607422,-355.529785156,-383.758544922,-529.479980469,-363.159179688,-322.723388672,-408.172607422,-396.728515625,-385.284423828,-319.671630859,-172.424316406,-507.354736328,-201.416015625,-212.860107422,-58.746337891,-385.284423828,-289.154052734,-548.553466797,-530.242919922,-592.803955078,-397.491455078
,276.947021484,-434.875488281,-241.851806641,-366.210937500,-323.486328125,-336.456298828,-470.733642578,-331.115722656,-287.628173828,-370.025634766,-357.818603516,-347.900390625,-267.791748047,-122.833251953,-445.556640625,-138.092041016,-148.010253906,-16.784667969,-320.434570313,-238.800048828,-508.117675781,-474.548339844,-556.182861328,-379.943847656
,291.442871094,-397.491455078,-222.015380859,-321.197509766,-290.679931641,-290.679931641,-412.750244141,-296.783447266,-249.481201172,-326.538085938,-315.093994141,-308.227539063,-212.097167969,-74.768066406,-383.758544922,-74.005126953,-82.397460938,27.465820313,-254.058837891,-189.208984375,-464.630126953,-414.276123047,-518.035888672,-361.633300781
,302.886962891,-357.818603516,-201.416015625,-273.132324219,-256.347656250,-244.903564453,-354.003906250,-260.162353516,-209.808349609,-280.761718750,-266.265869141,-265.502929688,-155.639648438,-27.465820313,-321.197509766,-9.155273438,-16.784667969,74.768066406,-185.394287109,-141.143798828,-418.853759766,-351.715087891,-479.125976563,-341.796875000
,312.805175781,-315.856933594,-179.290771484,-220.489501953,-220.489501953,-199.890136719,-296.783447266,-222.015380859,-167.846679688,-231.170654297,-214.385986328,-218.963623047,-98.419189453,20.599365234,-259.399414063,55.694580078,49.591064453,123.596191406,-116.729736328,-92.315673828,-372.314453125,-288.391113281,-439.453125000,-320.434570313
,321.960449219,-272.369384766,-156.402587891,-166.320800781,-183.105468750,-154.876708984,-239.562988281,-182.342529297,-125.885009766,-180.816650391,-160.980224609,-170.135498047,-42.724609375,67.901611328,-199.890136719,118.255615234,114.440917969,172.424316406,-48.828125000,-43.487548828,-326.538085938,-227.355957031,-395.965576172,-297.546386719
,332.641601563,-231.170654297,-132.751464844,-109.863281250,-143.432617188,-107.574462891,-181.579589844,-141.906738281,-83.160400391,-131.988525391,-108.337402344,-121.307373047,11.444091797,113.677978516,-140.380859375,178.527832031,177.001953125,222.015380859,18.310546875,4.577636719,-281.524658203,-167.846679688,-348.663330078,-273.132324219
,344.848632813,-189.971923828,-106.811523438,-51.879882813,-101.470947266,-56.457519531,-125.122070313,-101.470947266,-41.198730469,-83.160400391,-56.457519531,-70.953369141,67.901611328,157.165527344,-83.160400391,237.274169922,236.511230469,270.843505859,86.212158203,52.642822266,-236.511230469,-108.337402344,-298.309326172,-247.192382813
,357.818603516,-148.010253906,-80.871582031,5.340576172,-61.035156250,-2.288818359,-68.664550781,-61.798095703,2.288818359,-34.332275391,-7.629394531,-20.599365234,123.596191406,198.364257813,-26.702880859,292.205810547,293.731689453,318.908691406,154.113769531,99.182128906,-191.497802734,-49.591064453,-244.903564453,-219.726562500
,370.788574219,-105.285644531,-53.405761719,63.323974609,-20.599365234,52.642822266,-12.969970703,-25.939941406,47.302246094,14.495849609,41.198730469,30.517578125,180.816650391,237.274169922,28.991699219,345.611572266,350.189208984,367.736816406,222.778320313,145.721435547,-147.247314453,7.629394531,-189.208984375,-190.734863281
,381.469726563,-60.272216797,-24.414062500,122.070312500,19.073486328,108.337402344,41.961669922,9.918212891,93.078613281,65.612792969,90.026855469,81.634521484,238.800048828,276.947021484,84.686279297,396.728515625,408.172607422,416.564941406,292.205810547,193.786621094,-102.233886719,63.323974609,-134.277343750,-162.506103516
,389.862060547,-12.207031250,6.103515625,180.053710938,57.983398438,164.794921875,97.656250000,46.539306641,138.854980469,118.255615234,139.617919922,131.988525391,295.257568359,318.908691406,138.854980469,445.556640625,470.733642578,469.207763672,362.396240234,244.140625000,-57.983398438,115.966796875,-80.108642578,-132.751464844
,398.254394531,38.146972656,37.384033203,238.037109375,99.182128906,219.726562500,154.113769531,86.975097656,183.868408203,172.424316406,189.971923828,178.527832031,349.426269531,363.159179688,191.497802734,494.384765625,537.109375000,525.665283203,435.638427734,298.309326172,-16.784667969,167.083740234,-24.414062500,-102.996826172
,405.883789063,92.315673828,70.190429688,294.494628906,141.906738281,273.895263672,208.282470703,132.751464844,227.355957031,227.355957031,240.325927734,222.015380859,401.306152344,410.461425781,241.851806641,544.738769531,608.062744141,587.463378906,511.169433594,355.529785156,22.888183594,216.674804688,28.991699219,-74.005126953
,411.987304688,148.773193359,102.233886719,347.900390625,184.631347656,326.538085938,260.925292969,180.816650391,269.317626953,281.524658203,289.916992188,264.739990234,451.660156250,462.341308594,292.205810547,595.855712891,680.541992188,652.313232422,588.989257813,417.327880859,60.272216797,267.791748047,82.397460938,-45.013427734
,417.327880859,205.993652344,133.514404297,399.780273438,228.118896484,378.417968750,312.042236328,229.644775391,310.516357422,334.930419922,338.745117188,308.227539063,500.488281250,518.035888672,342.559814453,650.024414063,754.547119141,718.688964844,669.860839844,483.703613281,97.656250000,319.671630859,135.803222656,-17.547607422
,420.379638672,262.451171875,164.031982422,450.134277344,270.080566406,428.009033203,362.396240234,278.472900391,351.715087891,387.573242188,386.810302734,356.292724609,549.316406250,577.545166016,394.439697266,705.718994141,827.789306641,785.064697266,752.258300781,554.656982422,135.803222656,370.788574219,186.920166016,7.629394531
,423.431396484,318.908691406,193.786621094,498.962402344,311.279296875,476.837158203,415.039062500,325.012207031,392.150878906,438.690185547,431.823730469,406.646728516,598.907470703,640.869140625,447.845458984,762.939453125,901.794433594,850.677490234,834.655761719,627.899169922,176.239013672,423.431396484,237.274169922,32.806396484
,427.246093750,373.077392578,222.015380859,547.790527344,352.478027344,524.902343750,469.970703125,370.025634766,433.349609375,488.281250000,475.311279297,457.763671875,647.735595703,707.244873047,502.777099609,819.396972656,976.562500000,913.238525391,916.290283203,702.667236328,217.437744141,476.074218750,286.865234375,58.746337891
,434.112548828,424.957275391,248.718261719,595.092773438,393.676757813,574.493408203,524.902343750,415.802001953,473.022460938,538.635253906,518.035888672,509.643554688,698.089599609,774.383544922,559.234619141,874.328613281,1049.804687500,971.984863281,995.635986328,774.383544922,260.162353516,531.768798828,334.930419922,84.686279297
,442.504882813,476.074218750,272.369384766,641.632080078,435.638427734,624.847412109,580.596923828,462.341308594,514.221191406,588.226318359,559.997558594,559.234619141,747.680664063,841.522216797,616.455078125,926.971435547,1124.572753906,1025.390625000,1071.929931641,843.811035156,303.649902344,592.803955078,382.995605469,112.915039063
,451.660156250,525.665283203,293.731689453,686.645507813,477.600097656,675.964355469,637.054443359,508.880615234,556.182861328,637.817382813,603.485107422,608.062744141,796.508789063,905.609130859,672.149658203,978.088378906,1194.763183594,1071.166992188,1144.409179688,909.423828125,347.900390625,656.127929688,428.009033203,140.380859375
,457.000732422,572.204589844,313.568115234,729.370117188,520.324707031,727.081298828,693.511962891,553.894042969,597.381591797,687.408447266,648.498535156,657.653808594,844.573974609,964.355468750,727.081298828,1026.153564453,1258.850097656,1111.602783203,1211.547851563,970.458984375,392.913818359,722.503662109,473.785400391,167.846679688
,460.815429688,618.743896484,331.878662109,772.094726563,563.049316406,776.672363281,749.206542969,598.907470703,640.106201172,735.473632813,691.986083984,704.193115234,891.876220703,1017.761230469,779.724121094,1071.166992188,1317.596435547,1146.697998047,1273.345947266,1029.205322266,440.979003906,787.353515625,518.798828125,193.786621094
,461.578369141,663.757324219,350.189208984,812.530517578,605.773925781,823.974609375,803.375244141,641.632080078,682.067871094,781.250000000,733.947753906,747.680664063,938.415527344,1066.589355469,831.604003906,1110.839843750,1367.950439453,1178.741455078,1329.803466797,1083.374023438,489.807128906,850.677490234,563.049316406,217.437744141
,461.578369141,708.007812500,368.499755859,851.440429688,648.498535156,867.462158203,853.729248047,682.830810547,721.740722656,825.500488281,774.383544922,787.353515625,982.666015625,1110.839843750,881.195068359,1147.460937500,1412.963867188,1210.021972656,1380.157470703,1134.490966797,538.635253906,913.238525391,608.062744141,240.325927734
,460.815429688,751.495361328,384.521484375,888.061523438,688.934326172,906.372070313,899.505615234,723.266601563,760.650634766,866.699218750,813.293457031,822.448730469,1024.627685547,1151.275634766,928.497314453,1180.267333984,1454.162597656,1238.250732422,1428.222656250,1180.267333984,585.174560547,972.747802734,650.787353516,262.451171875
,460.052490234,794.982910156,399.017333984,921.630859375,727.081298828,939.178466797,940.704345703,762.176513672,796.508789063,906.372070313,848.388671875,856.781005859,1064.300537109,1190.185546875,973.510742188,1210.021972656,1490.020751953,1262.664794922,1473.236083984,1219.940185547,629.425048828,1029.205322266,691.223144531,282.287597656
,460.052490234,836.944580078,411.987304688,949.859619141,761.413574219,967.407226563,977.325439453,799.560546875,829.315185547,944.519042969,882.720947266,890.350341797,1099.395751953,1223.754882813,1013.946533203,1239.013671875,1522.064208984,1283.264160156,1513.671875000,1255.798339844,669.097900391,1082.611083984,731.658935547,299.835205078
,460.815429688,876.617431641,423.431396484,975.036621094,792.694091797,990.295410156,1010.894775391,835.418701172,859.832763672,978.088378906,914.001464844,921.630859375,1131.439208984,1251.983642578,1049.041748047,1263.427734375,1546.478271484,1300.048828125,1550.292968750,1286.315917969,706.481933594,1129.150390625,770.568847656,315.093994141
,463.104248047,914.764404297,435.638427734,996.398925781,821.685791016,1010.131835938,1042.938232422,870.513916016,887.298583984,1008.605957031,942.993164063,953.674316406,1157.379150391,1273.345947266,1079.559326172,1282.501220703,1563.262939453,1313.018798828,1581.573486328,1314.544677734,741.577148438,1171.875000000,807.952880859,328.063964844
,467.681884766,949.859619141,449.371337891,1015.472412109,850.677490234,1026.916503906,1071.929931641,904.083251953,911.712646484,1034.545898438,969.696044922,981.903076172,1178.741455078,1286.315917969,1104.736328125,1295.471191406,1573.181152344,1324.462890625,1608.276367188,1337.432861328,773.620605469,1210.021972656,845.336914063,340.270996094
,472.259521484,979.614257813,460.815429688,1033.782958984,880.432128906,1042.175292969,1098.632812500,934.600830078,932.312011719,1055.908203125,993.347167969,1004.791259766,1194.000244141,1292.419433594,1126.098632813,1301.574707031,1576.232910156,1332.092285156,1631.164550781,1354.980468750,801.849365234,1242.828369141,878.906250000,352.478027344
,476.074218750,1006.317138672,473.022460938,1049.804687500,912.475585938,1055.145263672,1123.046875000,964.355468750,949.096679688,1073.455810547,1014.709472656,1026.153564453,1204.681396484,1292.419433594,1146.697998047,1302.337646484,1575.469970703,1335.144042969,1647.949218750,1367.950439453,826.263427734,1275.634765625,908.660888672,364.685058594
,478.363037109,1029.205322266,483.703613281,1065.826416016,943.756103516,1065.826416016,1145.172119141,990.295410156,961.303710938,1087.951660156,1033.020019531,1042.938232422,1211.547851563,1287.078857422,1164.245605469,1297.760009766,1569.366455078,1332.855224609,1658.630371094,1373.291015625,846.099853516,1304.626464844,935.363769531,376.892089844
,479.888916016,1048.278808594,493.621826172,1081.085205078,972.747802734,1074.981689453,1165.008544922,1010.131835938,971.221923828,1100.158691406,1050.567626953,1058.959960938,1214.599609375,1278.686523438,1180.267333984,1288.604736328,1556.396484375,1322.937011719,1661.682128906,1371.002197266,862.884521484,1328.277587891,958.251953125,390.625000000
,482.940673828,1065.063476563,504.302978516,1094.818115234,999.450683594,1082.611083984,1182.556152344,1026.153564453,978.088378906,1110.076904297,1065.063476563,1074.218750000,1216.888427734,1268.005371094,1194.000244141,1276.397705078,1540.374755859,1306.915283203,1660.919189453,1364.135742188,877.380371094,1347.351074219,979.614257813,404.357910156
,489.044189453,1078.033447266,512.695312500,1107.788085938,1022.338867188,1088.714599609,1197.814941406,1037.597656250,981.903076172,1118.469238281,1076.507568359,1086.425781250,1214.599609375,1256.561279297,1203.918457031,1261.138916016,1522.064208984,1285.552978516,1654.815673828,1352.691650391,890.350341797,1360.321044922,999.450683594,417.327880859
,499.725341797,1086.425781250,519.561767578,1119.232177734,1042.938232422,1094.055175781,1210.784912109,1042.938232422,982.666015625,1125.335693359,1084.136962891,1094.818115234,1207.733154297,1242.065429688,1210.784912109,1244.354248047,1502.990722656,1261.138916016,1645.660400391,1338.958740234,900.268554688,1367.187500000,1017.761230469,431.060791016
,514.984130859,1091.003417969,525.665283203,1128.387451172,1062.011718750,1100.158691406,1219.940185547,1047.515869141,981.140136719,1130.676269531,1087.188720703,1098.632812500,1198.577880859,1227.569580078,1214.599609375,1227.569580078,1486.968994141,1235.961914063,1637.268066406,1325.225830078,907.135009766,1370.239257813,1034.545898438,443.267822266
,533.294677734,1092.529296875,530.242919922,1135.253906250,1079.559326172,1103.973388672,1226.043701172,1047.515869141,978.088378906,1136.016845703,1086.425781250,1098.632812500,1187.133789063,1213.836669922,1216.125488281,1212.310791016,1473.999023438,1211.547851563,1628.112792969,1312.255859375,910.186767578,1369.476318359,1049.804687500,454.711914063
,552.368164063,1091.003417969,535.583496094,1139.068603516,1094.818115234,1107.025146484,1229.858398438,1044.464111328,974.273681641,1138.305664063,1083.374023438,1096.343994141,1175.689697266,1201.629638672,1214.599609375,1200.103759766,1464.843750000,1190.185546875,1622.009277344,1300.811767578,910.949707031,1366.424560547,1062.774658203,463.867187500
,569.915771484,1087.188720703,540.161132813,1140.594482422,1108.551025391,1110.076904297,1233.673095703,1040.649414063,970.458984375,1140.594482422,1079.559326172,1094.055175781,1165.008544922,1193.237304688,1212.310791016,1188.659667969,1458.740234375,1171.112060547,1619.720458984,1292.419433594,910.949707031,1361.846923828,1075.744628906,468.444824219
,586.700439453,1082.611083984,543.975830078,1139.068603516,1119.232177734,1112.365722656,1238.250732422,1034.545898438,966.644287109,1139.831542969,1074.218750000,1090.240478516,1155.090332031,1188.659667969,1210.021972656,1177.978515625,1454.925537109,1153.564453125,1620.483398438,1284.790039063,911.712646484,1358.032226563,1086.425781250,470.733642578
,601.959228516,1076.507568359,547.027587891,1134.490966797,1126.861572266,1113.891601563,1245.117187500,1027.679443359,962.066650391,1138.305664063,1068.878173828,1085.662841797,1144.409179688,1185.607910156,1206.970214844,1165.008544922,1452.636718750,1139.831542969,1624.298095703,1278.686523438,913.238525391,1354.980468750,1094.818115234,469.970703125
,616.455078125,1070.404052734,547.790527344,1130.676269531,1132.202148438,1116.180419922,1253.509521484,1023.101806641,955.200195313,1136.779785156,1063.537597656,1081.085205078,1134.490966797,1184.082031250,1205.444335938,1151.275634766,1451.873779297,1129.150390625,1629.638671875,1274.108886719,916.290283203,1354.217529297,1102.447509766,468.444824219
,628.662109375,1066.589355469,546.264648438,1126.861572266,1136.016845703,1119.232177734,1263.427734375,1019.287109375,946.807861328,1136.779785156,1058.959960938,1075.744628906,1123.809814453,1182.556152344,1206.207275391,1139.068603516,1453.399658203,1119.995117188,1635.742187500,1271.057128906,920.867919922,1354.217529297,1107.025146484,467.681884766
,640.869140625,1062.774658203,543.975830078,1124.572753906,1138.305664063,1123.046875000,1274.871826172,1018.524169922,938.415527344,1138.305664063,1056.671142578,1070.404052734,1115.417480469,1182.556152344,1206.207275391,1127.624511719,1454.925537109,1113.128662109,1640.319824219,1270.294189453,925.445556641,1354.980468750,1110.076904297,466.156005859
,650.024414063,1060.485839844,540.924072266,1125.335693359,1139.831542969,1129.150390625,1288.604736328,1021.575927734,930.786132813,1142.120361328,1058.197021484,1065.826416016,1111.602783203,1184.082031250,1206.207275391,1120.758056641,1456.451416016,1106.262207031,1644.897460938,1274.108886719,930.023193359,1355.743408203,1112.365722656,462.341308594
,657.653808594,1059.722900391,538.635253906,1126.861572266,1142.120361328,1136.016845703,1304.626464844,1026.916503906,930.786132813,1148.223876953,1060.485839844,1064.300537109,1112.365722656,1187.896728516,1205.444335938,1116.180419922,1457.977294922,1099.395751953,1648.712158203,1280.212402344,935.363769531,1356.506347656,1113.891601563,456.237792969
,664.520263672,1058.959960938,536.346435547,1131.439208984,1145.172119141,1145.172119141,1321.411132813,1034.545898438,936.889648438,1155.090332031,1063.537597656,1065.063476563,1116.180419922,1191.711425781,1205.444335938,1110.076904297,1458.740234375,1091.766357422,1654.815673828,1287.078857422,940.704345703,1358.032226563,1116.180419922,447.845458984
,672.149658203,1058.197021484,534.057617188,1136.779785156,1149.749755859,1153.564453125,1338.958740234,1043.701171875,946.807861328,1162.719726563,1067.352294922,1066.589355469,1121.520996094,1196.289062500,1206.970214844,1104.736328125,1460.266113281,1086.425781250,1662.445068359,1293.945312500,947.570800781,1364.135742188,1119.232177734,438.690185547
,680.541992188,1058.197021484,530.242919922,1144.409179688,1155.853271484,1162.719726563,1354.980468750,1052.856445313,960.540771484,1171.112060547,1070.404052734,1070.404052734,1126.861572266,1200.866699219,1210.784912109,1099.395751953,1463.317871094,1081.085205078,1673.889160156,1298.522949219,955.963134766,1374.053955078,1121.520996094,434.112548828
,688.934326172,1060.485839844,524.902343750,1152.801513672,1162.719726563,1171.112060547,1369.476318359,1061.248779297,973.510742188,1177.978515625,1073.455810547,1076.507568359,1130.676269531,1206.207275391,1216.888427734,1094.055175781,1464.843750000,1074.218750000,1684.570312500,1299.285888672,965.118408203,1389.312744141,1125.335693359,430.297851563
,697.326660156,1063.537597656,518.798828125,1159.667968750,1167.297363281,1177.978515625,1383.209228516,1068.878173828,984.954833984,1184.844970703,1077.270507813,1083.374023438,1133.728027344,1213.836669922,1222.991943359,1095.581054688,1464.080810547,1067.352294922,1693.725585938,1297.760009766,975.799560547,1405.334472656,1128.387451172,428.771972656
,704.956054688,1069.641113281,511.932373047,1167.297363281,1171.875000000,1184.082031250,1396.179199219,1074.981689453,995.635986328,1190.185546875,1082.611083984,1091.766357422,1136.779785156,1221.466064453,1229.858398438,1098.632812500,1461.029052734,1061.248779297,1701.354980469,1293.945312500,987.243652344,1419.830322266,1131.439208984,428.009033203
,711.822509766,1076.507568359,505.828857422,1173.400878906,1174.926757813,1189.422607422,1409.912109375,1080.322265625,1003.265380859,1193.237304688,1087.951660156,1100.921630859,1141.357421875,1229.095458984,1237.487792969,1102.447509766,1455.688476563,1056.671142578,1705.932617188,1290.893554688,1000.213623047,1432.037353516,1135.253906250,426.483154297
,717.163085938,1084.136962891,500.488281250,1177.978515625,1177.215576172,1194.000244141,1420.593261719,1086.425781250,1010.894775391,1194.763183594,1092.529296875,1107.788085938,1145.935058594,1235.961914063,1247.406005859,1105.499267578,1449.584960938,1055.908203125,1710.510253906,1288.604736328,1013.183593750,1441.192626953,1139.068603516,426.483154297
,722.503662109,1091.766357422,495.910644531,1184.844970703,1179.504394531,1200.103759766,1430.511474609,1092.529296875,1017.761230469,1196.289062500,1095.581054688,1113.891601563,1152.038574219,1241.302490234,1257.324218750,1106.262207031,1443.481445313,1055.908203125,1715.087890625,1286.315917969,1024.627685547,1447.296142578,1144.409179688,425.720214844
,726.318359375,1098.632812500,492.095947266,1190.185546875,1180.267333984,1204.681396484,1438.903808594,1098.632812500,1024.627685547,1197.052001953,1095.581054688,1118.469238281,1156.616210938,1245.880126953,1268.768310547,1106.262207031,1435.852050781,1055.908203125,1718.139648438,1285.552978516,1036.071777344,1454.925537109,1148.986816406,424.194335938
,728.607177734,1106.262207031,488.281250000,1194.000244141,1178.741455078,1209.259033203,1446.533203125,1103.973388672,1033.020019531,1198.577880859,1094.055175781,1122.283935547,1160.430908203,1251.983642578,1278.686523438,1108.551025391,1427.459716797,1055.908203125,1720.428466797,1286.315917969,1048.278808594,1459.503173828,1156.616210938,422.668457031
,730.133056641,1110.076904297,485.229492188,1197.814941406,1176.452636719,1210.021972656,1454.162597656,1107.788085938,1040.649414063,1199.340820313,1090.240478516,1124.572753906,1163.482666016,1258.850097656,1283.264160156,1112.365722656,1418.304443359,1057.434082031,1721.191406250,1287.841796875,1060.485839844,1463.317871094,1165.008544922,419.616699219
,728.607177734,1113.128662109,482.177734375,1198.577880859,1173.400878906,1207.733154297,1462.554931641,1108.551025391,1047.515869141,1196.289062500,1084.136962891,1126.861572266,1164.245605469,1267.242431641,1286.315917969,1116.943359375,1408.386230469,1059.722900391,1722.717285156,1292.419433594,1072.692871094,1465.606689453,1173.400878906,418.090820313
,727.081298828,1111.602783203,478.363037109,1197.052001953,1171.112060547,1203.155517578,1468.658447266,1107.788085938,1053.619384766,1190.185546875,1076.507568359,1126.861572266,1163.482666016,1277.160644531,1287.078857422,1123.809814453,1398.468017578,1064.300537109,1723.480224609,1297.760009766,1084.136962891,1466.369628906,1182.556152344,417.327880859
,725.555419922,1107.025146484,473.785400391,1195.526123047,1169.586181641,1195.526123047,1473.999023438,1106.262207031,1056.671142578,1182.556152344,1066.589355469,1126.098632813,1161.956787109,1286.315917969,1287.841796875,1131.439208984,1388.549804688,1071.166992188,1725.006103516,1301.574707031,1092.529296875,1466.369628906,1187.896728516,418.853759766
,724.029541016,1100.921630859,470.733642578,1192.474365234,1167.297363281,1187.896728516,1476.287841797,1104.736328125,1057.434082031,1174.926757813,1057.434082031,1124.572753906,1157.379150391,1296.234130859,1290.130615234,1139.831542969,1378.631591797,1078.033447266,1725.769042969,1304.626464844,1099.395751953,1467.132568359,1190.948486328,421.905517578
,720.977783203,1092.529296875,467.681884766,1190.185546875,1162.719726563,1179.504394531,1477.813720703,1103.973388672,1055.145263672,1168.823242188,1049.804687500,1120.758056641,1152.038574219,1304.626464844,1291.656494141,1149.749755859,1369.476318359,1084.136962891,1724.243164063,1305.389404297,1106.262207031,1467.132568359,1190.185546875,425.720214844
,717.163085938,1083.374023438,466.156005859,1187.133789063,1157.379150391,1171.112060547,1477.813720703,1103.973388672,1052.093505859,1164.245605469,1042.175292969,1117.706298828,1143.646240234,1309.204101563,1293.945312500,1158.905029297,1358.795166016,1089.477539063,1718.139648438,1302.337646484,1113.128662109,1466.369628906,1186.370849609,428.771972656
,712.585449219,1074.218750000,465.393066406,1182.556152344,1150.512695313,1161.193847656,1477.050781250,1103.210449219,1048.278808594,1160.430908203,1034.545898438,1114.654541016,1133.728027344,1313.018798828,1296.997070313,1167.297363281,1347.351074219,1091.766357422,1708.984375000,1296.997070313,1119.995117188,1462.554931641,1181.030273438,431.060791016
,707.244873047,1063.537597656,463.104248047,1177.978515625,1144.409179688,1151.275634766,1475.524902344,1102.447509766,1042.938232422,1155.090332031,1026.153564453,1109.313964844,1121.520996094,1313.781738281,1298.522949219,1172.637939453,1333.618164063,1089.477539063,1694.488525391,1287.841796875,1127.624511719,1455.688476563,1173.400878906,431.823730469
,702.667236328,1052.856445313,459.289550781,1171.875000000,1140.594482422,1140.594482422,1471.710205078,1100.158691406,1036.071777344,1146.697998047,1014.709472656,1102.447509766,1107.025146484,1312.255859375,1300.811767578,1174.163818359,1318.359375000,1085.662841797,1675.415039063,1275.634765625,1132.202148438,1446.533203125,1163.482666016,432.586669922
,698.089599609,1041.412353516,453.186035156,1166.534423828,1139.068603516,1130.676269531,1465.606689453,1097.869873047,1026.153564453,1135.253906250,1002.502441406,1091.003417969,1091.766357422,1309.967041016,1303.100585938,1172.637939453,1300.811767578,1076.507568359,1654.815673828,1261.901855469,1134.490966797,1435.852050781,1151.275634766,433.349609375
,691.986083984,1029.968261719,446.319580078,1159.667968750,1136.779785156,1119.232177734,1458.740234375,1091.766357422,1013.183593750,1120.758056641,988.006591797,1076.507568359,1076.507568359,1306.152343750,1303.100585938,1168.060302734,1282.501220703,1065.063476563,1631.927490234,1248.931884766,1133.728027344,1425.170898438,1138.305664063,432.586669922
,685.882568359,1018.524169922,440.216064453,1149.749755859,1131.439208984,1106.262207031,1451.873779297,1084.136962891,998.687744141,1106.262207031,972.747802734,1060.485839844,1062.011718750,1302.337646484,1303.100585938,1161.956787109,1261.901855469,1053.619384766,1608.276367188,1235.961914063,1130.676269531,1413.726806641,1125.335693359,431.060791016
,679.016113281,1009.368896484,434.112548828,1138.305664063,1122.283935547,1093.292236328,1444.244384766,1073.455810547,984.191894531,1091.766357422,955.963134766,1043.701171875,1049.041748047,1298.522949219,1302.337646484,1152.801513672,1239.776611328,1039.123535156,1583.862304688,1222.991943359,1126.861572266,1400.756835938,1113.128662109,428.771972656
,672.912597656,1000.976562500,431.823730469,1124.572753906,1108.551025391,1080.322265625,1438.140869141,1062.011718750,968.933105469,1080.322265625,939.178466797,1026.916503906,1037.597656250,1292.419433594,1300.811767578,1140.594482422,1216.888427734,1024.627685547,1559.448242188,1209.259033203,1122.283935547,1386.260986328,1102.447509766,424.957275391
,667.572021484,992.584228516,428.009033203,1111.602783203,1091.766357422,1068.115234375,1430.511474609,1051.330566406,953.674316406,1071.166992188,923.156738281,1010.894775391,1025.390625000,1282.501220703,1298.522949219,1126.098632813,1193.237304688,1009.368896484,1534.271240234,1192.474365234,1116.943359375,1371.002197266,1091.003417969,421.142578125
,662.994384766,984.191894531,422.668457031,1098.632812500,1074.218750000,1058.197021484,1420.593261719,1042.938232422,938.415527344,1061.248779297,907.135009766,993.347167969,1011.657714844,1268.005371094,1292.419433594,1107.025146484,1168.060302734,992.584228516,1509.094238281,1174.926757813,1110.076904297,1353.454589844,1079.559326172,416.564941406
