Trace Label,"Tr 1 : 22 mA","Tr 2 : 27 mA","Tr 3 : 27 mA","Tr 4 : 27 mA","Tr 5 : 39 mA","Tr 6 : 39 mA","Tr 7 : 39 mA","Tr 8 : 47 mA","Tr 9 : 47 mA","Tr 10 : 47 mA","Tr 11 : 47 mA","Tr 12 : 47 mA","Tr 13 : 47 mA","Tr 14 : 47 mA","Tr 15 : 47 mA","Tr 16 : 47 mA","Tr 17 : 47 mA","Tr 18 : 47 mA","Tr 19 : 47 mA","Tr 20 : 53 mA","Tr 21 : 62 mA","Tr 22 : 70 mA","Tr 23 : 73 mA","Tr 24 : 73 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),9086.608886719,3860.168457031,5884.704589844,3799.133300781,8602.600097656,3873.596191406,3731.994628906,8154.602050781,9655.761718750,4903.564453125,9240.112304688,6563.720703125,6034.545898438,3703.918457031,5776.062011719,5800.476074219,5689.086914063,3762.817382813,3543.395996094,9135.437011719,7004.089355469,9081.420898438,3722.839355469,3383.483886719
,-60.729980469,-71.716308594,-53.100585938,-206.909179688,-99.487304688,-18.615722656,-28.381347656,-126.342773438,-183.105468750,-97.351074219,-188.598632813,-168.151855469,-210.876464844,126.647949219,140.991210938,490.722656250,5.798339844,-193.786621094,586.853027344,510.253906250,573.730468750,554.199218750,581.054687500,632.934570313
,-57.373046875,-58.898925781,-51.269531250,-205.688476563,-95.214843750,-13.732910156,-29.907226563,-118.713378906,-180.358886719,-89.416503906,-187.683105469,-157.165527344,-211.791992188,133.666992188,138.244628906,485.534667969,4.577636719,-191.345214844,579.833984375,491.027832031,552.368164063,536.193847656,574.951171875,603.637695313
,-51.269531250,-46.386718750,-46.386718750,-203.552246094,-89.416503906,-7.629394531,-32.348632813,-111.999511719,-177.307128906,-81.787109375,-185.852050781,-145.263671875,-211.791992188,138.854980469,135.192871094,476.989746094,2.441406250,-188.598632813,572.204589844,472.717285156,536.499023438,516.052246094,571.289062500,580.139160156
,-42.419433594,-34.790039063,-38.757324219,-199.584960938,-83.923339844,-1.220703125,-36.010742188,-107.727050781,-174.560546875,-74.768066406,-183.105468750,-134.277343750,-210.876464844,141.906738281,132.141113281,464.172363281,0.305175781,-185.546875000,563.354492188,455.017089844,527.038574219,495.910644531,568.847656250,562.438964844
,-31.738281250,-25.329589844,-28.991699219,-194.702148438,-79.956054688,4.577636719,-40.588378906,-104.980468750,-172.119140625,-67.443847656,-180.358886719,-123.901367188,-209.960937500,142.211914063,129.394531250,447.082519531,-1.525878906,-181.884765625,554.199218750,438.232421875,524.291992188,478.210449219,567.626953125,551.452636719
,-19.836425781,-17.395019531,-16.784667969,-188.598632813,-76.293945313,9.460449219,-45.166015625,-104.675292969,-169.067382813,-59.509277344,-177.001953125,-115.051269531,-207.824707031,141.601562500,126.037597656,429.077148438,-1.525878906,-178.527832031,544.433593750,423.583984375,526.123046875,464.782714844,567.016601563,548.706054688
,-8.239746094,-10.681152344,-4.882812500,-181.884765625,-72.937011719,13.427734375,-48.217773438,-105.590820313,-163.879394531,-50.964355469,-171.203613281,-106.811523438,-203.552246094,139.160156250,123.291015625,411.987304688,0.305175781,-175.781250000,533.447265625,412.597656250,532.226562500,456.848144531,568.237304688,552.673339844
,1.831054688,-6.408691406,5.798339844,-175.170898438,-68.054199219,16.784667969,-50.048828125,-106.506347656,-157.165527344,-42.419433594,-163.574218750,-98.876953125,-196.228027344,134.277343750,122.070312500,397.338867188,5.187988281,-173.645019531,520.935058594,405.273437500,541.381835938,452.575683594,570.983886719,561.523437500
,10.375976563,-3.051757813,15.563964844,-167.541503906,-61.950683594,19.226074219,-49.743652344,-108.032226563,-148.620605469,-34.790039063,-153.808593750,-91.552734375,-185.241699219,127.258300781,121.765136719,384.826660156,11.901855469,-172.729492188,506.286621094,401.916503906,551.757812500,451.049804688,575.866699219,573.120117188
,17.395019531,-2.746582031,23.498535156,-158.996582031,-55.847167969,21.972656250,-49.133300781,-108.947753906,-138.549804688,-28.991699219,-142.822265625,-84.228515625,-170.898437500,119.323730469,122.985839844,373.229980469,19.226074219,-170.593261719,490.417480469,402.221679688,562.744140625,451.354980469,582.885742188,583.801269531
,22.888183594,-3.662109375,29.602050781,-150.451660156,-49.743652344,24.414062500,-48.828125000,-108.947753906,-127.868652344,-25.024414063,-132.446289063,-77.514648438,-154.724121094,114.746093750,126.037597656,362.243652344,27.465820313,-166.015625000,474.548339844,403.747558594,573.120117188,453.186035156,589.599609375,591.735839844
,27.465820313,-5.187988281,34.484863281,-141.601562500,-46.691894531,25.634765625,-48.217773438,-107.727050781,-117.187500000,-22.888183594,-122.680664063,-71.411132813,-138.244628906,116.577148438,129.699707031,351.867675781,35.400390625,-160.217285156,459.899902344,404.968261719,581.054687500,455.627441406,594.482421875,595.092773438
,30.822753906,-8.239746094,37.841796875,-133.361816406,-46.386718750,25.939941406,-47.912597656,-103.759765625,-105.895996094,-22.583007813,-113.830566406,-66.528320313,-122.985839844,125.427246094,134.582519531,343.627929688,43.334960938,-152.282714844,446.777343750,404.968261719,586.242675781,457.458496094,595.092773438,592.956542969
,33.264160156,-10.986328125,40.283203125,-126.647949219,-47.302246094,24.719238281,-47.912597656,-97.961425781,-94.909667969,-22.277832031,-106.811523438,-62.255859375,-111.083984375,140.991210938,141.296386719,339.050292969,51.879882813,-143.432617188,435.791015625,401.611328125,586.547851563,457.763671875,591.125488281,585.327148438
,34.484863281,-13.732910156,40.893554688,-120.849609375,-51.269531250,23.498535156,-46.691894531,-91.857910156,-84.533691406,-21.667480469,-100.708007813,-59.204101563,-102.233886719,160.217285156,148.010253906,337.829589844,59.509277344,-135.192871094,427.551269531,395.202636719,581.359863281,455.322265625,581.970214844,573.730468750
,34.484863281,-15.869140625,40.283203125,-115.966796875,-55.847167969,22.583007813,-44.860839844,-87.280273438,-75.683593750,-19.836425781,-97.045898438,-56.457519531,-97.045898438,180.358886719,154.724121094,340.270996094,66.833496094,-126.342773438,421.752929688,386.047363281,570.373535156,449.829101563,567.932128906,559.387207031
,33.874511719,-15.869140625,38.146972656,-112.304687500,-61.035156250,23.803710938,-42.114257813,-86.059570313,-68.664550781,-18.615722656,-94.604492188,-54.931640625,-93.994140625,199.890136719,160.217285156,343.017578125,73.852539063,-118.408203125,418.395996094,373.840332031,553.894042969,441.894531250,549.926757813,544.433593750
,32.043457031,-14.953613281,34.484863281,-109.558105469,-67.443847656,27.465820313,-39.062500000,-87.585449219,-64.697265625,-18.920898438,-93.994140625,-54.626464844,-92.163085938,216.674804688,164.184570313,345.153808594,80.261230469,-111.083984375,415.039062500,360.107421875,533.142089844,431.823730469,530.090332031,529.785156250
,29.296875000,-14.343261719,30.212402344,-107.421875000,-74.157714844,32.958984375,-36.315917969,-90.332031250,-62.561035156,-21.057128906,-93.994140625,-56.152343750,-91.247558594,229.187011719,166.015625000,346.679687500,86.669921875,-104.064941406,409.240722656,345.458984375,509.643554688,421.142578125,508.422851563,514.831542969
,26.550292969,-14.953613281,25.939941406,-106.506347656,-81.787109375,39.062500000,-33.569335938,-92.773437500,-61.645507813,-24.719238281,-93.688964844,-58.593750000,-90.637207031,236.511230469,166.015625000,346.984863281,92.163085938,-97.045898438,400.085449219,330.505371094,485.229492188,410.156250000,487.365722656,499.572753906
,23.803710938,-16.784667969,22.583007813,-105.895996094,-89.111328125,45.776367188,-30.822753906,-98.266601563,-60.729980469,-28.381347656,-94.299316406,-61.340332031,-90.332031250,238.037109375,163.269042969,348.205566406,95.825195313,-89.721679688,389.404296875,315.856933594,460.815429688,398.559570313,466.308593750,482.177734375
,22.583007813,-19.226074219,20.751953125,-105.590820313,-95.520019531,51.269531250,-28.076171875,-105.285644531,-59.509277344,-31.127929688,-95.825195313,-62.561035156,-90.942382813,234.680175781,157.470703125,349.121093750,97.045898438,-82.092285156,377.502441406,300.598144531,437.622070313,384.521484375,444.030761719,462.341308594
,21.972656250,-21.362304688,19.531250000,-104.675292969,-100.402832031,55.541992188,-25.329589844,-114.746093750,-57.983398438,-33.874511719,-98.876953125,-61.035156250,-91.247558594,227.050781250,148.925781250,348.815917969,94.909667969,-74.157714844,365.295410156,284.729003906,415.649414063,366.210937500,421.447753906,438.232421875
,21.057128906,-22.888183594,18.615722656,-103.454589844,-103.454589844,58.593750000,-23.498535156,-126.037597656,-56.457519531,-36.621093750,-103.759765625,-56.762695313,-92.468261719,216.674804688,137.939453125,346.069335938,89.416503906,-67.443847656,353.698730469,266.723632813,393.066406250,343.627929688,396.728515625,408.935546875
,19.531250000,-24.108886719,16.174316406,-103.149414063,-104.370117188,60.424804688,-21.972656250,-132.141113281,-55.541992188,-39.978027344,-108.032226563,-50.048828125,-94.299316406,203.552246094,124.511718750,339.965820313,81.787109375,-61.645507813,341.491699219,247.192382813,368.957519531,317.687988281,370.788574219,376.281738281
,16.479492188,-25.329589844,13.122558594,-103.454589844,-104.064941406,61.645507813,-20.751953125,-135.803222656,-55.847167969,-43.640136719,-111.389160156,-42.724609375,-96.740722656,187.683105469,108.642578125,329.589843750,72.631835938,-56.762695313,329.284667969,226.135253906,341.796875000,290.222167969,344.238281250,340.881347656
,13.427734375,-26.855468750,9.765625000,-105.590820313,-101.928710938,61.950683594,-20.446777344,-136.413574219,-57.067871094,-47.607421875,-111.999511719,-35.705566406,-99.487304688,169.372558594,90.332031250,316.467285156,63.171386719,-53.405761719,315.551757813,202.636718750,312.194824219,263.366699219,316.772460938,306.396484375
,10.070800781,-28.686523438,6.408691406,-107.727050781,-99.182128906,60.424804688,-20.141601563,-133.666992188,-57.678222656,-51.269531250,-110.778808594,-29.602050781,-101.013183594,149.230957031,70.495605469,300.903320313,54.626464844,-50.964355469,299.987792969,178.833007813,282.287597656,238.342285156,288.696289063,273.742675781
,7.019042969,-31.433105469,3.967285156,-108.642578125,-96.130371094,57.678222656,-20.446777344,-131.530761719,-57.067871094,-54.626464844,-109.558105469,-25.024414063,-101.928710938,126.953125000,49.743652344,283.508300781,46.997070313,-49.743652344,281.677246094,154.418945313,253.295898438,216.064453125,260.925292969,242.309570313
,4.577636719,-34.484863281,1.831054688,-108.337402344,-91.247558594,53.405761719,-20.446777344,-127.258300781,-53.100585938,-57.678222656,-108.032226563,-20.751953125,-102.233886719,104.064941406,30.822753906,265.808105469,41.503906250,-48.828125000,260.314941406,131.530761719,226.440429688,195.922851563,232.543945313,212.097167969
,1.831054688,-37.231445313,-0.305175781,-106.811523438,-86.059570313,48.522949219,-19.531250000,-121.765136719,-45.776367188,-60.119628906,-107.727050781,-16.479492188,-102.844238281,82.092285156,13.427734375,247.497558594,37.841796875,-48.217773438,238.342285156,110.778808594,200.500488281,176.696777344,204.162597656,184.020996094
,-0.610351563,-40.588378906,-2.746582031,-104.980468750,-79.956054688,43.334960938,-18.310546875,-115.356445313,-36.926269531,-63.171386719,-107.727050781,-12.512207031,-105.285644531,61.340332031,-2.136230469,228.576660156,35.095214844,-47.912597656,216.979980469,92.163085938,175.781250000,158.081054688,176.391601563,156.860351563
,-4.577636719,-44.250488281,-5.798339844,-104.064941406,-73.242187500,38.757324219,-16.479492188,-107.116699219,-26.245117188,-67.138671875,-107.727050781,-8.850097656,-109.252929688,42.724609375,-15.258789063,209.960937500,34.179687500,-47.607421875,195.617675781,75.378417969,152.587890625,139.770507813,149.536132813,132.141113281
,-8.544921875,-48.828125000,-9.155273438,-103.149414063,-68.054199219,35.095214844,-14.953613281,-97.351074219,-15.563964844,-72.021484375,-107.116699219,-6.103515625,-112.915039063,26.245117188,-27.160644531,191.040039063,33.874511719,-47.607421875,175.170898438,58.288574219,132.141113281,121.765136719,124.511718750,109.558105469
,-11.901855469,-54.626464844,-12.512207031,-102.233886719,-64.086914063,32.043457031,-14.343261719,-86.669921875,-6.103515625,-77.819824219,-104.370117188,-4.577636719,-115.051269531,11.291503906,-38.146972656,171.508789063,34.484863281,-48.522949219,155.029296875,39.978027344,115.661621094,106.201171875,101.318359375,87.280273438
,-14.343261719,-60.119628906,-15.563964844,-101.623535156,-61.035156250,31.127929688,-14.343261719,-74.768066406,3.356933594,-83.312988281,-101.013183594,-4.577636719,-114.746093750,-3.051757813,-47.607421875,151.367187500,34.790039063,-49.133300781,134.277343750,21.057128906,103.454589844,94.299316406,79.345703125,65.917968750
,-15.869140625,-65.307617188,-18.920898438,-100.097656250,-59.814453125,31.433105469,-13.732910156,-64.392089844,12.207031250,-88.195800781,-95.520019531,-5.187988281,-111.999511719,-16.479492188,-56.762695313,130.615234375,35.095214844,-49.438476563,112.915039063,2.136230469,94.299316406,86.364746094,58.898925781,45.166015625
,-17.089843750,-69.580078125,-22.888183594,-97.656250000,-59.204101563,31.738281250,-11.291503906,-55.541992188,20.141601563,-92.468261719,-89.721679688,-7.019042969,-108.947753906,-29.602050781,-65.307617188,110.168457031,33.874511719,-49.438476563,90.637207031,-14.953613281,88.500976563,82.397460938,38.452148438,25.024414063
,-18.615722656,-72.631835938,-27.465820313,-94.299316406,-59.204101563,30.517578125,-5.798339844,-48.828125000,27.770996094,-95.520019531,-84.228515625,-9.765625000,-106.506347656,-42.114257813,-72.937011719,91.857910156,31.127929688,-49.743652344,67.749023438,-30.822753906,84.228515625,80.871582031,18.310546875,6.103515625
,-20.751953125,-75.378417969,-32.958984375,-89.721679688,-60.424804688,27.465820313,2.441406250,-44.250488281,33.569335938,-98.571777344,-78.125000000,-12.512207031,-104.675292969,-52.795410156,-79.345703125,75.988769531,26.550292969,-50.354003906,45.776367188,-44.555664063,79.650878906,79.345703125,-1.220703125,-10.986328125
,-23.803710938,-78.125000000,-38.452148438,-84.838867188,-61.645507813,23.193359375,12.512207031,-40.893554688,38.146972656,-101.318359375,-72.937011719,-15.563964844,-103.759765625,-61.950683594,-84.228515625,60.729980469,20.141601563,-50.048828125,24.108886719,-57.678222656,74.462890625,76.904296875,-21.362304688,-26.245117188
,-27.770996094,-80.871582031,-43.945312500,-79.956054688,-63.476562500,18.615722656,23.193359375,-38.757324219,40.893554688,-104.675292969,-67.138671875,-17.089843750,-102.844238281,-70.800781250,-87.890625000,43.945312500,11.901855469,-48.828125000,3.662109375,-70.190429688,67.443847656,72.326660156,-40.893554688,-39.978027344
,-32.653808594,-83.618164063,-48.522949219,-75.073242188,-64.697265625,15.563964844,32.958984375,-36.621093750,41.198730469,-108.337402344,-61.035156250,-17.089843750,-101.013183594,-78.735351563,-90.637207031,25.634765625,3.356933594,-44.860839844,-16.784667969,-81.481933594,58.898925781,67.138671875,-60.119628906,-52.185058594
,-37.536621094,-86.364746094,-53.100585938,-69.885253906,-65.002441406,13.732910156,41.503906250,-34.484863281,39.672851563,-111.389160156,-55.847167969,-17.395019531,-98.266601563,-86.669921875,-92.773437500,6.713867188,-5.187988281,-38.452148438,-36.926269531,-91.857910156,50.048828125,61.340332031,-77.209472656,-63.781738281
,-42.114257813,-88.500976563,-56.762695313,-64.697265625,-66.223144531,11.901855469,48.522949219,-32.653808594,36.315917969,-114.440917969,-51.269531250,-18.615722656,-94.909667969,-93.688964844,-94.604492188,-10.681152344,-12.512207031,-30.517578125,-55.847167969,-99.487304688,40.283203125,55.541992188,-91.857910156,-74.768066406
,-46.081542969,-90.332031250,-60.424804688,-59.204101563,-67.749023438,10.375976563,53.710937500,-30.517578125,32.043457031,-115.661621094,-47.607421875,-20.141601563,-91.552734375,-97.961425781,-95.520019531,-24.108886719,-18.005371094,-21.057128906,-72.326660156,-104.980468750,30.517578125,50.659179688,-104.370117188,-85.144042969
,-50.048828125,-90.332031250,-64.392089844,-54.626464844,-71.105957031,7.324218750,57.983398438,-28.991699219,28.076171875,-114.746093750,-44.860839844,-22.277832031,-87.585449219,-100.097656250,-95.825195313,-34.790039063,-21.362304688,-11.901855469,-85.754394531,-109.863281250,19.226074219,44.860839844,-115.051269531,-95.214843750
,-53.710937500,-89.721679688,-67.749023438,-50.354003906,-74.462890625,2.746582031,61.340332031,-28.381347656,25.024414063,-112.609863281,-42.114257813,-23.498535156,-83.618164063,-99.487304688,-95.214843750,-42.724609375,-22.277832031,-3.356933594,-97.656250000,-113.525390625,6.103515625,38.146972656,-125.122070313,-105.285644531
,-57.373046875,-87.280273438,-71.716308594,-46.691894531,-75.988769531,-1.220703125,62.866210938,-27.465820313,24.108886719,-108.642578125,-39.062500000,-24.108886719,-79.040527344,-97.656250000,-95.214843750,-49.438476563,-21.362304688,3.356933594,-107.116699219,-117.492675781,-7.629394531,29.907226563,-134.582519531,-115.966796875
,-60.729980469,-84.228515625,-75.073242188,-43.640136719,-76.293945313,-5.493164063,63.476562500,-26.245117188,23.498535156,-103.759765625,-36.010742188,-24.414062500,-73.547363281,-94.909667969,-96.435546875,-56.457519531,-18.005371094,8.850097656,-115.966796875,-121.765136719,-22.888183594,19.531250000,-142.822265625,-126.647949219
,-63.171386719,-80.566406250,-77.514648438,-40.283203125,-74.462890625,-9.460449219,62.255859375,-23.193359375,21.667480469,-98.876953125,-33.264160156,-25.024414063,-68.359375000,-92.773437500,-98.266601563,-64.392089844,-12.512207031,13.122558594,-125.732421875,-126.342773438,-38.452148438,7.934570313,-150.146484375,-138.244628906
,-64.392089844,-75.988769531,-78.735351563,-36.621093750,-72.937011719,-12.207031250,60.424804688,-16.784667969,18.920898438,-93.078613281,-31.127929688,-25.329589844,-63.781738281,-92.163085938,-101.013183594,-73.242187500,-5.798339844,16.174316406,-135.192871094,-131.225585938,-52.795410156,-4.272460938,-157.165527344,-150.451660156
,-64.086914063,-70.800781250,-78.430175781,-32.348632813,-72.021484375,-16.174316406,57.067871094,-7.629394531,13.732910156,-86.975097656,-29.907226563,-26.550292969,-60.729980469,-92.468261719,-103.149414063,-82.702636719,0.915527344,18.005371094,-145.263671875,-136.413574219,-65.917968750,-17.700195313,-162.963867188,-162.963867188
,-62.561035156,-64.392089844,-76.599121094,-27.465820313,-71.716308594,-20.751953125,52.795410156,2.441406250,8.239746094,-81.176757813,-29.296875000,-28.076171875,-59.509277344,-93.078613281,-104.675292969,-91.857910156,7.324218750,18.920898438,-155.944824219,-141.601562500,-76.904296875,-29.907226563,-169.067382813,-175.476074219
,-60.424804688,-57.067871094,-74.462890625,-22.888183594,-72.021484375,-25.939941406,47.912597656,13.732910156,3.356933594,-75.378417969,-29.602050781,-29.602050781,-58.593750000,-94.299316406,-105.895996094,-100.708007813,11.291503906,18.310546875,-165.710449219,-146.484375000,-86.364746094,-40.588378906,-174.865722656,-187.377929688
,-57.067871094,-50.048828125,-70.800781250,-18.615722656,-72.631835938,-31.433105469,42.724609375,23.803710938,-0.915527344,-70.190429688,-29.602050781,-31.738281250,-58.593750000,-95.214843750,-107.727050781,-109.558105469,13.122558594,17.395019531,-175.476074219,-150.756835938,-96.130371094,-48.522949219,-179.748535156,-198.059082031
,-53.100585938,-43.945312500,-66.223144531,-15.869140625,-72.326660156,-36.315917969,39.672851563,32.043457031,-4.272460938,-65.917968750,-28.991699219,-34.179687500,-57.983398438,-97.045898438,-111.694335938,-118.713378906,13.122558594,15.258789063,-183.410644531,-154.418945313,-105.590820313,-54.321289063,-183.715820313,-207.214355469
,-48.828125000,-39.062500000,-61.035156250,-14.038085938,-71.411132813,-40.893554688,38.452148438,38.452148438,-6.713867188,-62.561035156,-25.634765625,-37.231445313,-57.373046875,-99.792480469,-117.187500000,-129.699707031,11.901855469,12.512207031,-189.514160156,-157.470703125,-115.051269531,-60.119628906,-186.462402344,-214.538574219
,-43.334960938,-35.400390625,-54.626464844,-12.207031250,-70.190429688,-45.471191406,37.231445313,43.334960938,-9.765625000,-60.729980469,-18.920898438,-41.198730469,-56.457519531,-103.149414063,-122.680664063,-140.686035156,10.070800781,10.070800781,-195.007324219,-160.827636719,-123.596191406,-65.917968750,-188.598632813,-220.642089844
,-37.536621094,-33.264160156,-48.522949219,-10.070800781,-67.443847656,-50.354003906,35.400390625,46.997070313,-13.732910156,-59.814453125,-9.155273438,-45.776367188,-54.626464844,-106.201171875,-126.953125000,-151.672363281,7.324218750,7.629394531,-198.974609375,-163.879394531,-130.615234375,-72.326660156,-190.429687500,-225.830078125
,-31.738281250,-32.043457031,-43.029785156,-5.493164063,-64.697265625,-55.541992188,31.738281250,49.743652344,-18.005371094,-59.814453125,1.831054688,-50.659179688,-52.185058594,-108.032226563,-129.699707031,-162.353515625,3.662109375,6.408691406,-202.941894531,-166.015625000,-137.023925781,-78.735351563,-191.955566406,-230.102539063
,-25.939941406,-32.043457031,-37.536621094,1.525878906,-61.035156250,-60.424804688,26.855468750,51.269531250,-22.888183594,-60.424804688,13.427734375,-55.847167969,-50.048828125,-108.947753906,-129.699707031,-171.203613281,-0.610351563,6.713867188,-206.298828125,-167.846679688,-142.822265625,-83.618164063,-194.702148438,-233.459472656
,-21.362304688,-32.653808594,-33.874511719,9.765625000,-56.457519531,-65.307617188,22.583007813,51.574707031,-27.465820313,-61.340332031,23.803710938,-61.035156250,-48.217773438,-110.168457031,-129.089355469,-179.748535156,-6.103515625,7.324218750,-208.435058594,-167.846679688,-149.230957031,-87.890625000,-198.059082031,-236.511230469
,-18.310546875,-34.790039063,-30.822753906,19.226074219,-52.490234375,-69.885253906,19.531250000,50.354003906,-31.738281250,-62.866210938,31.433105469,-65.917968750,-46.691894531,-112.304687500,-128.784179688,-187.683105469,-12.817382813,7.324218750,-209.655761719,-166.015625000,-155.944824219,-91.247558594,-202.026367188,-238.342285156
,-16.784667969,-36.621093750,-28.991699219,28.076171875,-47.607421875,-73.547363281,17.395019531,48.522949219,-37.231445313,-64.086914063,37.841796875,-71.411132813,-44.860839844,-116.271972656,-128.784179688,-195.312500000,-19.836425781,6.103515625,-210.266113281,-163.269042969,-162.658691406,-93.994140625,-205.993652344,-238.647460938
,-16.479492188,-38.757324219,-28.381347656,35.705566406,-43.334960938,-76.599121094,16.174316406,45.471191406,-43.334960938,-65.002441406,41.809082031,-76.599121094,-40.588378906,-120.849609375,-129.089355469,-203.552246094,-26.550292969,3.356933594,-210.571289063,-159.301757813,-169.372558594,-97.045898438,-209.960937500,-238.952636719
,-17.395019531,-39.978027344,-28.076171875,42.419433594,-39.672851563,-77.819824219,14.343261719,42.114257813,-50.659179688,-65.917968750,44.555664063,-81.481933594,-32.653808594,-124.206542969,-130.004882813,-210.876464844,-32.653808594,1.220703125,-211.791992188,-155.334472656,-175.781250000,-100.402832031,-213.317871094,-238.037109375
,-18.615722656,-40.893554688,-28.381347656,47.912597656,-36.010742188,-76.599121094,11.596679688,38.452148438,-57.983398438,-66.833496094,46.386718750,-86.364746094,-21.362304688,-126.647949219,-130.615234375,-218.200683594,-36.010742188,-0.915527344,-213.623046875,-152.282714844,-181.579589844,-104.064941406,-216.369628906,-238.037109375
,-20.141601563,-42.724609375,-29.602050781,52.490234375,-33.264160156,-74.768066406,7.629394531,35.095214844,-65.002441406,-69.274902344,46.691894531,-90.637207031,-7.629394531,-126.647949219,-130.920410156,-223.999023438,-37.231445313,-2.746582031,-216.064453125,-149.536132813,-187.683105469,-109.558105469,-218.811035156,-238.342285156
,-21.667480469,-45.166015625,-31.127929688,56.152343750,-30.822753906,-71.411132813,3.051757813,33.569335938,-71.411132813,-72.021484375,45.471191406,-93.994140625,5.798339844,-126.342773438,-130.615234375,-228.881835938,-38.757324219,-4.272460938,-219.116210938,-148.010253906,-193.786621094,-115.356445313,-221.862792969,-239.562988281
,-22.583007813,-49.133300781,-32.043457031,58.288574219,-29.602050781,-67.443847656,-1.525878906,33.264160156,-76.904296875,-73.852539063,42.114257813,-96.435546875,18.615722656,-126.037597656,-129.699707031,-232.849121094,-41.198730469,-5.798339844,-222.473144531,-148.010253906,-199.890136719,-122.070312500,-225.219726563,-241.394042969
,-23.193359375,-52.795410156,-32.348632813,59.204101563,-28.686523438,-62.866210938,-6.103515625,32.653808594,-81.787109375,-74.462890625,37.231445313,-97.351074219,28.381347656,-125.427246094,-128.173828125,-235.290527344,-44.555664063,-7.324218750,-226.440429688,-148.315429688,-207.214355469,-129.699707031,-228.881835938,-242.919921875
,-24.108886719,-54.931640625,-32.348632813,58.898925781,-27.770996094,-57.373046875,-10.070800781,30.212402344,-86.059570313,-73.242187500,31.127929688,-96.740722656,34.790039063,-125.122070313,-125.732421875,-237.426757813,-49.743652344,-9.155273438,-230.712890625,-149.536132813,-214.538574219,-137.329101563,-233.764648438,-244.750976563
,-26.245117188,-55.847167969,-33.264160156,57.678222656,-26.855468750,-51.879882813,-15.258789063,25.939941406,-90.026855469,-71.716308594,24.108886719,-95.825195313,39.367675781,-124.511718750,-122.680664063,-239.257812500,-54.626464844,-11.596679688,-234.985351563,-151.062011719,-221.862792969,-145.568847656,-238.342285156,-246.887207031
,-29.602050781,-54.931640625,-35.705566406,55.236816406,-25.939941406,-45.776367188,-21.057128906,19.836425781,-94.299316406,-70.800781250,17.395019531,-94.299316406,41.809082031,-122.985839844,-118.713378906,-239.868164063,-57.983398438,-14.343261719,-238.342285156,-153.198242188,-230.407714844,-153.808593750,-242.614746094,-248.718261719
,-34.484863281,-53.710937500,-39.672851563,52.490234375,-25.024414063,-40.893554688,-27.770996094,14.648437500,-98.876953125,-71.411132813,11.596679688,-92.468261719,43.029785156,-120.849609375,-114.746093750,-239.562988281,-60.729980469,-17.700195313,-240.478515625,-156.250000000,-238.037109375,-162.353515625,-245.666503906,-249.938964844
,-38.757324219,-52.795410156,-43.640136719,49.438476563,-25.329589844,-37.841796875,-35.095214844,10.986328125,-103.454589844,-72.631835938,8.544921875,-90.026855469,42.724609375,-118.408203125,-110.778808594,-237.731933594,-62.866210938,-21.362304688,-241.699218750,-160.522460938,-245.971679688,-170.898437500,-247.192382813,-249.328613281
,-41.503906250,-52.490234375,-46.386718750,46.386718750,-25.939941406,-35.400390625,-41.809082031,8.239746094,-106.811523438,-73.547363281,7.934570313,-87.280273438,40.588378906,-115.661621094,-107.116699219,-234.680175781,-65.002441406,-25.329589844,-244.445800781,-166.320800781,-253.601074219,-178.527832031,-247.497558594,-248.107910156
,-42.419433594,-52.795410156,-47.912597656,44.250488281,-26.550292969,-34.179687500,-47.607421875,6.713867188,-108.642578125,-73.852539063,7.934570313,-83.312988281,36.926269531,-112.915039063,-104.064941406,-231.628417969,-67.749023438,-29.602050781,-248.107910156,-172.729492188,-260.620117188,-185.546875000,-247.192382813,-247.192382813
,-41.503906250,-53.405761719,-47.607421875,43.640136719,-26.245117188,-33.264160156,-52.490234375,4.272460938,-108.947753906,-72.631835938,7.934570313,-79.345703125,32.348632813,-109.558105469,-101.928710938,-228.881835938,-72.021484375,-34.790039063,-253.295898438,-178.527832031,-268.249511719,-191.650390625,-247.192382813,-247.192382813
