Trace Label,"Tr 1 : 22 mA","Tr 2 : 27 mA","Tr 3 : 27 mA","Tr 4 : 27 mA","Tr 5 : 39 mA","Tr 6 : 39 mA","Tr 7 : 39 mA","Tr 8 : 47 mA","Tr 9 : 47 mA","Tr 10 : 47 mA","Tr 11 : 47 mA","Tr 12 : 47 mA","Tr 13 : 47 mA","Tr 14 : 47 mA","Tr 15 : 47 mA","Tr 16 : 47 mA","Tr 17 : 47 mA","Tr 18 : 47 mA","Tr 19 : 47 mA","Tr 20 : 53 mA","Tr 21 : 62 mA","Tr 22 : 70 mA","Tr 23 : 73 mA","Tr 24 : 73 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),9086.608886719,3860.168457031,5884.704589844,3799.133300781,8602.600097656,3873.596191406,3731.994628906,8154.602050781,9655.761718750,4903.564453125,9240.112304688,6563.720703125,6034.545898438,3703.918457031,5776.062011719,5800.476074219,5689.086914063,3762.817382813,3543.395996094,9135.437011719,7004.089355469,9081.420898438,3722.839355469,3383.483886719
,37.231445313,29.296875000,47.302246094,-23.498535156,-64.392089844,86.059570313,8.850097656,-36.926269531,-0.915527344,33.874511719,-40.893554688,49.438476563,-35.095214844,6.713867188,-42.724609375,40.283203125,-31.433105469,-1.525878906,57.678222656,-43.334960938,19.836425781,22.888183594,54.016113281,75.683593750
,48.522949219,25.329589844,42.724609375,-27.160644531,-61.035156250,86.669921875,10.070800781,-35.705566406,-0.915527344,30.212402344,-40.283203125,57.373046875,-36.010742188,2.441406250,-48.217773438,43.640136719,-28.991699219,1.220703125,57.373046875,-44.860839844,20.446777344,23.193359375,52.490234375,75.988769531
,61.035156250,21.057128906,39.062500000,-29.907226563,-56.762695313,84.838867188,10.986328125,-33.874511719,0.305175781,26.245117188,-39.367675781,63.476562500,-36.010742188,-2.746582031,-53.710937500,46.081542969,-26.245117188,3.356933594,55.541992188,-48.217773438,20.751953125,23.498535156,51.574707031,75.683593750
,71.411132813,16.479492188,36.010742188,-31.433105469,-51.879882813,81.787109375,11.901855469,-30.517578125,4.577636719,22.583007813,-38.146972656,67.749023438,-36.621093750,-8.850097656,-58.288574219,48.828125000,-22.277832031,4.882812500,52.490234375,-50.659179688,20.446777344,24.414062500,50.048828125,74.768066406
,76.904296875,11.901855469,32.958984375,-31.738281250,-46.386718750,78.125000000,13.732910156,-27.160644531,12.207031250,18.920898438,-38.146972656,71.105957031,-38.146972656,-14.648437500,-63.171386719,50.659179688,-18.920898438,5.798339844,48.217773438,-52.185058594,19.531250000,25.329589844,47.607421875,72.326660156
,76.904296875,7.324218750,29.907226563,-32.043457031,-41.503906250,73.547363281,15.563964844,-23.803710938,21.057128906,14.648437500,-38.146972656,73.242187500,-41.503906250,-20.446777344,-67.443847656,51.879882813,-15.258789063,6.408691406,44.555664063,-52.490234375,17.700195313,25.634765625,44.860839844,68.969726563
,72.631835938,2.746582031,26.550292969,-32.958984375,-36.621093750,68.969726563,17.700195313,-19.836425781,31.433105469,9.460449219,-38.452148438,74.768066406,-45.471191406,-25.939941406,-71.105957031,51.574707031,-11.596679688,7.324218750,41.809082031,-50.964355469,17.089843750,25.024414063,41.503906250,66.223144531
,65.307617188,-2.136230469,22.583007813,-33.874511719,-32.958984375,64.392089844,19.531250000,-16.174316406,40.893554688,2.746582031,-38.146972656,75.378417969,-48.217773438,-31.433105469,-73.852539063,49.743652344,-8.850097656,8.239746094,39.672851563,-49.743652344,17.395019531,24.108886719,38.146972656,63.781738281
,57.373046875,-7.324218750,18.310546875,-34.790039063,-30.517578125,60.119628906,20.141601563,-12.207031250,48.522949219,-3.967285156,-36.315917969,74.768066406,-48.828125000,-36.926269531,-75.378417969,47.302246094,-6.103515625,9.155273438,38.452148438,-48.828125000,20.446777344,23.803710938,35.095214844,61.950683594
,49.438476563,-12.512207031,14.038085938,-35.095214844,-28.991699219,57.373046875,19.836425781,-8.239746094,55.236816406,-10.375976563,-34.484863281,73.242187500,-47.607421875,-42.114257813,-75.683593750,43.640136719,-4.882812500,10.375976563,36.926269531,-47.912597656,25.939941406,25.024414063,30.822753906,60.119628906
,41.503906250,-17.700195313,10.681152344,-34.790039063,-28.076171875,55.847167969,20.141601563,-5.187988281,60.424804688,-17.089843750,-31.127929688,71.411132813,-46.691894531,-46.691894531,-75.378417969,39.672851563,-3.662109375,10.986328125,35.095214844,-47.607421875,32.348632813,28.991699219,26.245117188,57.983398438
,33.264160156,-22.583007813,7.019042969,-33.264160156,-27.465820313,54.626464844,21.057128906,-2.441406250,64.392089844,-23.193359375,-27.770996094,68.664550781,-46.691894531,-51.574707031,-73.852539063,36.621093750,-2.441406250,11.291503906,32.348632813,-46.691894531,39.978027344,35.400390625,20.141601563,55.847167969
,23.803710938,-27.770996094,3.051757813,-31.127929688,-27.770996094,52.490234375,25.329589844,-0.915527344,67.749023438,-28.686523438,-23.803710938,65.002441406,-47.302246094,-56.457519531,-71.716308594,34.179687500,-1.525878906,10.986328125,29.602050781,-44.860839844,47.302246094,42.724609375,14.038085938,53.100585938
,14.343261719,-31.738281250,-1.525878906,-28.686523438,-28.686523438,49.438476563,32.653808594,-0.305175781,69.885253906,-33.874511719,-18.920898438,61.340332031,-48.217773438,-60.119628906,-69.274902344,33.569335938,0.000000000,10.681152344,26.245117188,-42.114257813,53.405761719,50.659179688,7.629394531,50.048828125
,5.493164063,-35.705566406,-7.934570313,-25.024414063,-30.212402344,44.860839844,41.809082031,0.000000000,70.800781250,-38.452148438,-14.343261719,57.373046875,-48.522949219,-63.171386719,-65.002441406,34.179687500,0.915527344,11.291503906,22.583007813,-38.452148438,58.593750000,58.288574219,1.220703125,46.997070313
,-2.441406250,-39.672851563,-14.648437500,-21.667480469,-32.348632813,40.893554688,52.490234375,0.305175781,70.190429688,-43.029785156,-9.765625000,54.931640625,-47.302246094,-65.307617188,-60.119628906,32.958984375,2.136230469,13.427734375,18.310546875,-34.790039063,62.255859375,63.781738281,-4.577636719,43.334960938
,-10.375976563,-43.029785156,-20.751953125,-17.395019531,-33.874511719,36.621093750,61.950683594,1.525878906,68.054199219,-47.912597656,-6.103515625,54.016113281,-44.860839844,-65.307617188,-54.626464844,30.517578125,3.051757813,17.700195313,13.122558594,-30.822753906,65.002441406,69.274902344,-10.375976563,39.062500000
,-18.310546875,-47.607421875,-26.550292969,-12.817382813,-34.790039063,32.958984375,69.580078125,3.662109375,65.307617188,-52.185058594,-3.356933594,53.100585938,-39.672851563,-64.697265625,-49.438476563,25.939941406,3.051757813,24.414062500,7.019042969,-27.465820313,67.138671875,73.242187500,-15.563964844,33.874511719
,-26.855468750,-51.879882813,-30.212402344,-8.544921875,-36.010742188,28.991699219,75.683593750,5.798339844,61.340332031,-55.847167969,-1.220703125,51.574707031,-32.958984375,-63.171386719,-45.776367188,21.057128906,2.136230469,32.348632813,0.305175781,-23.803710938,67.749023438,76.293945313,-20.751953125,27.160644531
,-35.400390625,-55.236816406,-32.958984375,-4.577636719,-37.841796875,25.024414063,80.261230469,8.239746094,57.373046875,-57.983398438,0.305175781,48.828125000,-24.414062500,-61.035156250,-43.334960938,17.089843750,1.525878906,41.503906250,-5.798339844,-20.446777344,67.138671875,79.040527344,-25.634765625,20.141601563
,-43.029785156,-57.678222656,-36.315917969,-1.220703125,-41.198730469,21.362304688,83.923339844,9.460449219,53.405761719,-57.983398438,1.831054688,45.166015625,-14.953613281,-58.898925781,-41.809082031,14.038085938,0.610351563,50.048828125,-11.901855469,-16.784667969,65.612792969,80.871582031,-30.822753906,12.817382813
,-49.133300781,-57.983398438,-39.062500000,0.915527344,-44.860839844,17.395019531,87.280273438,9.460449219,50.048828125,-57.067871094,2.746582031,41.809082031,-4.882812500,-55.847167969,-41.198730469,12.512207031,0.915527344,56.457519531,-17.700195313,-13.732910156,62.561035156,81.787109375,-35.705566406,5.493164063
,-54.321289063,-57.067871094,-42.724609375,2.746582031,-47.607421875,14.038085938,89.416503906,9.765625000,49.438476563,-54.931640625,3.967285156,39.367675781,4.882812500,-52.185058594,-40.588378906,11.596679688,3.051757813,61.950683594,-22.888183594,-11.596679688,59.204101563,81.176757813,-39.672851563,-1.220703125
,-59.204101563,-55.236816406,-46.386718750,4.272460938,-49.133300781,10.681152344,89.721679688,10.681152344,49.133300781,-52.490234375,4.882812500,37.536621094,14.038085938,-48.522949219,-40.893554688,11.901855469,6.713867188,65.307617188,-27.770996094,-9.460449219,55.236816406,79.345703125,-41.809082031,-7.934570313
,-64.392089844,-51.879882813,-49.133300781,5.493164063,-49.133300781,6.713867188,88.806152344,13.427734375,47.912597656,-49.133300781,6.713867188,36.621093750,21.667480469,-44.555664063,-41.809082031,12.207031250,13.122558594,68.054199219,-32.958984375,-8.544921875,50.354003906,76.293945313,-42.724609375,-14.343261719
,-68.664550781,-48.217773438,-50.964355469,6.103515625,-48.828125000,2.441406250,86.364746094,18.615722656,45.776367188,-44.860839844,9.155273438,35.400390625,27.770996094,-42.114257813,-42.419433594,12.207031250,20.446777344,70.495605469,-37.841796875,-7.324218750,46.691894531,72.937011719,-42.419433594,-21.667480469
,-69.580078125,-43.945312500,-51.269531250,7.019042969,-48.522949219,-2.441406250,82.397460938,25.939941406,41.503906250,-40.283203125,11.291503906,33.569335938,32.043457031,-39.978027344,-43.029785156,12.512207031,28.381347656,71.716308594,-42.724609375,-6.408691406,43.945312500,68.969726563,-41.503906250,-28.686523438
,-65.612792969,-38.146972656,-50.354003906,8.544921875,-48.828125000,-8.850097656,77.819824219,35.095214844,37.231445313,-35.095214844,12.512207031,31.433105469,35.095214844,-38.757324219,-43.029785156,12.512207031,36.315917969,72.326660156,-47.302246094,-5.493164063,43.640136719,65.612792969,-39.978027344,-36.315917969
,-56.152343750,-32.043457031,-48.522949219,10.070800781,-49.133300781,-15.563964844,72.631835938,44.860839844,33.874511719,-29.907226563,12.512207031,28.381347656,36.621093750,-38.757324219,-42.419433594,12.817382813,42.114257813,71.105957031,-50.964355469,-4.577636719,44.250488281,62.866210938,-37.841796875,-43.640136719
,-41.503906250,-25.939941406,-46.386718750,11.291503906,-49.438476563,-22.583007813,67.443847656,54.016113281,31.433105469,-25.634765625,12.512207031,25.634765625,36.315917969,-38.452148438,-43.029785156,12.817382813,47.302246094,69.274902344,-53.710937500,-3.662109375,44.250488281,61.950683594,-35.095214844,-49.743652344
,-24.719238281,-19.836425781,-43.334960938,11.901855469,-49.438476563,-28.686523438,64.086914063,61.035156250,29.907226563,-22.277832031,12.817382813,22.277832031,35.095214844,-39.062500000,-44.555664063,12.207031250,51.269531250,66.833496094,-55.236816406,-2.441406250,43.029785156,61.645507813,-32.043457031,-54.626464844
,-8.544921875,-14.953613281,-39.672851563,11.596679688,-48.522949219,-34.790039063,62.255859375,67.138671875,28.381347656,-20.141601563,15.869140625,18.310546875,32.958984375,-39.978027344,-47.302246094,10.375976563,54.321289063,63.476562500,-55.541992188,-1.831054688,40.588378906,60.424804688,-28.991699219,-57.067871094
,4.272460938,-11.596679688,-34.790039063,11.901855469,-46.997070313,-39.978027344,61.035156250,71.105957031,26.550292969,-19.226074219,21.972656250,14.648437500,30.212402344,-40.588378906,-50.659179688,7.324218750,57.067871094,59.814453125,-54.931640625,-2.441406250,37.841796875,58.593750000,-25.939941406,-57.067871094
,13.732910156,-9.765625000,-28.381347656,13.427734375,-44.250488281,-44.860839844,59.204101563,74.157714844,23.498535156,-19.226074219,29.907226563,9.460449219,28.076171875,-40.893554688,-52.185058594,3.356933594,57.983398438,56.457519531,-53.710937500,-3.356933594,35.400390625,55.541992188,-23.193359375,-54.931640625
,19.531250000,-9.765625000,-22.277832031,17.395019531,-40.893554688,-49.133300781,56.152343750,76.904296875,19.836425781,-19.531250000,39.672851563,3.662109375,26.245117188,-39.978027344,-52.795410156,-1.525878906,57.067871094,54.321289063,-51.879882813,-3.967285156,33.569335938,52.795410156,-21.362304688,-51.269531250
,21.972656250,-10.681152344,-16.174316406,24.414062500,-37.231445313,-53.100585938,51.879882813,77.819824219,15.869140625,-19.836425781,49.438476563,-1.525878906,24.414062500,-39.062500000,-51.879882813,-7.324218750,54.931640625,53.710937500,-49.438476563,-3.051757813,32.348632813,50.964355469,-20.141601563,-46.081542969
,21.972656250,-12.207031250,-11.291503906,33.264160156,-32.958984375,-57.373046875,47.912597656,77.514648438,11.596679688,-20.751953125,57.983398438,-7.629394531,22.277832031,-39.367675781,-50.659179688,-14.038085938,52.185058594,53.100585938,-45.776367188,0.305175781,30.822753906,49.133300781,-19.226074219,-40.283203125
,20.446777344,-14.648437500,-8.544921875,43.029785156,-28.991699219,-61.340332031,44.555664063,75.378417969,7.629394531,-21.667480469,64.392089844,-13.122558594,20.751953125,-41.198730469,-50.354003906,-20.751953125,49.438476563,51.879882813,-41.809082031,6.713867188,29.602050781,47.912597656,-18.920898438,-34.484863281
,17.395019531,-17.089843750,-6.103515625,52.185058594,-24.719238281,-65.002441406,41.198730469,72.326660156,3.051757813,-22.277832031,69.580078125,-18.005371094,20.141601563,-44.860839844,-50.048828125,-27.465820313,46.386718750,49.438476563,-38.146972656,14.648437500,27.770996094,46.386718750,-18.615722656,-28.381347656
,14.038085938,-18.615722656,-4.882812500,60.119628906,-21.057128906,-67.443847656,38.452148438,68.054199219,-1.525878906,-23.193359375,72.937011719,-22.888183594,21.362304688,-48.217773438,-50.354003906,-34.790039063,42.724609375,45.776367188,-34.179687500,23.803710938,25.329589844,44.555664063,-18.005371094,-23.193359375
,10.070800781,-19.226074219,-4.577636719,67.138671875,-17.700195313,-67.749023438,35.095214844,63.171386719,-7.934570313,-24.414062500,75.378417969,-27.770996094,25.024414063,-50.048828125,-50.048828125,-41.809082031,38.757324219,42.419433594,-31.738281250,32.653808594,22.277832031,42.419433594,-18.005371094,-19.531250000
,6.103515625,-19.836425781,-5.187988281,72.326660156,-14.953613281,-66.833496094,31.433105469,58.898925781,-14.038085938,-26.550292969,76.904296875,-32.958984375,31.738281250,-50.048828125,-49.438476563,-48.522949219,35.095214844,39.367675781,-29.602050781,40.893554688,19.531250000,39.672851563,-18.005371094,-17.700195313
,2.441406250,-21.362304688,-6.713867188,76.599121094,-13.122558594,-64.392089844,27.160644531,55.236816406,-20.446777344,-29.907226563,77.514648438,-38.452148438,39.672851563,-47.607421875,-47.302246094,-54.626464844,33.569335938,37.231445313,-28.076171875,46.997070313,16.479492188,36.621093750,-18.005371094,-17.395019531
,-0.305175781,-24.108886719,-8.850097656,79.956054688,-11.901855469,-61.340332031,22.583007813,53.710937500,-26.550292969,-33.569335938,76.293945313,-43.334960938,48.217773438,-46.081542969,-44.250488281,-58.593750000,32.348632813,34.790039063,-27.160644531,51.879882813,12.817382813,33.874511719,-17.700195313,-18.005371094
,-2.441406250,-28.686523438,-10.986328125,82.397460938,-10.986328125,-58.288574219,18.310546875,53.100585938,-32.043457031,-35.705566406,73.852539063,-46.997070313,56.457519531,-44.860839844,-40.283203125,-61.035156250,31.127929688,32.348632813,-26.855468750,55.541992188,8.850097656,30.517578125,-17.089843750,-19.226074219
,-3.967285156,-32.653808594,-12.512207031,83.618164063,-10.375976563,-54.931640625,14.038085938,52.490234375,-36.926269531,-36.621093750,70.800781250,-49.133300781,62.561035156,-44.860839844,-36.315917969,-61.950683594,29.907226563,29.907226563,-27.160644531,57.983398438,3.356933594,26.855468750,-17.700195313,-20.141601563
,-5.493164063,-35.095214844,-13.122558594,84.228515625,-9.155273438,-50.354003906,9.765625000,50.964355469,-41.198730469,-36.010742188,66.833496094,-49.438476563,67.749023438,-44.860839844,-32.348632813,-61.340332031,27.770996094,26.245117188,-28.381347656,59.509277344,-2.441406250,21.972656250,-18.920898438,-21.362304688
,-8.544921875,-36.315917969,-14.648437500,83.007812500,-7.019042969,-45.166015625,4.577636719,47.607421875,-44.860839844,-34.790039063,62.255859375,-49.133300781,71.411132813,-44.555664063,-28.381347656,-60.424804688,26.245117188,22.277832031,-29.907226563,60.119628906,-8.850097656,15.563964844,-21.362304688,-23.193359375
,-12.512207031,-36.010742188,-16.784667969,80.871582031,-5.187988281,-39.062500000,-0.915527344,43.945312500,-48.522949219,-33.874511719,57.983398438,-47.607421875,73.852539063,-43.640136719,-24.108886719,-57.678222656,24.719238281,17.700195313,-31.433105469,58.898925781,-15.563964844,9.155273438,-24.414062500,-24.719238281
,-17.700195313,-35.705566406,-20.141601563,77.819824219,-3.356933594,-33.264160156,-7.019042969,40.283203125,-52.185058594,-33.264160156,54.321289063,-45.776367188,75.683593750,-41.809082031,-19.531250000,-54.321289063,23.803710938,12.512207031,-32.043457031,56.762695313,-21.667480469,2.746582031,-26.855468750,-26.245117188
,-21.667480469,-36.315917969,-23.803710938,73.852539063,-2.136230469,-28.991699219,-13.427734375,37.231445313,-56.152343750,-32.348632813,51.879882813,-43.334960938,75.988769531,-39.367675781,-15.258789063,-50.048828125,22.583007813,7.324218750,-32.043457031,53.710937500,-27.465820313,-3.051757813,-28.076171875,-26.550292969
,-24.414062500,-36.926269531,-26.245117188,70.190429688,-2.136230469,-25.634765625,-19.836425781,34.484863281,-59.204101563,-32.043457031,50.659179688,-39.367675781,75.378417969,-36.926269531,-11.596679688,-45.776367188,20.446777344,0.610351563,-32.348632813,50.354003906,-33.264160156,-8.850097656,-28.076171875,-26.550292969
,-25.329589844,-37.536621094,-27.770996094,67.138671875,-2.136230469,-23.803710938,-25.329589844,32.043457031,-61.035156250,-31.127929688,49.133300781,-34.484863281,72.937011719,-34.179687500,-8.544921875,-42.114257813,17.089843750,-5.493164063,-33.874511719,46.997070313,-38.757324219,-14.343261719,-27.465820313,-27.160644531
,-25.024414063,-37.841796875,-27.770996094,65.917968750,-0.915527344,-23.193359375,-30.822753906,29.296875000,-61.645507813,-29.296875000,46.691894531,-29.907226563,69.885253906,-31.127929688,-6.103515625,-38.452148438,13.427734375,-12.817382813,-36.621093750,44.250488281,-44.250488281,-19.836425781,-26.855468750,-28.686523438
,-24.719238281,-37.536621094,-27.465820313,64.697265625,2.136230469,-22.583007813,-36.010742188,26.550292969,-61.035156250,-27.160644531,43.029785156,-25.329589844,65.917968750,-27.160644531,-4.577636719,-35.705566406,9.155273438,-20.141601563,-39.367675781,42.724609375,-49.743652344,-25.024414063,-26.855468750,-32.043457031
,-24.414062500,-36.010742188,-27.770996094,63.171386719,7.934570313,-23.193359375,-40.283203125,23.193359375,-59.204101563,-24.108886719,38.452148438,-21.362304688,61.645507813,-22.888183594,-3.051757813,-33.569335938,5.493164063,-27.160644531,-40.893554688,42.724609375,-54.626464844,-30.822753906,-26.550292969,-35.095214844
,-24.414062500,-33.874511719,-28.381347656,60.119628906,16.174316406,-24.414062500,-44.555664063,19.836425781,-56.762695313,-20.446777344,34.179687500,-18.615722656,57.373046875,-18.310546875,-1.831054688,-31.738281250,2.746582031,-33.874511719,-40.893554688,42.724609375,-58.593750000,-36.315917969,-26.245117188,-37.231445313
,-25.024414063,-31.433105469,-28.686523438,55.541992188,25.329589844,-26.245117188,-48.522949219,16.174316406,-53.100585938,-16.479492188,31.127929688,-16.479492188,53.405761719,-14.038085938,-0.305175781,-30.822753906,0.000000000,-39.672851563,-39.367675781,42.114257813,-60.729980469,-41.198730469,-25.329589844,-38.146972656
,-25.634765625,-28.076171875,-28.686523438,50.964355469,34.790039063,-28.381347656,-52.795410156,12.512207031,-49.133300781,-11.901855469,28.686523438,-14.953613281,51.879882813,-10.681152344,1.220703125,-30.517578125,-2.746582031,-43.640136719,-37.536621094,39.978027344,-61.645507813,-45.776367188,-23.498535156,-37.231445313
,-25.634765625,-24.414062500,-27.770996094,47.302246094,43.640136719,-29.907226563,-56.762695313,9.155273438,-44.860839844,-7.629394531,27.160644531,-14.343261719,51.574707031,-8.544921875,2.746582031,-31.738281250,-6.103515625,-46.081542969,-36.315917969,35.705566406,-61.035156250,-48.217773438,-20.751953125,-36.315917969
,-25.024414063,-20.141601563,-25.939941406,44.555664063,50.048828125,-30.822753906,-60.119628906,4.577636719,-39.978027344,-3.051757813,25.024414063,-13.732910156,51.269531250,-6.713867188,3.356933594,-32.958984375,-10.986328125,-46.997070313,-35.705566406,32.348632813,-59.204101563,-49.133300781,-17.700195313,-35.705566406
,-23.193359375,-15.563964844,-23.498535156,42.114257813,54.931640625,-32.958984375,-61.950683594,-0.305175781,-35.705566406,0.610351563,22.583007813,-13.732910156,49.743652344,-5.187988281,3.051757813,-34.790039063,-16.174316406,-46.997070313,-35.705566406,29.907226563,-57.067871094,-49.133300781,-14.038085938,-34.790039063
,-20.141601563,-10.986328125,-20.751953125,39.978027344,58.593750000,-35.705566406,-61.645507813,-6.408691406,-31.433105469,3.662109375,19.836425781,-14.343261719,46.691894531,-3.967285156,1.525878906,-35.705566406,-21.667480469,-46.997070313,-35.400390625,28.076171875,-54.626464844,-47.607421875,-10.986328125,-34.179687500
,-16.784667969,-7.019042969,-18.005371094,37.536621094,61.035156250,-40.588378906,-60.424804688,-13.427734375,-27.770996094,6.408691406,17.089843750,-15.258789063,43.029785156,-2.746582031,0.305175781,-35.400390625,-26.550292969,-46.997070313,-35.095214844,27.160644531,-51.879882813,-46.691894531,-7.324218750,-32.958984375
,-12.207031250,-3.356933594,-14.648437500,33.874511719,63.171386719,-45.471191406,-57.983398438,-19.226074219,-25.329589844,8.239746094,14.953613281,-16.479492188,39.978027344,-1.831054688,0.305175781,-35.095214844,-31.127929688,-46.691894531,-33.874511719,25.634765625,-48.828125000,-44.860839844,-3.967285156,-30.822753906
,-7.629394531,-1.220703125,-11.291503906,30.822753906,63.781738281,-48.522949219,-54.626464844,-24.719238281,-23.498535156,10.070800781,13.122558594,-17.089843750,37.536621094,-0.915527344,3.356933594,-35.095214844,-36.010742188,-46.691894531,-31.738281250,23.193359375,-45.776367188,-42.419433594,-0.610351563,-28.076171875
,-2.441406250,0.000000000,-7.324218750,26.855468750,62.561035156,-50.048828125,-50.964355469,-29.602050781,-23.193359375,10.986328125,10.681152344,-17.700195313,35.705566406,0.000000000,9.460449219,-37.231445313,-41.198730469,-46.081542969,-28.686523438,20.446777344,-42.724609375,-39.367675781,1.831054688,-25.024414063
,2.136230469,1.220703125,-2.136230469,22.888183594,60.424804688,-49.743652344,-45.776367188,-33.569335938,-23.803710938,11.901855469,7.629394531,-18.615722656,34.179687500,0.000000000,18.005371094,-40.588378906,-47.607421875,-46.081542969,-25.024414063,16.784667969,-39.978027344,-35.400390625,3.662109375,-21.972656250
,5.798339844,2.136230469,2.136230469,19.531250000,57.067871094,-49.133300781,-39.672851563,-38.146972656,-25.024414063,12.817382813,3.051757813,-20.751953125,32.043457031,0.000000000,27.770996094,-43.640136719,-54.016113281,-46.081542969,-20.446777344,13.122558594,-38.146972656,-31.738281250,5.187988281,-18.615722656
,9.460449219,3.356933594,6.103515625,14.953613281,53.405761719,-49.133300781,-33.569335938,-42.114257813,-26.855468750,13.427734375,-2.441406250,-24.719238281,29.907226563,-0.915527344,37.231445313,-45.471191406,-59.814453125,-45.776367188,-16.479492188,9.765625000,-36.926269531,-28.381347656,6.408691406,-15.258789063
,11.901855469,4.577636719,9.155273438,9.765625000,49.438476563,-49.438476563,-27.465820313,-46.386718750,-28.991699219,14.953613281,-7.629394531,-28.991699219,27.465820313,-1.525878906,45.166015625,-45.166015625,-64.392089844,-45.166015625,-12.207031250,6.103515625,-36.010742188,-26.550292969,7.019042969,-10.986328125
,14.343261719,6.103515625,10.681152344,3.662109375,45.471191406,-49.743652344,-22.277832031,-50.354003906,-30.517578125,17.089843750,-13.122558594,-32.653808594,24.719238281,-0.915527344,51.574707031,-43.640136719,-67.749023438,-43.334960938,-8.544921875,1.831054688,-35.705566406,-25.329589844,7.629394531,-6.713867188
,16.174316406,7.019042969,10.986328125,-3.356933594,41.809082031,-49.743652344,-18.920898438,-53.405761719,-31.433105469,18.005371094,-18.310546875,-34.484863281,21.667480469,2.441406250,56.152343750,-42.419433594,-69.274902344,-40.893554688,-5.187988281,-3.356933594,-35.705566406,-24.719238281,7.629394531,-2.746582031
,17.700195313,7.934570313,11.596679688,-10.070800781,39.367675781,-49.133300781,-16.784667969,-55.541992188,-32.043457031,18.310546875,-23.498535156,-34.790039063,18.615722656,8.850097656,59.204101563,-41.809082031,-69.580078125,-38.452148438,-2.136230469,-9.765625000,-35.705566406,-25.329589844,7.934570313,0.305175781
,18.615722656,8.544921875,12.207031250,-16.784667969,37.841796875,-47.607421875,-15.869140625,-56.152343750,-32.958984375,18.005371094,-28.381347656,-34.179687500,15.258789063,17.089843750,61.340332031,-41.503906250,-69.580078125,-36.315917969,0.000000000,-16.479492188,-36.315917969,-26.245117188,8.544921875,2.746582031
,19.836425781,9.155273438,13.427734375,-22.583007813,36.315917969,-45.776367188,-15.869140625,-55.541992188,-34.790039063,18.310546875,-33.569335938,-33.874511719,10.681152344,26.550292969,62.255859375,-41.198730469,-68.359375000,-34.790039063,1.525878906,-23.498535156,-36.315917969,-27.465820313,9.155273438,4.577636719
,20.446777344,10.681152344,15.258789063,-27.160644531,33.874511719,-43.334960938,-16.174316406,-54.626464844,-38.146972656,20.751953125,-38.452148438,-33.874511719,6.103515625,35.705566406,62.561035156,-40.588378906,-67.138671875,-33.569335938,2.136230469,-29.602050781,-35.705566406,-28.991699219,9.155273438,5.493164063
,21.972656250,13.427734375,17.395019531,-31.127929688,30.517578125,-40.893554688,-17.395019531,-52.795410156,-40.588378906,25.939941406,-43.029785156,-33.569335938,0.610351563,43.334960938,61.645507813,-38.757324219,-65.307617188,-33.264160156,2.136230469,-35.095214844,-34.484863281,-29.907226563,7.629394531,6.103515625
,23.498535156,18.310546875,19.226074219,-34.790039063,26.550292969,-37.841796875,-19.531250000,-50.048828125,-42.114257813,33.569335938,-47.607421875,-33.264160156,-4.577636719,50.048828125,59.204101563,-36.926269531,-61.645507813,-33.264160156,1.831054688,-39.978027344,-33.874511719,-30.212402344,5.493164063,6.408691406
,24.414062500,25.634765625,20.141601563,-38.146972656,22.583007813,-34.484863281,-21.667480469,-46.386718750,-42.114257813,42.419433594,-51.269531250,-32.348632813,-9.765625000,54.931640625,56.152343750,-34.179687500,-57.678222656,-33.874511719,1.525878906,-44.555664063,-34.179687500,-30.517578125,4.577636719,6.408691406
,25.634765625,33.569335938,20.141601563,-41.809082031,19.531250000,-30.212402344,-23.498535156,-40.893554688,-40.283203125,51.269531250,-53.710937500,-31.127929688,-15.869140625,58.593750000,52.490234375,-31.127929688,-53.710937500,-35.400390625,2.136230469,-49.133300781,-36.010742188,-30.517578125,4.882812500,7.019042969
