Test Name,H-Reflex Inc-Dec
Test Item,Left M-max
Patient Name,"week5  s2812mytb"
Patient ID,
Test Date,8/6/2019
Trace Label,"Tr 1 : 32 mA","Tr 2 : 55 mA","Tr 3 : 55 mA","Tr 4 : 63 mA","Tr 5 : 63 mA","Tr 6 : 63 mA","Tr 7 : 63 mA","Tr 8 : 73 mA","Tr 9 : 81 mA","Tr 10 : 81 mA","Tr 11 : 91 mA","Tr 12 : 91 mA","Tr 13 : 95 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),9047.241210938,3730.468750000,3416.442871094,9873.657226563,3683.776855469,9770.202636719,8302.307128906,4638.671875000,5235.595703125,2980.346679688,9470.214843750,3418.884277344,9561.157226563
,10.070800781,-21.667480469,11.291503906,92.468261719,-49.133300781,-27.770996094,-64.086914063,-68.054199219,64.697265625,-13.122558594,-79.040527344,-105.590820313,-20.751953125
,10.681152344,-16.174316406,13.122558594,93.688964844,-48.828125000,-29.602050781,-66.833496094,-71.411132813,69.885253906,-20.141601563,-74.462890625,-95.825195313,-21.057128906
,11.291503906,-9.765625000,14.343261719,92.773437500,-49.743652344,-30.822753906,-69.274902344,-73.242187500,73.547363281,-26.855468750,-69.885253906,-87.585449219,-21.972656250
,12.512207031,-2.746582031,15.563964844,89.111328125,-51.574707031,-32.043457031,-72.326660156,-74.462890625,75.378417969,-33.264160156,-65.307617188,-80.871582031,-23.193359375
,14.648437500,3.662109375,17.089843750,83.923339844,-53.405761719,-32.653808594,-75.073242188,-74.462890625,74.462890625,-39.672851563,-61.340332031,-75.988769531,-23.803710938
,17.395019531,9.765625000,18.615722656,77.209472656,-54.626464844,-32.958984375,-78.125000000,-73.547363281,71.411132813,-46.691894531,-58.288574219,-71.411132813,-23.193359375
,20.141601563,14.953613281,20.141601563,69.580078125,-53.405761719,-32.348632813,-79.650878906,-72.021484375,67.443847656,-53.710937500,-55.541992188,-66.528320313,-21.362304688
,22.277832031,17.700195313,21.362304688,63.171386719,-48.217773438,-31.433105469,-79.345703125,-69.885253906,62.561035156,-60.729980469,-53.710937500,-60.424804688,-18.005371094
,22.888183594,19.531250000,20.751953125,57.373046875,-38.452148438,-30.212402344,-78.430175781,-66.223144531,57.373046875,-66.528320313,-51.879882813,-52.795410156,-13.732910156
,22.583007813,20.141601563,20.141601563,53.100585938,-23.498535156,-28.381347656,-75.073242188,-61.950683594,52.490234375,-72.021484375,-50.048828125,-45.166015625,-8.239746094
,22.277832031,20.751953125,19.226074219,49.743652344,-5.798339844,-26.245117188,-71.105957031,-57.373046875,47.912597656,-76.904296875,-48.522949219,-37.231445313,-2.441406250
,23.498535156,21.972656250,20.446777344,46.081542969,12.512207031,-23.803710938,-66.833496094,-51.879882813,44.250488281,-81.176757813,-47.912597656,-29.907226563,3.051757813
,27.160644531,23.498535156,25.024414063,42.114257813,29.602050781,-20.446777344,-61.340332031,-46.997070313,41.809082031,-85.754394531,-47.912597656,-24.719238281,7.324218750
,34.179687500,25.024414063,32.348632813,37.231445313,43.640136719,-16.784667969,-56.457519531,-42.114257813,39.367675781,-89.721679688,-49.133300781,-22.583007813,10.375976563
,43.334960938,26.245117188,42.724609375,32.043457031,54.321289063,-12.512207031,-52.795410156,-36.621093750,36.926269531,-93.688964844,-50.659179688,-23.498535156,11.596679688
,53.710937500,27.465820313,53.710937500,26.550292969,62.255859375,-7.324218750,-49.438476563,-31.738281250,33.569335938,-97.961425781,-51.269531250,-27.160644531,11.291503906
,64.392089844,27.770996094,64.086914063,21.362304688,67.749023438,-2.441406250,-47.302246094,-26.245117188,29.602050781,-102.233886719,-51.879882813,-31.738281250,10.070800781
,73.242187500,26.855468750,73.547363281,17.089843750,70.495605469,1.220703125,-45.471191406,-21.667480469,25.939941406,-105.895996094,-51.879882813,-35.095214844,8.239746094
,80.566406250,25.329589844,80.871582031,13.732910156,71.105957031,4.577636719,-43.640136719,-18.310546875,22.277832031,-108.032226563,-51.574707031,-36.621093750,6.103515625
,86.059570313,23.498535156,86.975097656,11.291503906,68.664550781,6.713867188,-41.503906250,-15.563964844,19.226074219,-108.032226563,-51.269531250,-36.010742188,3.662109375
,89.721679688,23.803710938,91.552734375,9.155273438,63.781738281,8.239746094,-39.367675781,-13.732910156,16.479492188,-105.285644531,-51.269531250,-33.569335938,0.610351563
,92.773437500,26.245117188,95.214843750,7.324218750,57.067871094,9.155273438,-37.231445313,-12.817382813,13.122558594,-101.013183594,-51.879882813,-30.517578125,-2.441406250
,93.994140625,32.348632813,97.656250000,4.882812500,48.828125000,9.155273438,-35.095214844,-11.901855469,10.070800781,-94.604492188,-51.879882813,-28.076171875,-4.272460938
,93.383789063,40.893554688,97.656250000,2.136230469,40.588378906,9.460449219,-33.264160156,-11.291503906,6.408691406,-87.585449219,-51.574707031,-26.550292969,-3.967285156
,90.942382813,50.659179688,96.130371094,-1.525878906,33.569335938,9.460449219,-32.348632813,-9.460449219,2.441406250,-80.566406250,-50.354003906,-26.550292969,-0.305175781
,86.669921875,60.729980469,92.773437500,-6.408691406,27.770996094,10.375976563,-30.822753906,-7.019042969,-1.220703125,-73.547363281,-48.217773438,-27.465820313,5.798339844
,81.176757813,68.969726563,87.890625000,-11.901855469,23.803710938,11.291503906,-29.907226563,-4.577636719,-6.103515625,-66.833496094,-46.691894531,-28.991699219,15.258789063
,75.683593750,75.378417969,82.397460938,-18.615722656,20.141601563,12.207031250,-28.991699219,-2.136230469,-12.207031250,-60.424804688,-45.776367188,-31.738281250,25.634765625
,70.495605469,79.650878906,76.599121094,-25.024414063,16.174316406,12.207031250,-28.991699219,-1.525878906,-19.531250000,-54.931640625,-45.776367188,-34.484863281,36.010742188
,66.528320313,82.702636719,70.800781250,-32.043457031,12.512207031,11.291503906,-30.212402344,-1.831054688,-28.076171875,-50.048828125,-46.997070313,-37.841796875,46.081542969
,64.392089844,84.228515625,66.833496094,-38.757324219,8.239746094,10.375976563,-32.653808594,-2.441406250,-36.926269531,-45.776367188,-47.302246094,-39.978027344,54.016113281
,63.476562500,85.144042969,63.781738281,-45.471191406,4.577636719,10.681152344,-36.315917969,-2.746582031,-45.776367188,-41.809082031,-46.386718750,-40.588378906,60.729980469
,62.866210938,84.533691406,60.729980469,-51.879882813,2.136230469,13.732910156,-39.367675781,-0.915527344,-54.016113281,-38.146972656,-42.419433594,-40.588378906,65.917968750
,60.729980469,82.702636719,58.288574219,-57.678222656,0.000000000,20.141601563,-42.114257813,3.356933594,-61.035156250,-34.484863281,-36.010742188,-39.062500000,69.580078125
,57.678222656,79.345703125,54.626464844,-63.476562500,-0.915527344,29.602050781,-43.334960938,11.291503906,-67.443847656,-31.738281250,-27.465820313,-36.926269531,71.716308594
,53.405761719,74.462890625,50.964355469,-69.274902344,-1.831054688,41.198730469,-43.640136719,22.277832031,-72.631835938,-29.907226563,-18.920898438,-34.790039063,72.326660156
,49.438476563,68.359375000,47.607421875,-75.073242188,-3.967285156,53.405761719,-43.334960938,34.484863281,-76.904296875,-28.381347656,-11.901855469,-32.348632813,70.495605469
,46.386718750,62.255859375,44.250488281,-80.566406250,-7.019042969,64.697265625,-42.419433594,46.691894531,-81.787109375,-27.465820313,-7.019042969,-30.517578125,67.443847656
,43.640136719,56.152343750,41.503906250,-85.144042969,-11.596679688,73.852539063,-41.198730469,57.067871094,-85.754394531,-26.855468750,-4.577636719,-29.602050781,63.476562500
,40.893554688,51.879882813,38.757324219,-87.585449219,-16.479492188,80.566406250,-40.588378906,65.307617188,-89.416503906,-26.855468750,-4.272460938,-29.296875000,58.898925781
,37.536621094,48.217773438,35.400390625,-87.585449219,-21.972656250,84.838867188,-39.672851563,71.716308594,-92.773437500,-27.465820313,-5.493164063,-28.686523438,54.016113281
,33.264160156,45.471191406,32.043457031,-85.144042969,-28.076171875,88.195800781,-38.146972656,76.293945313,-93.383789063,-28.686523438,-8.239746094,-28.076171875,49.133300781
,28.381347656,43.029785156,27.770996094,-79.956054688,-34.790039063,90.637207031,-36.315917969,79.956054688,-92.468261719,-30.822753906,-12.207031250,-27.160644531,46.081542969
,22.888183594,40.283203125,22.888183594,-73.242187500,-43.029785156,91.857910156,-33.569335938,81.787109375,-89.721679688,-33.264160156,-16.479492188,-26.245117188,43.640136719
,17.089843750,38.146972656,17.395019531,-65.002441406,-51.879882813,91.857910156,-29.602050781,82.092285156,-85.144042969,-35.705566406,-18.920898438,-26.550292969,42.114257813
,11.291503906,36.621093750,10.986328125,-56.457519531,-60.729980469,90.026855469,-25.329589844,80.261230469,-80.261230469,-38.757324219,-19.226074219,-28.076171875,39.978027344
,4.577636719,35.095214844,3.662109375,-47.912597656,-68.969726563,86.669921875,-20.446777344,77.209472656,-74.462890625,-40.893554688,-16.479492188,-30.212402344,36.621093750
,-2.136230469,34.484863281,-3.967285156,-39.672851563,-76.599121094,82.397460938,-14.953613281,72.326660156,-68.359375000,-43.334960938,-10.375976563,-33.264160156,32.653808594
,-9.765625000,33.569335938,-12.817382813,-33.264160156,-83.007812500,77.209472656,-10.375976563,67.138671875,-61.950683594,-45.471191406,-1.220703125,-36.010742188,28.076171875
,-17.395019531,32.958984375,-21.362304688,-28.076171875,-88.500976563,72.021484375,-6.103515625,61.950683594,-55.541992188,-47.607421875,10.375976563,-36.315917969,24.108886719
,-25.329589844,31.433105469,-29.296875000,-23.803710938,-93.078613281,68.054199219,-2.441406250,57.067871094,-49.743652344,-49.133300781,24.414062500,-33.569335938,20.141601563
,-33.264160156,28.991699219,-36.315917969,-21.057128906,-97.045898438,65.612792969,0.305175781,54.321289063,-44.860839844,-50.048828125,37.231445313,-26.855468750,16.784667969
,-40.588378906,25.634765625,-42.724609375,-18.920898438,-101.013183594,63.476562500,2.746582031,52.490234375,-40.283203125,-49.438476563,46.691894531,-16.174316406,13.122558594
,-47.302246094,21.362304688,-48.217773438,-17.089843750,-104.064941406,61.645507813,3.967285156,50.964355469,-36.621093750,-47.607421875,50.964355469,-3.051757813,9.155273438
,-52.795410156,16.174316406,-53.100585938,-16.174316406,-106.506347656,58.898925781,4.882812500,48.828125000,-32.958984375,-44.860839844,50.964355469,9.460449219,5.187988281
,-57.678222656,9.765625000,-57.983398438,-15.563964844,-107.727050781,55.541992188,4.882812500,46.081542969,-30.212402344,-41.809082031,48.522949219,20.141601563,0.305175781
,-62.255859375,1.525878906,-62.866210938,-15.563964844,-107.116699219,51.879882813,5.187988281,42.724609375,-28.076171875,-37.841796875,46.081542969,28.076171875,-4.882812500
,-67.443847656,-7.629394531,-67.443847656,-15.869140625,-104.980468750,48.522949219,6.713867188,39.062500000,-25.939941406,-33.264160156,43.945312500,32.958984375,-10.070800781
,-72.631835938,-17.700195313,-70.800781250,-15.869140625,-101.013183594,45.166015625,8.239746094,35.400390625,-24.719238281,-28.381347656,42.114257813,36.315917969,-16.174316406
,-76.904296875,-27.770996094,-73.242187500,-15.869140625,-95.520019531,42.419433594,9.765625000,32.348632813,-23.498535156,-23.498535156,39.672851563,38.757324219,-23.498535156
,-80.261230469,-36.926269531,-73.852539063,-16.174316406,-88.806152344,40.588378906,10.070800781,29.602050781,-22.583007813,-18.615722656,36.621093750,40.588378906,-31.738281250
,-80.871582031,-44.555664063,-73.547363281,-17.089843750,-81.481933594,38.757324219,9.460449219,26.855468750,-22.583007813,-14.648437500,33.874511719,42.114257813,-40.893554688
,-79.650878906,-50.659179688,-72.326660156,-19.226074219,-74.157714844,36.315917969,8.850097656,24.108886719,-23.193359375,-11.596679688,31.738281250,42.419433594,-49.743652344
,-76.293945313,-55.236816406,-70.190429688,-21.972656250,-67.749023438,33.874511719,8.850097656,20.141601563,-24.719238281,-9.155273438,31.127929688,42.724609375,-57.373046875
,-71.716308594,-59.814453125,-67.138671875,-24.719238281,-61.340332031,30.517578125,11.901855469,15.869140625,-27.465820313,-7.934570313,31.433105469,42.114257813,-64.697265625
,-66.833496094,-64.086914063,-62.866210938,-27.770996094,-55.847167969,26.855468750,18.005371094,11.291503906,-30.212402344,-7.019042969,32.653808594,41.503906250,-70.495605469
,-61.645507813,-68.969726563,-57.373046875,-29.602050781,-51.269531250,22.583007813,27.160644531,6.103515625,-33.264160156,-6.103515625,34.790039063,40.893554688,-75.988769531
,-56.457519531,-73.852539063,-50.964355469,-30.822753906,-46.691894531,16.479492188,38.757324219,0.610351563,-35.705566406,-4.882812500,36.621093750,39.978027344,-80.871582031
,-50.964355469,-77.819824219,-44.555664063,-31.433105469,-43.029785156,9.155273438,51.574707031,-6.408691406,-37.536621094,-3.051757813,38.452148438,40.283203125,-85.449218750
,-44.860839844,-80.566406250,-38.757324219,-31.738281250,-39.367675781,0.305175781,62.866210938,-14.648437500,-38.757324219,-1.220703125,39.672851563,40.893554688,-90.026855469
,-38.146972656,-81.176757813,-33.264160156,-31.738281250,-35.705566406,-8.239746094,71.716308594,-23.498535156,-39.062500000,0.000000000,40.893554688,40.893554688,-93.688964844
,-31.738281250,-79.956054688,-28.381347656,-31.738281250,-33.264160156,-16.784667969,78.430175781,-32.348632813,-39.672851563,1.220703125,42.114257813,40.283203125,-97.045898438
,-25.329589844,-76.904296875,-23.193359375,-31.738281250,-31.433105469,-25.024414063,82.702636719,-40.283203125,-39.978027344,0.915527344,43.334960938,38.757324219,-99.487304688
,-19.836425781,-72.631835938,-17.089843750,-31.738281250,-30.822753906,-31.738281250,86.669921875,-47.607421875,-39.672851563,0.305175781,43.945312500,36.315917969,-99.182128906
,-14.343261719,-66.833496094,-11.291503906,-31.127929688,-30.517578125,-38.452148438,89.721679688,-53.710937500,-38.757324219,0.000000000,43.640136719,32.653808594,-97.656250000
,-10.070800781,-60.119628906,-6.408691406,-29.907226563,-30.517578125,-44.555664063,91.857910156,-58.593750000,-37.231445313,-0.610351563,42.114257813,29.296875000,-94.299316406
,-7.019042969,-53.100585938,-3.051757813,-28.076171875,-31.127929688,-49.743652344,92.163085938,-63.171386719,-34.484863281,0.915527344,39.062500000,25.329589844,-89.111328125
,-4.577636719,-46.691894531,-1.525878906,-25.939941406,-32.348632813,-54.931640625,90.637207031,-66.833496094,-31.738281250,3.967285156,35.705566406,21.057128906,-83.923339844
,-3.662109375,-41.198730469,-0.610351563,-23.498535156,-33.874511719,-58.898925781,88.500976563,-69.885253906,-28.686523438,8.239746094,32.348632813,18.005371094,-79.345703125
,-3.662109375,-37.231445313,-0.610351563,-21.667480469,-36.621093750,-61.645507813,86.364746094,-72.326660156,-26.245117188,13.122558594,29.602050781,14.953613281,-75.378417969
