Test Name,M-max Lower Leg Ampl Lines
Test Item,Left Gastroc
Patient Name,"followup  s2718tdvg"
Patient ID,
Test Date,11/19/2019
Trace Label,"Tr 1 : 0 mA : 200 탎","Tr 2 : 28 mA : 200 탎","Tr 3 : 67 mA : 200 탎","Tr 4 : 100 mA : 200 탎","Tr 5 : 100 mA : 200 탎","Tr 6 : 100 mA : 200 탎","Tr 7 : 100 mA : 200 탎","Tr 8 : 100 mA : 300 탎","Tr 9 : 100 mA : 400 탎","Tr 10 : 100 mA : 400 탎","Tr 11 : 100 mA : 400 탎","Tr 12 : 100 mA : 400 탎","Tr 13 : 100 mA : 500 탎"
,21.362304688,1037.597656250,4114.532470703,3077.697753906,3185.272216797,3479.766845703,3391.265869141,2669.525146484,3080.749511719,2817.535400391,2664.947509766,2872.467041016,2882.385253906
,23.651123047,1061.248779297,3692.626953125,2980.804443359,2726.745605469,3606.414794922,3472.900390625,2416.992187500,3182.220458984,2935.028076172,2802.276611328,2973.937988281,3077.697753906
,26.702880859,1077.270507813,3310.394287109,2886.199951172,2288.055419922,3698.730468750,3512.573242188,2221.679687500,3232.574462891,3012.084960938,2909.851074219,3028.869628906,3208.160400391
,28.991699219,1081.085205078,2974.700927734,2772.521972656,1902.008056641,3739.166259766,3498.840332031,2071.380615234,3217.315673828,3041.839599609,2985.382080078,3036.499023438,3261.566162109
,29.754638672,1072.692871094,2684.783935547,2634.429931641,1589.965820313,3710.937500000,3430.175781250,1959.228515625,3126.525878906,3021.240234375,3016.662597656,2990.722656250,3227.996826172
,29.754638672,1051.330566406,2431.488037109,2461.242675781,1355.743408203,3608.703613281,3291.320800781,1874.542236328,2955.627441406,2942.657470703,2988.433837891,2890.014648438,3109.741210938
,28.991699219,1020.812988281,2209.472656250,2248.382568359,1194.000244141,3424.835205078,3080.749511719,1804.351806641,2699.279785156,2805.328369141,2893.829345703,2725.982666016,2899.169921875
,28.228759766,983.428955078,2010.345458984,2003.479003906,1097.106933594,3157.806396484,2803.802490234,1737.213134766,2378.082275391,2600.860595703,2723.693847656,2494.049072266,2608.489990234
,28.228759766,938.415527344,1827.239990234,1732.635498047,1047.515869141,2829.742431641,2471.923828125,1666.259765625,2014.923095703,2330.017089844,2481.842041016,2204.895019531,2258.300781250
,28.991699219,886.535644531,1655.578613281,1451.110839844,1026.153564453,2460.479736328,2111.053466797,1580.047607422,1631.164550781,2007.293701172,2184.295654297,1875.305175781,1866.149902344
,29.754638672,827.026367188,1490.783691406,1168.823242188,1014.709472656,2069.091796875,1739.501953125,1471.710205078,1247.406005859,1649.475097656,1844.787597656,1522.064208984,1457.214355469
,30.517578125,759.124755859,1330.566406250,888.824462891,999.450683594,1678.466796875,1368.713378906,1340.484619141,874.328613281,1272.583007813,1480.102539063,1165.008544922,1048.278808594
,31.280517578,690.460205078,1170.349121094,611.114501953,968.170166016,1293.182373047,1010.894775391,1183.319091797,515.747070313,892.639160156,1100.158691406,814.056396484,650.024414063
,31.280517578,620.269775391,1013.183593750,330.352783203,917.816162109,917.053222656,663.757324219,1004.791259766,167.083740234,517.272949219,711.059570313,469.207763672,270.080566406
,32.043457031,554.656982422,850.677490234,42.724609375,848.388671875,551.605224609,328.063964844,805.664062500,-168.609619141,144.195556641,319.671630859,134.277343750,-90.789794922
,32.806396484,493.621826172,674.438476563,-243.377685547,763.702392578,200.653076172,8.392333984,584.411621094,-495.147705078,-218.200683594,-67.901611328,-185.394287109,-434.875488281
,32.043457031,433.349609375,482.177734375,-522.613525391,668.334960938,-134.277343750,-296.783447266,341.033935547,-814.056396484,-566.864013672,-442.504882813,-498.199462891,-765.228271484
,32.806396484,372.314453125,266.265869141,-789.642333984,563.812255859,-453.948974609,-585.937500000,77.056884766,-1117.706298828,-894.165039063,-795.745849609,-798.797607422,-1083.374023438
,33.569335938,305.938720703,29.754638672,-1039.123535156,447.845458984,-756.072998047,-854.492187500,-199.127197266,-1402.282714844,-1196.289062500,-1125.335693359,-1087.951660156,-1383.209228516
,35.095214844,230.407714844,-215.148925781,-1275.634765625,315.093994141,-1038.360595703,-1100.158691406,-482.177734375,-1663.208007813,-1469.421386719,-1425.170898438,-1363.372802734,-1657.104492188
,38.146972656,145.721435547,-468.444824219,-1498.413085938,161.743164063,-1296.234130859,-1321.411132813,-762.176513672,-1890.563964844,-1710.510253906,-1692.199707031,-1614.379882813,-1898.193359375
,40.435791016,52.642822266,-721.740722656,-1709.747314453,-6.866455078,-1522.827148438,-1519.012451172,-1035.308837891,-2086.639404297,-1924.896240234,-1929.473876953,-1839.447021484,-2108.001708984
,42.724609375,-43.487548828,-967.407226563,-1905.059814453,-186.920166016,-1720.428466797,-1695.251464844,-1294.708251953,-2254.486083984,-2112.579345703,-2135.467529297,-2033.996582031,-2285.766601563
,42.724609375,-140.380859375,-1206.207275391,-2081.298828125,-367.736816406,-1892.852783203,-1853.942871094,-1539.611816406,-2398.681640625,-2277.374267578,-2313.995361328,-2202.606201172,-2440.643310547
,42.724609375,-234.222412109,-1432.037353516,-2242.279052734,-540.924072266,-2045.440673828,-1998.901367188,-1763.916015625,-2528.381347656,-2426.910400391,-2468.109130859,-2351.379394531,-2578.735351563
,41.198730469,-320.434570313,-1641.082763672,-2381.134033203,-705.718994141,-2185.058593750,-2133.178710938,-1964.569091797,-2645.874023438,-2558.135986328,-2600.860595703,-2481.079101563,-2700.042724609
,38.909912109,-401.306152344,-1829.528808594,-2498.626708984,-859.069824219,-2310.180664063,-2257.537841797,-2141.571044922,-2750.396728516,-2669.525146484,-2713.775634766,-2593.994140625,-2809.143066406
,38.909912109,-476.074218750,-1997.375488281,-2598.571777344,-999.450683594,-2422.332763672,-2371.978759766,-2291.870117188,-2847.290039063,-2760.314941406,-2805.328369141,-2692.413330078,-2905.273437500
,38.909912109,-544.738769531,-2138.519287109,-2678.680419922,-1129.913330078,-2521.514892578,-2472.686767578,-2419.281005859,-2930.450439453,-2829.742431641,-2878.570556641,-2773.284912109,-2986.907958984
,40.435791016,-608.825683594,-2253.723144531,-2742.004394531,-1247.406005859,-2605.438232422,-2556.610107422,-2527.618408203,-3001.403808594,-2878.570556641,-2935.028076172,-2839.660644531,-3052.520751953
,40.435791016,-666.809082031,-2346.038818359,-2792.358398438,-1352.691650391,-2674.102783203,-2624.511718750,-2618.408203125,-3060.150146484,-2911.376953125,-2973.175048828,-2893.829345703,-3100.585937500
,40.435791016,-717.163085938,-2413.940429688,-2825.164794922,-1448.059082031,-2726.745605469,-2674.865722656,-2695.465087891,-3099.060058594,-2930.450439453,-3000.640869141,-2932.739257813,-3129.577636719
,40.435791016,-759.887695313,-2460.479736328,-2839.660644531,-1530.456542969,-2761.840820313,-2706.909179688,-2756.500244141,-3118.133544922,-2936.553955078,-3014.373779297,-2960.968017578,-3141.021728516
,41.961669922,-794.219970703,-2488.708496094,-2837.371826172,-1600.646972656,-2779.388427734,-2720.642089844,-2801.513671875,-3116.607666016,-2928.924560547,-3013.610839844,-2974.700927734,-3135.681152344
,43.487548828,-820.159912109,-2501.678466797,-2818.298339844,-1657.104492188,-2780.914306641,-2719.116210938,-2828.979492188,-3092.956542969,-2906.036376953,-2998.352050781,-2976.226806641,-3115.844726563
,45.013427734,-842.285156250,-2501.678466797,-2787.017822266,-1696.777343750,-2767.944335938,-2703.857421875,-2838.897705078,-3057.098388672,-2870.941162109,-2966.308593750,-2968.597412109,-3086.090087891
,45.013427734,-858.306884766,-2491.760253906,-2746.582031250,-1723.480224609,-2741.241455078,-2678.680419922,-2835.845947266,-3013.610839844,-2825.927734375,-2922.821044922,-2947.235107422,-3051.757812500
,42.724609375,-870.513916016,-2471.923828125,-2696.990966797,-1735.687255859,-2705.383300781,-2648.925781250,-2819.061279297,-2968.597412109,-2777.099609375,-2870.941162109,-2915.954589844,-3015.136718750
,41.961669922,-875.854492188,-2445.220947266,-2638.244628906,-1735.687255859,-2660.369873047,-2615.356445313,-2789.306640625,-2925.109863281,-2729.797363281,-2811.431884766,-2873.229980469,-2980.804443359
,40.435791016,-875.854492188,-2411.651611328,-2571.105957031,-1724.243164063,-2609.252929688,-2575.683593750,-2747.344970703,-2881.622314453,-2683.258056641,-2747.344970703,-2818.298339844,-2947.998046875
,38.909912109,-871.276855469,-2370.452880859,-2496.337890625,-1699.829101563,-2551.269531250,-2530.670166016,-2690.124511719,-2837.371826172,-2638.244628906,-2674.865722656,-2755.737304688,-2914.428710938
,38.146972656,-859.832763672,-2320.098876953,-2414.703369141,-1665.496826172,-2486.419677734,-2477.264404297,-2620.697021484,-2788.543701172,-2592.468261719,-2598.571777344,-2687.835693359,-2876.281738281
,35.095214844,-846.862792969,-2261.352539063,-2325.439453125,-1620.483398438,-2416.229248047,-2413.940429688,-2541.351318359,-2734.375000000,-2542.877197266,-2517.700195313,-2613.830566406,-2828.979492188
,32.806396484,-831.604003906,-2191.162109375,-2230.834960938,-1568.603515625,-2341.461181641,-2342.224121094,-2453.613281250,-2671.051025391,-2485.656738281,-2433.776855469,-2537.536621094,-2767.944335938
,31.280517578,-812.530517578,-2111.816406250,-2130.889892578,-1511.383056641,-2262.115478516,-2264.404296875,-2357.482910156,-2596.282958984,-2420.806884766,-2347.564697266,-2457.427978516,-2693.176269531
,29.754638672,-794.219970703,-2025.604248047,-2027.893066406,-1448.822021484,-2179.718017578,-2181.243896484,-2254.486083984,-2509.307861328,-2345.275878906,-2258.300781250,-2371.978759766,-2602.386474609
,31.280517578,-772.094726563,-1934.051513672,-1924.896240234,-1382.446289063,-2091.979980469,-2095.794677734,-2146.911621094,-2408.599853516,-2259.063720703,-2165.985107422,-2283.477783203,-2500.152587891
,32.806396484,-748.443603516,-1839.447021484,-1823.425292969,-1313.781738281,-1997.375488281,-2006.530761719,-2037.048339844,-2297.973632813,-2163.696289063,-2072.906494141,-2191.162109375,-2389.526367188
,35.095214844,-721.740722656,-1744.842529297,-1722.717285156,-1242.065429688,-1896.667480469,-1912.689208984,-1928.710937500,-2182.769775391,-2058.410644531,-1979.064941406,-2095.794677734,-2275.085449219
,37.384033203,-691.986083984,-1652.526855469,-1624.298095703,-1171.112060547,-1793.670654297,-1812.744140625,-1824.951171875,-2065.277099609,-1948.547363281,-1884.460449219,-2000.427246094,-2162.933349609
,39.672851563,-659.942626953,-1564.788818359,-1529.693603516,-1099.395751953,-1687.622070313,-1708.221435547,-1723.480224609,-1948.547363281,-1839.447021484,-1790.618896484,-1908.111572266,-2055.358886719
,40.435791016,-626.373291016,-1480.102539063,-1436.614990234,-1029.205322266,-1585.388183594,-1601.409912109,-1623.535156250,-1836.395263672,-1731.872558594,-1697.540283203,-1818.847656250,-1953.887939453
,41.961669922,-592.803955078,-1399.993896484,-1346.588134766,-962.066650391,-1486.968994141,-1495.361328125,-1525.115966797,-1731.109619141,-1628.875732422,-1610.565185547,-1733.398437500,-1860.809326172
,41.198730469,-559.234619141,-1321.411132813,-1258.087158203,-895.690917969,-1392.364501953,-1393.127441406,-1429.748535156,-1634.216308594,-1531.219482422,-1528.930664063,-1651.000976563,-1776.123046875
,41.961669922,-526.428222656,-1244.354248047,-1173.400878906,-832.366943359,-1305.389404297,-1297.760009766,-1340.484619141,-1548.004150391,-1438.140869141,-1454.162597656,-1570.892333984,-1696.777343750
,41.961669922,-493.621826172,-1172.637939453,-1097.106933594,-772.094726563,-1227.569580078,-1212.310791016,-1258.850097656,-1472.473144531,-1352.691650391,-1386.260986328,-1493.835449219,-1626.586914063
,41.198730469,-463.104248047,-1103.210449219,-1033.020019531,-713.348388672,-1158.142089844,-1136.779785156,-1186.370849609,-1406.860351563,-1279.449462891,-1321.411132813,-1424.407958984,-1564.788818359
,40.435791016,-434.875488281,-1039.886474609,-983.428955078,-657.653808594,-1100.158691406,-1072.692871094,-1126.098632813,-1350.402832031,-1219.177246094,-1259.613037109,-1366.424560547,-1509.857177734
,38.909912109,-408.172607422,-980.377197266,-947.570800781,-605.773925781,-1052.093505859,-1019.287109375,-1076.507568359,-1302.337646484,-1174.926757813,-1203.155517578,-1319.885253906,-1460.266113281
,38.909912109,-383.758544922,-928.497314453,-922.393798828,-561.523437500,-1010.894775391,-972.747802734,-1038.360595703,-1257.324218750,-1142.883300781,-1152.038574219,-1284.790039063,-1409.912109375
,38.909912109,-359.344482422,-885.009765625,-902.557373047,-527.954101563,-976.562500000,-931.549072266,-1008.605957031,-1213.073730469,-1117.706298828,-1108.551025391,-1257.324218750,-1358.032226563
,38.146972656,-336.456298828,-852.203369141,-885.772705078,-507.354736328,-949.859619141,-894.927978516,-982.666015625,-1168.060302734,-1094.818115234,-1071.929931641,-1229.858398438,-1303.100585938
,37.384033203,-313.568115234,-829.315185547,-871.276855469,-499.725341797,-927.734375000,-862.121582031,-957.489013672,-1121.520996094,-1070.404052734,-1038.360595703,-1200.866699219,-1246.643066406
,34.332275391,-292.968750000,-810.241699219,-859.069824219,-499.725341797,-909.423828125,-833.129882813,-933.837890625,-1076.507568359,-1045.227050781,-1010.131835938,-1168.060302734,-1191.711425781
,30.517578125,-275.421142578,-794.219970703,-847.625732422,-502.777099609,-894.927978516,-809.478759766,-909.423828125,-1036.071777344,-1019.287109375,-986.480712891,-1130.676269531,-1139.831542969
,26.702880859,-259.399414063,-776.672363281,-837.707519531,-502.777099609,-879.669189453,-788.116455078,-885.772705078,-1000.213623047,-992.584228516,-966.644287109,-1090.240478516,-1091.003417969
,22.125244141,-245.666503906,-756.072998047,-827.789306641,-496.673583984,-862.884521484,-769.042968750,-862.121582031,-969.696044922,-965.118408203,-949.859619141,-1045.989990234,-1046.752929688
,18.310546875,-233.459472656,-732.421875000,-816.345214844,-485.229492188,-845.336914063,-749.969482422,-836.944580078,-942.993164063,-936.889648438,-933.837890625,-1002.502441406,-1008.605957031
,15.258789063,-222.778320313,-704.193115234,-803.375244141,-471.496582031,-823.211669922,-731.658935547,-808.715820313,-917.053222656,-907.135009766,-916.290283203,-957.489013672,-976.562500000
,12.207031250,-213.623046875,-672.912597656,-788.879394531,-456.237792969,-797.271728516,-714.111328125,-780.487060547,-892.639160156,-875.091552734,-895.690917969,-915.527343750,-949.096679688
,11.444091797,-205.230712891,-640.869140625,-773.620605469,-444.793701172,-771.331787109,-698.089599609,-753.021240234,-868.225097656,-843.048095703,-872.039794922,-877.380371094,-924.682617188
,10.681152344,-197.601318359,-609.588623047,-756.072998047,-437.927246094,-743.865966797,-683.593750000,-728.607177734,-843.811035156,-811.767578125,-846.099853516,-841.522216797,-901.031494141
,10.681152344,-191.497802734,-579.833984375,-736.999511719,-435.638427734,-716.400146484,-670.623779297,-709.533691406,-820.159912109,-782.775878906,-816.345214844,-811.767578125,-878.143310547
,11.444091797,-184.631347656,-552.368164063,-714.111328125,-439.453125000,-688.934326172,-659.179687500,-694.274902344,-795.745849609,-756.835937500,-785.064697266,-785.827636719,-853.729248047
,11.444091797,-178.527832031,-527.954101563,-688.934326172,-448.608398438,-659.179687500,-648.498535156,-681.304931641,-770.568847656,-733.184814453,-752.258300781,-763.702392578,-827.789306641
,11.444091797,-173.187255859,-507.354736328,-662.231445313,-458.526611328,-629.425048828,-639.343261719,-672.149658203,-745.391845703,-712.585449219,-719.451904297,-743.865966797,-801.086425781
,13.732910156,-167.846679688,-491.333007813,-634.002685547,-469.207763672,-599.670410156,-631.713867188,-663.757324219,-719.451904297,-693.511962891,-688.171386719,-723.266601563,-777.435302734
,14.495849609,-164.794921875,-479.888916016,-605.010986328,-475.311279297,-568.389892578,-624.847412109,-658.416748047,-694.274902344,-675.201416016,-658.416748047,-702.667236328,-758.361816406
,17.547607422,-160.980224609,-470.733642578,-572.967529297,-473.785400391,-540.924072266,-617.980957031,-654.602050781,-667.572021484,-657.653808594,-629.425048828,-682.830810547,-743.865966797
,19.836425781,-157.928466797,-463.104248047,-541.687011719,-468.444824219,-513.458251953,-611.114501953,-648.498535156,-637.054443359,-637.817382813,-603.485107422,-662.994384766,-730.133056641
,20.599365234,-154.876708984,-455.474853516,-508.880615234,-458.526611328,-488.281250000,-603.485107422,-639.343261719,-604.248046875,-616.455078125,-577.545166016,-645.446777344,-714.874267578
,22.125244141,-154.113769531,-447.082519531,-476.074218750,-447.845458984,-465.393066406,-593.566894531,-625.610351563,-567.626953125,-592.803955078,-554.656982422,-627.136230469,-697.326660156
,22.888183594,-154.113769531,-440.216064453,-447.082519531,-435.638427734,-442.504882813,-580.596923828,-606.536865234,-528.717041016,-568.389892578,-534.057617188,-608.825683594,-676.727294922
,24.414062500,-155.639648438,-434.112548828,-419.616699219,-421.905517578,-421.905517578,-563.812255859,-584.411621094,-489.807128906,-545.501708984,-515.747070313,-592.803955078,-653.839111328
,26.702880859,-156.402587891,-431.823730469,-394.439697266,-405.883789063,-402.832031250,-540.924072266,-558.471679688,-452.423095703,-524.902343750,-499.725341797,-576.019287109,-628.662109375
,29.754638672,-156.402587891,-431.060791016,-372.314453125,-386.810302734,-382.232666016,-513.458251953,-527.954101563,-416.564941406,-507.354736328,-481.414794922,-560.760498047,-598.907470703
,32.043457031,-155.639648438,-431.823730469,-350.952148438,-366.210937500,-363.159179688,-480.651855469,-493.621826172,-385.284423828,-492.095947266,-457.763671875,-546.264648438,-566.101074219
,32.806396484,-153.350830078,-431.823730469,-332.641601563,-343.322753906,-341.796875000,-440.216064453,-454.711914063,-358.581542969,-476.074218750,-427.246093750,-529.479980469,-528.717041016
,32.043457031,-151.824951172,-428.771972656,-316.619873047,-317.382812500,-318.908691406,-395.202636719,-410.461425781,-337.982177734,-457.763671875,-389.862060547,-513.458251953,-489.807128906
,31.280517578,-149.536132813,-423.431396484,-301.361083984,-292.205810547,-295.257568359,-347.900390625,-362.396240234,-325.012207031,-437.164306641,-347.137451172,-498.962402344,-452.423095703
,29.754638672,-148.010253906,-415.802001953,-284.576416016,-265.502929688,-270.843505859,-299.835205078,-313.568115234,-317.382812500,-411.224365234,-303.649902344,-483.703613281,-415.802001953
,28.991699219,-145.721435547,-405.883789063,-265.502929688,-238.800048828,-247.955322266,-257.873535156,-268.554687500,-312.042236328,-382.995605469,-261.688232422,-469.207763672,-382.995605469
,29.754638672,-141.906738281,-395.202636719,-243.377685547,-212.097167969,-226.593017578,-221.252441406,-230.407714844,-306.701660156,-352.478027344,-222.778320313,-452.423095703,-354.766845703
,29.754638672,-138.854980469,-382.232666016,-220.489501953,-186.157226563,-209.045410156,-188.446044922,-201.416015625,-298.309326172,-320.434570313,-186.920166016,-431.823730469,-331.878662109
,31.280517578,-134.277343750,-369.262695313,-196.075439453,-161.743164063,-197.601318359,-161.743164063,-177.001953125,-286.865234375,-290.679931641,-158.691406250,-406.646728516,-312.805175781
,32.043457031,-128.936767578,-355.529785156,-173.950195313,-139.617919922,-192.260742188,-136.566162109,-154.876708984,-273.895263672,-261.688232422,-138.854980469,-377.655029297,-299.835205078
,30.517578125,-123.596191406,-342.559814453,-154.113769531,-119.781494141,-193.023681641,-117.492675781,-132.751464844,-264.739990234,-235.748291016,-129.699707031,-345.611572266,-289.154052734
,31.280517578,-118.255615234,-331.115722656,-137.329101563,-104.522705078,-201.416015625,-106.048583984,-110.626220703,-263.977050781,-215.911865234,-131.988525391,-314.331054688,-282.287597656
,30.517578125,-113.677978516,-321.197509766,-125.122070313,-91.552734375,-212.097167969,-100.708007813,-94.604492188,-276.184082031,-200.653076172,-142.669677734,-285.339355469,-280.761718750
,30.517578125,-108.337402344,-311.279296875,-117.492675781,-83.160400391,-227.355957031,-106.048583984,-88.500976563,-301.361083984,-192.260742188,-160.980224609,-259.399414063,-284.576416016
,31.280517578,-102.233886719,-302.886962891,-115.966796875,-78.582763672,-245.666503906,-119.018554688,-93.078613281,-335.693359375,-189.971923828,-181.579589844,-237.274169922,-294.494628906
,31.280517578,-96.893310547,-296.020507813,-119.781494141,-74.005126953,-262.451171875,-140.380859375,-108.337402344,-374.603271484,-193.023681641,-205.230712891,-222.015380859,-308.990478516
,30.517578125,-92.315673828,-288.391113281,-130.462646484,-72.479248047,-278.472900391,-170.898437500,-131.225585938,-412.750244141,-203.704833984,-228.881835938,-212.860107422,-326.538085938
,28.991699219,-87.738037109,-283.813476563,-148.773193359,-74.005126953,-291.442871094,-205.993652344,-159.454345703,-446.319580078,-219.726562500,-253.295898438,-209.808349609,-344.848632813
,28.228759766,-83.923339844,-279.998779297,-173.187255859,-80.108642578,-299.835205078,-245.666503906,-191.497802734,-473.022460938,-240.325927734,-278.472900391,-212.097167969,-363.159179688
,26.702880859,-79.345703125,-278.472900391,-202.178955078,-93.078613281,-307.464599609,-284.576416016,-225.067138672,-492.095947266,-265.502929688,-306.701660156,-217.437744141,-381.469726563
,24.414062500,-74.768066406,-279.998779297,-233.459472656,-112.152099609,-314.331054688,-318.145751953,-260.925292969,-501.251220703,-291.442871094,-334.930419922,-222.015380859,-396.728515625
,22.888183594,-69.427490234,-279.998779297,-263.977050781,-135.803222656,-321.960449219,-346.374511719,-296.783447266,-502.014160156,-318.145751953,-362.396240234,-229.644775391,-411.224365234
,19.073486328,-62.561035156,-280.761718750,-292.968750000,-161.743164063,-331.878662109,-364.685058594,-330.352783203,-493.621826172,-343.322753906,-384.521484375,-236.511230469,-425.720214844
,16.021728516,-58.746337891,-277.709960938,-318.908691406,-186.157226563,-339.508056641,-373.840332031,-360.107421875,-477.600097656,-363.159179688,-399.017333984,-243.377685547,-435.638427734
,14.495849609,-56.457519531,-270.843505859,-337.982177734,-209.045410156,-345.611572266,-372.314453125,-382.995605469,-457.000732422,-374.603271484,-405.883789063,-250.244140625,-444.030761719
,14.495849609,-53.405761719,-260.162353516,-353.240966797,-227.355957031,-345.611572266,-363.159179688,-397.491455078,-432.586669922,-376.129150391,-406.646728516,-254.058837891,-448.608398438
,16.021728516,-51.879882813,-245.666503906,-363.922119141,-242.614746094,-341.796875000,-347.900390625,-405.120849609,-408.172607422,-370.025634766,-403.594970703,-259.399414063,-448.608398438
,18.310546875,-48.828125000,-230.407714844,-370.788574219,-254.821777344,-335.693359375,-329.589843750,-405.883789063,-384.521484375,-357.818603516,-399.017333984,-263.977050781,-444.793701172
,19.073486328,-46.539306641,-215.911865234,-376.892089844,-262.451171875,-326.538085938,-311.279296875,-399.780273438,-361.633300781,-343.322753906,-391.387939453,-269.317626953,-437.927246094
,19.073486328,-45.013427734,-200.653076172,-378.417968750,-267.028808594,-316.619873047,-292.968750000,-389.099121094,-340.270996094,-328.063964844,-381.469726563,-276.184082031,-425.720214844
,18.310546875,-42.724609375,-186.157226563,-371.551513672,-269.317626953,-304.412841797,-272.369384766,-373.077392578,-319.671630859,-311.279296875,-369.262695313,-281.524658203,-411.224365234
,17.547607422,-41.198730469,-169.372558594,-358.581542969,-267.791748047,-289.154052734,-249.481201172,-352.478027344,-298.309326172,-294.494628906,-354.003906250,-286.102294922,-393.676757813
,18.310546875,-39.672851563,-150.299072266,-337.219238281,-264.739990234,-272.369384766,-225.067138672,-331.878662109,-275.421142578,-276.184082031,-337.982177734,-289.154052734,-370.788574219
,19.836425781,-37.384033203,-130.462646484,-312.042236328,-260.162353516,-252.532958984,-199.127197266,-307.464599609,-247.955322266,-252.532958984,-321.960449219,-289.154052734,-346.374511719
,22.125244141,-35.858154297,-111.389160156,-285.339355469,-253.295898438,-231.170654297,-173.187255859,-281.524658203,-216.674804688,-226.593017578,-304.412841797,-285.339355469,-318.145751953
,22.125244141,-34.332275391,-94.604492188,-257.873535156,-246.429443359,-210.571289063,-149.536132813,-254.058837891,-183.868408203,-199.127197266,-286.865234375,-278.472900391,-288.391113281
,22.125244141,-32.806396484,-78.582763672,-231.933593750,-238.037109375,-190.734863281,-125.885009766,-225.830078125,-152.587890625,-169.372558594,-267.791748047,-267.028808594,-257.110595703
,21.362304688,-32.806396484,-65.612792969,-208.282470703,-228.881835938,-174.713134766,-102.233886719,-199.127197266,-125.885009766,-142.669677734,-246.429443359,-252.532958984,-225.830078125
,22.125244141,-32.806396484,-54.168701172,-186.920166016,-218.200683594,-160.217285156,-80.871582031,-173.950195313,-106.811523438,-118.255615234,-225.067138672,-237.274169922,-196.075439453
,23.651123047,-33.569335938,-40.435791016,-168.609619141,-206.756591797,-146.484375000,-60.272216797,-151.824951172,-95.367431641,-98.419189453,-203.704833984,-222.015380859,-170.135498047
,27.465820313,-33.569335938,-28.991699219,-151.824951172,-193.786621094,-131.225585938,-41.198730469,-131.225585938,-90.789794922,-83.923339844,-181.579589844,-208.282470703,-146.484375000
,30.517578125,-31.280517578,-18.310546875,-138.092041016,-180.053710938,-112.915039063,-25.939941406,-112.152099609,-92.315673828,-73.242187500,-161.743164063,-196.838378906,-125.885009766
,32.806396484,-28.991699219,-10.681152344,-127.410888672,-164.031982422,-93.841552734,-12.969970703,-96.130371094,-96.130371094,-67.901611328,-141.906738281,-184.631347656,-107.574462891
,35.095214844,-26.702880859,-9.918212891,-118.255615234,-147.247314453,-74.768066406,-3.814697266,-83.160400391,-100.708007813,-65.612792969,-125.122070313,-172.424316406,-89.263916016
,36.621093750,-25.939941406,-14.495849609,-113.677978516,-131.225585938,-55.694580078,2.288818359,-72.479248047,-104.522705078,-64.086914063,-111.389160156,-157.928466797,-72.479248047
,36.621093750,-25.939941406,-22.888183594,-110.626220703,-116.729736328,-38.909912109,6.866455078,-65.612792969,-107.574462891,-64.849853516,-99.182128906,-142.669677734,-55.694580078
,37.384033203,-25.939941406,-33.569335938,-107.574462891,-106.048583984,-24.414062500,9.155273438,-58.746337891,-107.574462891,-61.035156250,-91.552734375,-126.647949219,-39.672851563
,35.858154297,-24.414062500,-45.013427734,-107.574462891,-96.130371094,-12.969970703,9.918212891,-51.116943359,-106.811523438,-56.457519531,-83.923339844,-109.863281250,-26.702880859
,35.095214844,-22.125244141,-53.405761719,-108.337402344,-87.738037109,-4.577636719,6.103515625,-41.961669922,-105.285644531,-49.591064453,-77.819824219,-96.130371094,-14.495849609
,34.332275391,-19.836425781,-61.035156250,-109.863281250,-78.582763672,0.000000000,1.525878906,-31.280517578,-102.996826172,-38.909912109,-73.242187500,-84.686279297,-4.577636719
,34.332275391,-19.073486328,-68.664550781,-114.440917969,-68.664550781,3.051757813,-5.340576172,-21.362304688,-103.759765625,-28.228759766,-68.664550781,-76.293945313,3.814697266
,35.095214844,-16.784667969,-74.768066406,-119.781494141,-59.509277344,4.577636719,-12.207031250,-13.732910156,-106.811523438,-18.310546875,-67.901611328,-70.953369141,12.207031250
,35.095214844,-14.495849609,-81.634521484,-125.122070313,-51.116943359,2.288818359,-19.073486328,-10.681152344,-111.389160156,-7.629394531,-69.427490234,-66.375732422,17.547607422
,35.858154297,-10.681152344,-87.738037109,-131.225585938,-42.724609375,-2.288818359,-25.939941406,-12.207031250,-118.255615234,-1.525878906,-71.716308594,-63.323974609,22.888183594
,36.621093750,-4.577636719,-93.078613281,-135.803222656,-34.332275391,-9.155273438,-33.569335938,-17.547607422,-125.122070313,1.525878906,-73.242187500,-60.272216797,25.177001953
,36.621093750,1.525878906,-95.367431641,-137.329101563,-26.702880859,-16.784667969,-39.672851563,-23.651123047,-130.462646484,2.288818359,-73.242187500,-57.983398438,25.177001953
,37.384033203,7.629394531,-95.367431641,-135.040283203,-19.836425781,-20.599365234,-46.539306641,-29.754638672,-135.803222656,-0.762939453,-70.953369141,-55.694580078,22.125244141
,37.384033203,16.021728516,-93.078613281,-127.410888672,-13.732910156,-19.836425781,-51.116943359,-33.569335938,-138.854980469,-7.629394531,-66.375732422,-51.879882813,14.495849609
,36.621093750,24.414062500,-88.500976563,-116.729736328,-9.155273438,-13.732910156,-52.642822266,-37.384033203,-140.380859375,-17.547607422,-62.561035156,-48.065185547,4.577636719
,36.621093750,33.569335938,-85.449218750,-106.048583984,-5.340576172,-5.340576172,-53.405761719,-43.487548828,-140.380859375,-28.228759766,-58.746337891,-41.198730469,-7.629394531
