Test Name,M-max Lower Leg Ampl Lines
Test Item,Left TA
Patient Name,"post  s2718tdvg"
Patient ID,
Test Date,10/15/2019
Trace Label,"Tr 1 : 0 mA : 200 µs","Tr 2 : 46 mA : 200 µs","Tr 3 : 100 mA : 200 µs","Tr 4 : 100 mA : 300 µs","Tr 5 : 100 mA : 400 µs","Tr 6 : 100 mA : 400 µs"
,44.250488281,338.745117188,280.761718750,216.674804688,186.920166016,241.851806641
,43.487548828,348.663330078,282.287597656,218.963623047,195.312500000,238.037109375
,43.487548828,356.292724609,280.761718750,220.489501953,204.467773438,234.222412109
,42.724609375,360.870361328,279.998779297,222.015380859,213.623046875,229.644775391
,42.724609375,363.159179688,278.472900391,222.015380859,222.778320313,224.304199219
,41.961669922,362.396240234,276.947021484,222.015380859,231.170654297,218.963623047
,39.672851563,360.107421875,276.947021484,220.489501953,237.274169922,214.385986328
,38.146972656,357.055664063,276.184082031,218.963623047,241.851806641,210.571289063
,37.384033203,352.478027344,276.184082031,218.200683594,246.429443359,209.808349609
,36.621093750,347.137451172,276.947021484,218.963623047,250.244140625,211.334228516
,38.146972656,338.745117188,278.472900391,222.778320313,255.584716797,212.860107422
,39.672851563,325.775146484,281.524658203,227.355957031,260.162353516,214.385986328
,40.435791016,308.227539063,283.050537109,231.933593750,263.977050781,214.385986328
,38.909912109,283.050537109,283.813476563,235.748291016,266.265869141,215.148925781
,35.858154297,252.532958984,283.050537109,238.800048828,266.265869141,215.148925781
,32.043457031,218.963623047,280.761718750,241.851806641,267.028808594,215.911865234
,27.465820313,180.816650391,277.709960938,242.614746094,265.502929688,217.437744141
,25.177001953,139.617919922,273.132324219,244.140625000,264.739990234,216.674804688
,23.651123047,94.604492188,267.791748047,244.140625000,263.977050781,215.911865234
,21.362304688,46.539306641,263.214111328,244.140625000,263.214111328,213.623046875
,21.362304688,0.000000000,257.110595703,244.903564453,264.739990234,210.571289063
,19.836425781,-44.250488281,251.007080078,244.903564453,264.739990234,209.045410156
,18.310546875,-83.923339844,244.140625000,247.192382813,263.214111328,207.519531250
,19.073486328,-117.492675781,236.511230469,247.955322266,261.688232422,205.993652344
,17.547607422,-148.010253906,228.881835938,248.718261719,257.110595703,206.756591797
,16.784667969,-174.713134766,221.252441406,248.718261719,252.532958984,205.230712891
,16.021728516,-198.364257813,213.623046875,247.192382813,248.718261719,202.941894531
,14.495849609,-219.726562500,206.756591797,245.666503906,244.140625000,199.890136719
,15.258789063,-233.459472656,199.890136719,241.851806641,238.800048828,196.075439453
,14.495849609,-243.377685547,194.549560547,237.274169922,232.696533203,193.786621094
,13.732910156,-248.718261719,189.208984375,232.696533203,226.593017578,192.260742188
,13.732910156,-248.718261719,185.394287109,227.355957031,221.252441406,191.497802734
,12.207031250,-245.666503906,182.342529297,223.541259766,216.674804688,193.023681641
,12.207031250,-238.800048828,180.053710938,218.963623047,214.385986328,193.786621094
,13.732910156,-228.118896484,178.527832031,212.860107422,211.334228516,195.312500000
,15.258789063,-215.148925781,176.239013672,205.230712891,208.282470703,196.075439453
,18.310546875,-200.653076172,173.187255859,195.312500000,205.993652344,195.312500000
,20.599365234,-183.105468750,170.898437500,183.868408203,202.178955078,195.312500000
,22.125244141,-164.031982422,168.609619141,173.950195313,198.364257813,194.549560547
,22.888183594,-142.669677734,165.557861328,164.794921875,194.549560547,193.786621094
,22.888183594,-122.070312500,162.506103516,156.402587891,189.208984375,194.549560547
,22.125244141,-103.759765625,159.454345703,148.010253906,183.105468750,195.312500000
,21.362304688,-85.449218750,154.113769531,136.566162109,177.001953125,195.312500000
,21.362304688,-67.138671875,150.299072266,122.070312500,168.609619141,194.549560547
,21.362304688,-46.539306641,143.432617188,103.759765625,160.980224609,193.023681641
,21.362304688,-25.177001953,137.329101563,83.160400391,151.062011719,188.446044922
,22.125244141,-3.814697266,129.699707031,62.561035156,142.669677734,183.105468750
,22.125244141,15.258789063,121.307373047,41.961669922,135.803222656,174.713134766
,21.362304688,32.043457031,112.915039063,27.465820313,127.410888672,164.031982422
,19.836425781,47.302246094,104.522705078,15.258789063,119.018554688,151.824951172
,16.784667969,61.035156250,96.893310547,6.103515625,109.100341797,139.617919922
,15.258789063,73.242187500,88.500976563,2.288818359,96.130371094,128.936767578
,16.784667969,84.686279297,80.871582031,0.000000000,84.686279297,118.255615234
,18.310546875,94.604492188,74.768066406,0.000000000,74.005126953,109.100341797
,21.362304688,102.996826172,67.901611328,5.340576172,65.612792969,99.945068359
,22.888183594,109.100341797,63.323974609,12.969970703,61.035156250,90.789794922
,23.651123047,114.440917969,61.035156250,25.939941406,57.220458984,84.686279297
,22.888183594,117.492675781,59.509277344,42.724609375,54.168701172,78.582763672
,22.888183594,121.307373047,57.983398438,58.746337891,51.116943359,72.479248047
,22.888183594,124.359130859,55.694580078,74.768066406,46.539306641,67.138671875
,22.125244141,125.885009766,51.116943359,86.212158203,44.250488281,61.035156250
,22.125244141,125.885009766,47.302246094,96.130371094,43.487548828,55.694580078
,21.362304688,123.596191406,43.487548828,105.285644531,43.487548828,53.405761719
,21.362304688,119.781494141,41.961669922,113.677978516,46.539306641,54.931640625
,22.125244141,116.729736328,41.961669922,123.596191406,47.302246094,59.509277344
,22.125244141,114.440917969,41.961669922,129.699707031,47.302246094,67.138671875
,22.125244141,113.677978516,43.487548828,134.277343750,46.539306641,76.293945313
,22.888183594,113.677978516,44.250488281,136.566162109,45.776367188,85.449218750
,24.414062500,111.389160156,43.487548828,136.566162109,46.539306641,92.315673828
,25.939941406,109.100341797,42.724609375,138.092041016,49.591064453,99.945068359
,27.465820313,105.285644531,41.198730469,141.143798828,54.168701172,104.522705078
,28.991699219,102.233886719,41.198730469,145.721435547,60.272216797,110.626220703
,29.754638672,100.708007813,42.724609375,150.299072266,67.138671875,119.018554688
,30.517578125,98.419189453,44.250488281,154.113769531,74.005126953,125.885009766
,30.517578125,97.656250000,45.013427734,155.639648438,79.345703125,132.751464844
,29.754638672,94.604492188,45.013427734,154.113769531,84.686279297,138.854980469
,28.991699219,92.315673828,42.724609375,150.299072266,89.263916016,141.143798828
,26.702880859,90.026855469,39.672851563,144.195556641,93.841552734,144.195556641
,26.702880859,86.212158203,37.384033203,137.329101563,96.893310547,146.484375000
,27.465820313,85.449218750,36.621093750,131.988525391,99.182128906,148.010253906
,26.702880859,84.686279297,35.858154297,126.647949219,99.945068359,150.299072266
,27.465820313,84.686279297,34.332275391,122.833251953,100.708007813,151.062011719
,28.228759766,85.449218750,33.569335938,119.781494141,101.470947266,150.299072266
,28.228759766,86.212158203,32.806396484,115.966796875,102.233886719,148.010253906
,30.517578125,85.449218750,33.569335938,112.915039063,102.233886719,145.721435547
,31.280517578,86.212158203,35.095214844,108.337402344,102.996826172,144.195556641
,32.806396484,85.449218750,38.146972656,104.522705078,105.285644531,142.669677734
,35.095214844,85.449218750,43.487548828,100.708007813,108.337402344,141.906738281
,36.621093750,86.212158203,49.591064453,96.893310547,111.389160156,142.669677734
,38.146972656,84.686279297,55.694580078,94.604492188,112.915039063,142.669677734
,38.909912109,83.160400391,61.798095703,91.552734375,112.915039063,142.669677734
,39.672851563,79.345703125,67.901611328,88.500976563,110.626220703,143.432617188
,41.198730469,74.768066406,73.242187500,86.212158203,108.337402344,143.432617188
,40.435791016,72.479248047,77.819824219,83.923339844,106.811523438,142.669677734
,40.435791016,70.190429688,81.634521484,82.397460938,105.285644531,141.906738281
,40.435791016,70.190429688,85.449218750,81.634521484,104.522705078,140.380859375
,38.909912109,72.479248047,88.500976563,81.634521484,102.996826172,137.329101563
,38.909912109,72.479248047,92.315673828,82.397460938,101.470947266,135.040283203
,39.672851563,74.005126953,96.130371094,82.397460938,100.708007813,131.988525391
,39.672851563,74.005126953,99.182128906,83.923339844,98.419189453,128.936767578
,42.724609375,74.005126953,102.233886719,84.686279297,97.656250000,126.647949219
,44.250488281,74.768066406,106.048583984,83.923339844,95.367431641,124.359130859
,45.013427734,75.531005859,109.100341797,83.923339844,93.841552734,122.833251953
,45.013427734,76.293945313,112.915039063,82.397460938,94.604492188,122.070312500
,43.487548828,76.293945313,116.729736328,80.871582031,95.367431641,119.781494141
,43.487548828,74.005126953,119.781494141,80.871582031,96.893310547,118.255615234
,41.961669922,72.479248047,122.070312500,80.108642578,98.419189453,115.203857422
,41.961669922,70.190429688,124.359130859,80.871582031,99.182128906,112.915039063
,41.198730469,68.664550781,125.885009766,80.871582031,99.182128906,110.626220703
,39.672851563,67.901611328,126.647949219,81.634521484,100.708007813,109.100341797
,38.146972656,66.375732422,126.647949219,83.923339844,102.233886719,107.574462891
,36.621093750,66.375732422,125.885009766,85.449218750,104.522705078,105.285644531
,32.806396484,65.612792969,125.122070313,85.449218750,106.048583984,104.522705078
,32.043457031,65.612792969,123.596191406,85.449218750,109.100341797,102.233886719
,32.043457031,66.375732422,123.596191406,84.686279297,111.389160156,101.470947266
,31.280517578,67.138671875,123.596191406,83.923339844,112.915039063,101.470947266
,32.043457031,69.427490234,123.596191406,84.686279297,115.203857422,102.233886719
,32.806396484,72.479248047,125.885009766,85.449218750,116.729736328,106.048583984
,31.280517578,74.768066406,126.647949219,86.975097656,119.018554688,109.863281250
,31.280517578,77.819824219,125.885009766,88.500976563,122.070312500,113.677978516
,28.991699219,80.108642578,125.122070313,88.500976563,125.122070313,117.492675781
,27.465820313,82.397460938,121.307373047,87.738037109,127.410888672,120.544433594
,25.939941406,85.449218750,118.255615234,86.975097656,129.699707031,121.307373047
,22.888183594,86.975097656,115.966796875,85.449218750,130.462646484,122.070312500
,21.362304688,88.500976563,112.915039063,85.449218750,131.225585938,122.070312500
,19.073486328,88.500976563,110.626220703,86.212158203,131.988525391,122.070312500
,16.784667969,87.738037109,108.337402344,86.975097656,131.225585938,121.307373047
,16.021728516,87.738037109,104.522705078,86.975097656,131.225585938,121.307373047
,13.732910156,87.738037109,102.233886719,86.975097656,130.462646484,121.307373047
,12.207031250,87.738037109,96.893310547,86.975097656,130.462646484,120.544433594
,10.681152344,88.500976563,93.078613281,86.975097656,131.988525391,121.307373047
,8.392333984,88.500976563,88.500976563,86.212158203,131.225585938,120.544433594
,7.629394531,87.738037109,83.923339844,86.212158203,132.751464844,120.544433594
,6.866455078,88.500976563,82.397460938,86.212158203,132.751464844,121.307373047
,6.866455078,88.500976563,81.634521484,86.212158203,131.225585938,121.307373047
,7.629394531,89.263916016,82.397460938,86.975097656,131.988525391,122.070312500
,7.629394531,91.552734375,83.160400391,86.975097656,131.988525391,122.070312500
,7.629394531,92.315673828,84.686279297,86.212158203,132.751464844,121.307373047
,8.392333984,94.604492188,85.449218750,85.449218750,135.040283203,120.544433594
,9.155273438,95.367431641,89.263916016,83.923339844,136.566162109,120.544433594
,10.681152344,96.130371094,93.841552734,83.923339844,138.092041016,119.018554688
,11.444091797,96.893310547,98.419189453,84.686279297,138.092041016,118.255615234
,12.207031250,96.893310547,102.996826172,85.449218750,138.092041016,117.492675781
,12.969970703,99.182128906,103.759765625,86.975097656,137.329101563,116.729736328
,13.732910156,101.470947266,101.470947266,86.975097656,137.329101563,116.729736328
,13.732910156,102.996826172,98.419189453,85.449218750,138.092041016,117.492675781
,13.732910156,104.522705078,94.604492188,83.923339844,139.617919922,118.255615234
,13.732910156,104.522705078,91.552734375,81.634521484,139.617919922,118.255615234
,14.495849609,104.522705078,88.500976563,80.871582031,139.617919922,118.255615234
,16.021728516,105.285644531,87.738037109,81.634521484,139.617919922,118.255615234
,17.547607422,104.522705078,86.212158203,83.160400391,138.092041016,119.018554688
,19.836425781,103.759765625,84.686279297,84.686279297,138.092041016,119.781494141
,21.362304688,102.996826172,83.160400391,86.212158203,137.329101563,121.307373047
,21.362304688,100.708007813,80.871582031,86.212158203,137.329101563,122.833251953
,21.362304688,97.656250000,78.582763672,86.212158203,138.854980469,124.359130859
,20.599365234,96.893310547,77.819824219,86.212158203,139.617919922,124.359130859
,19.073486328,95.367431641,77.056884766,86.975097656,141.143798828,124.359130859
,16.784667969,94.604492188,76.293945313,86.975097656,141.906738281,124.359130859
,16.021728516,93.841552734,76.293945313,87.738037109,141.906738281,124.359130859
,16.021728516,92.315673828,77.056884766,87.738037109,140.380859375,124.359130859
,16.784667969,91.552734375,77.056884766,88.500976563,138.092041016,125.122070313
,19.073486328,90.789794922,79.345703125,89.263916016,136.566162109,124.359130859
,19.836425781,90.026855469,81.634521484,90.789794922,134.277343750,125.885009766
,20.599365234,90.026855469,82.397460938,94.604492188,132.751464844,126.647949219
,20.599365234,88.500976563,83.923339844,96.893310547,132.751464844,125.885009766
,20.599365234,87.738037109,84.686279297,98.419189453,132.751464844,126.647949219
,20.599365234,86.975097656,85.449218750,100.708007813,133.514404297,125.885009766
,20.599365234,86.212158203,86.212158203,100.708007813,134.277343750,124.359130859
,22.125244141,85.449218750,87.738037109,102.233886719,134.277343750,125.885009766
,22.888183594,83.923339844,86.975097656,102.233886719,133.514404297,125.885009766
,23.651123047,82.397460938,86.212158203,102.233886719,131.988525391,128.173828125
,23.651123047,80.108642578,85.449218750,102.233886719,130.462646484,130.462646484
,22.888183594,77.819824219,84.686279297,99.945068359,129.699707031,131.988525391
,22.125244141,74.768066406,85.449218750,99.945068359,128.936767578,131.988525391
,22.125244141,71.716308594,86.212158203,99.945068359,127.410888672,131.225585938
,22.125244141,69.427490234,88.500976563,99.182128906,125.122070313,130.462646484
,23.651123047,67.138671875,90.789794922,101.470947266,121.307373047,129.699707031
,24.414062500,65.612792969,92.315673828,102.233886719,118.255615234,129.699707031
,25.939941406,64.849853516,93.078613281,101.470947266,115.203857422,130.462646484
,25.939941406,64.086914063,92.315673828,102.996826172,113.677978516,129.699707031
,25.939941406,64.086914063,91.552734375,102.233886719,112.915039063,128.173828125
,25.939941406,64.849853516,90.026855469,101.470947266,112.915039063,126.647949219
,25.177001953,65.612792969,90.026855469,102.233886719,112.152099609,125.885009766
,25.939941406,66.375732422,91.552734375,102.996826172,112.152099609,125.122070313
,25.939941406,65.612792969,94.604492188,103.759765625,111.389160156,125.885009766
,26.702880859,64.849853516,97.656250000,104.522705078,110.626220703,127.410888672
,27.465820313,64.086914063,99.945068359,104.522705078,110.626220703,127.410888672
,27.465820313,63.323974609,100.708007813,103.759765625,111.389160156,127.410888672
,28.228759766,62.561035156,99.945068359,101.470947266,111.389160156,126.647949219
,27.465820313,62.561035156,99.945068359,99.182128906,112.915039063,125.122070313
,27.465820313,61.798095703,99.945068359,96.130371094,112.152099609,123.596191406
,28.991699219,62.561035156,101.470947266,93.078613281,112.915039063,122.070312500
,30.517578125,63.323974609,103.759765625,92.315673828,112.915039063,119.781494141
,32.806396484,64.086914063,106.048583984,91.552734375,112.915039063,116.729736328
,34.332275391,67.138671875,109.100341797,90.789794922,113.677978516,114.440917969
,35.858154297,69.427490234,111.389160156,92.315673828,113.677978516,112.915039063
,38.146972656,70.953369141,112.152099609,92.315673828,114.440917969,109.863281250
,39.672851563,71.716308594,113.677978516,92.315673828,115.203857422,109.100341797
,40.435791016,70.190429688,114.440917969,93.841552734,116.729736328,107.574462891
,41.198730469,70.190429688,116.729736328,94.604492188,118.255615234,106.811523438
,41.961669922,69.427490234,119.781494141,94.604492188,119.781494141,107.574462891
,41.961669922,69.427490234,121.307373047,95.367431641,121.307373047,107.574462891
,41.961669922,70.953369141,122.070312500,93.841552734,121.307373047,108.337402344
,42.724609375,70.953369141,122.833251953,93.078613281,120.544433594,108.337402344
,43.487548828,70.953369141,122.070312500,91.552734375,119.781494141,106.048583984
,44.250488281,70.953369141,122.833251953,90.789794922,118.255615234,102.233886719
,45.776367188,69.427490234,122.833251953,90.026855469,118.255615234,98.419189453
,45.013427734,70.190429688,122.833251953,87.738037109,118.255615234,93.078613281
,44.250488281,71.716308594,122.070312500,87.738037109,118.255615234,89.263916016
,43.487548828,73.242187500,121.307373047,86.975097656,116.729736328,85.449218750
,41.961669922,77.056884766,121.307373047,84.686279297,115.203857422,82.397460938
,41.198730469,80.108642578,121.307373047,84.686279297,114.440917969,79.345703125
,40.435791016,82.397460938,120.544433594,82.397460938,112.915039063,76.293945313
,38.909912109,84.686279297,119.781494141,80.108642578,112.915039063,74.768066406
,38.146972656,84.686279297,117.492675781,79.345703125,112.915039063,73.242187500
,37.384033203,86.212158203,114.440917969,76.293945313,112.915039063,71.716308594
,35.095214844,87.738037109,114.440917969,74.005126953,112.915039063,70.953369141
,33.569335938,88.500976563,113.677978516,71.716308594,112.152099609,67.901611328
,32.806396484,89.263916016,114.440917969,69.427490234,112.915039063,66.375732422
,30.517578125,88.500976563,115.203857422,67.901611328,112.152099609,64.849853516
,30.517578125,88.500976563,114.440917969,67.138671875,112.152099609,63.323974609
,30.517578125,88.500976563,114.440917969,66.375732422,112.152099609,63.323974609
,29.754638672,89.263916016,112.915039063,64.849853516,112.152099609,62.561035156
,28.991699219,90.789794922,110.626220703,62.561035156,112.152099609,61.798095703
,26.702880859,92.315673828,109.100341797,61.035156250,111.389160156,61.035156250
,25.177001953,93.078613281,106.811523438,60.272216797,111.389160156,58.746337891
,23.651123047,95.367431641,106.048583984,59.509277344,112.915039063,57.983398438
,22.888183594,96.893310547,104.522705078,60.272216797,113.677978516,57.983398438
,22.125244141,96.893310547,101.470947266,61.798095703,115.203857422,59.509277344
,22.125244141,96.893310547,99.182128906,64.086914063,116.729736328,61.798095703
,21.362304688,95.367431641,95.367431641,66.375732422,116.729736328,63.323974609
,19.836425781,94.604492188,92.315673828,67.138671875,116.729736328,63.323974609
,18.310546875,93.841552734,90.026855469,66.375732422,116.729736328,62.561035156
,17.547607422,93.841552734,88.500976563,66.375732422,115.203857422,60.272216797
,16.021728516,94.604492188,87.738037109,64.849853516,113.677978516,58.746337891
,15.258789063,96.130371094,87.738037109,64.849853516,111.389160156,58.746337891
,12.969970703,96.893310547,86.975097656,64.086914063,110.626220703,58.746337891
,9.918212891,96.893310547,86.212158203,63.323974609,110.626220703,58.746337891
,7.629394531,95.367431641,83.923339844,64.086914063,111.389160156,58.746337891
,5.340576172,95.367431641,82.397460938,64.086914063,112.915039063,57.983398438
,3.051757813,96.130371094,80.108642578,64.086914063,111.389160156,56.457519531
,2.288818359,97.656250000,78.582763672,62.561035156,109.100341797,54.931640625
,1.525878906,99.945068359,77.819824219,60.272216797,106.048583984,52.642822266
,0.762939453,102.233886719,77.819824219,59.509277344,102.233886719,51.879882813
,2.288818359,102.996826172,76.293945313,57.220458984,100.708007813,51.879882813
,2.288818359,102.996826172,75.531005859,56.457519531,99.945068359,52.642822266
,4.577636719,102.996826172,74.768066406,56.457519531,101.470947266,54.168701172
,6.866455078,102.996826172,74.768066406,57.220458984,102.233886719,55.694580078
,9.918212891,103.759765625,77.056884766,57.983398438,104.522705078,57.220458984
,12.969970703,104.522705078,78.582763672,59.509277344,104.522705078,57.220458984
,13.732910156,104.522705078,80.871582031,59.509277344,104.522705078,56.457519531
,13.732910156,104.522705078,82.397460938,59.509277344,104.522705078,56.457519531
,12.207031250,104.522705078,83.923339844,59.509277344,104.522705078,56.457519531
,9.918212891,103.759765625,85.449218750,58.746337891,103.759765625,57.983398438
,9.155273438,102.996826172,85.449218750,58.746337891,102.996826172,59.509277344
,9.155273438,102.233886719,86.212158203,58.746337891,100.708007813,61.035156250
,9.918212891,100.708007813,86.212158203,57.983398438,99.182128906,62.561035156
,12.207031250,100.708007813,84.686279297,57.983398438,98.419189453,62.561035156
,12.969970703,100.708007813,83.923339844,57.220458984,96.893310547,62.561035156
,12.969970703,100.708007813,83.160400391,57.220458984,95.367431641,62.561035156
,13.732910156,99.945068359,82.397460938,59.509277344,95.367431641,63.323974609
,12.969970703,99.182128906,82.397460938,61.035156250,94.604492188,63.323974609
,12.969970703,96.893310547,81.634521484,63.323974609,94.604492188,64.849853516
,14.495849609,95.367431641,80.871582031,65.612792969,94.604492188,65.612792969
,15.258789063,93.078613281,80.871582031,65.612792969,94.604492188,67.138671875
,16.021728516,90.789794922,80.871582031,65.612792969,93.841552734,67.901611328
,16.784667969,90.026855469,81.634521484,65.612792969,92.315673828,67.901611328
,16.021728516,87.738037109,83.160400391,64.086914063,90.026855469,67.901611328
,15.258789063,86.975097656,83.160400391,63.323974609,87.738037109,66.375732422
,14.495849609,85.449218750,83.160400391,62.561035156,85.449218750,65.612792969
,13.732910156,84.686279297,83.923339844,61.798095703,81.634521484,64.086914063
,14.495849609,84.686279297,82.397460938,61.798095703,77.819824219,63.323974609
,15.258789063,83.160400391,81.634521484,62.561035156,74.768066406,63.323974609
,17.547607422,82.397460938,80.871582031,61.798095703,73.242187500,62.561035156
,19.836425781,80.871582031,79.345703125,62.561035156,72.479248047,61.035156250
,20.599365234,79.345703125,78.582763672,62.561035156,70.190429688,60.272216797
,21.362304688,77.819824219,76.293945313,62.561035156,69.427490234,58.746337891
,21.362304688,77.056884766,75.531005859,62.561035156,67.901611328,58.746337891
,21.362304688,75.531005859,75.531005859,62.561035156,65.612792969,59.509277344
,22.888183594,74.005126953,75.531005859,62.561035156,64.849853516,61.798095703
,24.414062500,71.716308594,77.056884766,63.323974609,63.323974609,64.086914063
,26.702880859,69.427490234,79.345703125,63.323974609,61.035156250,67.138671875
,28.228759766,65.612792969,79.345703125,64.086914063,60.272216797,69.427490234
,28.991699219,62.561035156,80.108642578,64.849853516,58.746337891,70.190429688
,29.754638672,59.509277344,80.108642578,64.086914063,57.220458984,70.190429688
,28.991699219,57.220458984,79.345703125,64.086914063,54.168701172,69.427490234
,28.228759766,54.931640625,79.345703125,64.086914063,51.116943359,67.901611328
,28.228759766,53.405761719,78.582763672,63.323974609,48.065185547,66.375732422
,27.465820313,52.642822266,77.056884766,64.086914063,45.013427734,65.612792969
,28.991699219,51.116943359,76.293945313,64.849853516,41.961669922,63.323974609
,30.517578125,51.879882813,75.531005859,65.612792969,38.909912109,61.798095703
,30.517578125,51.116943359,74.768066406,67.901611328,34.332275391,60.272216797
,32.043457031,51.879882813,73.242187500,69.427490234,30.517578125,57.983398438
,31.280517578,51.879882813,71.716308594,70.190429688,27.465820313,57.983398438
,29.754638672,51.879882813,71.716308594,70.953369141,23.651123047,57.220458984
,29.754638672,51.879882813,70.190429688,69.427490234,22.125244141,57.220458984
,28.991699219,50.354003906,70.190429688,69.427490234,20.599365234,57.983398438
,28.991699219,51.116943359,70.190429688,68.664550781,18.310546875,58.746337891
,30.517578125,51.116943359,70.190429688,67.901611328,16.784667969,58.746337891
,32.806396484,51.879882813,71.716308594,66.375732422,16.021728516,57.983398438
,36.621093750,54.168701172,72.479248047,63.323974609,15.258789063,55.694580078
,38.909912109,53.405761719,73.242187500,61.798095703,15.258789063,52.642822266
,40.435791016,53.405761719,73.242187500,59.509277344,15.258789063,48.828125000
,40.435791016,54.168701172,73.242187500,57.983398438,15.258789063,45.013427734
,39.672851563,54.931640625,73.242187500,57.220458984,15.258789063,41.961669922
,40.435791016,55.694580078,74.005126953,57.220458984,16.784667969,37.384033203
,41.198730469,56.457519531,75.531005859,56.457519531,18.310546875,35.095214844
,41.961669922,56.457519531,75.531005859,57.220458984,19.836425781,34.332275391
,44.250488281,54.931640625,75.531005859,57.220458984,21.362304688,32.806396484
,45.776367188,53.405761719,75.531005859,56.457519531,21.362304688,32.043457031
,46.539306641,51.879882813,74.005126953,55.694580078,19.073486328,30.517578125
,46.539306641,51.116943359,74.005126953,53.405761719,18.310546875,28.228759766
,45.776367188,49.591064453,72.479248047,51.879882813,18.310546875,26.702880859
,45.013427734,49.591064453,71.716308594,51.116943359,16.784667969,25.939941406
,44.250488281,49.591064453,70.953369141,50.354003906,17.547607422,25.177001953
,45.013427734,48.828125000,70.190429688,48.828125000,16.784667969,25.939941406
,45.776367188,49.591064453,68.664550781,46.539306641,16.021728516,25.177001953
,46.539306641,49.591064453,67.901611328,43.487548828,16.784667969,23.651123047
,45.776367188,50.354003906,66.375732422,39.672851563,16.784667969,22.888183594
,43.487548828,51.879882813,62.561035156,35.095214844,18.310546875,21.362304688
,40.435791016,51.879882813,59.509277344,31.280517578,19.073486328,19.836425781
,38.146972656,51.879882813,56.457519531,28.991699219,19.836425781,18.310546875
,36.621093750,51.879882813,55.694580078,27.465820313,19.073486328,16.784667969
,35.858154297,51.879882813,54.931640625,28.228759766,19.073486328,16.021728516
,36.621093750,52.642822266,54.931640625,27.465820313,19.073486328,14.495849609
,36.621093750,52.642822266,54.931640625,25.177001953,18.310546875,13.732910156
,36.621093750,51.879882813,53.405761719,22.888183594,19.073486328,12.969970703
,36.621093750,53.405761719,51.116943359,19.836425781,19.836425781,11.444091797
,35.858154297,54.168701172,48.828125000,17.547607422,20.599365234,12.207031250
,34.332275391,55.694580078,46.539306641,15.258789063,22.125244141,11.444091797
,33.569335938,57.983398438,45.776367188,12.969970703,22.888183594,11.444091797
,33.569335938,59.509277344,46.539306641,10.681152344,23.651123047,12.207031250
,32.806396484,61.035156250,48.828125000,9.155273438,25.177001953,12.207031250
