Test Name,M-max Lower Leg Ampl Lines
Test Item,Left TA
Patient Name,"pre  s2712tdvg"
Patient ID,
Test Date,1/29/2019
Trace Label,"Tr 1 : 0 mA : 150 µs","Tr 2 : 25 mA : 150 µs","Tr 3 : 60 mA : 150 µs","Tr 4 : 80 mA : 150 µs","Tr 5 : 83 mA : 150 µs","Tr 6 : 83 mA : 150 µs"
,-12.207031250,57.983398438,186.920166016,181.579589844,111.389160156,82.397460938
,-16.021728516,68.664550781,189.208984375,183.105468750,122.070312500,92.315673828
,-19.836425781,77.056884766,191.497802734,183.105468750,134.277343750,98.419189453
,-24.414062500,83.923339844,194.549560547,182.342529297,146.484375000,102.233886719
,-27.465820313,88.500976563,196.838378906,180.816650391,157.928466797,102.996826172
,-30.517578125,89.263916016,197.601318359,179.290771484,167.846679688,101.470947266
,-32.806396484,88.500976563,197.601318359,178.527832031,176.239013672,99.182128906
,-33.569335938,86.212158203,196.075439453,178.527832031,182.342529297,95.367431641
,-34.332275391,83.160400391,195.312500000,180.053710938,187.683105469,93.078613281
,-34.332275391,80.871582031,193.023681641,183.868408203,192.260742188,93.078613281
,-34.332275391,77.819824219,191.497802734,186.920166016,196.075439453,93.841552734
,-34.332275391,74.005126953,187.683105469,189.208984375,196.838378906,94.604492188
,-34.332275391,70.190429688,184.631347656,190.734863281,194.549560547,96.130371094
,-33.569335938,64.849853516,181.579589844,189.971923828,192.260742188,95.367431641
,-32.043457031,60.272216797,178.527832031,186.920166016,186.920166016,95.367431641
,-30.517578125,55.694580078,175.476074219,183.868408203,181.579589844,95.367431641
,-28.991699219,51.879882813,170.135498047,178.527832031,177.001953125,94.604492188
,-26.702880859,49.591064453,160.980224609,173.187255859,173.187255859,93.078613281
,-24.414062500,48.065185547,149.536132813,164.031982422,172.424316406,91.552734375
,-22.125244141,48.828125000,134.277343750,154.113769531,173.187255859,87.738037109
,-19.073486328,51.116943359,117.492675781,143.432617188,175.476074219,83.923339844
,-16.784667969,55.694580078,101.470947266,131.988525391,179.290771484,81.634521484
,-15.258789063,62.561035156,85.449218750,122.070312500,182.342529297,80.871582031
,-12.969970703,67.138671875,71.716308594,112.915039063,186.920166016,82.397460938
,-10.681152344,71.716308594,59.509277344,106.048583984,189.971923828,85.449218750
,-6.866455078,75.531005859,48.065185547,101.470947266,193.786621094,88.500976563
,-3.814697266,77.819824219,39.672851563,99.945068359,197.601318359,90.026855469
,-0.762939453,81.634521484,32.806396484,99.945068359,200.653076172,90.026855469
,1.525878906,83.923339844,30.517578125,102.996826172,203.704833984,90.026855469
,3.051757813,86.975097656,32.043457031,104.522705078,206.756591797,89.263916016
,6.103515625,90.789794922,34.332275391,105.285644531,209.045410156,90.026855469
,9.155273438,93.078613281,41.198730469,106.811523438,209.045410156,91.552734375
,12.207031250,96.130371094,48.828125000,107.574462891,209.045410156,93.078613281
,14.495849609,100.708007813,58.746337891,109.863281250,207.519531250,93.841552734
,16.021728516,105.285644531,71.716308594,112.915039063,208.282470703,93.841552734
,17.547607422,109.100341797,83.923339844,116.729736328,209.808349609,93.841552734
,19.836425781,111.389160156,95.367431641,120.544433594,210.571289063,92.315673828
,23.651123047,112.915039063,106.048583984,125.122070313,212.097167969,90.026855469
,28.991699219,112.915039063,112.915039063,129.699707031,212.860107422,87.738037109
,33.569335938,113.677978516,119.018554688,134.277343750,212.860107422,83.923339844
,38.909912109,114.440917969,123.596191406,138.092041016,212.860107422,80.108642578
,43.487548828,116.729736328,126.647949219,142.669677734,212.097167969,74.768066406
,45.776367188,119.781494141,128.936767578,146.484375000,209.808349609,68.664550781
,48.065185547,124.359130859,129.699707031,148.010253906,205.993652344,62.561035156
,48.828125000,128.173828125,130.462646484,148.773193359,202.178955078,55.694580078
,48.065185547,131.988525391,129.699707031,146.484375000,196.838378906,49.591064453
,47.302246094,135.040283203,129.699707031,144.195556641,192.260742188,44.250488281
,45.776367188,138.092041016,129.699707031,144.195556641,188.446044922,39.672851563
,45.013427734,141.143798828,129.699707031,144.958496094,185.394287109,35.858154297
,45.776367188,143.432617188,128.173828125,146.484375000,182.342529297,32.806396484
,47.302246094,144.958496094,125.885009766,148.773193359,178.527832031,28.991699219
,46.539306641,145.721435547,122.833251953,151.062011719,173.187255859,26.702880859
,45.013427734,148.010253906,119.018554688,152.587890625,167.083740234,24.414062500
,42.724609375,151.062011719,116.729736328,153.350830078,160.217285156,23.651123047
,39.672851563,154.876708984,115.966796875,153.350830078,153.350830078,25.939941406
,38.146972656,157.165527344,115.966796875,151.824951172,149.536132813,28.228759766
,38.146972656,160.217285156,117.492675781,149.536132813,148.010253906,32.043457031
,37.384033203,163.269042969,117.492675781,147.247314453,147.247314453,36.621093750
,36.621093750,166.320800781,118.255615234,144.958496094,148.010253906,40.435791016
,34.332275391,170.135498047,120.544433594,143.432617188,148.773193359,43.487548828
,32.043457031,171.661376953,127.410888672,141.906738281,147.247314453,45.776367188
,28.991699219,172.424316406,138.092041016,139.617919922,147.247314453,47.302246094
,25.939941406,171.661376953,151.824951172,138.092041016,146.484375000,49.591064453
,24.414062500,170.135498047,163.269042969,137.329101563,146.484375000,51.879882813
,22.125244141,168.609619141,170.898437500,135.803222656,147.247314453,56.457519531
,22.125244141,166.320800781,175.476074219,135.803222656,147.247314453,61.035156250
,22.888183594,164.031982422,178.527832031,134.277343750,148.010253906,66.375732422
,22.888183594,162.506103516,181.579589844,131.225585938,149.536132813,71.716308594
,23.651123047,159.454345703,184.631347656,127.410888672,150.299072266,77.056884766
,22.888183594,157.928466797,187.683105469,122.070312500,152.587890625,82.397460938
,20.599365234,157.165527344,189.971923828,117.492675781,154.876708984,88.500976563
,17.547607422,155.639648438,191.497802734,115.203857422,157.165527344,94.604492188
,14.495849609,155.639648438,192.260742188,113.677978516,160.217285156,99.945068359
,11.444091797,155.639648438,192.260742188,114.440917969,160.980224609,106.048583984
,9.155273438,153.350830078,192.260742188,115.203857422,162.506103516,110.626220703
,8.392333984,151.824951172,193.023681641,115.966796875,163.269042969,113.677978516
,7.629394531,149.536132813,195.312500000,115.966796875,164.031982422,118.255615234
,7.629394531,145.721435547,197.601318359,116.729736328,167.083740234,121.307373047
,7.629394531,144.195556641,200.653076172,118.255615234,169.372558594,125.122070313
,8.392333984,142.669677734,203.704833984,120.544433594,173.187255859,128.173828125
,9.155273438,141.906738281,206.756591797,123.596191406,179.290771484,131.225585938
,10.681152344,141.906738281,209.045410156,125.122070313,183.105468750,135.040283203
,12.207031250,140.380859375,212.097167969,126.647949219,187.683105469,138.092041016
,11.444091797,139.617919922,213.623046875,128.173828125,191.497802734,142.669677734
,12.969970703,137.329101563,215.148925781,128.173828125,193.023681641,147.247314453
,12.969970703,133.514404297,217.437744141,128.936767578,193.786621094,151.824951172
,13.732910156,130.462646484,218.963623047,128.936767578,193.023681641,157.165527344
,15.258789063,125.885009766,222.015380859,128.936767578,192.260742188,161.743164063
,16.021728516,122.833251953,224.304199219,129.699707031,191.497802734,165.557861328
,16.784667969,121.307373047,226.593017578,130.462646484,191.497802734,169.372558594
,17.547607422,120.544433594,228.118896484,130.462646484,194.549560547,171.661376953
,19.836425781,122.070312500,229.644775391,131.225585938,198.364257813,172.424316406
,22.125244141,122.833251953,230.407714844,133.514404297,201.416015625,172.424316406
,25.177001953,124.359130859,230.407714844,136.566162109,204.467773438,170.898437500
,28.228759766,125.885009766,229.644775391,141.143798828,205.230712891,168.609619141
,29.754638672,127.410888672,228.881835938,144.195556641,205.993652344,167.846679688
,29.754638672,128.936767578,227.355957031,146.484375000,208.282470703,166.320800781
,29.754638672,129.699707031,227.355957031,148.010253906,209.045410156,165.557861328
,26.702880859,129.699707031,226.593017578,148.010253906,208.282470703,164.031982422
,23.651123047,128.936767578,225.067138672,148.773193359,207.519531250,162.506103516
,21.362304688,128.173828125,223.541259766,150.299072266,203.704833984,160.980224609
,16.784667969,128.936767578,220.489501953,152.587890625,200.653076172,159.454345703
,12.969970703,128.936767578,218.200683594,155.639648438,197.601318359,159.454345703
,9.155273438,128.936767578,215.911865234,158.691406250,195.312500000,158.691406250
,4.577636719,130.462646484,215.148925781,161.743164063,193.023681641,157.928466797
,0.000000000,131.225585938,214.385986328,164.794921875,191.497802734,157.928466797
,-3.814697266,131.988525391,215.148925781,168.609619141,191.497802734,156.402587891
,-9.918212891,135.040283203,215.148925781,171.661376953,191.497802734,155.639648438
,-15.258789063,138.092041016,215.148925781,174.713134766,189.971923828,154.876708984
,-21.362304688,140.380859375,213.623046875,177.001953125,189.208984375,153.350830078
,-26.702880859,143.432617188,212.097167969,177.764892578,186.157226563,151.062011719
,-28.991699219,143.432617188,211.334228516,177.001953125,182.342529297,148.773193359
,-30.517578125,142.669677734,209.045410156,174.713134766,181.579589844,144.958496094
,-29.754638672,140.380859375,207.519531250,171.661376953,180.053710938,141.906738281
,-28.991699219,136.566162109,205.993652344,169.372558594,179.290771484,140.380859375
,-27.465820313,131.988525391,202.941894531,166.320800781,179.290771484,139.617919922
,-26.702880859,125.885009766,199.890136719,164.794921875,177.764892578,138.092041016
,-25.939941406,119.018554688,196.838378906,162.506103516,175.476074219,136.566162109
,-24.414062500,112.915039063,193.786621094,160.980224609,173.187255859,135.803222656
,-23.651123047,107.574462891,192.260742188,158.691406250,170.135498047,134.277343750
,-22.125244141,102.996826172,190.734863281,155.639648438,167.083740234,134.277343750
,-20.599365234,98.419189453,189.971923828,154.876708984,164.031982422,135.040283203
,-19.073486328,93.078613281,189.971923828,154.876708984,160.980224609,136.566162109
,-16.784667969,87.738037109,189.971923828,154.113769531,158.691406250,136.566162109
,-13.732910156,82.397460938,189.971923828,155.639648438,155.639648438,137.329101563
,-11.444091797,78.582763672,189.971923828,155.639648438,154.113769531,136.566162109
,-8.392333984,77.056884766,188.446044922,154.876708984,151.824951172,134.277343750
,-3.814697266,76.293945313,186.920166016,154.876708984,149.536132813,133.514404297
,-0.762939453,77.056884766,186.157226563,152.587890625,149.536132813,133.514404297
,3.051757813,77.056884766,184.631347656,151.062011719,148.773193359,133.514404297
,6.866455078,77.819824219,185.394287109,150.299072266,147.247314453,133.514404297
,11.444091797,77.819824219,184.631347656,148.773193359,147.247314453,133.514404297
,15.258789063,77.056884766,183.868408203,148.773193359,145.721435547,132.751464844
,19.836425781,77.056884766,183.105468750,148.010253906,144.195556641,131.225585938
,22.888183594,77.056884766,183.105468750,148.773193359,143.432617188,131.225585938
,25.177001953,77.819824219,184.631347656,148.773193359,141.143798828,132.751464844
,27.465820313,78.582763672,186.920166016,148.010253906,140.380859375,132.751464844
,28.991699219,79.345703125,189.971923828,148.010253906,139.617919922,134.277343750
,30.517578125,80.871582031,193.023681641,147.247314453,139.617919922,135.803222656
,32.806396484,81.634521484,193.786621094,146.484375000,138.854980469,136.566162109
,35.095214844,83.923339844,195.312500000,147.247314453,138.092041016,138.854980469
,36.621093750,85.449218750,196.838378906,147.247314453,138.854980469,141.906738281
,39.672851563,88.500976563,197.601318359,148.010253906,141.143798828,142.669677734
,42.724609375,91.552734375,199.127197266,147.247314453,145.721435547,144.195556641
,47.302246094,93.841552734,198.364257813,145.721435547,148.773193359,143.432617188
,53.405761719,96.893310547,196.838378906,144.195556641,152.587890625,141.906738281
,58.746337891,99.182128906,194.549560547,141.143798828,154.113769531,139.617919922
,64.849853516,102.996826172,192.260742188,139.617919922,152.587890625,135.040283203
,68.664550781,105.285644531,189.208984375,138.092041016,152.587890625,129.699707031
,71.716308594,106.811523438,185.394287109,136.566162109,150.299072266,123.596191406
,74.005126953,108.337402344,180.053710938,136.566162109,146.484375000,118.255615234
,73.242187500,109.863281250,173.187255859,135.803222656,142.669677734,112.915039063
,72.479248047,112.152099609,165.557861328,134.277343750,136.566162109,106.811523438
,70.953369141,115.203857422,158.691406250,131.988525391,129.699707031,100.708007813
,68.664550781,117.492675781,151.824951172,127.410888672,122.833251953,94.604492188
,67.138671875,120.544433594,144.958496094,122.070312500,115.966796875,88.500976563
,65.612792969,122.070312500,139.617919922,118.255615234,110.626220703,84.686279297
,64.086914063,122.833251953,134.277343750,114.440917969,106.811523438,80.871582031
,63.323974609,125.122070313,128.936767578,110.626220703,103.759765625,80.108642578
,62.561035156,127.410888672,126.647949219,108.337402344,99.945068359,77.819824219
,63.323974609,131.988525391,124.359130859,105.285644531,96.130371094,76.293945313
,64.849853516,137.329101563,124.359130859,102.996826172,91.552734375,76.293945313
,66.375732422,142.669677734,125.885009766,100.708007813,86.212158203,74.005126953
,67.901611328,146.484375000,125.885009766,99.182128906,81.634521484,74.768066406
,67.901611328,148.010253906,126.647949219,96.130371094,79.345703125,75.531005859
,66.375732422,148.010253906,125.885009766,93.078613281,77.819824219,74.768066406
,64.086914063,145.721435547,123.596191406,90.789794922,77.819824219,75.531005859
,60.272216797,144.195556641,122.070312500,87.738037109,77.819824219,75.531005859
,57.220458984,143.432617188,119.781494141,84.686279297,77.819824219,76.293945313
,55.694580078,141.906738281,119.018554688,81.634521484,77.819824219,77.056884766
,53.405761719,140.380859375,119.018554688,77.056884766,77.819824219,77.819824219
,52.642822266,138.854980469,119.018554688,72.479248047,77.056884766,78.582763672
,51.879882813,137.329101563,121.307373047,70.190429688,76.293945313,80.108642578
,50.354003906,135.040283203,124.359130859,67.138671875,74.768066406,81.634521484
,49.591064453,133.514404297,125.885009766,65.612792969,75.531005859,83.160400391
,48.828125000,131.988525391,128.173828125,64.086914063,76.293945313,84.686279297
,48.828125000,131.225585938,129.699707031,62.561035156,79.345703125,86.975097656
,49.591064453,131.225585938,131.225585938,61.035156250,83.923339844,89.263916016
,49.591064453,130.462646484,133.514404297,60.272216797,86.975097656,91.552734375
,49.591064453,128.936767578,135.803222656,60.272216797,90.026855469,93.841552734
,49.591064453,125.885009766,138.092041016,61.035156250,91.552734375,96.130371094
,48.065185547,122.833251953,140.380859375,61.798095703,93.078613281,97.656250000
,46.539306641,119.781494141,142.669677734,61.035156250,93.841552734,100.708007813
,45.013427734,117.492675781,144.958496094,59.509277344,95.367431641,102.996826172
,43.487548828,115.966796875,147.247314453,57.983398438,97.656250000,105.285644531
,43.487548828,114.440917969,148.773193359,57.220458984,98.419189453,108.337402344
,43.487548828,112.915039063,150.299072266,57.983398438,100.708007813,109.863281250
,44.250488281,111.389160156,151.824951172,58.746337891,102.233886719,112.152099609
,45.013427734,108.337402344,153.350830078,59.509277344,102.996826172,112.915039063
,44.250488281,106.048583984,154.113769531,59.509277344,104.522705078,112.915039063
,45.013427734,103.759765625,154.113769531,60.272216797,106.048583984,113.677978516
,45.013427734,102.233886719,154.113769531,61.035156250,107.574462891,114.440917969
,45.013427734,100.708007813,154.876708984,62.561035156,110.626220703,117.492675781
,48.065185547,98.419189453,157.165527344,65.612792969,112.915039063,120.544433594
,49.591064453,96.130371094,160.980224609,69.427490234,115.966796875,124.359130859
,51.879882813,93.841552734,165.557861328,73.242187500,120.544433594,128.173828125
,53.405761719,91.552734375,168.609619141,76.293945313,124.359130859,131.988525391
,54.931640625,90.789794922,170.898437500,79.345703125,129.699707031,135.040283203
,55.694580078,91.552734375,172.424316406,80.871582031,134.277343750,137.329101563
,57.220458984,92.315673828,173.187255859,83.160400391,138.092041016,137.329101563
,59.509277344,93.078613281,173.950195313,85.449218750,139.617919922,135.040283203
,60.272216797,93.078613281,172.424316406,87.738037109,138.854980469,132.751464844
,60.272216797,93.078613281,169.372558594,90.789794922,138.854980469,128.936767578
,60.272216797,93.078613281,166.320800781,93.841552734,137.329101563,128.173828125
,59.509277344,93.841552734,163.269042969,96.893310547,135.803222656,126.647949219
,57.983398438,93.078613281,162.506103516,98.419189453,135.040283203,123.596191406
,56.457519531,93.841552734,160.980224609,99.182128906,133.514404297,121.307373047
,52.642822266,95.367431641,160.980224609,98.419189453,132.751464844,118.255615234
,46.539306641,95.367431641,160.217285156,96.893310547,132.751464844,116.729736328
,41.961669922,96.130371094,160.217285156,96.893310547,131.988525391,116.729736328
,37.384033203,95.367431641,160.980224609,99.182128906,131.225585938,115.966796875
,33.569335938,96.130371094,160.980224609,103.759765625,130.462646484,114.440917969
,31.280517578,96.893310547,159.454345703,108.337402344,128.936767578,112.152099609
,28.991699219,99.945068359,157.928466797,112.152099609,126.647949219,109.100341797
,26.702880859,102.233886719,154.876708984,114.440917969,125.122070313,105.285644531
,22.125244141,102.996826172,151.824951172,115.966796875,123.596191406,102.233886719
,16.784667969,102.996826172,148.773193359,117.492675781,120.544433594,99.945068359
,10.681152344,101.470947266,145.721435547,118.255615234,117.492675781,98.419189453
,6.103515625,99.945068359,141.906738281,119.018554688,113.677978516,96.893310547
,4.577636719,99.182128906,138.092041016,118.255615234,110.626220703,95.367431641
,4.577636719,96.130371094,135.040283203,115.966796875,107.574462891,94.604492188
,4.577636719,92.315673828,132.751464844,113.677978516,105.285644531,93.078613281
,6.866455078,86.975097656,131.225585938,110.626220703,103.759765625,91.552734375
,7.629394531,82.397460938,131.225585938,107.574462891,101.470947266,90.026855469
,8.392333984,77.819824219,131.225585938,105.285644531,99.945068359,87.738037109
,10.681152344,74.005126953,131.225585938,103.759765625,99.182128906,84.686279297
,12.207031250,69.427490234,131.225585938,102.996826172,98.419189453,81.634521484
,12.969970703,64.086914063,128.936767578,102.996826172,97.656250000,79.345703125
,14.495849609,57.983398438,126.647949219,103.759765625,96.893310547,75.531005859
,14.495849609,51.879882813,125.122070313,104.522705078,95.367431641,72.479248047
,16.021728516,46.539306641,122.833251953,103.759765625,93.078613281,69.427490234
,17.547607422,40.435791016,122.070312500,102.233886719,91.552734375,66.375732422
,19.836425781,37.384033203,122.070312500,99.182128906,89.263916016,65.612792969
,23.651123047,35.858154297,122.070312500,94.604492188,87.738037109,66.375732422
,27.465820313,35.095214844,122.070312500,90.026855469,86.212158203,68.664550781
,32.043457031,37.384033203,121.307373047,86.212158203,84.686279297,70.953369141
,35.858154297,38.909912109,120.544433594,81.634521484,83.160400391,72.479248047
,38.909912109,40.435791016,119.018554688,78.582763672,81.634521484,70.953369141
,43.487548828,42.724609375,117.492675781,77.056884766,81.634521484,67.138671875
,47.302246094,43.487548828,117.492675781,76.293945313,82.397460938,63.323974609
,50.354003906,43.487548828,116.729736328,77.819824219,83.923339844,59.509277344
,54.168701172,43.487548828,115.966796875,80.108642578,83.923339844,56.457519531
,54.931640625,42.724609375,115.966796875,82.397460938,83.923339844,54.931640625
,54.931640625,41.961669922,115.966796875,83.923339844,83.923339844,54.931640625
,55.694580078,41.961669922,115.966796875,84.686279297,83.923339844,55.694580078
,57.220458984,42.724609375,116.729736328,85.449218750,85.449218750,56.457519531
,59.509277344,44.250488281,118.255615234,86.212158203,86.975097656,58.746337891
,63.323974609,46.539306641,121.307373047,86.975097656,88.500976563,60.272216797
,66.375732422,51.116943359,125.122070313,86.212158203,90.026855469,61.035156250
,70.953369141,55.694580078,128.173828125,86.212158203,90.789794922,61.035156250
,76.293945313,58.746337891,129.699707031,84.686279297,90.789794922,58.746337891
,82.397460938,61.798095703,128.173828125,83.160400391,91.552734375,56.457519531
,89.263916016,63.323974609,126.647949219,82.397460938,90.789794922,54.931640625
,94.604492188,64.849853516,123.596191406,80.108642578,90.789794922,51.879882813
,97.656250000,67.901611328,122.070312500,79.345703125,91.552734375,48.065185547
,99.945068359,70.953369141,120.544433594,79.345703125,90.789794922,42.724609375
,100.708007813,74.768066406,117.492675781,78.582763672,90.026855469,35.858154297
,102.233886719,78.582763672,112.915039063,79.345703125,88.500976563,28.991699219
,102.996826172,80.871582031,107.574462891,77.819824219,85.449218750,22.125244141
,102.233886719,83.923339844,100.708007813,77.056884766,82.397460938,16.784667969
,101.470947266,86.212158203,95.367431641,75.531005859,78.582763672,12.969970703
,99.182128906,87.738037109,90.026855469,74.768066406,74.005126953,7.629394531
,98.419189453,89.263916016,84.686279297,74.768066406,68.664550781,3.814697266
,97.656250000,89.263916016,79.345703125,74.005126953,63.323974609,0.000000000
,96.130371094,92.315673828,72.479248047,74.005126953,57.220458984,-2.288818359
,95.367431641,95.367431641,66.375732422,74.768066406,51.116943359,-2.288818359
,93.841552734,99.182128906,62.561035156,76.293945313,44.250488281,0.000000000
,93.078613281,104.522705078,59.509277344,78.582763672,37.384033203,1.525878906
,93.841552734,107.574462891,58.746337891,81.634521484,31.280517578,3.814697266
,94.604492188,111.389160156,58.746337891,84.686279297,28.228759766,5.340576172
,95.367431641,114.440917969,58.746337891,86.975097656,25.177001953,5.340576172
,95.367431641,115.966796875,59.509277344,87.738037109,24.414062500,5.340576172
,93.841552734,117.492675781,60.272216797,83.923339844,25.177001953,5.340576172
,92.315673828,117.492675781,61.798095703,78.582763672,25.939941406,5.340576172
,89.263916016,115.966796875,63.323974609,71.716308594,26.702880859,5.340576172
,86.212158203,115.203857422,63.323974609,63.323974609,28.228759766,6.866455078
,83.160400391,113.677978516,64.086914063,57.220458984,28.991699219,8.392333984
,81.634521484,112.152099609,62.561035156,50.354003906,28.991699219,11.444091797
,80.108642578,110.626220703,61.798095703,44.250488281,28.991699219,16.021728516
,80.108642578,107.574462891,61.035156250,39.672851563,28.228759766,21.362304688
,79.345703125,106.048583984,61.798095703,34.332275391,28.991699219,26.702880859
,77.819824219,104.522705078,64.086914063,31.280517578,29.754638672,34.332275391
,75.531005859,102.996826172,67.901611328,26.702880859,30.517578125,39.672851563
,72.479248047,102.996826172,70.190429688,22.888183594,32.806396484,45.013427734
,70.190429688,103.759765625,72.479248047,21.362304688,34.332275391,49.591064453
,68.664550781,102.996826172,75.531005859,19.073486328,38.146972656,51.879882813
,68.664550781,103.759765625,77.819824219,18.310546875,41.961669922,53.405761719
,68.664550781,102.233886719,81.634521484,19.073486328,45.013427734,54.168701172
,67.901611328,100.708007813,85.449218750,18.310546875,48.065185547,53.405761719
,67.901611328,99.182128906,87.738037109,18.310546875,50.354003906,54.168701172
,67.901611328,96.130371094,90.026855469,18.310546875,51.116943359,54.931640625
,67.901611328,93.841552734,91.552734375,16.021728516,52.642822266,56.457519531
,68.664550781,90.789794922,93.841552734,15.258789063,53.405761719,57.983398438
,69.427490234,86.975097656,97.656250000,13.732910156,54.168701172,60.272216797
,70.953369141,85.449218750,100.708007813,12.969970703,55.694580078,64.086914063
,70.190429688,83.923339844,104.522705078,12.969970703,57.220458984,67.901611328
,68.664550781,82.397460938,106.811523438,12.207031250,57.983398438,74.005126953
,67.138671875,80.871582031,109.100341797,13.732910156,59.509277344,80.871582031
,64.849853516,79.345703125,111.389160156,15.258789063,60.272216797,89.263916016
,63.323974609,77.819824219,112.915039063,15.258789063,61.035156250,97.656250000
,63.323974609,77.056884766,115.203857422,17.547607422,61.798095703,105.285644531
,64.086914063,77.056884766,116.729736328,18.310546875,64.086914063,110.626220703
,66.375732422,76.293945313,118.255615234,20.599365234,66.375732422,112.915039063
,69.427490234,74.005126953,119.781494141,24.414062500,69.427490234,112.915039063
,73.242187500,71.716308594,122.070312500,28.228759766,74.005126953,110.626220703
,77.056884766,70.190429688,123.596191406,32.043457031,77.819824219,106.048583984
,80.108642578,70.190429688,125.885009766,36.621093750,81.634521484,100.708007813
,81.634521484,70.953369141,125.122070313,39.672851563,85.449218750,94.604492188
,83.160400391,70.953369141,123.596191406,41.961669922,88.500976563,88.500976563
,82.397460938,70.190429688,120.544433594,43.487548828,90.026855469,83.923339844
,80.871582031,67.138671875,117.492675781,44.250488281,90.026855469,78.582763672
,77.819824219,64.849853516,115.966796875,45.776367188,90.026855469,73.242187500
,74.005126953,63.323974609,114.440917969,46.539306641,88.500976563,66.375732422
,69.427490234,64.086914063,114.440917969,48.828125000,86.975097656,58.746337891
,64.086914063,67.138671875,112.915039063,50.354003906,86.212158203,51.879882813
,59.509277344,70.953369141,110.626220703,51.879882813,84.686279297,47.302246094
,54.168701172,74.005126953,108.337402344,54.931640625,83.923339844,44.250488281
,49.591064453,75.531005859,107.574462891,58.746337891,83.923339844,42.724609375
,46.539306641,74.768066406,106.811523438,63.323974609,83.923339844,41.961669922
,43.487548828,75.531005859,108.337402344,69.427490234,83.923339844,39.672851563
,40.435791016,76.293945313,108.337402344,74.768066406,84.686279297,37.384033203
,37.384033203,78.582763672,106.811523438,78.582763672,85.449218750,34.332275391
,32.806396484,80.871582031,104.522705078,80.871582031,86.975097656,32.043457031
,28.228759766,83.160400391,101.470947266,81.634521484,88.500976563,30.517578125
