Test Name,M-max Lower Leg Ampl Lines
Test Item,Left TA
Patient Name,"pre  s2712tdvg"
Patient ID,
Test Date,1/29/2019
Trace Label,"Tr 1 : 0 mA : 150 µs","Tr 2 : 25 mA : 150 µs","Tr 3 : 60 mA : 150 µs","Tr 4 : 80 mA : 150 µs","Tr 5 : 83 mA : 150 µs","Tr 6 : 83 mA : 150 µs"
,87.738037109,2812.957763672,1408.386230469,1125.335693359,965.881347656,1276.397705078
,90.026855469,2631.378173828,1258.850097656,1050.567626953,897.216796875,1095.581054688
,93.078613281,2460.479736328,1097.869873047,960.540771484,811.004638672,904.846191406
,93.841552734,2303.314208984,921.630859375,852.966308594,706.481933594,709.533691406
,93.078613281,2159.118652344,739.288330078,730.133056641,579.833984375,521.850585938
,93.078613281,2029.418945313,558.471679688,598.907470703,440.216064453,340.270996094
,90.026855469,1907.348632813,382.232666016,451.660156250,284.576416016,160.980224609
,86.212158203,1784.515380859,202.941894531,286.102294922,109.863281250,-18.310546875
,83.160400391,1650.238037109,12.969970703,105.285644531,-75.531005859,-197.601318359
,79.345703125,1499.938964844,-187.683105469,-89.263916016,-267.791748047,-370.025634766
,77.819824219,1340.484619141,-396.728515625,-286.865234375,-460.052490234,-531.768798828
,77.819824219,1176.452636719,-598.907470703,-475.311279297,-639.343261719,-675.201416016
,76.293945313,1016.998291016,-781.250000000,-648.498535156,-797.271728516,-794.982910156
,77.056884766,861.358642578,-938.415527344,-794.982910156,-926.208496094,-887.298583984
,77.819824219,706.481933594,-1061.248779297,-907.135009766,-1018.524169922,-950.622558594
,77.819824219,551.605224609,-1147.460937500,-983.428955078,-1077.270507813,-983.428955078
,77.056884766,395.202636719,-1200.103759766,-1026.916503906,-1105.499267578,-986.480712891
,74.768066406,240.325927734,-1217.651367188,-1042.175292969,-1107.025146484,-965.118408203
,70.953369141,93.078613281,-1206.970214844,-1036.834716797,-1089.477539063,-920.104980469
,68.664550781,-36.621093750,-1174.926757813,-1014.709472656,-1049.804687500,-858.306884766
,65.612792969,-144.195556641,-1123.809814453,-977.325439453,-992.584228516,-789.642333984
,64.086914063,-225.067138672,-1056.671142578,-928.497314453,-929.260253906,-717.926025391
,61.798095703,-279.235839844,-983.428955078,-874.328613281,-860.595703125,-647.735595703
,57.983398438,-310.516357422,-904.846191406,-818.634033203,-794.219970703,-578.308105469
,54.168701172,-322.723388672,-827.789306641,-760.650634766,-730.133056641,-506.591796875
,51.116943359,-320.434570313,-756.072998047,-704.956054688,-664.520263672,-435.638427734
,48.828125000,-303.649902344,-686.645507813,-652.313232422,-601.959228516,-366.973876953
,48.065185547,-274.658203125,-621.795654297,-605.773925781,-543.975830078,-310.516357422
,47.302246094,-238.037109375,-564.575195313,-570.678710938,-494.384765625,-268.554687500
,46.539306641,-196.075439453,-518.035888672,-546.264648438,-455.474853516,-243.377685547
,45.013427734,-154.113769531,-485.992431641,-530.242919922,-429.534912109,-236.511230469
,43.487548828,-109.100341797,-466.156005859,-524.902343750,-418.090820313,-243.377685547
,41.961669922,-64.086914063,-460.052490234,-531.005859375,-423.431396484,-264.739990234
,41.198730469,-18.310546875,-466.918945313,-551.605224609,-444.030761719,-297.546386719
,40.435791016,25.177001953,-487.518310547,-584.411621094,-476.837158203,-333.404541016
,41.198730469,59.509277344,-520.324707031,-622.558593750,-514.221191406,-372.314453125
,41.961669922,83.160400391,-558.471679688,-658.416748047,-547.790527344,-407.409667969
,41.961669922,93.078613281,-594.329833984,-684.356689453,-575.256347656,-435.638427734
,42.724609375,86.975097656,-624.084472656,-700.378417969,-598.144531250,-462.341308594
,41.961669922,66.375732422,-646.209716797,-714.874267578,-621.032714844,-488.281250000
,40.435791016,28.228759766,-666.809082031,-730.133056641,-647.735595703,-514.984130859
,39.672851563,-24.414062500,-688.934326172,-755.310058594,-680.541992188,-547.790527344
,38.909912109,-84.686279297,-715.637207031,-790.405273438,-719.451904297,-586.700439453
,38.146972656,-144.958496094,-745.391845703,-830.841064453,-761.413574219,-630.950927734
,38.146972656,-196.838378906,-778.198242188,-876.617431641,-805.664062500,-681.304931641
,38.146972656,-238.037109375,-811.004638672,-923.156738281,-851.440429688,-733.947753906
,38.909912109,-271.606445313,-845.336914063,-969.696044922,-897.979736328,-788.116455078
,40.435791016,-304.412841797,-885.009765625,-1016.998291016,-944.519042969,-840.759277344
,41.961669922,-344.085693359,-928.497314453,-1063.537597656,-991.058349609,-893.402099609
,42.724609375,-395.202636719,-976.562500000,-1113.128662109,-1036.834716797,-946.044921875
,44.250488281,-457.763671875,-1026.916503906,-1161.193847656,-1082.611083984,-998.687744141
,46.539306641,-523.376464844,-1076.507568359,-1206.970214844,-1127.624511719,-1055.908203125
,48.065185547,-587.463378906,-1125.335693359,-1251.220703125,-1173.400878906,-1115.417480469
,49.591064453,-647.735595703,-1171.875000000,-1290.893554688,-1219.177246094,-1174.926757813
,50.354003906,-704.956054688,-1217.651367188,-1330.566406250,-1264.953613281,-1232.147216797
,49.591064453,-761.413574219,-1264.190673828,-1370.239257813,-1309.204101563,-1280.975341797
,47.302246094,-817.871093750,-1307.678222656,-1405.334472656,-1349.639892578,-1320.648193359
,43.487548828,-872.802734375,-1348.876953125,-1437.377929688,-1384.735107422,-1353.454589844
,40.435791016,-922.393798828,-1387.786865234,-1464.080810547,-1412.963867188,-1378.631591797
,35.858154297,-967.407226563,-1417.541503906,-1485.443115234,-1437.377929688,-1399.230957031
,31.280517578,-1009.368896484,-1441.192626953,-1502.990722656,-1456.451416016,-1416.778564453
,27.465820313,-1048.278808594,-1457.977294922,-1517.486572266,-1472.473144531,-1427.459716797
,22.888183594,-1087.188720703,-1466.369628906,-1525.878906250,-1483.154296875,-1432.037353516
,18.310546875,-1124.572753906,-1470.947265625,-1526.641845703,-1486.968994141,-1427.459716797
,13.732910156,-1157.379150391,-1470.947265625,-1518.249511719,-1482.391357422,-1416.015625000
,8.392333984,-1184.844970703,-1465.606689453,-1502.990722656,-1469.421386719,-1398.468017578
,2.288818359,-1204.681396484,-1455.688476563,-1480.865478516,-1448.822021484,-1374.816894531
,-3.814697266,-1219.177246094,-1441.955566406,-1454.925537109,-1422.119140625,-1348.114013672
,-10.681152344,-1228.332519531,-1425.170898438,-1425.170898438,-1391.601562500,-1319.885253906
,-15.258789063,-1235.198974609,-1404.571533203,-1390.838623047,-1358.795166016,-1290.130615234
,-19.073486328,-1238.250732422,-1381.683349609,-1354.980468750,-1323.699951172,-1261.138916016
,-19.073486328,-1237.487792969,-1355.743408203,-1319.122314453,-1289.367675781,-1229.858398438
,-18.310546875,-1232.910156250,-1328.277587891,-1282.501220703,-1253.509521484,-1196.289062500
,-18.310546875,-1223.754882813,-1298.522949219,-1247.406005859,-1218.414306641,-1159.667968750
,-16.784667969,-1211.547851563,-1267.242431641,-1210.021972656,-1182.556152344,-1119.995117188
,-17.547607422,-1197.052001953,-1231.384277344,-1168.823242188,-1144.409179688,-1077.270507813
,-16.784667969,-1181.030273438,-1192.474365234,-1124.572753906,-1103.973388672,-1035.308837891
,-15.258789063,-1162.719726563,-1150.512695313,-1078.033447266,-1061.248779297,-994.110107422
,-13.732910156,-1141.357421875,-1104.736328125,-1033.020019531,-1017.761230469,-955.200195313
,-12.969970703,-1116.943359375,-1059.722900391,-988.769531250,-975.036621094,-918.579101563
,-12.207031250,-1091.003417969,-1015.472412109,-947.570800781,-933.837890625,-882.720947266
,-12.207031250,-1063.537597656,-971.221923828,-907.897949219,-893.402099609,-847.625732422
,-11.444091797,-1037.597656250,-928.497314453,-868.988037109,-853.729248047,-813.293457031
,-9.918212891,-1010.131835938,-887.298583984,-830.841064453,-815.582275391,-780.487060547
,-8.392333984,-981.903076172,-847.625732422,-794.982910156,-777.435302734,-748.443603516
,-5.340576172,-950.622558594,-809.478759766,-759.124755859,-741.577148438,-716.400146484
,-2.288818359,-915.527343750,-772.857666016,-724.792480469,-708.007812500,-683.593750000
,0.762939453,-878.906250000,-737.762451172,-691.223144531,-675.964355469,-650.787353516
,4.577636719,-842.285156250,-701.904296875,-659.179687500,-646.209716797,-618.743896484
,8.392333984,-807.189941406,-667.572021484,-630.187988281,-618.743896484,-589.752197266
,12.207031250,-771.331787109,-636.291503906,-603.485107422,-592.041015625,-560.760498047
,15.258789063,-737.762451172,-606.536865234,-579.833984375,-566.864013672,-534.057617188
,16.784667969,-702.667236328,-579.071044922,-557.708740234,-542.449951172,-508.880615234
,20.599365234,-669.097900391,-554.656982422,-537.109375000,-518.798828125,-484.466552734
,22.125244141,-637.817382813,-528.717041016,-515.747070313,-495.147705078,-461.578369141
,24.414062500,-607.299804688,-503.540039063,-495.910644531,-473.022460938,-438.690185547
,26.702880859,-580.596923828,-480.651855469,-475.311279297,-450.134277344,-415.802001953
,28.991699219,-553.894042969,-457.763671875,-456.237792969,-429.534912109,-391.387939453
,31.280517578,-527.954101563,-436.401367188,-437.164306641,-408.935546875,-366.210937500
,32.806396484,-504.302978516,-414.276123047,-418.090820313,-387.573242188,-342.559814453
,34.332275391,-479.125976563,-392.150878906,-399.017333984,-366.973876953,-321.197509766
,35.858154297,-455.474853516,-372.314453125,-381.469726563,-347.137451172,-303.649902344
,37.384033203,-433.349609375,-354.003906250,-366.210937500,-327.301025391,-287.628173828
,40.435791016,-411.224365234,-337.219238281,-352.478027344,-309.753417969,-274.658203125
,44.250488281,-390.625000000,-321.960449219,-339.508056641,-293.731689453,-260.925292969
,46.539306641,-370.788574219,-307.464599609,-326.538085938,-278.472900391,-248.718261719
,49.591064453,-350.952148438,-295.257568359,-312.042236328,-265.502929688,-236.511230469
,53.405761719,-331.878662109,-283.813476563,-296.783447266,-252.532958984,-225.067138672
,56.457519531,-314.331054688,-274.658203125,-280.761718750,-239.562988281,-214.385986328
,61.798095703,-296.783447266,-267.028808594,-264.739990234,-228.118896484,-205.230712891
,64.086914063,-280.761718750,-258.636474609,-249.481201172,-216.674804688,-195.312500000
,64.849853516,-265.502929688,-250.244140625,-234.985351563,-205.993652344,-184.631347656
,64.086914063,-252.532958984,-242.614746094,-219.726562500,-196.838378906,-173.187255859
,60.272216797,-240.325927734,-233.459472656,-205.230712891,-189.971923828,-160.217285156
,57.983398438,-228.881835938,-225.830078125,-193.023681641,-183.868408203,-145.721435547
,55.694580078,-217.437744141,-218.200683594,-181.579589844,-180.816650391,-130.462646484
,53.405761719,-204.467773438,-209.808349609,-171.661376953,-177.764892578,-113.677978516
,51.879882813,-190.734863281,-203.704833984,-161.743164063,-175.476074219,-93.078613281
,49.591064453,-176.239013672,-197.601318359,-150.299072266,-173.950195313,-71.716308594
,48.828125000,-162.506103516,-189.971923828,-138.854980469,-171.661376953,-51.116943359
,50.354003906,-148.773193359,-181.579589844,-127.410888672,-170.898437500,-32.806396484
,50.354003906,-137.329101563,-171.661376953,-116.729736328,-167.846679688,-17.547607422
,50.354003906,-126.647949219,-161.743164063,-107.574462891,-161.743164063,-5.340576172
,48.065185547,-117.492675781,-153.350830078,-100.708007813,-154.876708984,3.814697266
,45.013427734,-109.863281250,-147.247314453,-94.604492188,-144.958496094,12.969970703
,41.961669922,-102.996826172,-143.432617188,-90.026855469,-135.040283203,22.125244141
,38.909912109,-98.419189453,-141.906738281,-86.212158203,-128.173828125,29.754638672
,36.621093750,-93.078613281,-142.669677734,-81.634521484,-120.544433594,39.672851563
,35.095214844,-88.500976563,-141.906738281,-77.819824219,-112.152099609,48.828125000
,34.332275391,-82.397460938,-141.143798828,-74.005126953,-102.996826172,54.931640625
,33.569335938,-76.293945313,-138.854980469,-69.427490234,-93.078613281,61.035156250
,33.569335938,-70.190429688,-135.803222656,-66.375732422,-82.397460938,64.849853516
,33.569335938,-63.323974609,-135.040283203,-62.561035156,-73.242187500,68.664550781
,32.806396484,-55.694580078,-135.803222656,-58.746337891,-64.086914063,76.293945313
,32.043457031,-51.116943359,-138.092041016,-51.879882813,-54.168701172,84.686279297
,28.991699219,-44.250488281,-141.143798828,-41.961669922,-45.013427734,96.130371094
,26.702880859,-39.672851563,-142.669677734,-27.465820313,-35.095214844,112.152099609
,23.651123047,-35.858154297,-137.329101563,-9.918212891,-23.651123047,130.462646484
,21.362304688,-31.280517578,-123.596191406,8.392333984,-12.969970703,152.587890625
,20.599365234,-28.991699219,-99.945068359,25.939941406,-1.525878906,177.764892578
,19.073486328,-28.228759766,-67.901611328,38.909912109,11.444091797,203.704833984
,18.310546875,-28.228759766,-32.043457031,47.302246094,25.939941406,228.118896484
,17.547607422,-28.991699219,4.577636719,50.354003906,41.198730469,247.192382813
,16.784667969,-30.517578125,37.384033203,49.591064453,58.746337891,256.347656250
,16.784667969,-32.043457031,64.849853516,45.013427734,71.716308594,252.532958984
,16.784667969,-33.569335938,86.212158203,39.672851563,82.397460938,231.933593750
,17.547607422,-33.569335938,102.233886719,34.332275391,90.026855469,199.127197266
,18.310546875,-32.806396484,116.729736328,31.280517578,93.841552734,160.217285156
,18.310546875,-29.754638672,131.225585938,29.754638672,97.656250000,125.122070313
,18.310546875,-26.702880859,149.536132813,32.806396484,100.708007813,102.996826172
,18.310546875,-24.414062500,169.372558594,38.146972656,102.996826172,92.315673828
,16.784667969,-23.651123047,186.920166016,46.539306641,104.522705078,91.552734375
,16.784667969,-22.888183594,199.127197266,58.746337891,104.522705078,94.604492188
,16.021728516,-22.888183594,202.178955078,71.716308594,105.285644531,97.656250000
,16.784667969,-20.599365234,197.601318359,85.449218750,104.522705078,98.419189453
,19.073486328,-18.310546875,187.683105469,99.945068359,102.996826172,92.315673828
,22.125244141,-16.021728516,177.001953125,111.389160156,99.945068359,79.345703125
,25.177001953,-12.207031250,170.135498047,122.833251953,96.130371094,57.983398438
,28.228759766,-8.392333984,167.846679688,131.225585938,91.552734375,32.043457031
,30.517578125,-6.103515625,170.135498047,138.092041016,90.026855469,7.629394531
,32.043457031,-2.288818359,175.476074219,143.432617188,88.500976563,-12.969970703
,32.806396484,0.000000000,182.342529297,148.010253906,85.449218750,-28.991699219
,32.043457031,3.051757813,188.446044922,154.113769531,81.634521484,-37.384033203
,30.517578125,6.866455078,193.786621094,158.691406250,76.293945313,-41.198730469
,26.702880859,9.918212891,197.601318359,164.031982422,71.716308594,-39.672851563
,22.888183594,12.207031250,199.890136719,169.372558594,68.664550781,-31.280517578
,19.073486328,15.258789063,200.653076172,171.661376953,70.953369141,-17.547607422
,12.969970703,19.073486328,199.127197266,173.187255859,74.005126953,-0.762939453
,7.629394531,25.177001953,196.838378906,174.713134766,79.345703125,18.310546875
,0.762939453,32.043457031,192.260742188,176.239013672,86.975097656,36.621093750
,-3.814697266,40.435791016,189.208984375,177.764892578,93.078613281,54.168701172
,-8.392333984,48.828125000,187.683105469,180.053710938,101.470947266,69.427490234
