Test Name,M-max Lower Leg Ampl Lines
Test Item,Left Gastroc
Patient Name,"pre  s2712tdvg"
Patient ID,
Test Date,1/29/2019
Trace Label,"Tr 1 : 0 mA : 200 탎","Tr 2 : 34 mA : 200 탎","Tr 3 : 80 mA : 200 탎","Tr 4 : 100 mA : 200 탎","Tr 5 : 100 mA : 200 탎","Tr 6 : 100 mA : 200 탎","Tr 7 : 100 mA : 200 탎","Tr 8 : 100 mA : 200 탎","Tr 9 : 100 mA : 250 탎"
,6.866455078,-163.269042969,-241.088867188,-286.102294922,-213.623046875,-228.118896484,-294.494628906,-276.184082031,-222.015380859
,6.866455078,-163.269042969,-239.562988281,-290.679931641,-214.385986328,-223.541259766,-292.968750000,-274.658203125,-224.304199219
,6.103515625,-163.269042969,-238.800048828,-297.546386719,-217.437744141,-222.015380859,-292.205810547,-273.132324219,-228.118896484
,5.340576172,-161.743164063,-238.800048828,-305.175781250,-222.015380859,-222.778320313,-292.205810547,-276.184082031,-233.459472656
,3.051757813,-158.691406250,-238.800048828,-312.805175781,-228.118896484,-225.067138672,-292.205810547,-281.524658203,-242.614746094
,0.762939453,-154.113769531,-239.562988281,-321.960449219,-234.985351563,-229.644775391,-292.205810547,-289.916992188,-251.007080078
,-0.762939453,-149.536132813,-240.325927734,-329.589843750,-241.088867188,-232.696533203,-292.968750000,-301.361083984,-262.451171875
,-1.525878906,-143.432617188,-239.562988281,-337.219238281,-245.666503906,-237.274169922,-292.968750000,-310.516357422,-272.369384766
,-0.762939453,-138.854980469,-238.800048828,-344.848632813,-248.718261719,-240.325927734,-292.205810547,-318.145751953,-281.524658203
,0.000000000,-135.040283203,-237.274169922,-350.189208984,-248.718261719,-242.614746094,-289.916992188,-321.960449219,-289.916992188
,0.000000000,-131.988525391,-235.748291016,-352.478027344,-249.481201172,-243.377685547,-287.628173828,-321.960449219,-295.257568359
,0.762939453,-128.173828125,-235.748291016,-352.478027344,-248.718261719,-242.614746094,-286.102294922,-320.434570313,-300.598144531
,0.000000000,-122.833251953,-236.511230469,-348.663330078,-250.244140625,-241.851806641,-286.102294922,-317.382812500,-305.938720703
,1.525878906,-116.729736328,-239.562988281,-344.085693359,-252.532958984,-240.325927734,-286.865234375,-312.805175781,-309.753417969
,3.051757813,-110.626220703,-242.614746094,-338.745117188,-254.821777344,-239.562988281,-288.391113281,-308.227539063,-312.805175781
,3.814697266,-104.522705078,-244.903564453,-335.693359375,-258.636474609,-239.562988281,-289.916992188,-302.124023438,-312.805175781
,5.340576172,-99.182128906,-247.955322266,-332.641601563,-260.925292969,-239.562988281,-291.442871094,-297.546386719,-311.279296875
,6.103515625,-93.078613281,-248.718261719,-329.589843750,-263.977050781,-241.088867188,-293.731689453,-293.731689453,-308.990478516
,6.866455078,-87.738037109,-249.481201172,-328.063964844,-267.028808594,-244.140625000,-296.020507813,-288.391113281,-305.938720703
,9.155273438,-81.634521484,-249.481201172,-325.012207031,-270.843505859,-248.718261719,-297.546386719,-283.813476563,-305.175781250
,11.444091797,-75.531005859,-248.718261719,-323.486328125,-276.947021484,-254.058837891,-298.309326172,-279.235839844,-303.649902344
,14.495849609,-70.190429688,-248.718261719,-321.960449219,-283.050537109,-259.399414063,-298.309326172,-275.421142578,-302.124023438
,16.784667969,-64.849853516,-249.481201172,-320.434570313,-289.154052734,-263.977050781,-298.309326172,-273.895263672,-302.124023438
,18.310546875,-60.272216797,-251.770019531,-317.382812500,-295.257568359,-268.554687500,-296.783447266,-272.369384766,-302.886962891
,17.547607422,-57.220458984,-255.584716797,-314.331054688,-298.309326172,-273.132324219,-293.731689453,-270.080566406,-304.412841797
,18.310546875,-53.405761719,-259.399414063,-309.753417969,-297.546386719,-279.235839844,-289.916992188,-265.502929688,-306.701660156
,21.362304688,-51.116943359,-263.214111328,-305.938720703,-293.731689453,-286.102294922,-283.813476563,-259.399414063,-306.701660156
,25.177001953,-48.828125000,-267.028808594,-302.124023438,-286.865234375,-292.205810547,-277.709960938,-253.295898438,-305.175781250
,28.991699219,-46.539306641,-271.606445313,-299.072265625,-280.761718750,-296.783447266,-271.606445313,-247.192382813,-302.886962891
,32.043457031,-43.487548828,-276.947021484,-295.257568359,-275.421142578,-296.020507813,-267.791748047,-243.377685547,-301.361083984
,33.569335938,-40.435791016,-280.761718750,-290.679931641,-271.606445313,-292.205810547,-267.791748047,-239.562988281,-302.124023438
,32.806396484,-37.384033203,-282.287597656,-285.339355469,-272.369384766,-286.102294922,-271.606445313,-234.985351563,-302.124023438
,31.280517578,-35.858154297,-280.761718750,-279.998779297,-273.895263672,-279.235839844,-277.709960938,-230.407714844,-300.598144531
,28.228759766,-35.858154297,-276.947021484,-275.421142578,-276.947021484,-273.895263672,-283.813476563,-225.067138672,-298.309326172
,24.414062500,-37.384033203,-273.132324219,-273.132324219,-279.998779297,-270.080566406,-289.154052734,-220.489501953,-292.968750000
,21.362304688,-38.909912109,-271.606445313,-270.080566406,-280.761718750,-267.028808594,-292.205810547,-218.963623047,-288.391113281
,18.310546875,-41.961669922,-271.606445313,-267.028808594,-280.761718750,-266.265869141,-296.020507813,-218.200683594,-283.813476563
,15.258789063,-45.013427734,-273.132324219,-263.214111328,-279.998779297,-267.791748047,-298.309326172,-218.200683594,-279.998779297
,12.969970703,-48.828125000,-273.895263672,-258.636474609,-279.235839844,-270.843505859,-301.361083984,-219.726562500,-276.184082031
,9.918212891,-52.642822266,-273.895263672,-253.295898438,-280.761718750,-275.421142578,-304.412841797,-220.489501953,-272.369384766
,8.392333984,-55.694580078,-273.132324219,-247.192382813,-281.524658203,-279.998779297,-305.938720703,-222.015380859,-268.554687500
,7.629394531,-57.983398438,-271.606445313,-238.800048828,-280.761718750,-282.287597656,-305.938720703,-224.304199219,-264.739990234
,8.392333984,-60.272216797,-269.317626953,-230.407714844,-277.709960938,-283.813476563,-303.649902344,-227.355957031,-260.925292969
,11.444091797,-61.798095703,-266.265869141,-222.015380859,-272.369384766,-283.050537109,-298.309326172,-231.933593750,-257.110595703
,14.495849609,-66.375732422,-263.214111328,-212.860107422,-266.265869141,-280.761718750,-290.679931641,-238.037109375,-253.295898438
,18.310546875,-74.005126953,-259.399414063,-204.467773438,-260.162353516,-276.184082031,-280.761718750,-244.140625000,-248.718261719
,22.125244141,-86.975097656,-256.347656250,-196.075439453,-254.821777344,-269.317626953,-271.606445313,-248.718261719,-243.377685547
,25.177001953,-102.233886719,-254.821777344,-188.446044922,-247.955322266,-261.688232422,-263.214111328,-251.007080078,-239.562988281
,25.177001953,-119.018554688,-251.770019531,-183.105468750,-239.562988281,-251.770019531,-255.584716797,-251.007080078,-234.985351563
,22.888183594,-132.751464844,-248.718261719,-178.527832031,-230.407714844,-241.851806641,-249.481201172,-248.718261719,-231.170654297
,19.073486328,-144.958496094,-244.903564453,-176.239013672,-219.726562500,-234.222412109,-243.377685547,-243.377685547,-229.644775391
,15.258789063,-157.165527344,-238.800048828,-175.476074219,-208.282470703,-226.593017578,-237.274169922,-236.511230469,-227.355957031
,12.207031250,-170.898437500,-234.222412109,-176.239013672,-197.601318359,-220.489501953,-230.407714844,-230.407714844,-226.593017578
,10.681152344,-190.734863281,-228.118896484,-178.527832031,-186.157226563,-215.911865234,-221.252441406,-226.593017578,-225.830078125
,9.918212891,-215.148925781,-221.252441406,-180.053710938,-176.239013672,-210.571289063,-210.571289063,-225.830078125,-225.067138672
,9.155273438,-242.614746094,-212.860107422,-182.342529297,-168.609619141,-205.993652344,-198.364257813,-227.355957031,-222.015380859
,9.155273438,-275.421142578,-203.704833984,-183.868408203,-162.506103516,-202.178955078,-186.157226563,-230.407714844,-217.437744141
,9.155273438,-312.805175781,-194.549560547,-183.868408203,-157.165527344,-199.127197266,-174.713134766,-231.933593750,-209.808349609
,10.681152344,-355.529785156,-186.920166016,-184.631347656,-151.824951172,-197.601318359,-164.794921875,-229.644775391,-199.890136719
,12.207031250,-405.883789063,-180.816650391,-183.868408203,-145.721435547,-196.838378906,-157.165527344,-223.541259766,-188.446044922
,13.732910156,-458.526611328,-177.001953125,-181.579589844,-136.566162109,-196.838378906,-151.824951172,-215.148925781,-177.764892578
,16.021728516,-511.169433594,-172.424316406,-177.764892578,-127.410888672,-194.549560547,-147.247314453,-205.993652344,-169.372558594
,18.310546875,-557.708740234,-167.083740234,-173.187255859,-117.492675781,-189.971923828,-142.669677734,-198.364257813,-160.980224609
,22.125244141,-595.855712891,-160.980224609,-167.846679688,-109.100341797,-184.631347656,-135.040283203,-193.023681641,-153.350830078
,25.177001953,-624.084472656,-153.350830078,-166.320800781,-102.996826172,-177.764892578,-124.359130859,-191.497802734,-144.195556641
,28.228759766,-643.157958984,-145.721435547,-164.794921875,-99.945068359,-171.661376953,-109.863281250,-193.786621094,-135.803222656
,32.043457031,-652.313232422,-138.854980469,-166.320800781,-98.419189453,-164.794921875,-95.367431641,-198.364257813,-129.699707031
,33.569335938,-652.313232422,-133.514404297,-167.846679688,-96.893310547,-157.165527344,-81.634521484,-205.993652344,-128.936767578
,36.621093750,-642.395019531,-128.936767578,-167.846679688,-94.604492188,-150.299072266,-70.953369141,-210.571289063,-131.988525391
,39.672851563,-620.269775391,-124.359130859,-167.846679688,-91.552734375,-143.432617188,-62.561035156,-212.097167969,-137.329101563
,41.198730469,-586.700439453,-119.018554688,-165.557861328,-90.026855469,-138.092041016,-57.983398438,-211.334228516,-144.195556641
,43.487548828,-538.635253906,-111.389160156,-161.743164063,-89.263916016,-133.514404297,-57.220458984,-207.519531250,-146.484375000
,45.776367188,-477.600097656,-104.522705078,-158.691406250,-91.552734375,-129.699707031,-57.983398438,-204.467773438,-148.010253906
,48.065185547,-407.409667969,-96.893310547,-152.587890625,-98.419189453,-125.885009766,-61.035156250,-201.416015625,-149.536132813
,51.116943359,-328.826904297,-91.552734375,-147.247314453,-109.863281250,-117.492675781,-64.849853516,-198.364257813,-149.536132813
,54.168701172,-245.666503906,-88.500976563,-142.669677734,-128.936767578,-106.811523438,-64.849853516,-195.312500000,-150.299072266
,56.457519531,-155.639648438,-84.686279297,-135.803222656,-155.639648438,-93.841552734,-62.561035156,-190.734863281,-151.062011719
,59.509277344,-58.746337891,-81.634521484,-130.462646484,-188.446044922,-77.056884766,-57.983398438,-186.157226563,-151.062011719
,61.035156250,43.487548828,-77.056884766,-123.596191406,-222.015380859,-58.746337891,-51.879882813,-181.579589844,-151.062011719
,61.798095703,151.062011719,-70.953369141,-115.966796875,-251.770019531,-40.435791016,-45.776367188,-175.476074219,-151.824951172
,61.035156250,258.636474609,-64.086914063,-107.574462891,-270.080566406,-24.414062500,-38.909912109,-165.557861328,-152.587890625
,59.509277344,362.396240234,-54.168701172,-100.708007813,-273.895263672,-16.021728516,-32.043457031,-152.587890625,-154.876708984
,58.746337891,457.763671875,-44.250488281,-93.078613281,-264.739990234,-16.784667969,-22.125244141,-136.566162109,-155.639648438
,58.746337891,536.346435547,-35.858154297,-86.212158203,-242.614746094,-25.939941406,-11.444091797,-120.544433594,-154.876708984
,58.746337891,594.329833984,-29.754638672,-76.293945313,-215.148925781,-41.961669922,0.000000000,-106.048583984,-149.536132813
,58.746337891,627.899169922,-28.228759766,-64.086914063,-182.342529297,-60.272216797,9.918212891,-92.315673828,-140.380859375
,57.983398438,637.817382813,-29.754638672,-48.828125000,-148.010253906,-79.345703125,16.021728516,-80.871582031,-130.462646484
,56.457519531,630.950927734,-32.043457031,-34.332275391,-114.440917969,-95.367431641,17.547607422,-68.664550781,-116.729736328
,54.931640625,611.114501953,-34.332275391,-20.599365234,-82.397460938,-108.337402344,14.495849609,-54.168701172,-100.708007813
,51.879882813,586.700439453,-37.384033203,-7.629394531,-55.694580078,-115.203857422,4.577636719,-39.672851563,-81.634521484
,48.828125000,566.101074219,-39.672851563,2.288818359,-34.332275391,-113.677978516,-7.629394531,-23.651123047,-55.694580078
,45.776367188,551.605224609,-43.487548828,12.969970703,-16.021728516,-104.522705078,-24.414062500,-8.392333984,-26.702880859
,41.198730469,547.790527344,-48.065185547,22.888183594,-3.051757813,-88.500976563,-45.013427734,6.103515625,4.577636719
,36.621093750,553.894042969,-52.642822266,31.280517578,8.392333984,-67.901611328,-64.849853516,19.836425781,33.569335938
,31.280517578,565.338134766,-55.694580078,37.384033203,19.836425781,-48.065185547,-82.397460938,32.806396484,58.746337891
,25.177001953,575.256347656,-57.220458984,39.672851563,27.465820313,-29.754638672,-93.841552734,45.776367188,76.293945313
,19.836425781,577.545166016,-57.220458984,38.146972656,35.095214844,-12.207031250,-96.130371094,57.220458984,85.449218750
,14.495849609,567.626953125,-54.168701172,34.332275391,41.198730469,1.525878906,-93.078613281,66.375732422,86.975097656
,6.866455078,544.738769531,-49.591064453,29.754638672,45.776367188,16.021728516,-85.449218750,74.768066406,81.634521484
,0.000000000,508.117675781,-43.487548828,25.939941406,51.116943359,29.754638672,-77.056884766,78.582763672,71.716308594
,-4.577636719,460.815429688,-34.332275391,22.888183594,54.931640625,41.961669922,-68.664550781,79.345703125,60.272216797
,-7.629394531,406.646728516,-24.414062500,21.362304688,59.509277344,51.879882813,-59.509277344,78.582763672,47.302246094
,-6.103515625,347.137451172,-14.495849609,20.599365234,63.323974609,57.983398438,-49.591064453,75.531005859,33.569335938
,-3.051757813,288.391113281,-3.051757813,20.599365234,66.375732422,60.272216797,-40.435791016,71.716308594,23.651123047
,-1.525878906,231.933593750,6.103515625,19.836425781,69.427490234,59.509277344,-32.043457031,68.664550781,15.258789063
,0.000000000,178.527832031,14.495849609,19.073486328,73.242187500,56.457519531,-25.177001953,64.849853516,9.155273438
,-0.762939453,130.462646484,22.888183594,16.784667969,76.293945313,52.642822266,-19.836425781,60.272216797,6.866455078
,-0.762939453,86.975097656,29.754638672,12.207031250,80.871582031,48.065185547,-15.258789063,54.168701172,3.814697266
,-0.762939453,48.065185547,35.858154297,4.577636719,82.397460938,44.250488281,-11.444091797,48.065185547,2.288818359
,-0.762939453,15.258789063,41.961669922,-4.577636719,82.397460938,41.961669922,-6.866455078,40.435791016,0.762939453
,-1.525878906,-12.207031250,47.302246094,-15.258789063,81.634521484,40.435791016,-2.288818359,34.332275391,0.000000000
,-2.288818359,-35.095214844,52.642822266,-25.939941406,79.345703125,40.435791016,2.288818359,28.991699219,0.000000000
,-3.814697266,-53.405761719,59.509277344,-35.095214844,78.582763672,41.961669922,8.392333984,22.888183594,0.000000000
,-4.577636719,-67.138671875,66.375732422,-44.250488281,80.108642578,43.487548828,14.495849609,17.547607422,1.525878906
,-4.577636719,-76.293945313,72.479248047,-50.354003906,80.871582031,46.539306641,20.599365234,12.969970703,6.866455078
,-3.814697266,-83.923339844,74.768066406,-54.168701172,83.160400391,49.591064453,26.702880859,8.392333984,12.969970703
,-3.814697266,-87.738037109,75.531005859,-56.457519531,84.686279297,52.642822266,30.517578125,6.103515625,20.599365234
,-2.288818359,-88.500976563,73.242187500,-54.931640625,85.449218750,56.457519531,32.043457031,5.340576172,28.228759766
,-1.525878906,-86.975097656,70.190429688,-50.354003906,84.686279297,57.983398438,32.043457031,4.577636719,30.517578125
,-1.525878906,-81.634521484,67.901611328,-43.487548828,82.397460938,58.746337891,31.280517578,6.103515625,29.754638672
,-0.762939453,-74.768066406,64.849853516,-34.332275391,77.819824219,58.746337891,28.991699219,6.103515625,26.702880859
,-1.525878906,-66.375732422,62.561035156,-25.177001953,70.953369141,56.457519531,27.465820313,7.629394531,19.836425781
,-0.762939453,-57.983398438,59.509277344,-17.547607422,61.035156250,54.168701172,25.177001953,9.155273438,16.021728516
,0.762939453,-50.354003906,56.457519531,-10.681152344,50.354003906,50.354003906,21.362304688,8.392333984,9.918212891
,2.288818359,-44.250488281,52.642822266,-6.103515625,40.435791016,45.013427734,17.547607422,8.392333984,3.051757813
,5.340576172,-37.384033203,47.302246094,-3.051757813,29.754638672,38.909912109,12.207031250,8.392333984,-3.814697266
,7.629394531,-31.280517578,41.198730469,-1.525878906,20.599365234,32.043457031,8.392333984,7.629394531,-12.969970703
,9.918212891,-25.177001953,33.569335938,-2.288818359,12.207031250,24.414062500,6.103515625,10.681152344,-22.125244141
,13.732910156,-19.836425781,25.939941406,-2.288818359,3.051757813,18.310546875,3.814697266,13.732910156,-30.517578125
,16.021728516,-15.258789063,20.599365234,-3.814697266,-3.051757813,13.732910156,2.288818359,16.784667969,-37.384033203
,19.073486328,-9.918212891,16.784667969,-4.577636719,-6.866455078,9.155273438,1.525878906,22.888183594,-43.487548828
,21.362304688,-4.577636719,12.207031250,-3.051757813,-6.866455078,5.340576172,2.288818359,28.228759766,-48.065185547
,22.888183594,0.762939453,8.392333984,-0.762939453,-3.814697266,1.525878906,4.577636719,35.095214844,-50.354003906
,25.177001953,5.340576172,3.051757813,1.525878906,1.525878906,-0.762939453,9.918212891,42.724609375,-49.591064453
,25.177001953,10.681152344,-2.288818359,4.577636719,7.629394531,-1.525878906,17.547607422,48.828125000,-45.776367188
,25.939941406,15.258789063,-8.392333984,6.866455078,12.207031250,0.000000000,25.177001953,55.694580078,-38.909912109
,25.177001953,18.310546875,-15.258789063,7.629394531,17.547607422,4.577636719,32.806396484,61.035156250,-30.517578125
,24.414062500,21.362304688,-19.836425781,9.155273438,20.599365234,11.444091797,37.384033203,64.849853516,-20.599365234
,25.177001953,23.651123047,-21.362304688,10.681152344,22.125244141,16.784667969,37.384033203,70.190429688,-11.444091797
,25.177001953,25.939941406,-20.599365234,12.207031250,23.651123047,20.599365234,33.569335938,72.479248047,-3.814697266
,23.651123047,27.465820313,-16.784667969,14.495849609,21.362304688,22.125244141,27.465820313,74.005126953,0.762939453
,22.125244141,28.991699219,-10.681152344,14.495849609,19.073486328,21.362304688,21.362304688,75.531005859,4.577636719
,19.073486328,29.754638672,-5.340576172,14.495849609,16.784667969,19.836425781,16.021728516,73.242187500,5.340576172
,15.258789063,29.754638672,0.000000000,12.969970703,13.732910156,19.073486328,12.207031250,72.479248047,4.577636719
,12.969970703,28.228759766,3.051757813,12.207031250,12.207031250,18.310546875,9.918212891,71.716308594,3.814697266
,11.444091797,25.939941406,5.340576172,12.969970703,11.444091797,18.310546875,9.155273438,70.190429688,3.814697266
,11.444091797,22.888183594,6.103515625,16.021728516,11.444091797,19.836425781,12.207031250,71.716308594,3.814697266
,12.207031250,19.073486328,6.103515625,21.362304688,12.969970703,21.362304688,17.547607422,73.242187500,6.866455078
,13.732910156,15.258789063,4.577636719,27.465820313,15.258789063,24.414062500,21.362304688,75.531005859,11.444091797
,16.021728516,11.444091797,3.814697266,32.043457031,18.310546875,24.414062500,27.465820313,78.582763672,16.021728516
,18.310546875,8.392333984,4.577636719,36.621093750,22.125244141,24.414062500,31.280517578,78.582763672,22.888183594
,22.888183594,4.577636719,5.340576172,38.146972656,26.702880859,23.651123047,35.858154297,77.819824219,28.991699219
,25.939941406,0.000000000,6.866455078,36.621093750,30.517578125,22.888183594,42.724609375,76.293945313,33.569335938
,26.702880859,-3.814697266,8.392333984,35.858154297,33.569335938,23.651123047,48.828125000,72.479248047,37.384033203
,26.702880859,-8.392333984,8.392333984,34.332275391,35.858154297,25.939941406,55.694580078,69.427490234,38.909912109
,22.888183594,-11.444091797,9.155273438,32.806396484,37.384033203,28.991699219,61.798095703,64.849853516,39.672851563
,17.547607422,-12.207031250,10.681152344,33.569335938,39.672851563,33.569335938,66.375732422,59.509277344,39.672851563
,13.732910156,-9.918212891,11.444091797,32.043457031,41.198730469,38.146972656,70.953369141,53.405761719,39.672851563
,9.155273438,-6.866455078,12.969970703,30.517578125,42.724609375,41.961669922,75.531005859,46.539306641,40.435791016
,6.866455078,-3.814697266,14.495849609,28.991699219,45.776367188,45.013427734,79.345703125,41.198730469,40.435791016
,7.629394531,-1.525878906,16.784667969,25.939941406,49.591064453,45.776367188,83.160400391,34.332275391,40.435791016
,8.392333984,-0.762939453,19.073486328,23.651123047,54.931640625,46.539306641,86.212158203,26.702880859,38.146972656
,10.681152344,-0.762939453,21.362304688,23.651123047,60.272216797,45.776367188,89.263916016,20.599365234,33.569335938
,12.969970703,-2.288818359,25.177001953,25.939941406,64.849853516,45.013427734,93.078613281,16.021728516,28.991699219
,15.258789063,-3.814697266,28.991699219,28.228759766,67.138671875,45.776367188,93.841552734,14.495849609,23.651123047
,16.784667969,-6.103515625,33.569335938,30.517578125,66.375732422,46.539306641,95.367431641,17.547607422,19.836425781
,16.784667969,-9.155273438,38.909912109,32.806396484,63.323974609,47.302246094,95.367431641,20.599365234,18.310546875
,16.021728516,-9.918212891,42.724609375,35.095214844,60.272216797,50.354003906,94.604492188,24.414062500,16.784667969
,16.784667969,-10.681152344,45.776367188,38.146972656,57.220458984,52.642822266,96.130371094,25.939941406,19.073486328
,17.547607422,-9.918212891,49.591064453,43.487548828,55.694580078,54.931640625,96.893310547,27.465820313,22.888183594
,20.599365234,-8.392333984,52.642822266,47.302246094,54.931640625,57.983398438,97.656250000,29.754638672,28.228759766
,25.177001953,-7.629394531,55.694580078,49.591064453,54.168701172,58.746337891,99.182128906,32.806396484,36.621093750
,28.228759766,-6.103515625,57.983398438,49.591064453,53.405761719,57.983398438,99.182128906,36.621093750,42.724609375
,32.806396484,-5.340576172,59.509277344,46.539306641,51.116943359,58.746337891,99.945068359,40.435791016,47.302246094
,35.858154297,-5.340576172,61.035156250,43.487548828,49.591064453,57.983398438,99.945068359,45.013427734,47.302246094
,38.909912109,-4.577636719,61.035156250,41.198730469,48.065185547,57.220458984,99.182128906,50.354003906,43.487548828
,43.487548828,-4.577636719,60.272216797,39.672851563,47.302246094,56.457519531,99.182128906,54.931640625,38.146972656
,46.539306641,-3.051757813,60.272216797,39.672851563,48.065185547,54.168701172,96.893310547,59.509277344,32.806396484
,48.828125000,-1.525878906,57.983398438,38.909912109,49.591064453,53.405761719,93.841552734,63.323974609,29.754638672
,51.116943359,-0.762939453,57.220458984,39.672851563,52.642822266,51.879882813,90.789794922,64.086914063,26.702880859
,52.642822266,2.288818359,56.457519531,41.961669922,57.220458984,51.879882813,85.449218750,62.561035156,26.702880859
,54.168701172,6.103515625,55.694580078,44.250488281,61.798095703,51.879882813,80.108642578,60.272216797,28.228759766
,54.931640625,10.681152344,54.931640625,47.302246094,66.375732422,50.354003906,74.768066406,57.983398438,31.280517578
,55.694580078,16.021728516,54.931640625,50.354003906,69.427490234,48.828125000,67.901611328,55.694580078,36.621093750
,57.220458984,19.073486328,53.405761719,51.879882813,70.190429688,47.302246094,64.086914063,54.931640625,40.435791016
,58.746337891,19.836425781,51.879882813,54.931640625,67.138671875,46.539306641,57.983398438,52.642822266,44.250488281
,61.035156250,19.836425781,50.354003906,57.983398438,63.323974609,48.828125000,51.116943359,48.065185547,45.013427734
,63.323974609,20.599365234,49.591064453,61.798095703,57.983398438,51.879882813,45.013427734,41.961669922,45.013427734
,64.086914063,22.125244141,51.116943359,67.138671875,54.168701172,53.405761719,38.146972656,36.621093750,45.013427734
,64.849853516,23.651123047,54.168701172,70.953369141,50.354003906,54.931640625,33.569335938,31.280517578,45.776367188
,64.086914063,26.702880859,58.746337891,74.768066406,45.776367188,52.642822266,33.569335938,27.465820313,48.065185547
,63.323974609,28.228759766,61.798095703,77.056884766,42.724609375,50.354003906,35.858154297,25.177001953,51.879882813
,61.798095703,28.228759766,61.798095703,78.582763672,41.961669922,48.828125000,40.435791016,24.414062500,56.457519531
,59.509277344,27.465820313,60.272216797,80.108642578,42.724609375,46.539306641,43.487548828,25.177001953,61.035156250
,57.983398438,25.177001953,55.694580078,81.634521484,46.539306641,45.776367188,45.013427734,27.465820313,66.375732422
,55.694580078,20.599365234,50.354003906,84.686279297,51.879882813,44.250488281,45.776367188,32.043457031,70.190429688
,52.642822266,17.547607422,47.302246094,88.500976563,55.694580078,42.724609375,44.250488281,38.146972656,74.768066406
,49.591064453,12.207031250,44.250488281,91.552734375,58.746337891,42.724609375,45.013427734,43.487548828,77.056884766
,45.776367188,8.392333984,42.724609375,96.130371094,61.035156250,41.961669922,45.013427734,48.828125000,79.345703125
,40.435791016,6.103515625,42.724609375,99.182128906,62.561035156,43.487548828,45.013427734,53.405761719,81.634521484
,34.332275391,3.051757813,42.724609375,100.708007813,64.849853516,45.776367188,45.776367188,56.457519531,83.923339844
,28.991699219,3.051757813,45.013427734,102.996826172,67.138671875,48.065185547,45.013427734,59.509277344,86.975097656
,22.888183594,3.814697266,47.302246094,103.759765625,70.953369141,52.642822266,45.013427734,60.272216797,90.789794922
,16.784667969,6.866455078,49.591064453,103.759765625,75.531005859,57.220458984,46.539306641,58.746337891,95.367431641
,9.918212891,9.918212891,51.879882813,105.285644531,80.108642578,61.798095703,46.539306641,54.931640625,99.182128906
,3.051757813,14.495849609,52.642822266,105.285644531,86.212158203,66.375732422,45.776367188,50.354003906,101.470947266
,-1.525878906,17.547607422,54.168701172,106.048583984,90.789794922,68.664550781,45.013427734,45.013427734,101.470947266
,-4.577636719,20.599365234,56.457519531,106.048583984,95.367431641,70.953369141,43.487548828,41.961669922,101.470947266
,-4.577636719,22.125244141,58.746337891,105.285644531,99.945068359,73.242187500,42.724609375,41.198730469,99.182128906
,-2.288818359,21.362304688,63.323974609,104.522705078,103.759765625,76.293945313,42.724609375,41.961669922,97.656250000
,1.525878906,18.310546875,68.664550781,102.996826172,106.048583984,80.108642578,43.487548828,45.013427734,96.130371094
,4.577636719,12.969970703,73.242187500,101.470947266,108.337402344,84.686279297,45.776367188,48.065185547,93.841552734
,6.103515625,8.392333984,78.582763672,99.182128906,107.574462891,89.263916016,48.065185547,51.116943359,93.078613281
,5.340576172,4.577636719,82.397460938,94.604492188,107.574462891,93.841552734,51.879882813,53.405761719,91.552734375
,3.814697266,3.051757813,86.212158203,90.789794922,107.574462891,97.656250000,55.694580078,55.694580078,89.263916016
,2.288818359,3.814697266,90.026855469,86.212158203,106.048583984,99.945068359,58.746337891,58.746337891,86.975097656
,1.525878906,4.577636719,93.841552734,81.634521484,106.048583984,102.233886719,61.035156250,61.798095703,84.686279297
,0.000000000,6.866455078,97.656250000,76.293945313,105.285644531,102.996826172,62.561035156,63.323974609,80.871582031
,-0.762939453,9.918212891,102.233886719,70.953369141,105.285644531,103.759765625,63.323974609,62.561035156,77.056884766
,-1.525878906,11.444091797,103.759765625,66.375732422,106.811523438,103.759765625,64.849853516,57.983398438,72.479248047
,-3.051757813,12.969970703,106.048583984,61.798095703,108.337402344,102.996826172,67.138671875,53.405761719,67.901611328
,-2.288818359,14.495849609,106.048583984,57.220458984,109.100341797,103.759765625,70.190429688,49.591064453,64.086914063
,-0.762939453,15.258789063,106.048583984,51.116943359,109.863281250,103.759765625,74.005126953,45.776367188,59.509277344
,0.000000000,17.547607422,106.048583984,45.013427734,108.337402344,105.285644531,76.293945313,44.250488281,54.931640625
,0.000000000,19.836425781,104.522705078,40.435791016,106.048583984,107.574462891,77.819824219,41.961669922,48.828125000
,0.762939453,22.125244141,105.285644531,38.909912109,102.996826172,109.100341797,77.819824219,40.435791016,41.961669922
,0.762939453,25.177001953,105.285644531,41.198730469,98.419189453,109.100341797,75.531005859,40.435791016,35.095214844
,1.525878906,26.702880859,104.522705078,44.250488281,93.841552734,106.811523438,71.716308594,41.961669922,28.991699219
,2.288818359,29.754638672,105.285644531,47.302246094,87.738037109,102.996826172,69.427490234,44.250488281,26.702880859
,3.051757813,32.806396484,104.522705078,48.828125000,82.397460938,99.182128906,66.375732422,47.302246094,27.465820313
,3.051757813,35.858154297,104.522705078,49.591064453,77.819824219,94.604492188,64.086914063,49.591064453,29.754638672
,5.340576172,40.435791016,104.522705078,51.116943359,72.479248047,90.026855469,61.035156250,53.405761719,34.332275391
,8.392333984,43.487548828,102.233886719,51.116943359,68.664550781,85.449218750,57.983398438,57.220458984,37.384033203
