Trace Label,"Tr 1 : 100 mA","Tr 2 : 84 mA","Tr 3 : 28 mA","Tr 4 : 28 mA","Tr 5 : 41 mA","Tr 6 : 43 mA","Tr 7 : 45 mA","Tr 8 : 47 mA","Tr 9 : 48 mA","Tr 10 : 49 mA","Tr 11 : 51 mA","Tr 12 : 53 mA","Tr 13 : 55 mA","Tr 14 : 57 mA","Tr 15 : 58 mA","Tr 16 : 59 mA","Tr 17 : 60 mA","Tr 18 : 61 mA","Tr 19 : 62 mA","Tr 20 : 63 mA","Tr 21 : 66 mA","Tr 22 : 68 mA","Tr 23 : 48 mA","Tr 24 : 46 mA","Tr 25 : 43 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),13236.999511719,11931.610107422,4713.439941406,17989.349365234,11761.474609375,10137.939453125,16707.611083984,11557.769775391,6657.409667969,4438.781738281,8395.385742188,4326.629638672,4286.956787109,8673.095703125,6317.901611328,19699.096679688,4489.898681641,11423.492431641,11602.783203125,21828.460693359,17647.552490234,12136.077880859,8630.371093750,11967.468261719,17997.741699219
,4746.246337891,4861.450195313,-247.192382813,-164.794921875,1509.094238281,1869.964599609,1753.997802734,2225.494384766,2351.379394531,2262.115478516,2366.638183594,2553.558349609,2468.872070313,2775.573730469,2703.857421875,2838.134765625,3029.632568359,3234.863281250,2984.619140625,3425.598144531,3619.384765625,3894.805908203,2136.993408203,1432.037353516,792.694091797
,4743.957519531,4831.695556641,-243.377685547,-159.454345703,1497.650146484,1861.572265625,1744.842529297,2222.442626953,2348.327636719,2257.537841797,2365.875244141,2549.743652344,2463.531494141,2762.603759766,2694.702148438,2821.350097656,3006.744384766,3210.449218750,2958.679199219,3395.080566406,3583.526611328,3857.421875000,2134.704589844,1426.696777344,788.116455078
,4738.616943359,4806.518554688,-240.325927734,-154.876708984,1484.680175781,1851.654052734,1733.398437500,2217.102050781,2342.987060547,2252.197265625,2361.297607422,2541.351318359,2455.139160156,2748.107910156,2684.020996094,2801.513671875,2981.567382813,3182.983398438,2931.976318359,3361.511230469,3548.431396484,3819.274902344,2127.075195313,1417.541503906,782.775878906
,4732.513427734,4780.578613281,-234.985351563,-150.299072266,1469.421386719,1842.498779297,1721.191406250,2210.235595703,2336.120605469,2244.567871094,2354.431152344,2531.433105469,2445.983886719,2732.086181641,2670.288085938,2779.388427734,2955.627441406,3153.991699219,2904.510498047,3327.941894531,3513.336181641,3781.127929688,2114.868164063,1406.097412109,777.435302734
,4724.121093750,4755.401611328,-230.407714844,-147.247314453,1452.636718750,1831.817626953,1708.221435547,2200.317382813,2326.965332031,2235.412597656,2345.275878906,2519.989013672,2434.539794922,2712.249755859,2654.266357422,2754.974365234,2927.398681641,3122.711181641,2875.518798828,3292.846679688,3480.529785156,3743.743896484,2098.083496094,1393.127441406,771.331787109
,4711.914062500,4728.698730469,-225.830078125,-145.721435547,1435.089111328,1821.136474609,1692.962646484,2188.110351563,2315.521240234,2223.968505859,2333.068847656,2506.256103516,2421.569824219,2690.124511719,2633.666992188,2728.271484375,2897.644042969,3093.719482422,2848.052978516,3256.225585938,3448.486328125,3705.596923828,2080.535888672,1379.394531250,765.228271484
,4698.944091797,4698.944091797,-222.778320313,-144.195556641,1417.541503906,1808.166503906,1677.703857422,2172.851562500,2301.788330078,2209.472656250,2317.810058594,2491.760253906,2407.073974609,2663.421630859,2610.778808594,2700.805664063,2866.363525391,3064.727783203,2819.061279297,3220.367431641,3415.679931641,3667.449951172,2062.225341797,1365.661621094,759.887695313
,4685.974121094,4668.426513672,-221.252441406,-144.195556641,1401.519775391,1795.196533203,1660.919189453,2156.066894531,2285.766601563,2191.925048828,2300.262451172,2474.212646484,2388.763427734,2633.666992188,2586.364746094,2671.813964844,2833.557128906,3035.736083984,2790.832519531,3184.509277344,3383.636474609,3630.828857422,2043.151855469,1352.691650391,754.547119141
,4672.241210938,4637.145996094,-218.963623047,-144.195556641,1386.260986328,1781.463623047,1644.134521484,2139.282226563,2270.507812500,2172.851562500,2281.188964844,2454.376220703,2369.689941406,2603.912353516,2561.187744141,2641.296386719,2802.276611328,3007.507324219,2763.366699219,3147.125244141,3351.593017578,3594.207763672,2024.078369141,1338.958740234,746.917724609
,4658.508300781,4605.102539063,-217.437744141,-143.432617188,1371.002197266,1766.204833984,1626.586914063,2121.734619141,2254.486083984,2153.015136719,2262.878417969,2435.302734375,2348.327636719,2573.394775391,2536.773681641,2609.252929688,2771.759033203,2976.989746094,2735.137939453,3108.978271484,3317.260742188,3556.823730469,2005.004882813,1325.988769531,740.051269531
,4644.012451172,4574.584960938,-214.385986328,-144.195556641,1354.980468750,1751.708984375,1606.750488281,2103.424072266,2239.227294922,2133.941650391,2244.567871094,2414.703369141,2326.202392578,2542.877197266,2511.596679688,2577.209472656,2742.767333984,2944.946289063,2706.146240234,3067.779541016,3281.402587891,3520.202636719,1985.931396484,1312.255859375,732.421875000
,4629.516601563,4544.830322266,-211.334228516,-144.195556641,1337.432861328,1736.450195313,1588.439941406,2085.113525391,2223.205566406,2114.868164063,2225.494384766,2392.578125000,2302.551269531,2512.359619141,2484.893798828,2544.403076172,2713.012695313,2911.376953125,2674.102783203,3025.054931641,3242.492675781,3482.818603516,1967.620849609,1298.522949219,724.029541016
,4615.783691406,4515.075683594,-209.808349609,-144.958496094,1316.833496094,1721.954345703,1568.603515625,2065.277099609,2204.895019531,2095.031738281,2204.132080078,2370.452880859,2278.900146484,2480.316162109,2456.665039063,2509.307861328,2680.969238281,2874.755859375,2639.007568359,2980.804443359,3202.819824219,3443.145751953,1950.073242188,1284.790039063,717.163085938
,4601.287841797,4485.321044922,-208.282470703,-144.958496094,1296.234130859,1707.458496094,1548.767089844,2045.440673828,2185.058593750,2072.906494141,2180.480957031,2346.038818359,2253.723144531,2445.983886719,2427.673339844,2473.449707031,2645.874023438,2837.371826172,2601.623535156,2937.316894531,3163.146972656,3405.761718750,1932.525634766,1269.531250000,708.007812500
,4583.740234375,4454.803466797,-207.519531250,-145.721435547,1274.871826172,1692.962646484,1528.930664063,2024.078369141,2163.696289063,2050.018310547,2154.541015625,2320.098876953,2228.546142578,2410.125732422,2395.629882813,2434.539794922,2607.727050781,2798.461914063,2562.713623047,2894.592285156,3124.237060547,3367.614746094,1912.689208984,1252.746582031,698.852539063
,4559.326171875,4421.234130859,-207.519531250,-146.484375000,1251.983642578,1675.415039063,1507.568359375,2002.716064453,2139.282226563,2026.367187500,2129.364013672,2293.395996094,2201.080322266,2371.978759766,2362.823486328,2393.341064453,2568.054199219,2758.789062500,2522.277832031,2852.630615234,3085.327148438,3328.704833984,1890.563964844,1234.436035156,687.408447266
,4528.808593750,4385.375976563,-205.230712891,-148.010253906,1228.332519531,1654.052734375,1484.680175781,1980.590820313,2112.579345703,2002.716064453,2102.661132813,2264.404296875,2173.614501953,2332.305908203,2328.491210938,2351.379394531,2527.618408203,2719.879150391,2481.842041016,2812.194824219,3044.891357422,3289.031982422,1863.861083984,1213.836669922,674.438476563
,4492.950439453,4347.991943359,-202.941894531,-151.062011719,1200.866699219,1630.401611328,1458.740234375,1953.887939453,2084.350585938,1977.539062500,2073.669433594,2234.649658203,2142.333984375,2289.581298828,2288.818359375,2307.891845703,2485.656738281,2680.969238281,2439.880371094,2770.233154297,3001.403808594,3247.070312500,1832.580566406,1190.948486328,659.942626953
,4454.040527344,4309.082031250,-201.416015625,-153.350830078,1170.349121094,1602.172851563,1428.985595703,1923.370361328,2053.070068359,1950.836181641,2041.625976563,2200.317382813,2106.475830078,2245.330810547,2246.856689453,2262.878417969,2442.932128906,2642.059326172,2397.155761719,2726.745605469,2956.390380859,3203.582763672,1798.248291016,1166.534423828,643.920898438
,4415.130615234,4269.409179688,-199.127197266,-156.402587891,1136.779785156,1571.655273438,1396.179199219,1886.749267578,2019.500732422,1919.555664063,2004.241943359,2160.644531250,2067.565917969,2198.791503906,2201.080322266,2218.627929688,2398.681640625,2602.386474609,2353.668212891,2683.258056641,2910.614013672,3158.569335938,1760.101318359,1139.831542969,626.373291016
,4374.694824219,4229.736328125,-198.364257813,-158.691406250,1100.158691406,1538.848876953,1359.558105469,1845.550537109,1983.642578125,1885.223388672,1963.806152344,2117.919921875,2024.841308594,2150.726318359,2152.252197266,2171.325683594,2352.905273438,2561.950683594,2308.654785156,2638.244628906,2865.600585938,3113.555908203,1718.139648438,1110.076904297,606.536865234
,4334.259033203,4190.063476563,-196.075439453,-161.743164063,1062.011718750,1502.990722656,1321.411132813,1801.300048828,1943.969726563,1846.313476563,1921.081542969,2071.380615234,1979.064941406,2101.898193359,2102.661132813,2124.023437500,2307.128906250,2519.989013672,2263.641357422,2593.994140625,2821.350097656,3067.779541016,1674.652099609,1078.796386719,585.937500000
,4291.534423828,4148.864746094,-192.260742188,-165.557861328,1020.050048828,1465.606689453,1280.212402344,1754.760742188,1899.719238281,1805.114746094,1876.831054688,2024.078369141,1932.525634766,2052.307128906,2053.833007813,2074.432373047,2262.115478516,2476.501464844,2217.864990234,2549.743652344,2775.573730469,3021.240234375,1628.112792969,1044.464111328,562.286376953
,4248.809814453,4104.614257813,-190.734863281,-171.661376953,977.325439453,1425.170898438,1236.724853516,1706.695556641,1853.179931641,1760.864257813,1831.054687500,1977.539062500,1885.223388672,2003.479003906,2003.479003906,2022.552490234,2217.102050781,2431.488037109,2169.036865234,2502.441406250,2726.745605469,2971.649169922,1580.047607422,1010.131835938,537.109375000
,4203.796386719,4058.074951172,-189.971923828,-179.290771484,933.074951172,1381.683349609,1191.711425781,1657.867431641,1802.825927734,1714.324951172,1784.515380859,1931.762695313,1837.921142578,1953.887939453,1953.125000000,1969.146728516,2170.562744141,2381.896972656,2116.394042969,2452.087402344,2672.576904297,2917.480468750,1530.456542969,975.799560547,510.406494141
,4154.968261719,4007.720947266,-189.971923828,-186.920166016,888.061523438,1335.144042969,1145.172119141,1608.276367188,1751.708984375,1664.733886719,1737.213134766,1884.460449219,1789.855957031,1902.770996094,1901.245117188,1911.926269531,2119.445800781,2330.017089844,2060.699462891,2399.444580078,2613.830566406,2860.260009766,1480.102539063,938.415527344,483.703613281
,4104.614257813,3955.078125000,-190.734863281,-194.549560547,842.285156250,1286.315917969,1097.869873047,1557.159423828,1699.829101563,1612.854003906,1689.147949219,1835.632324219,1739.501953125,1850.128173828,1847.076416016,1852.416992188,2063.751220703,2272.033691406,2000.427246094,2342.224121094,2552.795410156,2799.987792969,1428.985595703,898.742675781,455.474853516
,4051.208496094,3903.198242188,-189.971923828,-202.941894531,794.982910156,1235.961914063,1050.567626953,1503.753662109,1645.660400391,1557.922363281,1640.319824219,1783.752441406,1687.622070313,1794.433593750,1789.855957031,1789.855957031,2004.241943359,2208.709716797,1937.866210938,2281.188964844,2487.945556641,2735.900878906,1375.579833984,855.255126953,427.246093750
,3993.988037109,3850.555419922,-188.446044922,-211.334228516,744.628906250,1182.556152344,1002.502441406,1447.296142578,1590.728759766,1501.464843750,1589.965820313,1728.820800781,1632.690429688,1734.924316406,1731.872558594,1722.717285156,1941.680908203,2141.571044922,1873.016357422,2215.576171875,2420.806884766,2671.051025391,1319.885253906,808.715820313,395.965576172
,3936.004638672,3797.912597656,-186.157226563,-219.726562500,693.511962891,1126.098632813,952.911376953,1387.023925781,1532.745361328,1442.718505859,1535.034179688,1671.600341797,1574.707031250,1671.600341797,1670.074462891,1650.238037109,1877.593994141,2069.854736328,1803.588867188,2146.148681641,2349.853515625,2602.386474609,1260.375976563,759.887695313,361.633300781
,3877.258300781,3744.506835938,-184.631347656,-228.881835938,639.343261719,1067.352294922,901.794433594,1322.174072266,1472.473144531,1379.394531250,1477.050781250,1612.091064453,1512.908935547,1603.698730469,1603.698730469,1574.707031250,1809.692382813,1995.086669922,1731.872558594,2072.906494141,2276.611328125,2531.433105469,1195.526123047,708.770751953,325.012207031
,3818.511962891,3690.338134766,-182.342529297,-237.274169922,583.648681641,1004.791259766,849.151611328,1252.746582031,1407.623291016,1309.967041016,1413.726806641,1548.767089844,1447.296142578,1531.219482422,1533.508300781,1493.835449219,1737.976074219,1917.266845703,1654.815673828,1995.849609375,2199.554443359,2459.716796875,1126.098632813,655.364990234,284.576416016
,3759.765625000,3633.117675781,-180.816650391,-245.666503906,529.479980469,940.704345703,794.982910156,1180.267333984,1338.958740234,1235.961914063,1346.588134766,1482.391357422,1377.868652344,1452.636718750,1457.977294922,1410.675048828,1662.445068359,1835.632324219,1573.944091797,1915.740966797,2120.971679688,2384.185791016,1052.093505859,598.144531250,244.903564453
,3703.308105469,3574.371337891,-179.290771484,-254.821777344,473.022460938,874.328613281,739.288330078,1104.736328125,1265.716552734,1157.379150391,1274.871826172,1411.437988281,1305.389404297,1369.476318359,1377.868652344,1325.988769531,1583.099365234,1750.183105469,1491.546630859,1831.817626953,2039.337158203,2306.365966797,974.273681641,538.635253906,201.416015625
,3646.850585938,3511.810302734,-176.239013672,-264.739990234,415.802001953,805.664062500,681.304931641,1026.153564453,1187.133789063,1075.744628906,1200.103759766,1337.432861328,1231.384277344,1281.738281250,1295.471191406,1239.013671875,1502.227783203,1662.445068359,1408.386230469,1744.842529297,1954.650878906,2224.731445313,894.927978516,476.074218750,156.402587891
,3589.630126953,3446.197509766,-173.950195313,-274.658203125,357.818603516,734.710693359,623.321533203,945.281982422,1105.499267578,993.347167969,1123.809814453,1263.427734375,1155.090332031,1191.711425781,1210.784912109,1151.275634766,1421.356201172,1572.418212891,1324.462890625,1655.578613281,1867.675781250,2140.045166016,814.819335938,411.987304688,109.100341797
,3533.172607422,3377.532958984,-172.424316406,-285.339355469,298.309326172,662.994384766,566.101074219,863.647460938,1020.812988281,912.475585938,1045.989990234,1186.370849609,1078.033447266,1101.684570313,1125.335693359,1062.011718750,1338.958740234,1482.391357422,1240.539550781,1564.788818359,1780.700683594,2052.307128906,733.947753906,347.900390625,60.272216797
,3477.478027344,3305.053710938,-171.661376953,-293.731689453,238.800048828,590.515136719,510.406494141,782.012939453,934.600830078,832.366943359,969.696044922,1107.025146484,1000.213623047,1011.657714844,1039.886474609,970.458984375,1255.798339844,1393.127441406,1155.853271484,1472.473144531,1691.436767578,1962.280273438,655.364990234,284.576416016,14.495849609
,3422.546386719,3230.285644531,-171.661376953,-301.361083984,180.053710938,519.561767578,457.763671875,702.667236328,848.388671875,753.021240234,894.927978516,1028.442382813,921.630859375,920.867919922,953.674316406,880.432128906,1171.112060547,1302.337646484,1071.166992188,1380.920410156,1601.409912109,1869.964599609,578.308105469,223.541259766,-28.991699219
,3371.429443359,3154.754638672,-170.898437500,-308.227539063,122.833251953,450.897216797,406.646728516,627.899169922,763.702392578,675.201416016,820.159912109,946.807861328,842.285156250,829.315185547,868.225097656,788.116455078,1085.662841797,1210.784912109,983.428955078,1287.841796875,1509.857177734,1776.885986328,504.302978516,165.557861328,-69.427490234
,3320.312500000,3079.986572266,-170.135498047,-314.331054688,68.664550781,384.521484375,357.818603516,555.419921875,682.830810547,598.144531250,747.680664063,867.462158203,762.176513672,735.473632813,781.250000000,695.037841797,999.450683594,1116.180419922,893.402099609,1194.000244141,1416.778564453,1683.807373047,431.060791016,108.337402344,-107.574462891
,3267.669677734,3006.744384766,-168.609619141,-319.671630859,16.021728516,319.671630859,311.279296875,484.466552734,605.010986328,523.376464844,674.438476563,790.405273438,682.067871094,640.869140625,691.986083984,600.433349609,910.186767578,1020.050048828,798.797607422,1100.158691406,1322.174072266,1588.439941406,359.344482422,53.405761719,-143.432617188
,3215.789794922,2932.739257813,-166.320800781,-325.012207031,-35.858154297,256.347656250,264.739990234,412.750244141,530.242919922,450.897216797,601.196289063,713.348388672,600.433349609,545.501708984,601.959228516,505.065917969,819.396972656,924.682617188,701.141357422,1007.843017578,1228.332519531,1493.835449219,286.865234375,0.000000000,-178.527832031
,3162.384033203,2858.734130859,-164.794921875,-330.352783203,-88.500976563,191.497802734,219.726562500,341.033935547,456.237792969,379.180908203,525.665283203,637.054443359,518.035888672,450.134277344,510.406494141,410.461425781,726.318359375,830.841064453,603.485107422,917.053222656,1134.490966797,1400.756835938,211.334228516,-52.642822266,-213.623046875
,3110.504150391,2785.491943359,-164.031982422,-334.930419922,-141.906738281,125.885009766,173.950195313,268.554687500,379.943847656,305.938720703,446.319580078,559.234619141,434.112548828,354.766845703,420.379638672,318.145751953,632.476806641,741.577148438,508.880615234,827.789306641,1039.123535156,1306.152343750,135.040283203,-102.996826172,-246.429443359
,3059.387207031,2713.012695313,-164.031982422,-339.508056641,-193.786621094,59.509277344,128.173828125,194.549560547,302.124023438,231.933593750,366.210937500,478.363037109,347.137451172,261.688232422,332.641601563,229.644775391,539.398193359,654.602050781,418.853759766,736.999511719,942.993164063,1215.362548828,56.457519531,-154.876708984,-278.472900391
,3008.270263672,2642.059326172,-164.031982422,-344.085693359,-244.903564453,-6.866455078,83.160400391,122.833251953,222.015380859,156.402587891,284.576416016,399.017333984,260.162353516,170.135498047,246.429443359,143.432617188,448.608398438,567.626953125,332.641601563,646.209716797,845.336914063,1125.335693359,-19.836425781,-209.808349609,-308.990478516
,2955.627441406,2571.868896484,-164.794921875,-349.426269531,-294.494628906,-73.242187500,37.384033203,51.879882813,142.669677734,80.108642578,204.467773438,321.197509766,176.239013672,81.634521484,162.506103516,56.457519531,360.107421875,480.651855469,247.192382813,553.131103516,746.917724609,1036.071777344,-93.841552734,-265.502929688,-337.219238281
,2903.747558594,2501.678466797,-165.557861328,-355.529785156,-341.796875000,-137.329101563,-7.629394531,-16.021728516,65.612792969,5.340576172,127.410888672,245.666503906,96.130371094,-3.814697266,79.345703125,-31.280517578,273.895263672,391.387939453,160.217285156,460.815429688,649.261474609,947.570800781,-165.557861328,-321.960449219,-363.922119141
